;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;card;opp_Sh;coup_arret;opp_fls;Opponent;CMP;Att;FDD;FDA;Squad;DF;DM;FW;GK;MF;score_df_mean;score_mf_mean;score_fw_mean;score_dm_mean;score_gk_mean;n_form;n;top_GK;top_MF;top_DM;top_DF;top_FW;top_MO;top_AIL;top_MIL;nb_def;nb_opp_def;nb_att;nb_opp_att;nb_mil;nb_opp_mil;diff_avant;diff_def;diff_mil;sup_def
336;2021-04-12;W;1;1;Away;0;68.0;24,9;4-5-1;5.0;19.2;87.0;15.0;14.0;191.61;5;4;3-5-2;Sassuolo;reste;15.0;0;2;0;3.0;9.0;0.0;12.0;Benevento;617.7;710.0;-0.4035714285714287;1.796023564064801;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
337;2021-04-17;W;1;1;Home;1;71.0;24,9;4-5-1;3.0;22.6;86.9;11.0;8.0;-45.06;5;4;3-5-2;Sassuolo;reste;9.0;2;3;0;5.0;7.0;0.0;16.0;Fiorentina;636.1080000000002;732.0;-0.18095238095238098;1.469575355915562;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
338;2021-04-21;W;1;1;Away;0;53.0;24,9;4-5-1;5.0;16.6;84.4;9.0;13.0;-306.04;4;4;4-5-1;Sassuolo;reste;16.0;0;1;0;0.0;18.0;0.0;18.0;Milan;443.944;526.0;-1.3696428571428574;2.3407584683357876;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;212;160;0;0;1;0;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
339;2021-05-02;D;0;1;Home;1;63.0;24,9;4-5-1;3.0;26.2;86.1;10.0;18.0;-188.26;8;5;3-5-2;Sassuolo;reste;10.0;1;6;1;2.0;9.0;1.0;12.0;Atalanta;543.2909999999998;631.0;-2.0107142857142857;1.0911512027491406;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
340;2021-05-09;W;1;1;Away;0;60.0;24,9;4-5-1;6.0;17.3;84.7;10.0;15.0;129.81;7;5;3-5-2;Sassuolo;reste;14.0;0;0;0;2.0;14.0;1.0;18.0;Genoa;509.894;602.0;-2.156547619047619;2.1749140893470793;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
341;2021-05-16;W;1;1;Away;0;66.0;24,9;4-5-1;8.0;17.3;88.3;14.0;13.0;113.04000000000002;4;5;3-5-2;Sassuolo;reste;12.0;1;0;0;1.0;16.0;0.0;13.0;Parma;651.654;738.0;-0.8791666666666667;1.7719378988708887;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
342;2021-05-23;W;1;1;Home;1;56.0;24,9;4-5-1;3.0;21.9;85.5;6.0;12.0;-84.58999999999997;7;5;3-5-2;Sassuolo;reste;9.0;1;2;1;1.0;9.0;0.0;15.0;Lazio;536.085;627.0;-0.9214285714285715;1.4264911634756996;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
379;2020-11-22;L;0;0;Away;0;44.0;25,4;3-5-2;5.0;18.6;83.3;19.0;14.0;-488.62;14;11;3-5-2;Torino;automne;12.0;1;2;0;3.0;12.0;1.0;20.0;Internazionale;374.85;450.0;-1.3178571428571426;2.0829037800687282;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
380;2020-11-30;D;0;1;Home;1;53.0;25,4;3-5-2;7.0;13.1;82.4;14.0;17.0;48.1;4;11;4-5-1;Torino;automne;14.0;0;1;0;2.0;11.0;0.0;17.0;Sampdoria;464.7360000000001;564.0;-0.7958333333333334;2.3015279823269514;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;212;200;0;1;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
381;2020-12-12;L;0;0;Home;1;60.0;25,4;3-5-2;3.0;21.2;82.4;10.0;9.0;2.2800000000000007;7;12;3-5-2;Torino;reste;8.0;0;3;0;3.0;10.0;0.0;17.0;Udinese;510.056;619.0;-0.5148809523809522;1.484002209131075;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
384;2020-12-23;D;0;1;Away;0;35.0;25,4;3-5-2;3.0;18.4;78.8;10.0;16.0;-354.92000000000013;3;12;4-5-1;Torino;reste;10.0;0;3;0;3.0;15.0;2.0;20.0;Napoli;297.86400000000003;378.0;-3.2857142857142856;1.9063082965144817;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;212;200;0;1;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
385;2021-01-03;W;1;1;Away;0;43.0;25,4;3-5-2;5.0;18.5;75.9;16.0;16.0;46.58000000000001;11;1;4-5-1;Torino;reste;12.0;0;2;0;2.0;16.0;0.0;20.0;Parma;321.8160000000001;424.0;-0.9238095238095236;1.9999631811487477;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;212;200;0;1;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
386;2021-01-06;D;0;1;Home;1;46.0;25,4;3-5-2;2.0;16.6;68.6;15.0;12.0;18.069999999999997;3;1;3-4-3;Torino;reste;17.0;0;1;0;3.0;8.0;0.0;18.0;Hellas-Verona;288.11999999999995;420.0;-0.21190476190476182;2.2193298969072166;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;99;200;0;1;0;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
388;2021-01-22;D;0;1;Away;0;61.0;25,4;3-5-2;5.0;17.4;78.6;10.0;22.0;125.15;6;1;3-5-2;Torino;reste;16.0;0;3;0;1.0;9.0;1.0;18.0;Benevento;403.218;513.0;-2.2607142857142857;2.2304737358861066;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
389;2021-01-29;D;0;1;Home;1;52.0;25,4;3-5-2;3.0;13.3;76.7;9.0;20.0;-111.52;7;1;3-5-2;Torino;reste;15.0;0;2;0;4.0;8.0;0.0;15.0;Fiorentina;345.9170000000001;451.0;-1.1404761904761904;2.1650282277859594;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
390;2021-02-06;D;0;1;Away;0;43.0;25,4;3-5-2;4.0;16.7;71.3;17.0;17.0;-254.72;8;2;3-4-3;Torino;reste;20.0;0;2;0;3.0;11.0;0.0;23.0;Atalanta;293.043;411.0;-0.5815476190476192;2.7588181148748157;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;99;200;0;1;0;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
391;2021-02-13;D;0;1;Home;1;46.0;25,4;3-5-2;2.0;22.9;71.0;13.0;13.0;63.35;7;2;3-5-2;Torino;reste;10.0;0;2;0;4.0;6.0;1.0;15.0;Genoa;320.21;451.0;-1.2839285714285713;1.2689923907707412;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
392;2021-02-19;W;1;1;Away;0;53.0;25,4;3-5-2;5.0;18.4;68.8;23.0;19.0;-12.550000000000011;6;2;3-5-2;Torino;reste;10.0;0;2;0;3.0;18.0;1.0;20.0;Cagliari;308.224;448.0;-1.7446428571428574;1.7872606774668631;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
393;2021-03-14;L;0;0;Home;1;32.0;25,4;3-5-2;3.0;12.4;72.3;5.0;11.0;-488.62;7;3;3-5-2;Torino;reste;7.0;0;0;0;1.0;12.0;1.0;12.0;Internazionale;250.158;346.0;-2.1303571428571426;1.4382056946489938;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
394;2021-03-17;W;1;1;Home;1;51.0;25,4;3-5-2;11.0;16.5;77.2;10.0;10.0;-66.46000000000001;3;3;4-5-1;Torino;reste;22.0;0;1;0;2.0;14.0;0.0;16.0;Sassuolo;396.036;513.0;-0.844047619047619;2.5351988217967603;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;212;200;0;1;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
395;2021-04-18;W;1;1;Home;1;49.0;25,4;3-5-2;11.0;15.5;75.5;10.0;13.0;-220.37;8;4;3-4-3;Torino;reste;27.0;0;2;0;3.0;9.0;0.0;13.0;Roma;332.2;440.0;-0.6982142857142858;2.7123404516445753;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;99;200;0;1;0;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
396;2021-04-21;D;0;1;Away;0;52.0;25,4;3-5-2;3.0;18.4;71.2;12.0;15.0;21.68000000000001;3;4;4-5-1;Torino;reste;18.0;0;2;0;4.0;8.0;0.0;26.0;Bologna;289.072;406.0;-0.6136904761904761;2.7241654393716255;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;212;200;0;1;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
397;2021-04-26;L;0;0;Home;1;48.0;25,4;3-5-2;5.0;16.1;81.9;8.0;15.0;-354.92000000000013;5;4;4-5-1;Torino;reste;15.0;0;3;1;1.0;25.0;0.0;15.0;Napoli;371.82600000000014;454.0;-2.032738095238096;2.082603092783505;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;212;200;0;1;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
398;2021-05-09;D;0;1;Away;0;43.0;25,4;3-5-2;3.0;16.0;65.3;11.0;22.0;18.069999999999997;6;5;3-4-3;Torino;reste;7.0;0;3;0;3.0;24.0;0.0;16.0;Hellas-Verona;235.08;360.0;-2.1892857142857145;1.4193053510063818;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;99;200;0;1;0;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
399;2021-05-12;L;0;0;Home;1;42.0;25,4;3-5-2;1.0;22.8;83.1;16.0;15.0;-372.5;3;5;4-5-1;Torino;reste;14.0;0;2;0;1.0;11.0;1.0;16.0;Milan;339.879;409.0;-1.5279761904761906;1.7473613156602845;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;212;200;0;1;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
400;2021-05-18;D;0;1;Away;0;29.0;25,4;3-5-2;3.0;24.0;57.1;8.0;13.0;-151.04999999999995;3;5;3-5-2;Torino;reste;6.0;0;0;0;4.0;21.0;0.0;10.0;Lazio;163.877;287.0;-1.6410714285714285;0.467648502700049;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
401;2021-05-23;D;0;1;Home;1;52.0;25,4;3-5-2;5.0;18.2;85.5;8.0;17.0;125.15;5;5;3-5-2;Torino;reste;11.0;0;0;0;2.0;8.0;0.0;10.0;Benevento;454.005;531.0;-1.0244047619047618;1.438046146293569;Torino;2.0;0.0;0.0;0.0;1.0;3.7119559896878194;2.2512148201614033;2.330039437456421;0.7256542073731463;1.2784492184606504;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
402;2020-09-27;L;0;0;Away;0;53.0;25,8;3-5-2;5.0;15.9;70.6;10.0;12.0;15.789999999999992;10;9;3-4-3;Udinese;automne;22.0;0;0;0;1.0;14.0;0.0;13.0;Hellas-Verona;336.76199999999994;477.0;-0.969047619047619;2.3000552282768774;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;99;200;0;1;0;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
403;2020-10-03;L;0;0;Home;1;45.0;25,8;3-5-2;4.0;19.7;76.5;17.0;15.0;-222.65;3;10;3-4-3;Udinese;automne;10.0;0;1;0;0.0;13.0;2.0;9.0;Roma;358.785;469.0;-2.5898809523809527;1.124417034855179;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;99;200;0;1;0;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
404;2020-10-25;L;0;0;Away;0;55.0;25,8;3-5-2;6.0;16.8;79.3;10.0;14.0;-113.8;7;10;3-5-2;Udinese;automne;16.0;0;3;0;1.0;5.0;0.0;16.0;Fiorentina;379.847;479.0;-0.49404761904761896;2.1447349042709862;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
407;2020-11-22;W;1;1;Home;1;46.0;25,8;3-5-2;2.0;22.6;81.4;15.0;16.0;61.06999999999999;16;11;3-5-2;Udinese;automne;8.0;0;2;0;4.0;11.0;0.0;15.0;Genoa;372.81200000000007;458.0;-0.661904761904762;1.2749324987727049;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
408;2020-11-29;W;1;1;Away;0;44.0;25,8;3-5-2;4.0;16.7;81.8;16.0;10.0;-153.32999999999996;4;11;3-5-2;Udinese;automne;9.0;0;4;0;3.0;10.0;2.0;16.0;Lazio;386.914;473.0;-2.1488095238095237;1.7129847815414827;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
409;2020-12-12;W;1;1;Away;0;40.0;25,8;3-5-2;3.0;16.0;80.1;21.0;17.0;-2.2800000000000007;13;12;3-5-2;Udinese;reste;10.0;0;3;0;3.0;8.0;2.0;9.0;Torino;326.00699999999995;407.0;-2.095833333333333;1.357995827196858;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
410;2020-12-15;D;0;1;Home;1;54.0;25,8;3-5-2;6.0;21.7;80.5;16.0;13.0;120.25;3;12;3-5-2;Udinese;reste;15.0;0;1;0;4.0;4.0;1.0;17.0;Crotone;383.985;477.0;-0.9363095238095238;1.9022766323024056;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
411;2020-12-20;D;0;1;Away;0;47.0;25,8;3-5-2;4.0;15.3;81.0;11.0;13.0;-14.830000000000013;5;12;4-5-1;Udinese;reste;13.0;0;1;0;2.0;12.0;1.0;13.0;Cagliari;383.94;474.0;-1.8267857142857142;1.854792587137948;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;212;200;0;1;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
412;2020-12-23;L;0;0;Home;1;61.0;25,8;3-5-2;3.0;19.2;84.5;19.0;20.0;122.87;3;12;4-5-1;Udinese;reste;15.0;0;1;0;2.0;9.0;0.0;12.0;Benevento;479.96;568.0;-0.4928571428571429;1.7662616593028964;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;212;200;0;1;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
413;2021-01-06;D;0;1;Away;0;63.0;25,8;3-5-2;6.0;17.0;83.0;7.0;13.0;19.400000000000006;3;1;4-5-1;Udinese;reste;17.0;0;3;0;5.0;10.0;1.0;16.0;Bologna;478.08;576.0;-1.9791666666666665;2.245139911634757;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;212;200;0;1;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
417;2021-01-23;D;0;1;Home;1;39.0;25,8;3-5-2;1.0;20.5;81.8;20.0;11.0;-490.9;3;1;3-5-2;Udinese;reste;6.0;0;3;0;2.0;10.0;1.0;16.0;Internazionale;355.01199999999994;434.0;-0.9255952380952379;1.3171084928816887;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
419;2021-02-14;L;0;0;Away;0;49.0;25,8;3-5-2;1.0;21.6;83.5;17.0;7.0;-222.65;7;2;3-4-3;Udinese;reste;6.0;0;0;0;2.0;12.0;1.0;17.0;Roma;430.86;516.0;-1.0232142857142856;1.3431455571919486;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;99;200;0;1;0;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
420;2021-02-28;W;1;1;Home;1;46.0;25,8;3-5-2;3.0;18.9;76.5;7.0;12.0;-113.8;7;2;3-5-2;Udinese;reste;9.0;0;1;0;2.0;8.0;0.0;20.0;Fiorentina;325.89;426.0;-0.7833333333333332;1.7864874815905742;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
422;2021-03-13;D;0;1;Away;0;43.0;25,8;3-5-2;2.0;16.9;80.3;9.0;6.0;61.06999999999999;7;3;3-5-2;Udinese;reste;8.0;1;1;0;3.0;11.0;0.0;14.0;Genoa;354.12299999999993;441.0;-0.4654761904761905;1.4931516936671572;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
423;2021-03-21;L;0;0;Home;1;51.0;25,8;3-5-2;3.0;16.6;81.3;7.0;9.0;-153.32999999999996;8;3;3-5-2;Udinese;reste;12.0;0;1;0;3.0;16.0;0.0;13.0;Lazio;403.24799999999993;496.0;-1.1291666666666667;1.7246870397643592;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
424;2021-04-03;L;0;0;Away;0;42.0;25,8;3-5-2;3.0;20.7;77.0;11.0;9.0;-257.0;13;4;3-5-2;Udinese;reste;9.0;0;2;0;0.0;23.0;2.0;15.0;Atalanta;354.97;461.0;-3.3101190476190476;1.387156357388316;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
426;2021-04-21;L;0;0;Home;1;57.0;25,8;3-5-2;2.0;19.6;82.3;6.0;11.0;-14.830000000000013;4;4;3-5-2;Udinese;reste;12.0;0;0;0;2.0;14.0;1.0;15.0;Cagliari;483.101;587.0;-2.192261904761905;1.706952626411389;Udinese;1.0;0.0;0.0;0.0;1.0;3.0322339978007187;1.4271420309539442;1.926840385482212;0.0;-3.250902998371477;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
431;2020-09-20;D;0;1;Away;0;33.0;25,4;4-5-1;4.0;15.9;80.5;11.0;18.0;-53.91;10;9;4-5-1;Cagliari;automne;8.0;0;3;0;1.0;33.0;3.0;9.0;Sassuolo;276.115;343.0;-5.539285714285715;1.2345790378006871;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;212;160;0;0;1;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
434;2020-10-25;W;1;1;Home;1;43.0;25,4;4-5-1;8.0;18.4;82.8;12.0;13.0;135.08;7;10;3-5-2;Cagliari;automne;19.0;0;2;0;5.0;12.0;0.0;13.0;Crotone;355.212;429.0;-0.755357142857143;2.1164273441335295;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;264;160;0;0;1;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
435;2020-10-31;L;0;0;Away;0;48.0;25,4;4-5-1;3.0;15.2;72.0;21.0;18.0;34.23000000000002;3;10;4-5-1;Cagliari;automne;7.0;0;3;0;3.0;22.0;2.0;11.0;Bologna;321.12;446.0;-3.091666666666667;1.2278043691703489;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;212;160;0;0;1;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
436;2020-12-06;D;0;1;Away;0;48.0;25,4;4-5-1;3.0;15.2;72.3;12.0;14.0;30.620000000000005;7;12;3-4-3;Cagliari;reste;13.0;0;0;0;2.0;18.0;0.0;11.0;Hellas-Verona;318.12;440.0;-1.217857142857143;1.6313757977417773;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;99;160;0;0;1;1;0;0;0;0;4;3;1;3;5;4;-2;1;1;1
437;2020-12-13;L;0;0;Home;1;42.0;25,4;4-5-1;3.0;16.0;78.3;5.0;11.0;-476.07;7;12;3-5-2;Cagliari;reste;11.0;0;2;0;1.0;21.0;0.0;17.0;Internazionale;360.963;461.0;-1.7303571428571427;1.903233922434953;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;264;160;0;0;1;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
438;2020-12-20;D;0;1;Home;1;53.0;25,4;4-5-1;3.0;19.8;80.5;10.0;13.0;14.830000000000013;4;12;3-5-2;Cagliari;reste;12.0;0;2;0;1.0;13.0;0.0;13.0;Udinese;429.065;533.0;-0.9648809523809524;1.5502147766323022;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;264;160;0;0;1;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
439;2020-12-23;L;0;0;Away;0;38.0;25,4;3-5-2;1.0;16.3;73.8;20.0;20.0;-207.82;3;12;3-4-3;Cagliari;reste;9.0;1;2;0;3.0;15.0;1.0;18.0;Roma;264.942;359.0;-1.8214285714285714;1.7633652430044182;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;99;200;0;0;1;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
440;2021-01-03;L;0;0;Home;1;38.0;25,4;4-5-1;1.0;13.2;82.7;4.0;11.0;-342.37;11;1;4-5-1;Cagliari;reste;8.0;0;4;1;1.0;33.0;2.0;6.0;Napoli;329.973;399.0;-4.601785714285715;1.2124447717231221;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;212;160;0;0;1;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
441;2021-01-06;L;0;0;Home;1;61.0;25,4;4-5-1;5.0;21.0;82.9;7.0;18.0;137.70000000000002;3;1;4-5-1;Cagliari;reste;12.0;0;4;1;3.0;10.0;0.0;12.0;Benevento;465.898;562.0;-1.2916666666666665;1.4544305351006384;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;212;160;0;0;1;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
443;2021-01-18;L;0;0;Home;1;45.0;25,4;4-5-1;2.0;17.2;80.4;11.0;9.0;-359.94999999999993;4;1;4-5-1;Cagliari;reste;17.0;0;2;0;4.0;9.0;1.0;13.0;Milan;373.86;465.0;-1.3767857142857145;2.0163782523318607;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;212;160;0;0;1;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
444;2021-01-24;L;0;0;Away;0;59.0;25,4;4-5-1;4.0;19.2;80.7;9.0;6.0;75.9;6;1;3-5-2;Cagliari;reste;14.0;0;2;0;1.0;11.0;0.0;11.0;Genoa;526.164;652.0;-0.4654761904761905;1.5918568973981344;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;264;160;0;0;1;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
