;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;card;opp_Sh;coup_arret;opp_fls;Opponent;CMP;Att;FDD;FDA;Squad;DF;DM;FW;GK;MF;score_df_mean;score_mf_mean;score_fw_mean;score_dm_mean;score_gk_mean;n_form;n;top_GK;top_MF;top_DM;top_DF;top_FW;top_MO;top_AIL;top_MIL;nb_def;nb_opp_def;nb_att;nb_opp_att;nb_mil;nb_opp_mil;diff_avant;diff_def;diff_mil;sup_def
180;2020-12-12;L;0;0;Home;1;59.0;25,6;3-5-2;4.0;15.0;77.3;10.0;13.0;169.11999999999995;4;12;4-5-1;Lazio;reste;12.0;0;5;0;3.0;7.0;0.0;15.0;Hellas-Verona;472.303;611.0;-0.5648809523809525;1.8845422189494356;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;212;200;0;1;0;0;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
181;2020-12-15;D;0;1;Away;0;64.0;25,6;3-5-2;2.0;22.4;87.7;18.0;15.0;276.2;3;12;4-5-1;Lazio;reste;13.0;0;2;0;3.0;15.0;0.0;14.0;Benevento;591.975;675.0;-0.6517857142857142;1.6310751104565535;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;212;200;0;1;0;0;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
182;2020-12-20;W;1;1;Home;1;40.0;25,6;3-5-2;2.0;13.3;81.0;14.0;12.0;-203.8700000000001;5;12;4-5-1;Lazio;reste;10.0;0;4;0;3.0;14.0;0.0;8.0;Napoli;332.91;411.0;-0.6833333333333333;1.4453853706431024;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;212;200;0;1;0;0;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
183;2020-12-23;L;0;0;Away;0;61.0;25,6;3-5-2;6.0;19.2;82.5;10.0;14.0;-221.45;3;12;4-5-1;Lazio;reste;12.0;0;4;0;2.0;12.0;1.0;9.0;Milan;472.725;573.0;-1.9607142857142854;1.3549521354933725;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;212;200;0;1;0;0;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
184;2021-01-03;D;0;1;Away;0;60.0;25,6;3-5-2;2.0;20.4;80.6;13.0;18.0;214.4;11;1;3-5-2;Lazio;reste;11.0;1;4;0;2.0;10.0;0.0;11.0;Genoa;474.73399999999987;589.0;-0.8630952380952379;1.3288107511045657;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;264;200;0;1;0;0;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
185;2021-01-06;W;1;1;Home;1;45.0;25,6;3-5-2;3.0;16.8;83.1;13.0;11.0;39.529999999999966;3;1;3-5-2;Lazio;reste;13.0;0;3;0;1.0;11.0;1.0;11.0;Fiorentina;364.809;439.0;-1.4922619047619048;1.677472999509082;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;264;200;0;1;0;0;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
186;2021-01-15;W;1;1;Home;1;40.0;25,6;3-5-2;8.0;19.0;79.6;14.0;12.0;-69.32;5;1;3-4-3;Lazio;reste;8.0;0;5;0;4.0;6.0;0.0;19.0;Roma;335.116;421.0;-0.1499999999999999;1.6890709376534119;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;99;200;0;1;0;0;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
187;2021-01-24;W;1;1;Home;1;49.0;25,6;3-5-2;6.0;17.7;84.8;9.0;16.0;84.58999999999997;3;1;4-5-1;Lazio;reste;20.0;0;2;0;3.0;5.0;0.0;15.0;Sassuolo;429.088;506.0;-0.6904761904761904;2.367986008836524;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;212;200;0;1;0;0;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
188;2021-01-31;W;1;1;Away;0;43.0;25,6;3-5-2;7.0;19.3;71.1;9.0;20.0;-103.67000000000002;4;1;3-4-3;Lazio;reste;14.0;0;2;0;0.0;8.0;0.0;12.0;Atalanta;322.79400000000004;454.0;-1.1404761904761904;1.5349165439371624;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;99;200;0;1;0;0;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
189;2021-02-07;W;1;1;Home;1;63.0;25,6;3-5-2;6.0;16.6;81.1;13.0;16.0;138.49999999999997;7;2;3-4-3;Lazio;reste;14.0;0;2;0;2.0;7.0;0.0;14.0;Cagliari;485.78899999999993;599.0;-0.5380952380952382;1.9181394207167402;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;99;200;0;1;0;0;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
190;2021-02-14;L;0;0;Away;0;64.0;25,6;3-5-2;6.0;20.7;84.3;10.0;4.0;-337.57;7;2;3-5-2;Lazio;reste;14.0;0;1;0;2.0;11.0;1.0;7.0;Internazionale;629.721;747.0;-1.269047619047619;1.3073944526264112;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;264;200;0;1;0;0;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
191;2021-02-20;W;1;1;Home;1;56.0;25,6;3-5-2;6.0;16.8;82.4;16.0;14.0;199.15;6;2;3-5-2;Lazio;reste;12.0;0;4;0;3.0;10.0;1.0;17.0;Sampdoria;458.144;556.0;-1.3988095238095237;1.9774729995090818;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;264;200;0;1;0;0;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
192;2021-02-27;L;0;0;Away;0;60.0;25,6;3-5-2;6.0;18.4;77.6;9.0;18.0;172.73;4;2;4-5-1;Lazio;reste;19.0;0;2;0;1.0;11.0;0.0;9.0;Bologna;460.168;593.0;-1.2154761904761906;1.8045225822287676;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;212;200;0;1;0;0;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
193;2021-03-06;L;0;0;Away;0;48.0;25,6;3-5-2;4.0;19.8;84.8;9.0;13.0;-306.97;7;3;4-5-1;Lazio;reste;15.0;0;1;0;0.0;6.0;1.0;10.0;Juventus;441.808;521.0;-1.5696428571428571;1.6139052528227784;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;212;200;0;1;0;0;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
194;2021-03-12;W;1;1;Home;1;64.0;25,6;3-5-2;6.0;16.7;84.1;8.0;9.0;273.58;6;3;3-5-2;Lazio;reste;25.0;0;0;0;3.0;5.0;1.0;11.0;Crotone;550.0139999999999;654.0;-1.3244047619047619;2.494532400589102;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;264;200;0;1;0;0;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
195;2021-03-21;W;1;1;Away;0;49.0;25,6;3-5-2;6.0;17.6;81.8;6.0;13.0;153.32999999999996;4;3;3-5-2;Lazio;reste;16.0;0;3;0;1.0;12.0;1.0;9.0;Udinese;395.912;484.0;-2.1839285714285714;1.6957596956308294;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;264;200;0;1;0;0;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
196;2021-04-11;W;1;1;Away;0;55.0;25,6;3-5-2;1.0;18.8;78.8;10.0;13.0;169.11999999999995;8;4;3-4-3;Lazio;reste;12.0;0;2;0;0.0;5.0;0.0;15.0;Hellas-Verona;445.22;565.0;-0.43154761904761896;1.7065230731467844;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;99;200;0;1;0;0;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
197;2021-04-18;W;1;1;Home;1;58.0;25,6;3-5-2;5.0;16.1;85.1;10.0;14.0;276.2;7;4;4-5-1;Lazio;reste;11.0;1;2;0;3.0;15.0;1.0;10.0;Benevento;485.921;571.0;-2.1607142857142856;1.5415316642120764;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;212;200;0;1;0;0;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
198;2021-04-22;L;0;0;Away;0;51.0;25,6;3-5-2;3.0;15.8;86.7;11.0;18.0;-203.8700000000001;4;4;4-5-1;Lazio;reste;16.0;0;4;0;4.0;9.0;1.0;7.0;Napoli;449.973;519.0;-1.9392857142857145;1.721876534118802;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;212;200;0;1;0;0;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
199;2021-04-26;W;1;1;Home;1;40.0;25,6;3-5-2;5.0;15.4;75.8;13.0;9.0;-221.45;4;4;4-5-1;Lazio;reste;14.0;0;2;0;0.0;16.0;1.0;11.0;Milan;313.05400000000003;413.0;-1.7005952380952378;1.729399852724595;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;212;200;0;1;0;0;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
200;2021-05-02;W;1;1;Home;1;52.0;25,6;3-5-2;10.0;15.0;84.6;9.0;13.0;214.4;6;5;3-5-2;Lazio;reste;19.0;1;3;0;4.0;8.0;1.0;12.0;Genoa;455.148;538.0;-1.7029761904761904;2.250613647520864;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;264;200;0;1;0;0;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
201;2021-05-08;L;0;0;Away;0;70.0;25,6;3-5-2;3.0;12.0;85.9;7.0;14.0;39.529999999999966;6;5;3-5-2;Lazio;reste;11.0;0;8;1;4.0;9.0;0.0;12.0;Fiorentina;530.8620000000002;618.0;-0.9750000000000001;1.8873956799214535;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;264;200;0;1;0;0;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
202;2021-05-12;W;1;1;Home;1;51.0;25,6;3-5-2;5.0;17.7;82.6;8.0;13.0;197.63;4;5;3-5-2;Lazio;reste;17.0;0;1;0;3.0;12.0;1.0;14.0;Parma;451.822;547.0;-2.0410714285714286;2.0792955326460483;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;264;200;0;1;0;0;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
203;2021-05-15;L;0;0;Away;0;52.0;25,6;3-5-2;4.0;17.5;82.9;12.0;8.0;-69.32;3;5;4-5-1;Lazio;reste;9.0;0;2;1;2.0;13.0;1.0;8.0;Roma;427.764;516.0;-1.5095238095238095;1.184842906234659;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;212;200;0;1;0;0;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
204;2021-05-18;D;0;1;Home;1;71.0;25,6;3-5-2;7.0;17.8;82.0;5.0;10.0;151.04999999999995;3;5;3-5-2;Lazio;reste;21.0;0;4;0;0.0;6.0;0.0;13.0;Torino;577.28;704.0;-0.6678571428571427;2.2711647029946;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;264;200;0;1;0;0;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
205;2021-05-23;L;0;0;Away;0;44.0;25,6;3-5-2;2.0;14.6;85.4;16.0;15.0;84.58999999999997;5;5;4-5-1;Lazio;reste;9.0;0;1;0;3.0;9.0;1.0;12.0;Sassuolo;415.044;486.0;-1.3946428571428573;1.6140893470790383;Lazio;0.0;0.0;0.0;0.0;1.0;2.0027809996752124;1.4221225987353214;3.6735175012996137;0.0;2.4424482535783625;212;200;0;1;0;0;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
206;2020-09-21;W;1;1;Home;1;58.0;23,9;4-5-1;4.0;18.9;82.5;9.0;13.0;394.18;4;9;4-5-1;Milan;automne;16.0;1;3;0;6.0;13.0;0.0;20.0;Bologna;457.875;555.0;-1.036309523809524;2.324582719685812;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;212;160;0;1;1;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
207;2020-09-27;W;1;1;Away;0;52.0;23,9;4-5-1;5.0;17.9;80.7;7.0;15.0;495.03;3;9;3-5-2;Milan;automne;15.0;1;3;0;1.0;5.0;0.0;14.0;Crotone;422.061;523.0;-0.7708333333333333;1.913033873343152;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;264;160;0;1;1;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
208;2020-10-17;W;1;1;Away;0;45.0;23,9;4-5-1;3.0;17.2;74.4;18.0;11.0;-116.12;13;10;3-5-2;Milan;automne;10.0;0;3;0;3.0;18.0;0.0;18.0;Internazionale;296.856;399.0;-0.6017857142857141;1.7907830142366223;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;264;160;0;1;1;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
209;2020-10-26;D;0;1;Home;1;54.0;23,9;4-5-1;7.0;13.6;84.6;8.0;14.0;152.13;4;10;3-4-3;Milan;automne;12.0;1;3;0;2.0;11.0;1.0;15.0;Roma;462.762;547.0;-2.036904761904762;2.043611929307805;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;99;160;0;1;1;1;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
210;2020-11-08;D;0;1;Home;1;66.0;23,9;4-5-1;8.0;16.7;77.5;4.0;16.0;390.57;3;11;3-4-3;Milan;automne;33.0;0;1;0;3.0;7.0;0.0;20.0;Hellas-Verona;454.15;586.0;-1.1809523809523812;3.5117943053510063;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;99;160;0;1;1;1;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
211;2020-11-22;W;1;1;Away;0;37.0;23,9;4-5-1;7.0;16.1;78.6;7.0;16.0;17.579999999999927;14;11;4-5-1;Milan;automne;15.0;0;4;0;4.0;19.0;0.0;8.0;Napoli;308.898;393.0;-1.7666666666666666;1.6058173784977905;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;212;160;0;1;1;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
212;2020-12-20;W;1;1;Away;0;32.0;23,9;4-5-1;5.0;21.6;74.4;15.0;12.0;306.04;4;12;4-5-1;Milan;reste;11.0;0;3;0;1.0;15.0;1.0;11.0;Sassuolo;229.896;309.0;-1.6785714285714286;1.1931455571919487;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;212;160;0;1;1;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
213;2020-12-23;W;1;1;Home;1;39.0;23,9;4-5-1;4.0;17.5;77.0;12.0;9.0;221.45;3;12;3-5-2;Milan;reste;12.0;1;2;0;4.0;12.0;0.0;14.0;Lazio;287.98;374.0;-0.505357142857143;1.6896048109965638;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;264;160;0;1;1;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
214;2021-01-03;W;1;1;Away;0;39.0;23,9;4-5-1;1.0;23.9;80.5;15.0;14.0;497.65;11;1;4-5-1;Milan;reste;9.0;1;3;1;1.0;24.0;0.0;9.0;Benevento;288.995;359.0;-1.4035714285714287;0.8888745704467356;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;212;160;0;1;1;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
215;2021-01-18;W;1;1;Away;0;55.0;23,9;4-5-1;5.0;23.4;85.9;17.0;13.0;359.94999999999993;6;1;4-5-1;Milan;reste;9.0;1;3;1;2.0;17.0;0.0;9.0;Cagliari;493.066;574.0;-0.7315476190476191;0.9789334806087384;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;212;160;0;1;1;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
216;2021-01-23;L;0;0;Home;1;51.0;23,9;4-5-1;2.0;14.8;82.1;14.0;11.0;117.77999999999996;5;1;3-5-2;Milan;reste;14.0;0;2;0;1.0;17.0;2.0;14.0;Atalanta;385.04899999999986;469.0;-2.8208333333333333;2.0228276877761413;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;264;160;0;1;1;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
217;2021-01-30;W;1;1;Away;0;51.0;23,9;4-5-1;8.0;16.4;79.3;11.0;12.0;394.18;4;1;4-5-1;Milan;reste;13.0;1;1;0;2.0;11.0;1.0;13.0;Bologna;394.914;498.0;-1.6976190476190478;1.7778534609720178;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;212;160;0;1;1;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
218;2021-02-07;W;1;1;Home;1;49.0;23,9;4-5-1;10.0;18.9;82.6;6.0;17.0;495.03;8;2;3-5-2;Milan;reste;21.0;0;3;0;1.0;10.0;0.0;9.0;Crotone;393.176;476.0;-1.300595238095238;1.9716065292096219;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;264;160;0;1;1;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
219;2021-02-21;L;0;0;Home;1;60.0;23,9;4-5-1;8.0;16.8;84.1;8.0;9.0;-116.12;3;2;3-5-2;Milan;reste;14.0;0;2;0;1.0;16.0;0.0;10.0;Internazionale;528.1479999999998;628.0;-1.0577380952380953;1.6935444280805103;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;264;160;0;1;1;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
220;2021-02-28;W;1;1;Away;0;46.0;23,9;4-5-1;8.0;16.4;82.1;16.0;9.0;152.13;3;2;3-4-3;Milan;reste;16.0;1;3;0;3.0;18.0;0.0;14.0;Roma;366.166;446.0;-0.6196428571428572;2.0736867943053507;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;99;160;0;1;1;1;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
221;2021-03-07;W;1;1;Away;0;46.0;23,9;4-5-1;3.0;20.8;72.8;22.0;12.0;390.57;4;3;3-4-3;Milan;reste;11.0;0;0;0;2.0;11.0;0.0;14.0;Hellas-Verona;326.144;448.0;0.088095238095238;1.4028350515463917;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;99;160;0;1;1;1;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
222;2021-03-14;L;0;0;Home;1;56.0;23,9;4-5-1;5.0;17.6;83.8;9.0;12.0;17.579999999999927;3;3;4-5-1;Milan;reste;13.0;0;1;1;2.0;15.0;0.0;9.0;Napoli;481.012;574.0;-1.1071428571428572;1.5195692194403534;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;212;160;0;1;1;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
223;2021-04-18;W;1;1;Home;1;53.0;23,9;4-5-1;4.0;20.0;81.7;11.0;10.0;435.85;8;4;3-5-2;Milan;reste;17.0;0;0;0;1.0;12.0;0.0;13.0;Genoa;455.886;558.0;-0.6392857142857143;1.8875245459008345;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;264;160;0;1;1;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
224;2021-04-21;L;0;0;Home;1;47.0;23,9;4-5-1;6.0;17.8;84.1;7.0;18.0;306.04;3;4;4-5-1;Milan;reste;18.0;0;0;0;1.0;16.0;1.0;13.0;Sassuolo;390.22399999999993;464.0;-2.6916666666666664;2.0961647029946002;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;212;160;0;1;1;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
225;2021-04-26;L;0;0;Away;0;60.0;23,9;4-5-1;5.0;18.2;83.3;13.0;11.0;221.45;5;4;3-5-2;Milan;reste;16.0;0;0;0;2.0;14.0;0.0;9.0;Lazio;514.794;618.0;-0.6922619047619047;1.682689003436426;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;264;160;0;1;1;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
226;2021-05-01;W;1;1;Home;1;56.0;23,9;4-5-1;11.0;14.3;88.9;7.0;16.0;497.65;5;5;4-5-1;Milan;reste;20.0;0;2;0;0.0;13.0;0.0;8.0;Benevento;537.845;605.0;-1.3666666666666667;2.154553264604811;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;212;160;0;1;1;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
227;2021-05-12;W;1;1;Away;0;58.0;23,9;4-5-1;7.0;15.5;86.0;6.0;16.0;372.5;3;5;3-5-2;Milan;reste;11.0;1;1;0;2.0;14.0;2.0;15.0;Torino;486.76;566.0;-3.504761904761905;1.8956737849779086;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;264;160;0;1;1;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
228;2021-05-16;D;0;1;Home;1;61.0;23,9;4-5-1;2.0;21.7;83.0;7.0;8.0;359.94999999999993;4;5;3-5-2;Milan;reste;21.0;0;2;0;2.0;7.0;0.0;8.0;Cagliari;532.86;642.0;-0.4666666666666667;1.7695385370643102;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;264;160;0;1;1;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
229;2021-05-23;W;1;1;Away;0;30.0;23,9;4-5-1;0.0;24.3;70.7;7.0;11.0;117.77999999999996;7;5;3-4-3;Milan;reste;4.0;2;3;0;4.0;13.0;1.0;17.0;Atalanta;207.858;294.0;-2.0541666666666667;0.9182560137457043;Milan;3.0;1.0;1.0;0.0;1.0;2.8147473572086286;2.50317530653375;3.4793838227276814;2.2985256140373016;1.9140056915790438;99;160;0;1;1;1;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
230;2020-09-27;W;1;1;Home;1;57.0;26,0;4-5-1;9.0;15.3;90.8;6.0;6.0;418.27;7;9;3-5-2;Napoli;automne;18.0;0;1;0;2.0;6.0;0.0;13.0;Genoa;611.992;674.0;-0.3464285714285715;2.304792587137948;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;264;160;1;1;0;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
231;2020-10-17;W;1;1;Home;1;50.0;26,0;4-5-1;11.0;17.1;80.4;8.0;12.0;100.20000000000003;20;10;3-4-3;Napoli;automne;19.0;0;1;0;3.0;13.0;0.0;23.0;Atalanta;422.904;526.0;-1.0452380952380953;2.7798662248404518;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;99;160;1;1;0;1;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
232;2020-10-25;W;1;1;Away;0;65.0;26,0;4-5-1;5.0;16.0;85.0;9.0;13.0;480.07000000000005;3;10;4-5-1;Napoli;automne;19.0;0;1;0;3.0;9.0;3.0;16.0;Benevento;528.7;622.0;-3.769642857142857;2.453829160530191;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;212;160;1;1;0;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
233;2020-11-01;L;0;0;Home;1;44.0;26,0;4-5-1;6.0;16.6;81.8;9.0;7.0;288.4600000000001;3;11;3-4-3;Napoli;automne;22.0;0;2;0;2.0;7.0;1.0;9.0;Sassuolo;417.18;510.0;-1.261309523809524;2.147306087383407;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;99;160;1;1;0;1;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
234;2020-11-08;W;1;1;Away;0;52.0;26,0;4-5-1;4.0;20.2;80.4;10.0;11.0;376.6;3;11;4-5-1;Napoli;automne;19.0;0;0;0;3.0;9.0;0.0;12.0;Bologna;434.964;541.0;-0.5732142857142858;1.932572410407462;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;212;160;1;1;0;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
235;2020-11-22;L;0;0;Home;1;63.0;26,0;4-5-1;7.0;17.4;84.8;9.0;8.0;-17.579999999999927;14;11;4-5-1;Napoli;automne;19.0;0;3;1;4.0;15.0;0.0;16.0;Milan;557.984;658.0;-0.8571428571428571;2.379283259695631;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;212;160;1;1;0;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
