;Date;Time;Comp;Round;Day;Venue;Result;GF;GA;Opponent;xG;xGA;Poss;Attendance;Captain;Formation;Referee;Match Report;Notes;team;key;Sh;SoT;Dist;FK;PK;Att;Cmp%;CrdY;CrdR;2CrdY;Fls;Off;Int;age;value
31;2022-04-03;15:00;Serie A;Matchweek 31;Sun;Home;W;5;1;Cagliari;4.6;0.5;51.0;12215.0;Roberto Pereyra;3-5-2;Rosario Abisso;Match Report;;Udinese;2022-04-0315:00Serie AMatchweek 31HomeWCagliariUdinese;24.0;11.0;15.0;0.0;0;471.0;82.8;2;0;0;19.0;2.0;10.0;25.0;€142.30m
32;2022-04-10;15:00;Serie A;Matchweek 32;Sun;Away;W;2;1;Venezia;2.4;1.5;48.0;10459.0;Rodrigo Becão;3-5-2;Marco Guida;Match Report;;Udinese;2022-04-1015:00Serie AMatchweek 32AwayWVeneziaUdinese;15.0;4.0;15.3;1.0;1;358.0;70.1;2;0;0;11.0;3.0;9.0;25.0;€142.30m
33;2022-04-16;14:30;Serie A;Matchweek 33;Sat;Home;W;4;1;Empoli;1.3;1.8;40.0;15226.0;Roberto Pereyra;3-5-2;Matteo Marchetti;Match Report;;Udinese;2022-04-1614:30Serie AMatchweek 33HomeWEmpoliUdinese;13.0;5.0;18.3;0.0;0;328.0;73.8;1;0;0;19.0;3.0;16.0;25.0;€142.30m
34;2022-04-20;18:45;Serie A;Matchweek 19;Wed;Home;L;0;1;Salernitana;0.5;1.0;54.0;12362.0;Rodrigo Becão;3-5-2;Simone Sozza;Match Report;;Udinese;2022-04-2018:45Serie AMatchweek 19HomeLSalernitanaUdinese;12.0;3.0;18.2;1.0;0;431.0;71.9;3;0;0;20.0;1.0;5.0;25.0;€142.30m
35;2022-04-24;15:00;Serie A;Matchweek 34;Sun;Away;D;2;2;Bologna;1.8;1.4;45.0;15922.0;Rodrigo Becão;3-5-2;Alberto Santoro;Match Report;;Udinese;2022-04-2415:00Serie AMatchweek 34AwayDBolognaUdinese;17.0;5.0;17.0;0.0;0;384.0;77.9;2;0;0;22.0;3.0;7.0;25.0;€142.30m
36;2022-04-27;18:00;Serie A;Matchweek 20;Wed;Away;W;4;0;Fiorentina;3.3;2.8;28.0;22067.0;Bram Nuytinck;3-5-2;Ivan Pezzuto;Match Report;;Udinese;2022-04-2718:00Serie AMatchweek 20AwayWFiorentinaUdinese;17.0;8.0;13.9;0.0;0;229.0;62.9;4;0;0;22.0;4.0;4.0;25.0;€142.30m
37;2022-05-01;18:00;Serie A;Matchweek 35;Sun;Home;L;1;2;Inter;1.1;2.0;48.0;20910.0;Roberto Pereyra;3-5-2;Daniele Chiffi;Match Report;;Udinese;2022-05-0118:00Serie AMatchweek 35HomeLInterUdinese;7.0;3.0;19.8;1.0;0;470.0;83.4;2;0;0;12.0;1.0;8.0;25.0;€142.30m
38;2022-05-07;18:00;Serie A;Matchweek 36;Sat;Away;D;1;1;Sassuolo;2.2;2.0;41.0;7460.0;Roberto Pereyra;3-5-2;Matteo Marcenaro;Match Report;;Udinese;2022-05-0718:00Serie AMatchweek 36AwayDSassuoloUdinese;13.0;6.0;14.9;0.0;0;399.0;78.7;2;0;0;18.0;6.0;5.0;25.0;€142.30m
39;2022-05-14;18:00;Serie A;Matchweek 37;Sat;Home;L;2;3;Spezia;1.7;2.3;61.0;20950.0;Roberto Pereyra;3-5-2;Gianluca Aureliano;Match Report;;Udinese;2022-05-1418:00Serie AMatchweek 37HomeLSpeziaUdinese;17.0;6.0;14.9;0.0;0;563.0;82.8;3;0;0;19.0;2.0;13.0;25.0;€142.30m
40;2022-05-22;21:00;Serie A;Matchweek 38;Sun;Away;W;4;0;Salernitana;2.6;1.9;47.0;29739.0;Roberto Pereyra;3-5-2;Daniele Orsato;Match Report;;Udinese;2022-05-2221:00Serie AMatchweek 38AwayWSalernitanaUdinese;18.0;10.0;21.4;0.0;0;475.0;81.5;1;0;0;12.0;2.0;7.0;25.0;€142.30m
0;2021-08-14;21:00;Coppa Italia;First round;Sat;Home;W;3;1;Pisa;;;60.0;2620.0;João Pedro;3-4-1-2;Gianluca Manganiello;Match Report;;Cagliari;2021-08-1421:00Coppa ItaliaFirst roundHomeWPisaCagliari;12.0;4.0;;;0;;;2;0;0;14.0;4.0;9.0;25.0;€134.53m
1;2021-08-23;18:30;Serie A;Matchweek 1;Mon;Home;D;2;2;Spezia;2.7;0.8;58.0;5387.0;João Pedro;3-4-3;Francesco Fourneau;Match Report;;Cagliari;2021-08-2318:30Serie AMatchweek 1HomeDSpeziaCagliari;19.0;7.0;15.0;0.0;1;527.0;77.8;2;0;0;17.0;1.0;11.0;25.0;€134.53m
2;2021-08-29;20:45;Serie A;Matchweek 2;Sun;Away;L;1;4;Milan;0.7;2.9;43.0;31946.0;João Pedro;3-5-2;Marco Serra;Match Report;;Cagliari;2021-08-2920:45Serie AMatchweek 2AwayLMilanCagliari;7.0;2.0;13.2;1.0;0;422.0;84.4;5;0;0;11.0;0.0;4.0;25.0;€134.53m
3;2021-09-12;15:00;Serie A;Matchweek 3;Sun;Home;L;2;3;Genoa;1.5;1.2;52.0;6423.0;João Pedro;3-5-2;Luca Pairetto;Match Report;;Cagliari;2021-09-1215:00Serie AMatchweek 3HomeLGenoaCagliari;8.0;2.0;17.5;0.0;1;529.0;80.9;2;0;0;15.0;1.0;4.0;25.0;€134.53m
4;2021-09-19;18:00;Serie A;Matchweek 4;Sun;Away;D;2;2;Lazio;1.6;2.3;27.0;20000.0;João Pedro;3-5-2;Davide Ghersini;Match Report;;Cagliari;2021-09-1918:00Serie AMatchweek 4AwayDLazioCagliari;10.0;3.0;16.0;0.0;0;285.0;65.3;3;1;1;11.0;4.0;19.0;25.0;€134.53m
5;2021-09-22;20:45;Serie A;Matchweek 5;Wed;Home;L;0;2;Empoli;1.3;1.0;50.0;7226.0;João Pedro;3-5-2;Marco Di Bello;Match Report;;Cagliari;2021-09-2220:45Serie AMatchweek 5HomeLEmpoliCagliari;15.0;1.0;17.0;0.0;0;499.0;75.8;2;0;0;15.0;1.0;9.0;25.0;€134.53m
6;2021-09-26;20:45;Serie A;Matchweek 6;Sun;Away;L;0;2;Napoli;0.2;1.9;33.0;20000.0;João Pedro;4-2-3-1;Marco Piccinini;Match Report;;Cagliari;2021-09-2620:45Serie AMatchweek 6AwayLNapoliCagliari;6.0;1.0;22.3;1.0;0;372.0;77.4;1;0;0;10.0;2.0;14.0;25.0;€134.53m
7;2021-10-01;20:45;Serie A;Matchweek 7;Fri;Home;D;1;1;Venezia;0.6;0.8;42.0;8135.0;João Pedro;3-5-2;Manuel Volpi;Match Report;;Cagliari;2021-10-0120:45Serie AMatchweek 7HomeDVeneziaCagliari;9.0;3.0;23.7;0.0;0;408.0;77.0;2;0;0;15.0;2.0;9.0;25.0;€134.53m
8;2021-10-17;12:30;Serie A;Matchweek 8;Sun;Home;W;3;1;Sampdoria;1.0;1.5;41.0;9923.0;João Pedro;4-4-2;Matteo Marchetti;Match Report;;Cagliari;2021-10-1712:30Serie AMatchweek 8HomeWSampdoriaCagliari;12.0;5.0;18.6;0.0;0;345.0;66.1;4;0;0;14.0;2.0;4.0;25.0;€134.53m
9;2021-10-24;15:00;Serie A;Matchweek 9;Sun;Away;L;0;3;Fiorentina;0.2;3.0;35.0;20290.0;João Pedro;4-4-2;Antonio Rapuano;Match Report;;Cagliari;2021-10-2415:00Serie AMatchweek 9AwayLFiorentinaCagliari;3.0;1.0;21.7;0.0;0;361.0;74.5;2;0;0;15.0;4.0;11.0;25.0;€134.53m
10;2021-10-27;20:45;Serie A;Matchweek 10;Wed;Home;L;1;2;Roma;0.9;2.8;42.0;8547.0;João Pedro;3-5-2;Ivan Pezzuto;Match Report;;Cagliari;2021-10-2720:45Serie AMatchweek 10HomeLRomaCagliari;7.0;5.0;15.2;0.0;0;359.0;73.3;3;0;0;16.0;1.0;9.0;25.0;€134.53m
11;2021-11-01;20:45;Serie A;Matchweek 11;Mon;Away;L;0;2;Bologna;0.7;1.3;43.0;10126.0;João Pedro;5-3-2;Davide Massa;Match Report;;Cagliari;2021-11-0120:45Serie AMatchweek 11AwayLBolognaCagliari;9.0;2.0;23.2;2.0;0;481.0;82.3;2;1;0;9.0;5.0;7.0;25.0;€134.53m
12;2021-11-06;20:45;Serie A;Matchweek 12;Sat;Home;L;1;2;Atalanta;0.9;3.2;38.0;6976.0;João Pedro;4-4-2;Marco Piccinini;Match Report;;Cagliari;2021-11-0620:45Serie AMatchweek 12HomeLAtalantaCagliari;7.0;1.0;17.4;1.0;0;390.0;73.1;1;0;0;11.0;3.0;15.0;25.0;€134.53m
13;2021-11-21;12:30;Serie A;Matchweek 13;Sun;Away;D;2;2;Sassuolo;1.4;3.1;41.0;4135.0;João Pedro;4-2-3-1;Niccolò Baroni;Match Report;;Cagliari;2021-11-2112:30Serie AMatchweek 13AwayDSassuoloCagliari;10.0;3.0;16.4;0.0;1;384.0;75.0;2;0;0;10.0;4.0;8.0;25.0;€134.53m
14;2021-11-26;20:45;Serie A;Matchweek 14;Fri;Home;D;1;1;Salernitana;2.0;0.4;57.0;9700.0;João Pedro;3-5-2;Daniele Doveri;Match Report;;Cagliari;2021-11-2620:45Serie AMatchweek 14HomeDSalernitanaCagliari;19.0;3.0;15.8;2.0;0;503.0;78.9;3;0;0;13.0;2.0;6.0;25.0;€134.53m
15;2021-11-30;20:45;Serie A;Matchweek 15;Tue;Away;D;0;0;Hellas Verona;0.8;1.4;31.0;12188.0;Luca Ceppitelli;3-5-2;Matteo Marcenaro;Match Report;;Cagliari;2021-11-3020:45Serie AMatchweek 15AwayDHellas VeronaCagliari;12.0;4.0;21.1;1.0;0;285.0;58.2;2;0;0;12.0;0.0;10.0;25.0;€134.53m
16;2021-12-06;20:45;Serie A;Matchweek 16;Mon;Home;D;1;1;Torino;1.5;1.4;49.0;8799.0;João Pedro;3-5-2;Luca Massimi;Match Report;;Cagliari;2021-12-0620:45Serie AMatchweek 16HomeDTorinoCagliari;15.0;2.0;15.3;1.0;0;420.0;66.0;2;0;0;12.0;4.0;9.0;25.0;€134.53m
17;2021-12-12;20:45;Serie A;Matchweek 17;Sun;Away;L;0;4;Inter;0.4;3.1;25.0;33712.0;João Pedro;3-5-2;Matteo Marchetti;Match Report;;Cagliari;2021-12-1220:45Serie AMatchweek 17AwayLInterCagliari;5.0;2.0;18.4;0.0;0;274.0;73.0;2;0;0;13.0;2.0;8.0;25.0;€134.53m
18;2021-12-15;18:00;Coppa Italia;Second round;Wed;Home;W;3;1;Cittadella;;;52.0;2797.0;Alessandro Deiola;3-5-2;Maria Sole Ferrieri Caputi;Match Report;;Cagliari;2021-12-1518:00Coppa ItaliaSecond roundHomeWCittadellaCagliari;13.0;7.0;;;0;;;1;0;0;13.0;2.0;6.0;25.0;€134.53m
19;2021-12-18;20:45;Serie A;Matchweek 18;Sat;Home;L;0;4;Udinese;0.4;0.6;55.0;7864.0;João Pedro;3-5-2;Fabio Maresca;Match Report;;Cagliari;2021-12-1820:45Serie AMatchweek 18HomeLUdineseCagliari;5.0;2.0;18.4;0.0;0;537.0;80.8;4;1;1;12.0;0.0;12.0;25.0;€134.53m
20;2021-12-21;20:45;Serie A;Matchweek 19;Tue;Away;L;0;2;Juventus;0.9;1.5;37.0;11197.0;João Pedro;5-3-2;Federico Dionisi;Match Report;;Cagliari;2021-12-2120:45Serie AMatchweek 19AwayLJuventusCagliari;6.0;1.0;11.4;0.0;0;370.0;73.5;3;0;0;12.0;1.0;10.0;25.0;€134.53m
21;2022-01-06;12:30;Serie A;Matchweek 20;Thu;Away;W;2;1;Sampdoria;2.0;0.5;51.0;3188.0;João Pedro;3-5-2;Giacomo Camplone;Match Report;;Cagliari;2022-01-0612:30Serie AMatchweek 20AwayWSampdoriaCagliari;15.0;7.0;15.4;0.0;0;514.0;76.3;3;0;0;17.0;1.0;6.0;25.0;€134.53m
22;2022-01-11;20:45;Serie A;Matchweek 21;Tue;Home;W;2;1;Bologna;1.9;0.5;52.0;5583.0;João Pedro;3-5-2;Davide Ghersini;Match Report;;Cagliari;2022-01-1120:45Serie AMatchweek 21HomeWBolognaCagliari;13.0;4.0;16.5;0.0;0;475.0;73.1;3;0;0;12.0;3.0;17.0;25.0;€134.53m
23;2022-01-16;18:00;Serie A;Matchweek 22;Sun;Away;L;0;1;Roma;0.6;2.0;43.0;5000.0;João Pedro;3-5-2;Lorenzo Maggioni;Match Report;;Cagliari;2022-01-1618:00Serie AMatchweek 22AwayLRomaCagliari;8.0;2.0;18.6;0.0;0;444.0;72.3;4;0;0;18.0;2.0;12.0;25.0;€134.53m
24;2022-01-19;17:30;Coppa Italia;Round of 16;Wed;Away;L;0;1;Sassuolo;;;46.0;850.0;Leonardo Pavoletti;3-5-2;Matteo Marchetti;Match Report;;Cagliari;2022-01-1917:30Coppa ItaliaRound of 16AwayLSassuoloCagliari;12.0;3.0;;;0;;;1;0;0;13.0;5.0;10.0;25.0;€134.53m
25;2022-01-23;12:30;Serie A;Matchweek 23;Sun;Home;D;1;1;Fiorentina;1.6;2.4;41.0;5000.0;João Pedro;3-5-2;Gianluca Aureliano;Match Report;;Cagliari;2022-01-2312:30Serie AMatchweek 23HomeDFiorentinaCagliari;11.0;1.0;14.4;0.0;0;297.0;65.0;3;0;0;21.0;4.0;9.0;25.0;€134.53m
26;2022-02-06;12:30;Serie A;Matchweek 24;Sun;Away;W;2;1;Atalanta;1.0;0.8;39.0;7868.0;Alessio Cragno;3-1-4-2;Alessandro Prontera;Match Report;;Cagliari;2022-02-0612:30Serie AMatchweek 24AwayWAtalantaCagliari;7.0;4.0;17.7;2.0;0;412.0;74.0;5;0;0;14.0;3.0;12.0;25.0;€134.53m
27;2022-02-13;15:00;Serie A;Matchweek 25;Sun;Away;D;1;1;Empoli;1.3;0.9;54.0;4787.0;João Pedro;3-1-4-2;Federico Dionisi;Match Report;;Cagliari;2022-02-1315:00Serie AMatchweek 25AwayDEmpoliCagliari;17.0;4.0;18.5;1.0;0;442.0;71.3;2;0;0;14.0;0.0;11.0;25.0;€134.53m
28;2022-02-21;19:00;Serie A;Matchweek 26;Mon;Home;D;1;1;Napoli;2.1;1.2;47.0;12063.0;João Pedro;3-5-2;Maurizio Mariani;Match Report;;Cagliari;2022-02-2119:00Serie AMatchweek 26HomeDNapoliCagliari;13.0;5.0;12.7;0.0;0;428.0;69.2;1;0;0;17.0;0.0;11.0;25.0;€134.53m
29;2022-02-27;12:35;Serie A;Matchweek 27;Sun;Away;W;2;1;Torino;1.5;1.1;44.0;10231.0;João Pedro;3-5-2;Manuel Volpi;Match Report;;Cagliari;2022-02-2712:35Serie AMatchweek 27AwayWTorinoCagliari;11.0;5.0;12.9;0.0;0;375.0;57.3;4;0;0;20.0;2.0;9.0;25.0;€134.53m
30;2022-03-05;20:45;Serie A;Matchweek 28;Sat;Home;L;0;3;Lazio;0.9;2.7;45.0;10873.0;João Pedro;3-4-1-2;Fabio Maresca;Match Report;;Cagliari;2022-03-0520:45Serie AMatchweek 28HomeLLazioCagliari;16.0;3.0;20.1;0.0;0;482.0;73.9;3;0;0;10.0;0.0;23.0;25.0;€134.53m
31;2022-03-12;15:00;Serie A;Matchweek 29;Sat;Away;L;0;2;Spezia;0.6;2.0;57.0;7180.0;João Pedro;3-4-1-2;Daniele Orsato;Match Report;;Cagliari;2022-03-1215:00Serie AMatchweek 29AwayLSpeziaCagliari;11.0;1.0;20.0;0.0;0;461.0;70.5;4;0;0;18.0;0.0;14.0;25.0;€134.53m
32;2022-03-19;20:45;Serie A;Matchweek 30;Sat;Home;L;0;1;Milan;1.4;2.1;42.0;12309.0;João Pedro;3-1-4-2;Marco Di Bello;Match Report;;Cagliari;2022-03-1920:45Serie AMatchweek 30HomeLMilanCagliari;13.0;1.0;16.4;1.0;0;371.0;65.8;1;0;0;13.0;1.0;16.0;25.0;€134.53m
33;2022-04-03;15:00;Serie A;Matchweek 31;Sun;Away;L;1;5;Udinese;0.5;4.6;49.0;12215.0;João Pedro;3-5-1-1;Rosario Abisso;Match Report;;Cagliari;2022-04-0315:00Serie AMatchweek 31AwayLUdineseCagliari;6.0;3.0;19.0;0.0;0;445.0;76.9;4;1;1;15.0;2.0;13.0;25.0;€134.53m
34;2022-04-09;20:45;Serie A;Matchweek 32;Sat;Home;L;1;2;Juventus;0.3;1.5;40.0;13437.0;João Pedro;3-5-2;Daniele Chiffi;Match Report;;Cagliari;2022-04-0920:45Serie AMatchweek 32HomeLJuventusCagliari;4.0;1.0;24.9;0.0;0;365.0;67.4;1;0;0;19.0;0.0;8.0;25.0;€134.53m
35;2022-04-16;12:30;Serie A;Matchweek 33;Sat;Home;W;1;0;Sassuolo;2.1;0.4;37.0;14689.0;João Pedro;3-5-2;Davide Massa;Match Report;;Cagliari;2022-04-1612:30Serie AMatchweek 33HomeWSassuoloCagliari;16.0;8.0;18.0;1.0;0;334.0;64.1;2;0;0;16.0;6.0;15.0;25.0;€134.53m
36;2022-04-24;18:00;Serie A;Matchweek 34;Sun;Away;L;0;1;Genoa;1.0;1.0;45.0;17257.0;João Pedro;3-5-2;Paolo Valeri;Match Report;;Cagliari;2022-04-2418:00Serie AMatchweek 34AwayLGenoaCagliari;11.0;1.0;16.8;1.0;0;354.0;51.4;2;0;0;18.0;1.0;16.0;25.0;€134.53m
37;2022-04-30;15:00;Serie A;Matchweek 35;Sat;Home;L;1;2;Hellas Verona;1.1;1.4;59.0;16267.0;João Pedro;3-5-2;Daniele Orsato;Match Report;;Cagliari;2022-04-3015:00Serie AMatchweek 35HomeLHellas VeronaCagliari;14.0;5.0;16.8;2.0;0;480.0;72.1;2;0;0;16.0;2.0;5.0;25.0;€134.53m
38;2022-05-08;18:00;Serie A;Matchweek 36;Sun;Away;D;1;1;Salernitana;0.6;1.5;52.0;28048.0;João Pedro;3-5-2;Marco Di Bello;Match Report;;Cagliari;2022-05-0818:00Serie AMatchweek 36AwayDSalernitanaCagliari;9.0;3.0;15.9;0.0;0;420.0;76.4;2;1;0;17.0;1.0;6.0;25.0;€134.53m
39;2022-05-15;20:45;Serie A;Matchweek 37;Sun;Home;L;1;3;Inter;0.7;2.9;38.0;15443.0;João Pedro;4-3-1-2;Daniele Doveri;Match Report;;Cagliari;2022-05-1520:45Serie AMatchweek 37HomeLInterCagliari;10.0;2.0;19.6;0.0;0;377.0;76.9;0;0;0;12.0;0.0;9.0;25.0;€134.53m
40;2022-05-22;21:00;Serie A;Matchweek 38;Sun;Away;D;0;0;Venezia;2.3;0.9;56.0;5654.0;João Pedro;3-5-2;Fabio Maresca;Match Report;;Cagliari;2022-05-2221:00Serie AMatchweek 38AwayDVeneziaCagliari;31.0;7.0;17.0;0.0;0;534.0;78.3;3;0;0;19.0;3.0;6.0;25.0;€134.53m
0;2021-08-13;18:00;Coppa Italia;First round;Fri;Home;W;3;2;Perugia;;;51.0;522.0;Domenico Criscito;3-5-2;Antonio Rapuano;Match Report;;Genoa;2021-08-1318:00Coppa ItaliaFirst roundHomeWPerugiaGenoa;25.0;8.0;;;1;;;2;0;0;14.0;1.0;12.0;26.1;€121.28m
1;2021-08-21;18:30;Serie A;Matchweek 1;Sat;Away;L;0;4;Inter;1.1;1.7;40.0;27402.0;Domenico Criscito;3-4-1-2;Valerio Marini;Match Report;;Genoa;2021-08-2118:30Serie AMatchweek 1AwayLInterGenoa;10.0;4.0;20.7;1.0;0;426.0;84.5;2;0;0;7.0;2.0;15.0;26.1;€121.28m
2;2021-08-29;18:30;Serie A;Matchweek 2;Sun;Home;L;1;2;Napoli;0.5;1.4;39.0;20000.0;Domenico Criscito;3-5-2;Marco Di Bello;Match Report;;Genoa;2021-08-2918:30Serie AMatchweek 2HomeLNapoliGenoa;6.0;3.0;15.2;0.0;0;402.0;76.1;2;0;0;17.0;3.0;19.0;26.1;€121.28m
3;2021-09-12;15:00;Serie A;Matchweek 3;Sun;Away;W;3;2;Cagliari;1.2;1.5;48.0;6423.0;Domenico Criscito;3-5-2;Luca Pairetto;Match Report;;Genoa;2021-09-1215:00Serie AMatchweek 3AwayWCagliariGenoa;11.0;3.0;18.2;0.0;0;482.0;80.7;3;0;0;15.0;2.0;6.0;26.1;€121.28m
4;2021-09-18;15:00;Serie A;Matchweek 4;Sat;Home;L;1;2;Fiorentina;1.1;1.3;36.0;6269.0;Domenico Criscito;4-2-3-1;Livio Marinelli;Match Report;;Genoa;2021-09-1815:00Serie AMatchweek 4HomeLFiorentinaGenoa;8.0;2.0;25.8;1.0;1;354.0;78.5;4;0;0;13.0;3.0;12.0;26.1;€121.28m
5;2021-09-21;18:30;Serie A;Matchweek 5;Tue;Away;D;2;2;Bologna;1.6;2.5;40.0;9707.0;Domenico Criscito;4-2-3-1;Francesco Fourneau;Match Report;;Genoa;2021-09-2118:30Serie AMatchweek 5AwayDBolognaGenoa;10.0;5.0;19.9;0.0;1;388.0;73.5;4;0;0;15.0;2.0;7.0;26.1;€121.28m
6;2021-09-25;20:45;Serie A;Matchweek 6;Sat;Home;D;3;3;Hellas Verona;1.7;2.2;49.0;13478.0;Domenico Criscito;4-2-3-1;Daniele Doveri;Match Report;;Genoa;2021-09-2520:45Serie AMatchweek 6HomeDHellas VeronaGenoa;9.0;2.0;22.7;0.0;1;463.0;74.1;3;0;0;13.0;0.0;14.0;26.1;€121.28m
7;2021-10-02;15:00;Serie A;Matchweek 7;Sat;Away;L;0;1;Salernitana;1.7;0.7;51.0;10077.0;Domenico Criscito;3-5-2;Maurizio Mariani;Match Report;;Genoa;2021-10-0215:00Serie AMatchweek 7AwayLSalernitanaGenoa;18.0;3.0;17.1;1.0;0;427.0;77.0;2;0;0;17.0;0.0;11.0;26.1;€121.28m
8;2021-10-17;15:00;Serie A;Matchweek 8;Sun;Home;D;2;2;Sassuolo;1.6;2.4;43.0;10370.0;Domenico Criscito;3-5-2;Daniele Chiffi;Match Report;;Genoa;2021-10-1715:00Serie AMatchweek 8HomeDSassuoloGenoa;19.0;4.0;15.3;0.0;0;385.0;72.7;3;0;0;11.0;7.0;11.0;26.1;€121.28m
9;2021-10-22;18:30;Serie A;Matchweek 9;Fri;Away;L;2;3;Torino;2.4;2.0;42.0;9881.0;Domenico Criscito;4-4-1-1;Piero Giacomelli;Match Report;;Genoa;2021-10-2218:30Serie AMatchweek 9AwayLTorinoGenoa;14.0;4.0;17.0;1.0;0;352.0;63.6;3;0;0;19.0;0.0;7.0;26.1;€121.28m
10;2021-10-26;18:30;Serie A;Matchweek 10;Tue;Away;D;1;1;Spezia;1.2;1.8;52.0;7283.0;Domenico Criscito;4-1-4-1;Simone Sozza;Match Report;;Genoa;2021-10-2618:30Serie AMatchweek 10AwayDSpeziaGenoa;8.0;1.0;21.7;0.0;1;497.0;72.8;4;0;0;16.0;2.0;10.0;26.1;€121.28m
11;2021-10-31;15:00;Serie A;Matchweek 11;Sun;Home;D;0;0;Venezia;1.2;0.6;63.0;7920.0;Domenico Criscito;4-3-1-2;Maurizio Mariani;Match Report;;Genoa;2021-10-3115:00Serie AMatchweek 11HomeDVeneziaGenoa;19.0;4.0;22.0;2.0;0;537.0;74.3;1;0;0;14.0;3.0;9.0;26.1;€121.28m
12;2021-11-05;20:45;Serie A;Matchweek 12;Fri;Away;D;2;2;Empoli;2.0;0.9;47.0;5631.0;Domenico Criscito;3-4-1-2;Luca Pairetto;Match Report;;Genoa;2021-11-0520:45Serie AMatchweek 12AwayDEmpoliGenoa;14.0;6.0;19.4;0.0;1;424.0;72.9;4;0;0;21.0;4.0;20.0;26.1;€121.28m
13;2021-11-21;20:45;Serie A;Matchweek 13;Sun;Home;L;0;2;Roma;0.1;2.3;41.0;14667.0;Goran Pandev;3-5-2;Massimiliano Irrati;Match Report;;Genoa;2021-11-2120:45Serie AMatchweek 13HomeLRomaGenoa;1.0;1.0;16.0;0.0;0;420.0;81.7;3;0;0;13.0;2.0;13.0;26.1;€121.28m
14;2021-11-28;12:30;Serie A;Matchweek 14;Sun;Away;D;0;0;Udinese;1.1;1.3;56.0;11537.0;Stefano Sturaro;3-5-2;Francesco Meraviglia;Match Report;;Genoa;2021-11-2812:30Serie AMatchweek 14AwayDUdineseGenoa;8.0;2.0;23.2;1.0;0;543.0;80.5;4;0;0;11.0;0.0;8.0;26.1;€121.28m
15;2021-12-01;20:45;Serie A;Matchweek 15;Wed;Home;L;0;3;Milan;0.5;1.4;42.0;14000.0;Stefano Sturaro;3-5-2;Juan Sacchi;Match Report;;Genoa;2021-12-0120:45Serie AMatchweek 15HomeLMilanGenoa;10.0;3.0;23.4;0.0;0;434.0;82.3;2;0;0;11.0;1.0;16.0;26.1;€121.28m
16;2021-12-05;20:45;Serie A;Matchweek 16;Sun;Away;L;0;2;Juventus;0.0;2.8;30.0;18458.0;Valon Behrami;3-5-2;Daniele Chiffi;Match Report;;Genoa;2021-12-0520:45Serie AMatchweek 16AwayLJuventusGenoa;0.0;0.0;;0.0;0;343.0;72.6;1;0;0;7.0;0.0;9.0;26.1;€121.28m
17;2021-12-10;20:45;Serie A;Matchweek 17;Fri;Home;L;1;3;Sampdoria;1.1;1.9;53.0;;Domenico Criscito;3-5-2;Daniele Doveri;Match Report;;Genoa;2021-12-1020:45Serie AMatchweek 17HomeLSampdoriaGenoa;12.0;2.0;16.6;0.0;0;480.0;72.5;2;0;0;15.0;0.0;14.0;26.1;€121.28m
18;2021-12-14;21:00;Coppa Italia;Second round;Tue;Home;W;1;0;Salernitana;;;56.0;;Davide Biraschi;3-5-2;Marco Serra;Match Report;;Genoa;2021-12-1421:00Coppa ItaliaSecond roundHomeWSalernitanaGenoa;10.0;5.0;;;0;;;2;0;0;14.0;0.0;9.0;26.1;€121.28m
19;2021-12-17;18:30;Serie A;Matchweek 18;Fri;Away;L;1;3;Lazio;0.2;1.4;45.0;6000.0;Domenico Criscito;3-5-2;Luca Pairetto;Match Report;;Genoa;2021-12-1718:30Serie AMatchweek 18AwayLLazioGenoa;4.0;2.0;18.3;0.0;0;548.0;83.8;3;0;0;8.0;1.0;15.0;26.1;€121.28m
20;2021-12-21;20:45;Serie A;Matchweek 19;Tue;Home;D;0;0;Atalanta;0.1;1.2;33.0;6000.0;Domenico Criscito;3-5-2;Paolo Valeri;Match Report;;Genoa;2021-12-2120:45Serie AMatchweek 19HomeDAtalantaGenoa;1.0;0.0;17.4;0.0;0;341.0;56.6;2;0;0;13.0;3.0;19.0;26.1;€121.28m
21;2022-01-06;16:30;Serie A;Matchweek 20;Thu;Away;D;1;1;Sassuolo;0.3;2.4;26.0;4696.0;Mattia Destro;3-5-2;Gianluca Manganiello;Match Report;;Genoa;2022-01-0616:30Serie AMatchweek 20AwayDSassuoloGenoa;4.0;1.0;14.2;0.0;0;281.0;67.3;0;0;0;11.0;2.0;20.0;26.1;€121.28m
22;2022-01-09;18:30;Serie A;Matchweek 21;Sun;Home;L;0;1;Spezia;1.3;1.5;53.0;8000.0;Stefano Sturaro;3-5-2;Marco Guida;Match Report;;Genoa;2022-01-0918:30Serie AMatchweek 21HomeLSpeziaGenoa;15.0;2.0;17.3;0.0;0;530.0;79.1;3;0;0;17.0;0.0;6.0;26.1;€121.28m
23;2022-01-13;21:00;Coppa Italia;Round of 16;Thu;Away;L;1;3;Milan;;;39.0;13325.0;Milan Badelj;4-3-3;Gianluca Aureliano;Match Report;Required Extra Time;Genoa;2022-01-1321:00Coppa ItaliaRound of 16AwayLMilanGenoa;14.0;4.0;;;0;;;4;0;0;21.0;0.0;17.0;26.1;€121.28m
