;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
164;Amadou Diawara;DM;Roma;23;18.0;7;658.0;7.3;1.0;0.0;4.0;1.0;bf309d24;Amadou DiawaraMFRoma;7;4;57.1;362.0;403.0;89.8;7.0;10.0;8;25.0;11.0;2.0;9.0;12;22.0;4.0;0.0;100.0;8.0;2.0;17;0;0;50.0;;;;Amadou Diawara;1.0
165;Brahim Díaz;MF;Milan;20;27.0;15;1228.0;13.6;4.0;3.0;2.0;0.0;407feb71;Brahim DíazMFFWMilan;26;8;30.8;415.0;488.0;85.0;48.0;18.0;10;43.5;10.0;0.0;10.0;2;20.0;2.0;0.0;50.0;43.0;24.0;14;0;16;12.9;;;;;
166;Daan Dierckx;DF;Parma;17;7.0;6;471.0;5.2;0.0;0.0;1.0;0.0;3a35db3d;Daan DierckxDFParma;0;0;;185.0;211.0;87.7;0.0;5.0;4;60.0;10.0;6.0;4.0;13;18.0;21.0;0.0;;2.0;0.0;5;1;0;30.8;;;;;
167;Mitchell Dijks;DF;Bologna;27;20.0;18;1481.0;16.5;0.0;0.0;7.0;1.0;0a3065c8;Mitchell DijksDFBologna;2;0;0.0;602.0;794.0;75.8;19.0;21.0;14;57.1;17.0;2.0;15.0;17;38.0;35.0;0.0;33.3;17.0;7.0;32;1;37;48.1;;;;;
168;Federico Dimarco;DF;Hellas-Verona;22;35.0;29;2613.0;29.0;5.0;3.0;6.0;0.0;970b8574;Federico DimarcoDFHellas Verona;38;12;31.6;1298.0;1859.0;69.8;117.0;32.0;19;46.4;18.0;9.0;9.0;47;79.0;50.0;1.0;52.6;26.0;9.0;32;6;262;35.7;;;;;
169;Koffi Djidji;DF;Crotone;27;20.0;16;1524.0;16.9;1.0;0.0;4.0;0.0;933d3b51;Koffi DjidjiDFCrotone;4;2;50.0;606.0;757.0;80.1;9.0;39.0;28;50.0;35.0;20.0;15.0;28;67.0;73.0;0.0;63.6;13.0;10.0;22;1;5;55.1;;;;;
170;Berat Djimsiti;DF;Atalanta;27;33.0;28;2625.0;29.2;0.0;3.0;8.0;0.0;6eee05f1;Berat DjimsitiDFAtalanta;20;1;5.0;1568.0;1798.0;87.2;40.0;41.0;29;50.0;34.0;20.0;14.0;62;103.0;89.0;1.0;76.9;25.0;9.0;31;1;9;71.0;;;;;
171;Nicolás Domínguez;DM;Bologna;22;28.0;15;1255.0;13.9;1.0;0.0;8.0;0.0;20b3a502;Nicolás DomínguezMFBologna;18;5;27.8;614.0;716.0;85.8;48.0;48.0;28;40.5;26.0;7.0;19.0;24;72.0;20.0;0.0;100.0;24.0;14.0;23;1;11;47.6;;;;Nicolás Domínguez;1.0
172;Gianluigi Donnarumma;GK;Milan;21;37.0;37;3330.0;37.0;0.0;0.0;1.0;0.0;08f5afaa;Gianluigi DonnarummaGKMilan;0;0;;979.0;1232.0;79.5;8.0;0.0;0;0.0;1.0;0.0;1.0;1;1.0;23.0;2.0;100.0;0.0;0.0;0;0;0;88.9;71.4;37.8;5.2;;
173;Bartłomiej Drągowski;GK;Fiorentina;22;36.0;36;3148.0;35.0;0.0;1.0;0.0;1.0;085e71a7;Bartłomiej DrągowskiGKFiorentina;0;0;;699.0;1055.0;66.3;4.0;1.0;0;100.0;0.0;0.0;0.0;1;2.0;13.0;1.0;;0.0;0.0;1;0;0;85.7;66.7;19.4;4.9;;
174;Denis Drăguș;MF;Crotone;21;9.0;1;177.0;2.0;0.0;0.0;1.0;0.0;0e490f6e;Denis DrăgușFWMFCrotone;4;0;0.0;48.0;69.0;69.6;1.0;3.0;1;0.0;4.0;0.0;4.0;1;4.0;0.0;0.0;62.5;9.0;6.0;4;2;2;20.0;;;;;
175;Radu Drăgușin;DF;Juventus;18;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;620922ed;Radu DrăgușinDFJuventus;0;0;;1.0;2.0;50.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;2;0;0;;;;;;
176;Léo Duarte;DF;Milan;24;1.0;0;19.0;0.2;0.0;0.0;0.0;0.0;73ddc40c;Léo DuarteDFMilan;0;0;;12.0;12.0;100.0;0.0;1.0;1;;0.0;0.0;0.0;1;2.0;0.0;0.0;;0.0;0.0;0;0;0;0.0;;;;;
177;Alfred Duncan;MF;Fiorentina;27;4.0;2;162.0;1.8;0.0;0.0;0.0;0.0;528492ea;Alfred DuncanMFFiorentina;1;0;0.0;67.0;90.0;74.4;6.0;3.0;0;0.0;2.0;0.0;2.0;2;5.0;0.0;0.0;100.0;2.0;2.0;2;0;1;33.3;;;;;
178;Alfred Duncan;MF;Cagliari;27;19.0;12;1068.0;11.9;0.0;1.0;2.0;0.0;528492ea;Alfred DuncanMFCagliari;7;0;0.0;482.0;598.0;80.6;20.0;18.0;10;19.0;8.0;0.0;8.0;16;34.0;8.0;1.0;66.7;22.0;8.0;16;0;12;40.0;;;;;
179;Paulo Dybala;FW;Juventus;26;20.0;14;1132.0;12.6;4.0;3.0;0.0;0.0;e0921a4f;Paulo DybalaFWJuventus;51;15;29.4;576.0;705.0;81.7;70.0;14.0;8;14.3;15.0;0.0;15.0;1;15.0;1.0;0.0;57.4;35.0;18.0;10;3;65;18.2;;;;;
180;Edin Džeko;FW;Roma;34;27.0;20;1824.0;20.3;7.0;3.0;2.0;0.0;3bb7f478;Edin DžekoFWRoma;69;24;34.8;338.0;512.0;66.0;64.0;8.0;6;33.3;9.0;4.0;5.0;1;9.0;11.0;0.0;49.1;56.0;31.0;25;10;16;60.3;;;;;
181;Steeve-Mike Ebongue;MF;Genoa;19;3.0;0;52.0;0.6;0.0;1.0;0.0;0.0;9d5ab351;Steeve-Mike EbongueMFGenoa;0;0;;20.0;27.0;74.1;1.0;2.0;1;0.0;1.0;0.0;1.0;0;2.0;0.0;0.0;;2.0;1.0;0;0;0;;;;;;
182;Simone Edera;MF;Torino;23;2.0;0;52.0;0.6;0.0;0.0;0.0;0.0;8697c095;Simone EderaDFMFTorino;3;1;33.3;17.0;22.0;77.3;3.0;3.0;1;75.0;0.0;0.0;0.0;1;4.0;1.0;0.0;100.0;2.0;0.0;1;0;5;;;;;;
183;Albin Ekdal;MF;Sampdoria;31;32.0;26;2299.0;25.5;2.0;1.0;9.0;0.0;f503ea63;Albin EkdalMFSampdoria;14;3;21.4;878.0;1049.0;83.7;26.0;56.0;29;35.4;31.0;12.0;19.0;49;105.0;35.0;0.0;83.3;22.0;18.0;49;0;2;54.8;;;;;
184;Elif Elmas;MF;Napoli;20;33.0;3;740.0;8.2;2.0;1.0;3.0;0.0;cf007308;Elif ElmasMFFWNapoli;13;6;46.2;319.0;355.0;89.9;23.0;15.0;4;58.3;11.0;1.0;10.0;2;17.0;10.0;0.0;75.0;18.0;9.0;10;1;5;16.7;;;;;
185;Alan Empereur;DF;Hellas-Verona;26;4.0;4;219.0;2.4;0.0;0.0;1.0;0.0;825b8997;Alan EmpereurDFHellas Verona;1;0;0.0;90.0;111.0;81.1;2.0;0.0;0;;1.0;1.0;0.0;6;6.0;7.0;1.0;;0.0;2.0;3;0;0;40.0;;;;;
186;Christian Eriksen;DM;Internazionale;28;26.0;17;1385.0;15.4;3.0;0.0;1.0;0.0;980522ec;Christian EriksenMFInter;30;12;40.0;863.0;1061.0;81.3;59.0;12.0;6;35.0;16.0;1.0;15.0;9;21.0;13.0;1.0;73.3;18.0;19.0;13;1;103;57.1;;;;Christian Eriksen;1.0
187;Martin Erlic;DF;Spezia;22;27.0;19;1798.0;20.0;3.0;1.0;6.0;0.0;0fee6bda;Martin ErlicDFSpezia;10;3;30.0;911.0;1075.0;84.7;7.0;23.0;14;55.0;22.0;16.0;6.0;41;64.0;71.0;2.0;60.0;9.0;1.0;37;0;2;55.0;;;;;
188;Gonzalo Escalante;MF;Lazio;27;24.0;4;733.0;8.1;0.0;1.0;5.0;0.0;3f79a1c8;Gonzalo EscalanteMFLazio;7;3;42.9;422.0;481.0;87.7;14.0;26.0;13;28.6;10.0;3.0;7.0;19;45.0;13.0;0.0;88.9;6.0;2.0;14;0;4;40.0;;;;;
189;Nahuel Estévez;DM;Spezia;24;27.0;19;1768.0;19.6;0.0;3.0;7.0;0.0;cec60a2f;Nahuel EstévezMFSpezia;24;8;33.3;679.0;923.0;73.6;55.0;13.0;5;15.6;23.0;5.0;18.0;20;33.0;22.0;1.0;57.9;31.0;13.0;33;0;91;41.9;;;;Nahuel Estévez;1.0
190;Valentin Eysseric;MF;Fiorentina;28;16.0;6;729.0;8.1;2.0;0.0;2.0;0.0;ae82fa48;Valentin EyssericMFFWFiorentina;13;5;38.5;256.0;357.0;71.7;20.0;14.0;8;45.5;11.0;0.0;11.0;7;21.0;8.0;0.0;50.0;11.0;7.0;12;0;33;52.6;;;;;
191;Nicolò Fagioli;MF;Juventus;19;1.0;0;21.0;0.2;0.0;0.0;0.0;0.0;366be751;Nicolò FagioliMFJuventus;0;0;;18.0;20.0;90.0;2.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;0.0;100.0;0.0;0.0;1;0;1;50.0;;;;;
192;Iago Falque;MF;Benevento;30;11.0;4;358.0;4.0;1.0;1.0;0.0;0.0;440c84ed;Iago FalqueMFFWBenevento;11;1;9.1;159.0;212.0;75.0;28.0;4.0;2;16.7;4.0;1.0;3.0;0;4.0;1.0;0.0;41.2;11.0;6.0;0;0;30;16.7;;;;;
193;Andri Fannar Baldursson;MF;Bologna;18;8.0;1;217.0;2.4;0.0;0.0;2.0;0.0;61f2f56a;Andri Fannar BaldurssonMFBologna;2;0;0.0;54.0;73.0;74.0;4.0;6.0;6;33.3;3.0;1.0;2.0;3;9.0;7.0;0.0;50.0;6.0;4.0;7;1;0;33.3;;;;;
194;Paolo Faragò;DF;Bologna;27;1.0;0;23.0;0.3;0.0;0.0;0.0;0.0;9085dd7c;Paolo FaragòDFBologna;1;0;0.0;11.0;13.0;84.6;2.0;1.0;1;50.0;1.0;0.0;1.0;0;1.0;0.0;0.0;;0.0;0.0;0;0;0;;;;;;
195;Paolo Faragò;DF;Cagliari;27;8.0;4;369.0;4.1;0.0;0.0;2.0;0.0;9085dd7c;Paolo FaragòDFCagliari;3;0;0.0;190.0;225.0;84.4;10.0;13.0;9;45.0;3.0;2.0;1.0;6;19.0;15.0;0.0;40.0;5.0;1.0;7;0;11;83.3;;;;;
196;Davide Faraoni;DM;Hellas-Verona;28;34.0;33;2891.0;32.1;4.0;7.0;8.0;0.0;aae9d04a;Davide FaraoniDFHellas Verona;34;9;26.5;1024.0;1447.0;70.8;49.0;62.0;33;54.9;48.0;17.0;31.0;49;111.0;83.0;1.0;37.8;46.0;15.0;47;9;62;55.3;;;;Davide Faraoni;1.0
197;Mohamed Fares;DF;Lazio;24;21.0;12;1139.0;12.7;0.0;1.0;5.0;0.0;b7a5bc86;Mohamed FaresDFLazio;14;4;28.6;412.0;540.0;76.3;32.0;20.0;15;57.9;14.0;1.0;13.0;16;36.0;21.0;0.0;33.3;19.0;6.0;28;2;60;40.0;;;;;
198;Diego Farias;FW;Spezia;30;29.0;17;1514.0;16.8;4.0;2.0;5.0;0.0;157d29b6;Diego FariasFWSpezia;32;10;31.3;530.0;654.0;81.0;59.0;9.0;5;19.0;12.0;0.0;12.0;13;22.0;3.0;0.0;69.2;26.0;11.0;18;2;21;66.7;;;;;
199;Andrea Favilli;FW;Hellas-Verona;23;11.0;2;339.0;3.8;2.0;0.0;1.0;0.0;44510fde;Andrea FavilliFWHellas Verona;13;4;30.8;54.0;80.0;67.5;7.0;3.0;1;66.7;2.0;0.0;2.0;0;3.0;2.0;0.0;42.9;22.0;15.0;14;9;0;38.6;;;;;
200;Federico Fazio;DF;Roma;33;6.0;5;406.0;4.5;1.0;0.0;2.0;0.0;4e358a2d;Federico FazioDFRoma;3;2;66.7;272.0;317.0;85.8;3.0;3.0;2;75.0;3.0;3.0;0.0;7;10.0;18.0;1.0;100.0;2.0;1.0;6;0;4;58.6;;;;;
201;Luiz Felipe;DF;Lazio;23;14.0;10;909.0;10.1;0.0;0.0;5.0;0.0;15d0c248;Luiz FelipeDFLazio;4;0;0.0;500.0;548.0;91.2;9.0;32.0;20;66.7;20.0;9.0;11.0;21;53.0;29.0;1.0;40.0;7.0;2.0;14;1;2;46.7;;;;;
202;Alex Ferrari;DF;Sampdoria;26;12.0;11;880.0;9.8;0.0;1.0;3.0;0.0;d0dbca9f;Alex FerrariDFSampdoria;0;0;;411.0;493.0;83.4;9.0;27.0;15;62.5;18.0;6.0;12.0;23;50.0;26.0;0.0;50.0;9.0;4.0;9;0;4;68.0;;;;;
203;Salvador Ferrer;DF;Spezia;22;18.0;14;1190.0;13.2;0.0;1.0;4.0;0.0;eb76987d;Salvador FerrerDFSpezia;3;1;33.3;676.0;908.0;74.4;27.0;20.0;10;36.4;13.0;4.0;9.0;24;44.0;37.0;1.0;62.5;12.0;7.0;15;0;57;61.0;;;;;
204;Marco Festa;GK;Crotone;28;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;c195ae4a;Marco FestaGKCrotone;0;0;;31.0;36.0;86.1;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;87.5;0.0;0.0;;
205;Fernando Forestieri;MF;Udinese;30;19.0;3;552.0;6.1;1.0;1.0;1.0;0.0;d60c26fc;Fernando ForestieriFWMFUdinese;11;3;27.3;150.0;194.0;77.3;15.0;9.0;7;42.9;7.0;0.0;7.0;2;11.0;0.0;0.0;50.0;15.0;7.0;12;5;10;25.0;;;;;
206;Daam Foulon;DF;Benevento;21;23.0;11;1021.0;11.3;0.0;1.0;4.0;0.0;658d44be;Daam FoulonDFBenevento;1;0;0.0;321.0;447.0;71.8;10.0;26.0;15;57.1;12.0;3.0;9.0;14;40.0;34.0;0.0;42.9;11.0;4.0;16;0;27;64.7;;;;;
207;Gianluca Frabotta;MF;Juventus;21;15.0;8;689.0;7.7;0.0;1.0;5.0;0.0;d80b1835;Gianluca FrabottaDFMFJuventus;5;2;40.0;400.0;477.0;83.9;14.0;7.0;4;41.7;9.0;1.0;8.0;14;21.0;15.0;0.0;37.5;8.0;6.0;12;0;32;46.2;;;;;
208;Remo Freuler;DM;Atalanta;28;34.0;32;2712.0;30.1;2.0;3.0;5.0;0.0;98d2c2c4;Remo FreulerMFAtalanta;20;6;30.0;1876.0;2122.0;88.4;89.0;63.0;39;42.1;52.0;4.0;48.0;39;102.0;27.0;2.0;70.9;51.0;30.0;38;1;19;41.5;;;;Remo Freuler;1.0
209;Daniel Fuzato;GK;Roma;23;5.0;5;450.0;5.0;0.0;0.0;0.0;0.0;82328faf;Daniel FuzatoGKRoma;0;0;;114.0;152.0;75.0;0.0;0.0;0;;1.0;0.0;1.0;0;0.0;1.0;1.0;;0.0;0.0;0;0;0;100.0;73.1;40.0;8.0;;
210;Matteo Gabbia;DF;Milan;20;8.0;7;557.0;6.2;0.0;0.0;2.0;0.0;c235e803;Matteo GabbiaDFMilan;5;0;0.0;331.0;361.0;91.7;2.0;9.0;5;100.0;8.0;6.0;2.0;3;12.0;21.0;0.0;;2.0;0.0;5;0;0;63.0;;;;;
211;Manolo Gabbiadini;FW;Sampdoria;28;16.0;10;870.0;9.7;3.0;2.0;1.0;0.0;8f866fe8;Manolo GabbiadiniFWSampdoria;28;12;42.9;161.0;220.0;73.2;26.0;2.0;2;0.0;3.0;1.0;2.0;3;5.0;5.0;0.0;42.9;18.0;5.0;12;3;6;35.3;;;;;
212;Roberto Gagliardini;MF;Internazionale;26;28.0;14;1232.0;13.7;3.0;2.0;2.0;0.0;ce30bfc8;Roberto GagliardiniMFInter;17;5;29.4;517.0;601.0;86.0;22.0;30.0;17;17.9;15.0;3.0;12.0;19;49.0;16.0;0.0;57.1;19.0;6.0;23;0;10;63.3;;;;;
213;Riccardo Gagliolo;DF;Parma;30;28.0;22;1956.0;21.7;2.0;2.0;6.0;0.0;173061c0;Riccardo GaglioloDFParma;19;3;15.8;1074.0;1349.0;79.6;39.0;45.0;18;62.2;34.0;7.0;27.0;36;81.0;64.0;1.0;62.5;15.0;6.0;28;0;38;50.0;;;;;
214;Adolfo Gaich;FW;Benevento;21;15.0;9;768.0;8.5;2.0;0.0;1.0;0.0;8dfed6e9;Adolfo GaichFWBenevento;23;6;26.1;76.0;134.0;56.7;13.0;9.0;4;7.7;4.0;0.0;4.0;2;11.0;4.0;0.0;37.5;26.0;13.0;24;3;1;26.4;;;;;
215;Andrey Galabinov;FW;Spezia;31;12.0;4;430.0;4.8;3.0;1.0;0.0;0.0;0a1efd3c;Andrey GalabinovFWSpezia;7;3;42.9;73.0;103.0;70.9;6.0;2.0;1;33.3;2.0;0.0;2.0;0;2.0;5.0;0.0;100.0;9.0;17.0;5;3;2;34.5;;;;;
216;Manuel Gasparini;GK;Udinese;18;1.0;0;3.0;0.0;0.0;0.0;0.0;0.0;7033ca08;Manuel GaspariniGKUdinese;0;0;;2.0;2.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;;;;;
217;Gervinho;FW;Parma;33;27.0;25;2021.0;22.5;5.0;1.0;0.0;0.0;e468c053;GervinhoFWParma;32;12;37.5;432.0;536.0;80.6;66.0;5.0;1;7.1;11.0;1.0;10.0;10;15.0;3.0;0.0;57.1;45.0;24.0;8;20;12;0.0;;;;;
218;Paolo Ghiglione;MF;Genoa;23;23.0;14;1358.0;15.1;0.0;4.0;4.0;0.0;71dc23da;Paolo GhiglioneDFMFGenoa;10;2;20.0;401.0;609.0;65.8;32.0;27.0;15;46.4;14.0;2.0;12.0;13;40.0;25.0;0.0;38.1;14.0;7.0;18;3;85;45.5;;;;;
219;Faouzi Ghoulam;MF;Napoli;29;11.0;3;289.0;3.2;0.0;0.0;1.0;0.0;c5adc293;Faouzi GhoulamDFFWNapoli;3;0;0.0;206.0;258.0;79.8;13.0;6.0;5;0.0;4.0;2.0;2.0;3;9.0;1.0;0.0;;3.0;3.0;2;1;29;87.5;;;;;
220;Kamil Glik;DF;Benevento;32;36.0;36;3206.0;35.6;2.0;1.0;10.0;1.0;c6056d58;Kamil GlikDFBenevento;29;11;37.9;1148.0;1301.0;88.2;18.0;44.0;24;47.2;37.0;31.0;6.0;62;106.0;153.0;0.0;50.0;14.0;4.0;32;0;1;61.3;;;;;
221;Diego Godín;DF;Cagliari;34;28.0;28;2508.0;27.9;1.0;0.0;3.0;0.0;fc4f85b1;Diego GodínDFCagliari;12;4;33.3;1296.0;1557.0;83.2;24.0;60.0;32;61.5;41.0;24.0;17.0;56;116.0;117.0;0.0;94.1;7.0;4.0;31;2;2;61.8;;;;;
222;Amer Gojak;MF;Torino;23;15.0;6;475.0;5.3;1.0;1.0;1.0;0.0;51ffa295;Amer GojakMFFWTorino;8;3;37.5;180.0;246.0;73.2;18.0;1.0;0;14.3;5.0;0.0;5.0;3;4.0;1.0;0.0;64.3;8.0;4.0;12;3;36;9.1;;;;;
223;Edoardo Goldaniga;DF;Genoa;26;25.0;19;1857.0;20.6;0.0;1.0;8.0;0.0;4b029b31;Edoardo GoldanigaDFGenoa;7;0;0.0;650.0;893.0;72.8;13.0;28.0;18;60.9;17.0;7.0;10.0;38;66.0;62.0;1.0;54.5;10.0;3.0;30;1;33;41.0;;;;;
224;Vladimir Golemić;DF;Crotone;29;30.0;26;2341.0;26.0;2.0;0.0;4.0;1.0;1db295e5;Vladimir GolemićDFCrotone;5;2;40.0;1116.0;1311.0;85.1;17.0;33.0;16;73.7;38.0;26.0;12.0;40;73.0;97.0;2.0;80.0;11.0;5.0;30;0;2;51.7;;;;;
225;Pierluigi Gollini;GK;Atalanta;25;25.0;25;2156.0;24.0;0.0;0.0;0.0;1.0;f0f7f62f;Pierluigi GolliniGKAtalanta;0;0;;511.0;669.0;76.4;4.0;1.0;0;50.0;1.0;0.0;1.0;1;2.0;11.0;0.0;100.0;1.0;0.0;1;0;0;100.0;66.2;36.0;2.6;;
226;Tomislav Gomelt;MF;Crotone;25;2.0;0;19.0;0.2;0.0;0.0;0.0;0.0;a5055b1b;Tomislav GomeltMFCrotone;0;0;;17.0;18.0;94.4;1.0;1.0;1;;0.0;0.0;0.0;1;2.0;0.0;0.0;;0.0;2.0;0;0;0;;;;;;
227;Papu Gómez;MF;Atalanta;32;10.0;9;666.0;7.4;4.0;2.0;0.0;0.0;6e4df551;Papu GómezMFFWAtalanta;29;12;41.4;354.0;435.0;81.4;37.0;3.0;2;25.0;8.0;1.0;7.0;1;4.0;1.0;0.0;68.2;11.0;10.0;10;0;27;0.0;;;;;
228;Robin Gosens;DM;Atalanta;26;32.0;30;2523.0;28.0;11.0;6.0;9.0;1.0;2d970560;Robin GosensDFAtalanta;52;21;40.4;1320.0;1638.0;80.6;79.0;46.0;35;41.5;50.0;7.0;43.0;41;87.0;34.0;0.0;65.0;41.0;16.0;50;9;62;64.3;;;;Robin Gosens;1.0
229;Alberto Grassi;MF;Parma;25;23.0;13;1177.0;13.1;0.0;0.0;3.0;0.0;6cc97b6a;Alberto GrassiMFDFParma;10;3;30.0;362.0;461.0;78.5;15.0;30.0;11;27.6;22.0;9.0;13.0;26;56.0;32.0;0.0;50.0;24.0;4.0;16;1;11;59.1;;;;;
230;Koray Günter;DF;Hellas-Verona;25;27.0;21;1768.0;19.6;0.0;2.0;4.0;0.0;f1f1f238;Koray GünterDFHellas Verona;6;2;33.3;973.0;1107.0;87.9;13.0;20.0;10;44.4;27.0;21.0;6.0;70;90.0;87.0;0.0;100.0;5.0;1.0;31;0;3;57.9;;;;;
231;Manu Gyabuaa;MF;Atalanta;18;1.0;0;2.0;0.0;0.0;0.0;0.0;0.0;a69eb5fd;Manu GyabuaaMFAtalanta;0;0;;1.0;1.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;;;;;
232;Emmanuel Gyasi;FW;Spezia;26;37.0;32;2851.0;31.7;4.0;6.0;4.0;0.0;f9758dae;Emmanuel GyasiFWSpezia;29;15;51.7;775.0;942.0;82.3;65.0;30.0;16;29.0;13.0;2.0;11.0;14;44.0;8.0;0.0;59.4;75.0;44.0;65;28;30;34.6;;;;;
233;Achraf Hakimi;DF;Internazionale;21;37.0;29;2665.0;29.6;7.0;8.0;6.0;0.0;e42d61c7;Achraf HakimiDFInter;39;16;41.0;1253.0;1539.0;81.4;89.0;53.0;32;47.9;31.0;1.0;30.0;22;75.0;23.0;1.0;51.6;57.0;17.0;31;7;115;36.4;;;;;
234;Samir Handanović;GK;Internazionale;36;37.0;37;3240.0;36.0;0.0;0.0;1.0;0.0;74419746;Samir HandanovićGKInter;0;0;;934.0;1080.0;86.5;5.0;1.0;0;100.0;0.0;0.0;0.0;0;1.0;6.0;3.0;;0.0;0.0;0;0;0;100.0;73.6;37.8;2.9;;
235;Lukáš Haraslín;MF;Sassuolo;24;14.0;2;333.0;3.7;0.0;0.0;1.0;1.0;5c397195;Lukáš HaraslínFWMFSassuolo;12;5;41.7;97.0;142.0;68.3;16.0;8.0;4;40.0;1.0;0.0;1.0;0;8.0;2.0;0.0;38.5;11.0;3.0;7;2;19;66.7;;;;;
236;Hans Hateboer;DM;Atalanta;26;22.0;20;1762.0;19.6;2.0;1.0;3.0;0.0;3b333ac3;Hans HateboerDFAtalanta;27;13;48.1;857.0;992.0;86.4;49.0;28.0;17;56.5;8.0;1.0;7.0;17;45.0;9.0;0.0;38.5;28.0;12.0;20;3;24;53.5;;;;Hans Hateboer;1.0
237;Eduardo Henrique;MF;Crotone;25;18.0;8;924.0;10.3;1.0;0.0;4.0;0.0;1bd5fc78;Eduardo HenriqueMFCrotone;9;1;11.1;325.0;398.0;81.7;11.0;5.0;2;25.0;6.0;1.0;5.0;7;12.0;7.0;1.0;65.0;9.0;17.0;18;1;3;32.1;;;;;
238;Theo Hernández;DF;Milan;22;33.0;33;2933.0;32.6;7.0;5.0;9.0;0.0;d4c9725f;Theo HernándezDFMilan;47;13;27.7;1527.0;1891.0;80.8;94.0;48.0;29;50.0;29.0;6.0;23.0;34;82.0;64.0;5.0;61.3;62.0;27.0;39;6;76;66.7;;;;;
239;Hernani;MF;Parma;26;33.0;27;2189.0;24.3;7.0;3.0;11.0;0.0;6f5ead86;HernaniMFParma;32;8;25.0;845.0;1080.0;78.2;72.0;51.0;25;43.9;35.0;4.0;31.0;31;82.0;40.0;1.0;67.9;39.0;27.0;50;1;85;58.0;;;;;
240;Përparim Hetemaj;MF;Benevento;33;31.0;27;2212.0;24.6;0.0;2.0;5.0;0.0;90b70194;Përparim HetemajMFBenevento;12;3;25.0;656.0;869.0;75.5;32.0;44.0;27;42.6;41.0;5.0;36.0;22;66.0;24.0;1.0;52.9;35.0;28.0;41;1;43;33.3;;;;;
241;Aaron Hickey;DM;Bologna;18;11.0;10;758.0;8.4;0.0;0.0;3.0;1.0;1780bb4a;Aaron HickeyDFBologna;2;0;0.0;337.0;397.0;84.9;7.0;12.0;8;41.2;6.0;1.0;5.0;15;27.0;15.0;1.0;43.8;16.0;8.0;11;0;7;54.5;;;;Aaron Hickey;1.0
242;Wesley Hoedt;DF;Lazio;26;17.0;10;952.0;10.6;0.0;0.0;6.0;0.0;875898c7;Wesley HoedtDFLazio;2;0;0.0;609.0;680.0;89.6;10.0;22.0;16;58.8;9.0;5.0;4.0;17;39.0;48.0;1.0;75.0;4.0;1.0;11;0;1;67.9;;;;;
243;Elseid Hysaj;DF;Napoli;26;24.0;20;1768.0;19.6;0.0;2.0;2.0;0.0;2f3452eb;Elseid HysajDFNapoli;8;0;0.0;1029.0;1226.0;83.9;39.0;29.0;17;51.5;18.0;4.0;14.0;30;59.0;52.0;0.0;66.7;24.0;6.0;16;0;18;58.1;;;;;
244;Simone Iacoponi;DF;Parma;33;16.0;13;1193.0;13.3;0.0;0.0;3.0;1.0;63071a3f;Simone IacoponiDFParma;3;1;33.3;645.0;750.0;86.0;6.0;22.0;12;50.0;9.0;4.0;5.0;11;33.0;42.0;1.0;75.0;8.0;0.0;15;2;13;57.1;;;;;
245;Roger Ibanez;DF;Roma;21;30.0;28;2398.0;26.6;0.0;2.0;7.0;1.0;82efe6fa;Roger IbanezDFRoma;16;4;25.0;1434.0;1649.0;87.0;29.0;59.0;37;55.6;38.0;17.0;21.0;68;127.0;78.0;3.0;69.6;21.0;8.0;53;0;5;60.9;;;;;
246;Zlatan Ibrahimović;FW;Milan;38;19.0;18;1493.0;16.6;15.0;2.0;2.0;1.0;4cde5509;Zlatan IbrahimovićFWMilan;75;34;45.3;380.0;544.0;69.9;65.0;5.0;4;50.0;5.0;3.0;2.0;6;11.0;27.0;1.0;50.0;32.0;11.0;33;40;15;66.9;;;;;
247;Igor;DF;Fiorentina;22;21.0;13;1168.0;13.0;0.0;0.0;5.0;0.0;a4e85758;IgorDFFiorentina;1;1;100.0;722.0;814.0;88.7;13.0;15.0;9;58.3;17.0;9.0;8.0;23;38.0;34.0;0.0;87.5;6.0;6.0;21;1;4;43.5;;;;;
248;Ivan Ilić;DM;Hellas-Verona;19;29.0;19;1835.0;20.4;2.0;0.0;2.0;0.0;bb376bed;Ivan IlićMFHellas Verona;12;3;25.0;959.0;1150.0;83.4;47.0;26.0;14;33.3;17.0;5.0;12.0;27;53.0;26.0;0.0;75.0;26.0;13.0;23;0;40;58.3;;;;Ivan Ilić;1.0
