;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;card;opp_Sh;coup_arret;opp_fls;Opponent;CMP;Att;FDD;FDA;Squad;DF;DM;FW;GK;MF;score_df_mean;score_mf_mean;score_fw_mean;score_dm_mean;score_gk_mean;n_form;n;top_GK;top_MF;top_DM;top_DF;top_FW;nb_def;nb_opp_def;nb_att;nb_opp_att;nb_mil;nb_opp_mil;diff_avant;diff_def;diff_mil;sup_def
111;2022-11-10;L;0;0;Home;1;44.0;26.2;3-4-3;2.0;21.4;73.6;7.0;14.0;-335.85;4;11;3-5-2;Hellas-Verona;automne;15.0;0;3;0;3.0;11.0;1.0;13.0;Juventus;270.848;368.0;-1.9844696969696973;1.6058420189152673;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;156;84;0;1;0;0;0;3;3;3;2;4;5;0;1;-1;1
112;2022-11-13;L;0;0;Home;1;45.0;26.2;3-4-3;5.0;16.2;61.8;13.0;13.0;-1.4500000000000028;3;11;3-5-2;Hellas-Verona;automne;18.0;0;2;0;4.0;16.0;0.0;21.0;Spezia;221.862;359.0;-0.6848484848484848;2.4486132020845397;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;156;84;0;1;0;0;0;3;3;3;2;4;5;0;1;-1;1
113;2023-01-04;D;0;1;Away;0;33.0;26.2;3-4-3;2.0;15.7;62.0;6.0;17.0;-84.68;52;1;3-4-3;Hellas-Verona;reste;10.0;0;1;0;1.0;9.0;0.0;7.0;Torino;195.92;316.0;-1.150378787878788;1.0431818181818184;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;93;84;0;1;0;0;0;3;3;3;3;4;4;0;0;0;0
114;2023-01-09;W;1;1;Home;1;47.0;26.2;3-4-3;4.0;15.7;71.3;11.0;16.0;19.94999999999999;5;1;4-5-1;Hellas-Verona;reste;9.0;0;3;0;4.0;14.0;0.0;11.0;Cremonese;310.155;435.0;-0.9416666666666667;1.3600757575757578;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;65;84;0;1;0;0;0;3;4;3;1;4;5;-1;2;-1;1
115;2023-01-14;L;0;0;Away;0;43.0;26.2;3-4-3;1.0;19.3;74.2;8.0;13.0;-449.6;5;1;3-5-2;Hellas-Verona;reste;6.0;0;3;0;0.0;11.0;0.0;11.0;Internazionale;316.092;426.0;-0.8268939393939394;1.024287782281413;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;156;84;0;1;0;0;0;3;3;3;2;4;5;0;1;-1;1
116;2023-01-21;W;1;1;Home;1;42.0;26.2;3-4-3;4.0;24.3;64.0;11.0;15.0;-9.28;7;1;4-3-3;Hellas-Verona;reste;11.0;0;3;0;0.0;9.0;0.0;12.0;Lecce;232.96;364.0;-0.5625;1.0250410152480216;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;107;84;0;1;0;0;0;3;4;3;3;4;3;-1;0;1;0
117;2023-01-30;D;0;1;Away;0;45.0;26.2;3-4-3;2.0;19.1;72.1;13.0;11.0;-58.20000000000002;9;1;3-5-2;Hellas-Verona;reste;10.0;0;3;0;1.0;26.0;3.0;9.0;Udinese;263.165;365.0;-4.176515151515152;1.1256909862960818;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;156;84;0;1;0;0;0;3;3;3;2;4;5;0;1;-1;1
118;2023-02-06;D;0;1;Home;1;36.0;26.2;3-5-2;4.0;16.7;65.7;7.0;16.0;-190.05;7;2;4-3-3;Hellas-Verona;reste;15.0;0;4;0;1.0;9.0;1.0;12.0;Lazio;231.921;353.0;-1.9928030303030302;1.682908222350898;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;107;134;0;1;0;0;0;3;4;2;3;5;3;-2;0;2;0
119;2023-02-13;W;1;1;Home;1;37.0;26.2;3-4-3;4.0;21.4;62.0;9.0;14.0;-14.830000000000013;7;2;3-5-2;Hellas-Verona;reste;14.0;0;2;0;3.0;8.0;1.0;21.0;Salernitana;202.12;326.0;-1.6151515151515152;1.93606929164254;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;156;84;0;1;0;0;0;3;3;3;2;4;5;0;1;-1;1
120;2023-02-19;L;0;0;Away;0;53.0;26.2;3-4-3;1.0;19.3;75.5;8.0;19.0;-232.3;6;2;3-4-3;Hellas-Verona;reste;8.0;0;2;0;1.0;9.0;1.0;15.0;Roma;379.765;503.0;-2.101893939393939;1.4317120247056552;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;93;84;0;1;0;0;0;3;3;3;3;4;4;0;0;0;0
121;2023-02-27;L;0;0;Home;1;47.0;26.2;3-5-2;3.0;16.3;67.9;7.0;15.0;-151.45000000000005;8;2;4-5-1;Hellas-Verona;reste;12.0;0;3;0;3.0;16.0;1.0;11.0;Fiorentina;287.89599999999996;424.0;-2.3636363636363638;1.4757903879559933;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;65;134;0;1;0;0;0;3;4;2;1;5;5;-2;2;0;1
122;2023-03-05;D;0;1;Away;0;31.0;26.2;3-5-2;3.0;14.8;58.3;6.0;7.0;-1.4500000000000028;6;3;4-3-3;Hellas-Verona;reste;11.0;0;1;0;3.0;20.0;0.0;6.0;Spezia;144.00099999999995;247.0;-1.1712121212121214;1.0400265392781314;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;107;134;0;1;0;0;0;3;4;2;3;5;3;-2;0;2;0
123;2023-03-12;D;0;1;Home;1;39.0;26.2;3-4-3;3.0;16.2;73.4;7.0;17.0;-29.85000000000001;7;3;3-4-3;Hellas-Verona;reste;8.0;0;2;0;0.0;9.0;0.0;12.0;Monza;300.94000000000005;410.0;-1.059469696969697;1.3642192626906007;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;93;84;0;1;0;0;0;3;3;3;3;4;4;0;0;0;0
124;2023-03-19;L;0;0;Away;0;56.0;26.2;3-4-3;5.0;17.0;75.4;5.0;11.0;13.399999999999993;7;3;3-4-3;Hellas-Verona;reste;16.0;0;2;0;3.0;11.0;0.0;10.0;Sampdoria;364.18199999999996;483.0;-0.9662878787878788;1.7143640223895;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;93;84;0;1;0;0;0;3;3;3;3;4;4;0;0;0;0
125;2022-08-13;W;1;1;Away;0;70.0;28.3;3-5-2;9.0;17.6;83.5;8.0;19.0;440.32000000000005;10;8;4-3-3;Internazionale;reste;19.0;0;2;0;4.0;10.0;2.0;21.0;Lecce;555.275;665.0;-3.164393939393939;2.7028059254970085;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;107;134;0;1;0;1;1;3;4;2;3;5;3;-2;0;2;0
126;2022-08-20;W;1;1;Home;1;54.0;28.3;3-5-2;8.0;14.6;85.7;8.0;11.0;448.15;7;8;3-5-2;Internazionale;reste;19.0;0;0;0;0.0;2.0;0.0;7.0;Spezia;472.20700000000005;551.0;-0.131060606060606;1.9490055008685587;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;156;134;0;1;0;1;1;3;3;2;2;5;5;-1;1;0;1
127;2022-08-26;L;0;0;Away;0;52.0;28.3;3-5-2;7.0;16.3;87.6;6.0;12.0;259.55000000000007;6;8;4-3-3;Internazionale;reste;19.0;0;1;0;2.0;11.0;0.0;5.0;Lazio;507.204;579.0;-0.9420454545454546;1.7520782667438717;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;107;134;0;1;0;1;1;3;4;2;3;5;3;-2;0;2;0
128;2022-08-30;W;1;1;Home;1;53.0;28.3;3-5-2;7.0;15.4;84.9;12.0;6.0;469.55000000000007;4;8;3-5-2;Internazionale;reste;18.0;0;0;0;3.0;11.0;0.0;14.0;Cremonese;432.99;510.0;0.003409090909090917;2.3027108666280647;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;156;134;0;1;0;1;1;3;3;2;2;5;5;-1;1;0;1
129;2022-09-03;L;0;0;Away;0;53.0;28.3;3-5-2;5.0;20.3;79.5;8.0;12.0;-12.799999999999955;4;9;4-5-1;Internazionale;automne;16.0;0;2;0;5.0;21.0;1.0;10.0;Milan;360.93;454.0;-2.3852272727272723;1.5959081258444312;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;65;134;0;1;0;1;1;3;4;2;1;5;5;-2;2;0;1
130;2022-09-10;W;1;1;Home;1;57.0;28.3;3-5-2;3.0;19.5;81.5;9.0;8.0;364.92000000000013;3;9;3-4-3;Internazionale;automne;16.0;0;1;0;2.0;9.0;1.0;17.0;Torino;440.1;540.0;-1.2776515151515149;2.1275815479637137;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;93;134;0;1;0;1;1;3;3;2;3;5;4;-1;0;1;0
131;2022-09-18;L;0;0;Away;0;56.0;28.3;3-5-2;4.0;18.8;77.3;6.0;13.0;391.4;5;9;3-5-2;Internazionale;automne;16.0;0;4;0;3.0;20.0;2.0;11.0;Udinese;364.083;471.0;-3.5712121212121217;1.71234124686354;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;156;134;0;1;0;1;1;3;3;2;2;5;5;-1;1;0;1
132;2022-10-01;L;0;0;Home;1;58.0;28.3;3-5-2;2.0;21.5;84.6;6.0;15.0;217.30000000000007;13;10;3-4-3;Internazionale;automne;15.0;0;4;0;3.0;10.0;1.0;14.0;Roma;500.832;592.0;-2.0795454545454546;1.8007464775139936;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;93;134;0;1;0;1;1;3;3;2;3;5;4;-1;0;1;0
133;2022-10-08;W;1;1;Away;0;48.0;28.3;3-5-2;4.0;15.9;84.3;5.0;17.0;363.05000000000007;4;10;4-3-3;Internazionale;automne;16.0;0;2;0;3.0;15.0;0.0;14.0;Sassuolo;412.227;489.0;-1.6162878787878787;2.1449604323489675;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;107;134;0;1;0;1;1;3;4;2;3;5;3;-2;0;2;0
134;2022-10-22;W;1;1;Away;0;42.0;28.3;3-5-2;6.0;14.3;71.8;13.0;14.0;298.1500000000001;6;10;4-3-3;Internazionale;automne;7.0;1;3;0;4.0;9.0;2.0;15.0;Fiorentina;274.994;383.0;-2.314015151515152;1.5791406099208645;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;107;134;0;1;0;1;1;3;4;2;3;5;3;-2;0;2;0
135;2022-10-29;W;1;1;Home;1;51.0;28.3;3-5-2;8.0;14.4;80.7;10.0;4.0;463.00000000000006;3;10;4-5-1;Internazionale;automne;17.0;0;1;0;6.0;9.0;0.0;13.0;Sampdoria;426.096;528.0;0.07992424242424245;2.1735905230650454;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;65;134;0;1;0;1;1;3;4;2;1;5;5;-2;2;0;1
136;2022-11-09;W;1;1;Home;1;57.0;28.3;3-5-2;6.0;14.6;85.2;5.0;10.0;398.75000000000006;3;11;4-5-1;Internazionale;automne;12.0;1;1;0;5.0;10.0;1.0;11.0;Bologna;490.75200000000007;576.0;-1.837121212121212;1.772111561474619;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;65;134;0;1;0;1;1;3;4;2;1;5;5;-2;2;0;1
137;2022-11-13;W;1;1;Away;0;53.0;28.3;3-5-2;3.0;15.8;79.7;4.0;11.0;204.95000000000005;4;11;4-5-1;Internazionale;automne;14.0;0;3;0;0.0;17.0;2.0;10.0;Atalanta;408.064;512.0;-3.4321969696969696;1.7026317313259989;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;65;134;0;1;0;1;1;3;4;2;1;5;5;-2;2;0;1
138;2023-01-04;W;1;1;Home;1;36.0;28.3;3-5-2;1.0;11.8;76.4;13.0;12.0;-94.54999999999997;52;1;4-3-3;Internazionale;reste;6.0;0;3;0;2.0;9.0;0.0;7.0;Napoli;291.084;381.0;-0.18068181818181817;1.1664533873769543;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;107;134;0;1;0;1;1;3;4;2;3;5;3;-2;0;2;0
139;2023-01-07;D;0;1;Away;0;46.0;28.3;3-5-2;3.0;13.9;79.9;8.0;20.0;419.75000000000006;3;1;3-4-3;Internazionale;reste;11.0;0;3;0;0.0;13.0;1.0;14.0;Monza;373.133;467.0;-2.4185606060606055;1.8810379270411117;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;93;134;0;1;0;1;1;3;3;2;3;5;4;-1;0;1;0
140;2023-01-14;W;1;1;Home;1;57.0;28.3;3-5-2;3.0;19.0;81.8;1.0;11.0;449.6;4;1;3-4-3;Internazionale;reste;11.0;0;0;0;3.0;6.0;0.0;13.0;Hellas-Verona;453.172;554.0;-1.0174242424242426;1.5775289519397802;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;93;134;0;1;0;1;1;3;3;2;3;5;4;-1;0;1;0
141;2023-01-28;W;1;1;Away;0;65.0;28.3;3-5-2;10.0;15.4;85.0;9.0;12.0;469.55000000000007;5;1;3-5-2;Internazionale;reste;30.0;0;2;0;0.0;12.0;0.0;7.0;Cremonese;554.2;652.0;-0.7318181818181818;2.587256321173519;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;156;134;0;1;0;1;1;3;3;2;2;5;5;-1;1;0;1
142;2023-02-05;W;1;1;Home;1;64.0;28.3;3-5-2;4.0;18.5;80.7;8.0;13.0;-12.799999999999955;5;2;3-5-2;Internazionale;reste;15.0;0;2;0;5.0;4.0;2.0;14.0;Milan;509.217;631.0;-2.3893939393939396;1.9063399922794828;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;156;134;0;1;0;1;1;3;3;2;2;5;5;-1;1;0;1
143;2023-02-13;D;0;1;Away;0;65.0;28.3;3-5-2;5.0;18.0;86.3;12.0;11.0;463.00000000000006;8;2;3-5-2;Internazionale;reste;25.0;0;1;0;3.0;7.0;0.0;13.0;Sampdoria;629.127;729.0;-0.07992424242424256;2.558029820497974;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;156;134;0;1;0;1;1;3;3;2;2;5;5;-1;1;0;1
144;2023-02-18;W;1;1;Home;1;59.0;28.3;3-5-2;6.0;18.1;81.4;9.0;14.0;391.4;5;2;3-5-2;Internazionale;reste;18.0;1;2;0;2.0;9.0;0.0;14.0;Udinese;463.98;570.0;-0.6776515151515151;2.122707006369427;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;156;134;0;1;0;1;1;3;3;2;2;5;5;-1;1;0;1
145;2023-02-26;L;0;0;Away;0;52.0;28.3;3-5-2;4.0;18.8;80.8;14.0;14.0;398.75000000000006;4;2;4-5-1;Internazionale;reste;13.0;0;2;0;1.0;13.0;1.0;7.0;Bologna;463.792;574.0;-1.4731060606060609;1.3005988226211158;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;65;134;0;1;0;1;1;3;4;2;1;5;5;-2;2;0;1
146;2023-03-05;W;1;1;Home;1;62.0;28.3;3-5-2;4.0;17.9;81.1;9.0;10.0;440.32000000000005;7;3;4-3-3;Internazionale;reste;14.0;0;0;0;0.0;11.0;0.0;11.0;Lecce;476.057;587.0;-0.5359848484848483;1.679261725535611;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;107;134;0;1;0;1;1;3;4;2;3;5;3;-2;0;2;0
147;2023-03-10;L;0;0;Away;0;69.0;28.3;3-5-2;5.0;16.9;80.4;6.0;9.0;448.15;5;3;3-5-2;Internazionale;reste;26.0;1;0;0;3.0;3.0;1.0;11.0;Spezia;517.7760000000002;644.0;-1.2420454545454547;2.4717322910635016;Internazionale;1.0;0.0;2.0;0.0;1.0;2.5262508246694764;3.463174333676505;4.302970518275229;0.0;1.54929992279154;156;134;0;1;0;1;1;3;3;2;2;5;5;-1;1;0;1
148;2022-08-15;W;1;1;Home;1;42.0;26.9;4-4-2;3.0;18.4;82.4;12.0;7.0;249.3;10;8;4-3-3;Juventus;reste;13.0;1;1;0;3.0;19.0;0.0;5.0;Sassuolo;346.904;421.0;-0.563257575757576;1.2070415942868173;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;107;30;0;1;1;1;0;4;4;2;3;4;3;-2;1;1;1
149;2022-08-22;D;0;1;Away;0;52.0;26.9;4-3-3;4.0;16.0;84.6;4.0;14.0;349.25;7;8;4-5-1;Juventus;reste;10.0;0;2;0;3.0;10.0;2.0;8.0;Sampdoria;401.85;475.0;-3.19469696969697;1.368501254584057;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;65;94;0;1;1;1;0;4;4;3;1;3;5;-1;3;-2;1
150;2022-08-27;D;0;1;Home;1;57.0;26.9;4-5-1;3.0;23.6;83.5;6.0;16.0;103.55;5;8;3-4-3;Juventus;reste;14.0;0;2;0;2.0;8.0;0.0;7.0;Roma;466.765;559.0;-1.0212121212121212;1.1512401080872419;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;93;67;0;1;1;1;0;4;3;1;3;5;4;-2;1;1;1
151;2022-08-31;W;1;1;Home;1;50.0;26.9;4-3-3;3.0;18.6;81.9;12.0;11.0;334.4;4;8;3-5-2;Juventus;reste;15.0;0;0;0;2.0;9.0;0.0;10.0;Spezia;412.77600000000007;504.0;-0.20492424242424256;1.6491232387569963;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;156;94;0;1;1;1;0;4;3;3;2;3;5;0;2;-2;1
152;2022-09-03;D;0;1;Away;0;40.0;26.9;4-3-3;1.0;14.2;83.8;14.0;12.0;184.4;3;9;4-3-3;Juventus;automne;4.0;0;3;0;1.0;16.0;1.0;13.0;Fiorentina;305.032;364.0;-1.5272727272727271;1.4088573634433508;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;107;94;0;1;1;1;0;4;4;3;3;3;3;-1;1;0;1
153;2022-09-11;D;0;1;Home;1;61.0;26.9;4-3-3;6.0;18.6;85.1;14.0;13.0;321.02;5;9;3-5-2;Juventus;automne;22.0;0;5;2;5.0;10.0;1.0;15.0;Salernitana;531.0239999999999;624.0;-1.218939393939394;2.4587444508782084;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;156;94;0;1;1;1;0;4;3;3;2;3;5;0;2;-2;1
154;2022-09-18;L;0;0;Away;0;40.0;26.9;4-3-3;2.0;12.9;75.9;10.0;17.0;306.0;4;9;3-4-3;Juventus;automne;10.0;0;1;1;2.0;17.0;0.0;16.0;Monza;302.082;398.0;-1.2867424242424241;1.9543418259023357;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;93;94;0;1;1;1;0;4;3;3;3;3;4;0;1;-1;1
155;2022-10-02;W;1;1;Home;1;48.0;26.9;4-4-2;6.0;14.1;81.8;2.0;11.0;285.0;14;10;4-5-1;Juventus;automne;17.0;0;0;0;1.0;9.0;0.0;15.0;Bologna;404.91;495.0;-1.1140151515151515;2.3355438139355336;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;65;30;0;1;1;1;0;4;4;2;1;4;5;-2;3;-1;1
156;2022-10-08;L;0;0;Away;0;60.0;26.9;4-4-2;3.0;17.9;83.4;11.0;7.0;-126.55;3;10;4-5-1;Juventus;automne;10.0;0;3;0;2.0;21.0;0.0;7.0;Milan;488.724;586.0;-0.7791666666666668;1.1904738467477323;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;65;30;0;1;1;1;0;4;4;2;1;4;5;-2;3;-1;1
157;2022-10-15;W;1;1;Away;0;47.0;26.9;3-5-2;8.0;15.6;78.4;10.0;8.0;251.17;4;10;3-4-3;Juventus;automne;14.0;0;0;0;2.0;15.0;0.0;11.0;Torino;359.85600000000005;459.0;-0.5617424242424242;1.7637319050376377;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;93;134;0;1;1;1;0;3;3;2;3;5;4;-1;0;1;0
158;2022-10-29;W;1;1;Away;0;64.0;26.9;4-5-1;5.0;18.6;80.9;6.0;13.0;326.57;4;10;4-5-1;Juventus;automne;13.0;0;5;0;3.0;5.0;0.0;16.0;Lecce;486.209;601.0;-0.6337121212121213;1.9120020266357844;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;65;67;0;1;1;1;0;4;4;1;1;5;5;-3;3;0;1
160;2022-11-10;W;1;1;Away;0;56.0;26.9;3-5-2;3.0;18.6;78.6;10.0;13.0;335.85;4;11;3-4-3;Juventus;automne;11.0;0;2;1;3.0;15.0;1.0;14.0;Hellas-Verona;374.922;477.0;-1.8950757575757575;1.6257899054236629;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;93;134;0;1;1;1;0;3;3;2;3;5;4;-1;0;1;0
161;2022-11-13;W;1;1;Home;1;41.0;26.9;3-5-2;9.0;17.5;81.9;13.0;10.0;145.8;3;11;4-3-3;Juventus;automne;13.0;0;2;0;1.0;10.0;0.0;8.0;Lazio;411.95700000000005;503.0;-0.10984848484848464;1.446840860837676;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;107;134;0;1;1;1;0;3;4;2;3;5;3;-2;0;2;0
164;2023-01-13;L;0;0;Away;0;40.0;26.9;3-5-2;2.0;18.0;80.0;9.0;9.0;-208.3;6;1;4-3-3;Juventus;reste;11.0;0;1;0;0.0;14.0;0.0;10.0;Napoli;324.8;406.0;-0.6568181818181819;1.4066661841343369;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;107;134;0;1;1;1;0;3;4;2;3;5;3;-2;0;2;0
166;2023-01-29;L;0;0;Home;1;46.0;26.9;3-5-2;8.0;17.6;79.2;7.0;12.0;306.0;7;1;3-4-3;Juventus;reste;22.0;0;0;0;2.0;3.0;0.0;10.0;Monza;380.95200000000006;481.0;-0.3511363636363637;2.1048513800424624;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;93;134;0;1;1;1;0;3;3;2;3;5;4;-1;0;1;0
167;2023-02-07;W;1;1;Away;0;47.0;26.9;3-5-2;4.0;18.9;84.3;8.0;12.0;321.02;5;2;4-3-3;Juventus;reste;16.0;1;1;0;1.0;10.0;0.0;9.0;Salernitana;446.79;530.0;-0.6977272727272728;1.658760856977418;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;107;134;0;1;1;1;0;3;4;2;3;5;3;-2;0;2;0
168;2023-02-12;W;1;1;Home;1;45.0;26.9;3-4-3;3.0;12.7;74.2;6.0;11.0;184.4;5;2;4-3-3;Juventus;reste;7.0;0;5;0;2.0;11.0;0.0;17.0;Fiorentina;307.93;415.0;-0.875378787878788;1.8230935147654894;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;107;84;0;1;1;1;0;3;4;3;3;4;3;-1;0;1;0
169;2023-02-19;W;1;1;Away;0;41.0;26.9;3-5-2;3.0;18.8;74.5;10.0;9.0;334.4;3;2;4-5-1;Juventus;reste;15.0;0;2;0;2.0;18.0;0.0;8.0;Spezia;306.195;411.0;-0.815909090909091;1.415901852924146;Juventus;2.0;1.0;0.0;0.0;2.0;3.766401349197584;2.7604914279803325;2.52961896817786;4.030982075695223;1.2235431990716248;65;134;0;1;1;1;0;3;4;2;1;5;5;-2;2;0;1
174;2022-08-14;W;1;1;Home;1;42.0;26.9;4-3-3;6.0;19.7;79.3;4.0;11.0;139.2;10;8;3-5-2;Lazio;reste;9.0;0;2;1;7.0;10.0;2.0;18.0;Bologna;275.171;347.0;-2.9946969696969696;1.7198904651611657;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;156;94;0;1;0;0;0;4;3;3;2;3;5;0;2;-2;1
175;2022-08-20;D;0;1;Away;0;46.0;26.9;4-3-3;2.0;16.5;77.3;6.0;12.0;105.36999999999998;6;8;3-4-3;Lazio;reste;7.0;0;5;0;0.0;10.0;0.0;11.0;Torino;347.85;450.0;-0.8795454545454546;1.2670386990928393;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;93;94;0;1;0;0;0;4;3;3;3;3;4;0;1;-1;1
