;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Touches;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
1812;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;174.0;229.0;76.0;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1813;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;174.0;229.0;76.0;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1814;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1815;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1816;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1817;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1818;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1819;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1820;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1821;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1822;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1823;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1824;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1825;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1826;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1827;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1828;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1829;Giangiacomo Magnani;DF;Hellas-Verona;25;14;5;530;5.9;0;0;3;1;cce9f582;0;0;;130.0;155.0;83.9;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1830;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1831;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1832;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1833;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1834;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1835;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1836;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1837;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1838;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1839;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1840;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1841;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1842;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1843;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1844;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1845;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;174.0;229.0;76.0;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1846;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1847;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1848;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1849;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1850;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1851;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1852;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1853;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1854;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1855;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1856;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1857;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1858;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1859;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1860;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1861;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;5;1;20.0;130.0;155.0;83.9;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1862;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1863;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1864;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1865;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1866;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1867;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1868;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1869;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1870;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1871;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1872;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1873;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1874;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1875;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1876;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1877;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;174.0;229.0;76.0;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1878;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1879;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1880;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1881;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;0.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1882;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1883;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1884;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1885;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;0.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1886;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1887;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1888;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1889;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;1.0;10.0;7;50.0;5.0;3.0;2.0;10;20.0;46.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1890;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;11;0;2;57.6;;;;;
1891;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;316.0;;4.0;0.0;3;0;0;70.0;;;;;
1892;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;11;0;2;57.6;;;;;
1893;Giangiacomo Magnani;DF;Sampdoria;25;4;3;239;2.7;0;0;0;0;cce9f582;0;0;;130.0;155.0;83.9;1.0;4.0;2;100.0;2.0;2.0;0.0;7;11.0;12.0;0.0;184.0;;1.0;0.0;3;0;0;70.0;;;;;
1894;Mike Maignan;GK;Milan;26;32;32;2880;32.0;0;1;1;0;fcb38f57;0;0;;914.0;1155.0;79.1;9.0;2.0;1;100.0;0.0;0.0;0.0;1;3.0;4.0;2.0;1214.0;;2.0;1.0;0;0;0;75.0;81.2;53.1;7.2;;
1895;Ainsley Maitland-Niles;DF;Roma;23;8;7;487;5.4;0;0;0;0;e3a5814e;3;2;66.7;249.0;326.0;76.4;15.0;8.0;6;35.7;7.0;0.0;7.0;6;14.0;7.0;0.0;370.0;60.0;6.0;3.0;6;1;25;88.9;;;;;
1896;Jean-Victor Makengo;MF;Udinese;23;33;26;2351;26.1;1;3;7;1;22bfb57e;32;10;31.3;702.0;843.0;83.3;59.0;30.0;21;51.7;26.0;6.0;20.0;19;49.0;17.0;0.0;1071.0;73.6;41.0;19.0;27;1;8;29.4;;;;;
1897;Nikola Maksimović;DF;Genoa;29;14;13;1115;12.4;0;0;2;0;16b9d5cf;3;0;0.0;421.0;508.0;82.9;4.0;14.0;6;77.8;17.0;11.0;6.0;12;26.0;61.0;1.0;631.0;33.3;4.0;3.0;10;0;3;61.1;;;;;
1898;Kévin Malcuit;Milieu;Napoli;30;8;2;288;3.2;0;1;3;0;d6a889ea;1;0;0.0;110.0;156.0;70.5;4.0;4.0;2;100.0;3.0;0.0;3.0;8;12.0;6.0;0.0;189.0;50.0;5.0;2.0;8;0;12;44.4;;;;;
1899;Daniel Maldini;MF;Milan;19;8;2;148;1.6;1;0;1;0;801831fe;3;1;33.3;33.0;48.0;68.8;1.0;8.0;3;33.3;4.0;0.0;4.0;1;9.0;0.0;0.0;75.0;66.7;8.0;1.0;4;1;1;37.5;;;;;
1900;Youssef Maleh;MF;Fiorentina;22;28;11;1019;11.3;2;2;5;0;4c8845f7;21;5;23.8;332.0;417.0;79.6;24.0;27.0;16;48.0;14.0;1.0;13.0;6;33.0;2.0;0.0;538.0;50.0;27.0;8.0;43;0;18;55.0;;;;;
1901;Ruslan Malinovskyi;Milieu;Atalanta;28;30;19;1592;17.7;6;5;10;0;48d5bd33;57;17;29.8;669.0;928.0;72.1;103.0;18.0;10;26.3;27.0;3.0;24.0;5;23.0;1.0;0.0;1148.0;72.3;70.0;48.0;40;3;102;48.6;;;;;
1902;Rey Manaj;FW;Spezia;24;30;19;1768;19.6;5;0;9;0;7703afb6;51;14;27.5;329.0;448.0;73.4;49.0;19.0;12;23.1;16.0;0.0;16.0;4;23.0;13.0;0.0;719.0;44.9;73.0;59.0;54;11;6;41.8;;;;;
1903;Gianluca Mancini;DF;Roma;25;33;33;2878;32.0;0;0;16;1;5aa53281;24;6;25.0;1533.0;1817.0;84.4;40.0;41.0;25;54.5;38.0;19.0;19.0;39;80.0;69.0;0.0;2064.0;80.0;13.0;3.0;59;1;15;69.3;;;;;
1904;Leonardo Mancuso;FW;Empoli;29;8;5;425;4.7;1;0;0;0;311027cb;12;5;41.7;51.0;77.0;66.2;9.0;1.0;1;0.0;2.0;0.0;2.0;1;2.0;2.0;0.0;112.0;;11.0;4.0;1;5;5;8.3;;;;;
1905;Rolando Mandragora;MF;Torino;24;21;16;1319;14.7;0;2;7;1;c7259b83;23;5;21.7;647.0;769.0;84.1;52.0;21.0;10;57.1;18.0;4.0;14.0;10;31.0;13.0;0.0;890.0;50.0;15.0;9.0;25;1;47;44.4;;;;;
1906;Kostas Manolas;DF;Napoli;30;4;3;313;3.5;0;0;1;0;c707411f;0;0;;223.0;234.0;95.3;1.0;2.0;2;66.7;2.0;1.0;1.0;4;6.0;10.0;1.0;252.0;;0.0;0.0;5;0;0;50.0;;;;;
1907;Riccardo Marchizza;DF;Empoli;23;19;16;1346;15.0;0;1;4;0;91d0fabf;8;1;12.5;460.0;667.0;69.0;22.0;21.0;15;68.8;15.0;6.0;9.0;10;31.0;24.0;0.0;782.0;52.2;16.0;8.0;19;2;42;43.8;;;;;
1908;Gian Marco Ferrari;DF;Sassuolo;29;36;35;3124;34.7;1;0;6;1;8650af85;25;10;40.0;2028.0;2259.0;89.8;30.0;16.0;11;43.5;37.0;27.0;10.0;43;59.0;114.0;2.0;2552.0;66.7;23.0;5.0;25;1;1;64.8;;;;;
1909;Davide Marfella;GK;Napoli;21;1;0;11;0.1;0;0;0;0;880fcdbb;0;0;;1.0;1.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;2.0;;0.0;0.0;0;0;0;;100.0;;0.0;;
1910;Pablo Marí;DF;Udinese;27;15;15;1341;14.9;2;0;2;1;aa54ec6f;10;5;50.0;441.0;621.0;71.0;11.0;16.0;8;50.0;18.0;12.0;6.0;21;37.0;72.0;0.0;777.0;50.0;12.0;1.0;20;0;3;66.2;;;;;
