;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Touches;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
1911;Răzvan Marin;MF;Cagliari;25;36;31;2816;31.3;0;5;6;1;7fac99d4;41;7;17.1;997.0;1303.0;76.5;118.0;42.0;21;44.4;23.0;5.0;18.0;10;52.0;17.0;1.0;1551.0;51.2;53.0;32.0;36;1;127;44.4;;;;;
1912;Lautaro Martínez;FW;Internazionale;23;35;28;2282;25.4;21;3;6;0;f7036e1c;112;47;42.0;371.0;510.0;72.7;73.0;20.0;10;54.5;21.0;1.0;20.0;18;38.0;6.0;0.0;834.0;38.9;63.0;24.0;40;12;15;46.8;;;;;
1913;Lucas Martínez Quarta;DF;Fiorentina;25;20;16;1431;15.9;1;0;8;0;3ec3c1c9;16;4;25.0;1007.0;1123.0;89.7;14.0;36.0;25;61.8;22.0;9.0;13.0;19;55.0;46.0;0.0;1285.0;68.8;12.0;7.0;30;0;1;59.5;;;;;
1914;Adam Marušić;DF;Lazio;28;33;30;2721;30.2;1;0;6;1;d4535821;8;3;37.5;1650.0;1887.0;87.4;27.0;30.0;18;40.6;19.0;8.0;11.0;41;71.0;71.0;0.0;2109.0;56.0;19.0;16.0;26;0;29;60.0;;;;;
1915;Andrea Masiello;DF;Genoa;35;7;6;515;5.7;0;0;3;0;e0314d87;2;0;0.0;276.0;313.0;88.2;2.0;5.0;3;57.1;8.0;4.0;4.0;11;16.0;20.0;1.0;365.0;;4.0;3.0;6;0;1;50.0;;;;;
1916;Aleš Matějů;DF;Venezia;25;9;9;727;8.1;0;1;3;0;deb748c9;2;2;100.0;217.0;294.0;73.8;15.0;16.0;12;44.8;10.0;6.0;4.0;9;25.0;15.0;0.0;362.0;100.0;6.0;4.0;13;1;21;78.6;;;;;
1917;Borja Mayoral;FW;Roma;24;5;1;96;1.1;0;0;0;0;64e8ed6d;1;0;0.0;26.0;39.0;66.7;1.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;47.0;25.0;2.0;0.0;0;0;3;;;;;;
1918;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1919;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1920;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1921;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1922;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1923;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1924;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1925;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1926;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1927;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1928;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1929;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1930;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1931;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1932;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1933;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1934;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1935;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1936;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1937;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1938;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1939;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1940;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1941;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1942;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1943;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1944;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1945;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1946;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1947;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1948;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1949;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1950;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1951;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1952;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1953;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1954;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1955;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1956;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1957;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1958;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1959;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1960;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1961;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1962;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1963;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1964;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1965;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;446.0;596.0;74.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1966;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1967;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1968;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1969;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1970;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1971;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1972;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1973;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1974;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1975;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1976;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1977;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1978;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1979;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1980;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1981;Pasquale Mazzocchi;DF;Venezia;26;18;15;1243;13.8;0;0;3;0;eb0ec070;5;2;40.0;416.0;579.0;71.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1982;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1983;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1984;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1985;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1986;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1987;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1988;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1989;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1990;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1991;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1992;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1993;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1994;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1995;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
1996;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
1997;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;446.0;596.0;74.8;34.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
1998;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
1999;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
2000;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
2001;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
2002;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
2003;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;745.0;45.9;34.0;13.0;18;1;79;55.0;;;;;
2004;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;22;0;46;52.4;;;;;
2005;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;11.0;28.0;19;41.2;5.0;0.0;5.0;11;39.0;31.0;0.0;714.0;48.6;31.0;12.0;18;1;79;55.0;;;;;
2006;Pasquale Mazzocchi;DF;Salernitana;26;15;15;1269;14.1;0;2;2;0;eb0ec070;6;0;0.0;416.0;579.0;71.8;34.0;18.0;8;38.5;11.0;8.0;3.0;21;39.0;31.0;1.0;745.0;45.9;34.0;13.0;22;0;46;52.4;;;;;
