;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp%;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;card;opp_Sh;coup_arret;opp_fls;FDD;FDA
691;2020-12-13;L;0;0;Home;1;42.0;25.0;4-5-1;3.0;16.0;78.3;5.0;11.0;-424.02;7;12;3-5-2;Cagliari;reste;11.0;0;2;0;1.0;21.0;0.0;17.0;-1.6153846153846154;1.670515574650913
693;2020-12-20;D;0;1;Home;1;53.0;25.0;4-5-1;3.0;19.8;80.5;10.0;13.0;-7.770000000000009;4;12;3-5-2;Cagliari;reste;12.0;0;2;0;1.0;13.0;0.0;13.0;-0.8557692307692307;1.4821204797708556
694;2020-12-23;L;0;0;Away;0;38.0;25.0;3-5-2;1.0;16.3;73.8;20.0;20.0;-246.72;3;12;3-4-3;Cagliari;reste;9.0;1;2;0;3.0;15.0;1.0;18.0;-1.6490384615384615;1.522534013605442
695;2021-01-03;L;0;0;Home;1;38.0;25.0;4-5-1;1.0;13.2;82.7;4.0;11.0;-342.7000000000001;11;1;4-5-1;Cagliari;reste;8.0;0;4;1;1.0;33.0;2.0;6.0;-4.4423076923076925;0.8681972789115646
697;2021-01-10;L;0;0;Away;0;48.0;25.0;4-<NA>-<NA>;1.0;23.9;78.0;11.0;14.0;-191.27;4;1;3-4-3;Cagliari;reste;8.0;0;3;0;1.0;14.0;0.0;15.0;-0.9038461538461539;1.060217508055854
699;2021-01-18;L;0;0;Home;1;45.0;25.0;4-5-1;2.0;17.2;80.4;11.0;9.0;-412.42000000000013;4;1;4-5-1;Cagliari;reste;17.0;0;2;0;4.0;9.0;1.0;13.0;-1.2788461538461537;1.7869226638023634
700;2021-01-24;L;0;0;Away;0;59.0;25.0;4-5-1;4.0;19.2;80.7;9.0;6.0;13.25;6;1;3-5-2;Cagliari;reste;14.0;0;2;0;1.0;11.0;0.0;11.0;-0.3701923076923077;1.617995882563552
701;2021-01-31;D;0;1;Home;1;30.0;25.0;4-5-1;4.0;19.8;74.9;13.0;10.0;-116.47;7;1;4-5-1;Cagliari;reste;10.0;0;2;0;3.0;15.0;0.0;11.0;-0.5625;0.8286117078410311
702;2021-02-07;L;0;0;Away;0;37.0;25.0;3-4-3;2.0;15.1;71.1;12.0;14.0;-129.95000000000002;7;2;3-5-2;Cagliari;reste;7.0;0;2;0;2.0;14.0;0.0;16.0;-0.8269230769230769;1.3162146437522377
703;2021-02-14;L;0;0;Home;1;36.0;25.0;3-5-2;1.0;22.3;63.5;13.0;17.0;-264.22;7;2;3-4-3;Cagliari;reste;4.0;0;3;0;3.0;10.0;1.0;14.0;-1.6875;0.6188238453276047
704;2021-02-19;L;0;0;Home;1;47.0;25.0;3-5-2;1.0;18.4;62.5;15.0;20.0;-88.87;5;2;3-5-2;Cagliari;reste;18.0;0;3;0;2.0;10.0;2.0;19.0;-2.7211538461538463;2.1982858933046905
706;2021-03-03;W;1;1;Home;1;37.0;25.0;3-5-2;3.0;14.4;60.6;10.0;16.0;-51.66999999999999;3;3;4-5-1;Cagliari;reste;11.0;0;2;0;2.0;13.0;0.0;18.0;-1.0432692307692308;1.7269289294665233
707;2021-03-07;D;0;1;Away;0;49.0;25.0;3-5-2;4.0;16.2;77.9;7.0;14.0;5.979999999999991;4;3;4-4-2;Cagliari;reste;9.0;0;3;0;4.0;12.0;0.0;15.0;-1.0865384615384617;1.5331185105621197
708;2021-03-14;L;0;0;Home;1;51.0;25.0;3-5-2;4.0;22.4;82.2;8.0;12.0;-507.97;7;3;4-4-2;Cagliari;reste;12.0;0;0;0;2.0;9.0;1.0;16.0;-1.6971153846153846;1.5018796992481205
709;2021-03-20;L;0;0;Away;0;46.0;25.0;3-5-2;6.0;12.9;72.8;7.0;16.0;56.03;6;3;4-3-3;Cagliari;reste;13.0;0;2;0;1.0;12.0;1.0;12.0;-2.2115384615384617;1.7113542785535265
710;2021-04-03;L;0;0;Home;1;48.0;25.0;3-5-2;5.0;16.1;69.4;11.0;16.0;-28.449999999999992;14;4;3-4-3;Cagliari;reste;24.0;0;1;0;3.0;10.0;1.0;18.0;-1.7788461538461537;2.6456766917293235
711;2021-04-11;L;0;0;Away;0;47.0;25.0;3-5-2;1.0;21.8;84.3;9.0;12.0;-424.02;8;4;3-5-2;Cagliari;reste;7.0;0;1;0;1.0;15.0;0.0;10.0;-0.9951923076923077;0.7748165055495881
713;2021-04-21;W;1;1;Away;0;43.0;25.0;3-5-2;3.0;18.5;81.3;8.0;15.0;-7.770000000000009;4;4;3-5-2;Cagliari;reste;14.0;1;2;0;0.0;12.0;0.0;11.0;-1.0721153846153846;1.3730084138918728
714;2021-04-25;W;1;1;Home;1;30.0;25.0;3-5-2;6.0;18.0;70.8;10.0;14.0;-246.72;4;4;3-4-3;Cagliari;reste;11.0;0;3;0;1.0;17.0;0.0;17.0;-1.1682692307692308;1.3579484425349087
715;2021-05-02;D;0;1;Away;0;45.0;25.0;4-5-1;4.0;15.5;79.4;9.0;14.0;-342.7000000000001;7;5;4-5-1;Cagliari;reste;14.0;0;3;0;1.0;19.0;2.0;8.0;-3.3701923076923075;1.3736573576799143
717;2021-05-12;D;0;1;Home;1;56.0;25.0;4-5-1;0.0;13.0;81.6;5.0;18.0;-191.27;3;5;3-5-2;Cagliari;reste;8.0;0;1;0;2.0;2.0;0.0;10.0;-0.8653846153846154;1.4441908342284282
718;2021-05-16;D;0;1;Away;0;39.0;25.0;3-5-2;2.0;19.8;76.2;19.0;8.0;-412.42000000000013;4;5;4-5-1;Cagliari;reste;7.0;0;2;0;2.0;21.0;1.0;8.0;-1.3509615384615385;0.6115064446831364
719;2021-05-22;L;0;0;Home;1;51.0;25.0;5-3-2;4.0;14.3;83.8;2.0;9.0;13.25;6;5;3-5-2;Cagliari;reste;16.0;0;1;0;5.0;11.0;1.0;13.0;-2.0961538461538463;1.9776450053705694
721;2020-09-27;L;0;0;Away;0;43.0;26.1;3-5-2;0.0;18.4;86.2;11.0;13.0;-355.9500000000001;7;9;4-5-1;Genoa;automne;6.0;0;2;0;1.0;18.0;2.0;6.0;-3.0913461538461537;0.5656104547081994
722;2020-10-19;D;0;1;Away;0;42.0;26.1;3-5-2;2.0;19.3;69.1;17.0;13.0;-41.69999999999999;22;10;3-4-3;Genoa;automne;6.0;0;4;0;1.0;18.0;0.0;14.0;-0.6298076923076923;1.0021482277121376
723;2020-10-24;L;0;0;Home;1;40.0;26.1;3-5-2;0.0;30.9;75.5;20.0;11.0;-437.27;5;10;3-5-2;Genoa;automne;1.0;0;1;0;1.0;14.0;0.0;17.0;-0.024038461538461453;0.25022377372001436
725;2020-11-01;D;0;1;Away;0;45.0;26.1;4-5-1;4.0;19.5;76.6;23.0;11.0;-7.270000000000009;4;11;4-4-2;Genoa;automne;11.0;0;1;0;5.0;9.0;1.0;19.0;-0.48076923076923084;1.6695757250268533
726;2020-11-04;L;0;0;Home;1;51.0;26.1;4-5-1;2.0;17.9;79.4;15.0;10.0;-102.12;3;11;4-4-2;Genoa;automne;17.0;0;2;0;4.0;7.0;0.0;18.0;0.09134615384615374;2.1689715359828146
727;2020-11-08;L;0;0;Home;1;51.0;26.1;4-5-1;5.0;19.9;82.2;9.0;10.0;-259.97;4;11;3-4-3;Genoa;automne;7.0;0;1;0;0.0;18.0;0.0;11.0;-1.0576923076923077;1.0044307196562838
728;2020-11-22;L;0;0;Away;0;54.0;26.1;3-5-2;1.0;18.5;79.9;13.0;15.0;-21.02000000000001;14;11;3-5-2;Genoa;automne;11.0;0;3;1;2.0;8.0;2.0;16.0;-2.4375;1.6909908700322234
731;2020-12-07;D;0;1;Away;0;39.0;26.1;4-<NA>-<NA>;3.0;15.6;74.1;20.0;20.0;-204.52;7;12;4-3-3;Genoa;reste;5.0;0;2;0;2.0;19.0;0.0;7.0;-0.8990384615384615;0.6382921589688507
732;2020-12-13;L;0;0;Home;1;31.0;26.1;4-4-2;2.0;20.4;67.9;12.0;14.0;-521.22;6;12;3-5-2;Genoa;reste;3.0;0;3;0;3.0;16.0;2.0;14.0;-2.9519230769230766;0.5655433225921949
733;2020-12-16;D;0;1;Home;1;42.0;26.1;4-4-2;4.0;12.8;75.4;17.0;18.0;-425.67000000000013;3;12;4-5-1;Genoa;reste;9.0;0;2;0;3.0;13.0;2.0;13.0;-2.6298076923076925;1.4587808807733622
735;2020-12-23;W;1;1;Away;0;33.0;26.1;3-5-2;4.0;20.9;67.9;13.0;20.0;42.78;3;12;4-3-3;Genoa;reste;6.0;1;4;0;3.0;8.0;0.0;19.0;-0.75;1.075120837808808
736;2021-01-03;D;0;1;Home;1;40.0;26.1;3-5-2;3.0;17.2;72.1;9.0;11.0;-143.20000000000005;11;1;3-5-2;Genoa;reste;10.0;0;2;0;4.0;11.0;3.0;18.0;-3.6826923076923075;1.5742033655567491
737;2021-01-06;L;0;0;Away;0;37.0;26.1;3-5-2;2.0;9.2;74.2;13.0;10.0;-129.72;3;1;4-5-1;Genoa;reste;7.0;0;3;0;3.0;17.0;1.0;14.0;-1.6875;1.4922350519155032
738;2021-01-09;W;1;1;Home;1;36.0;26.1;3-5-2;7.0;14.0;65.6;9.0;11.0;-64.91999999999999;3;1;4-5-1;Genoa;reste;10.0;0;2;0;0.0;14.0;2.0;9.0;-2.8701923076923075;1.1047932330827068
740;2021-01-17;D;0;1;Away;0;36.0;26.1;3-5-2;3.0;17.0;70.0;13.0;13.0;-277.47;4;1;3-4-3;Genoa;reste;7.0;0;2;0;1.0;18.0;1.0;14.0;-1.9375;1.0767320085929108
741;2021-01-24;W;1;1;Home;1;41.0;26.1;3-5-2;5.0;14.5;74.8;14.0;11.0;-13.25;7;1;4-5-1;Genoa;reste;11.0;0;1;0;2.0;14.0;0.0;6.0;-0.48557692307692313;1.042002327246688
743;2021-02-06;W;1;1;Home;1;34.0;26.1;3-5-2;2.0;11.8;72.5;13.0;13.0;-355.9500000000001;6;2;4-3-3;Genoa;reste;4.0;0;2;0;3.0;26.0;0.0;11.0;-1.4375;0.9319504117436449
744;2021-02-13;D;0;1;Away;0;54.0;26.1;3-5-2;2.0;21.6;77.1;11.0;15.0;-102.12;7;2;3-5-2;Genoa;reste;6.0;0;4;0;2.0;10.0;2.0;13.0;-2.7163461538461537;1.032827604726101
745;2021-02-20;D;0;1;Home;1;50.0;26.1;3-5-2;3.0;17.3;73.0;18.0;11.0;-41.69999999999999;7;2;3-4-3;Genoa;reste;14.0;0;1;0;1.0;9.0;0.0;17.0;0.13461538461538458;1.9320399212316506
746;2021-02-28;L;0;0;Away;0;49.0;26.1;3-5-2;2.0;25.4;87.7;6.0;8.0;-437.27;8;2;3-5-2;Genoa;reste;3.0;0;2;0;0.0;24.0;0.0;12.0;-1.5384615384615383;0.501230755460079
747;2021-03-03;D;0;1;Home;1;50.0;26.1;3-5-2;1.0;19.0;79.3;15.0;15.0;-7.270000000000009;3;3;4-4-2;Genoa;reste;6.0;0;1;0;0.0;11.0;0.0;16.0;-0.47115384615384626;1.2828052273540997
748;2021-03-07;L;0;0;Away;0;46.0;26.1;3-5-2;2.0;22.1;83.7;16.0;15.0;-259.97;4;3;3-4-3;Genoa;reste;6.0;0;4;0;1.0;17.0;1.0;15.0;-1.7692307692307692;0.9919665234514856
749;2021-03-13;D;0;1;Home;1;57.0;26.1;3-5-2;2.0;15.0;84.0;16.0;14.0;-21.02000000000001;6;3;3-5-2;Genoa;reste;11.0;0;3;0;1.0;8.0;1.0;6.0;-1.1442307692307692;1.2971938775510203
751;2021-04-03;D;0;1;Home;1;56.0;26.1;3-5-2;1.0;16.7;82.0;9.0;17.0;-204.52;15;4;3-5-2;Genoa;reste;8.0;0;2;0;2.0;10.0;0.0;10.0;-0.9951923076923077;1.2554153240243466
752;2021-04-11;L;0;0;Away;0;43.0;26.1;3-5-2;3.0;18.6;85.8;9.0;11.0;-521.22;8;4;4-4-2;Genoa;reste;10.0;0;3;0;3.0;25.0;0.0;15.0;-1.5576923076923077;1.367906373075546
753;2021-04-18;L;0;0;Away;0;47.0;26.1;3-5-2;2.0;18.2;79.4;17.0;13.0;-425.67000000000013;7;4;4-5-1;Genoa;reste;12.0;0;1;0;0.0;17.0;2.0;10.0;-2.5673076923076925;1.2709899749373434
755;2021-04-24;W;1;1;Home;1;35.0;26.1;3-5-2;6.0;16.7;72.4;18.0;18.0;42.78;3;4;4-3-3;Genoa;reste;10.0;0;2;0;2.0;9.0;0.0;14.0;-0.3028846153846154;1.2619942713927679
756;2021-05-02;L;0;0;Away;0;48.0;26.1;3-5-2;4.0;21.3;81.0;14.0;12.0;-143.20000000000005;8;5;3-5-2;Genoa;reste;8.0;1;4;0;3.0;19.0;1.0;13.0;-1.8605769230769231;1.0678705692803436
757;2021-05-09;L;0;0;Home;1;40.0;26.1;3-5-2;4.0;15.8;72.8;10.0;18.0;-129.72;7;5;4-5-1;Genoa;reste;14.0;0;2;0;0.0;14.0;1.0;15.0;-2.230769230769231;1.7081319369853203
758;2021-05-12;W;1;1;Away;0;34.0;26.1;4-4-2;6.0;21.0;65.6;14.0;11.0;-64.91999999999999;3;5;4-5-1;Genoa;reste;10.0;1;2;0;1.0;22.0;0.0;9.0;-0.9855769230769231;0.7125626566416041
759;2021-05-15;L;0;0;Home;1;40.0;26.1;3-5-2;5.0;23.6;82.6;15.0;13.0;-277.47;3;5;3-4-3;Genoa;reste;9.0;1;1;0;2.0;12.0;0.0;8.0;-0.40865384615384626;0.560172753311851
760;2021-05-22;W;1;1;Away;0;49.0;26.1;3-5-2;5.0;18.3;86.3;12.0;13.0;-13.25;7;5;5-3-2;Genoa;reste;11.0;0;4;1;1.0;16.0;1.0;9.0;-1.8894230769230769;1.1759756534192625
761;2021-08-21;W;1;1;Away;0;52.0;24.5;3-4-3;2.0;14.9;72.1;8.0;13.0;175.35;10;8;3-4-3;Atalanta;reste;7.0;0;2;0;2.0;21.0;1.0;17.0;-2.5096153846153846;1.6520766201217332
762;2021-08-28;D;0;1;Home;1;59.0;24.5;3-4-3;3.0;20.0;79.4;9.0;11.0;212.55;7;8;4-3-3;Atalanta;reste;22.0;0;2;0;5.0;4.0;0.0;14.0;-0.2451923076923077;2.26467955603294
763;2021-09-11;L;0;0;Home;1;55.0;24.5;3-4-3;4.0;10.7;83.5;8.0;13.0;72.94999999999997;14;9;4-3-3;Atalanta;automne;12.0;1;4;0;4.0;5.0;2.0;19.0;-2.5096153846153846;2.3564939133548157
765;2021-09-18;W;1;1;Away;0;58.0;24.5;3-4-3;3.0;15.6;82.9;13.0;13.0;328.19;4;9;3-5-2;Atalanta;automne;10.0;0;4;0;4.0;10.0;0.0;21.0;-0.4375;2.1591254923021843
766;2021-09-21;W;1;1;Home;1;48.0;24.5;3-5-2;5.0;16.9;80.4;9.0;16.0;147.75;3;9;4-5-1;Atalanta;automne;14.0;0;2;0;2.0;8.0;0.0;16.0;-0.8076923076923077;1.8548603651987112
767;2021-09-25;D;0;1;Away;0;51.0;24.5;3-5-2;5.0;15.2;78.0;18.0;11.0;-159.79999999999995;4;9;3-5-2;Atalanta;automne;22.0;0;5;0;3.0;18.0;1.0;13.0;-1.4278846153846154;2.3067266380236306
769;2021-10-03;L;0;0;Home;1;56.0;24.5;3-5-2;4.0;17.9;80.0;8.0;13.0;-148.20000000000005;4;10;4-5-1;Atalanta;automne;16.0;1;1;0;4.0;13.0;0.0;15.0;-1.0096153846153846;2.0066908342284284
770;2021-10-17;W;1;1;Away;0;52.0;24.5;3-5-2;7.0;17.6;80.2;15.0;16.0;272.25;14;10;4-3-3;Atalanta;automne;21.0;0;2;0;3.0;12.0;1.0;10.0;-1.5961538461538463;1.9518215180809166
772;2021-10-24;D;0;1;Home;1;68.0;24.5;3-4-3;3.0;21.0;83.7;9.0;15.0;256.45;4;10;5-4-1;Atalanta;automne;8.0;0;2;0;2.0;9.0;0.0;15.0;-0.8076923076923077;1.5590538847117796
773;2021-10-27;W;1;1;Away;0;59.0;24.5;3-4-3;4.0;15.0;79.5;11.0;19.0;270.2;3;10;4-3-3;Atalanta;automne;13.0;0;3;0;4.0;8.0;0.0;15.0;-0.8413461538461539;2.019781596849266
774;2021-10-30;D;0;1;Home;1;57.0;24.5;3-4-3;3.0;17.0;81.9;6.0;13.0;134.26999999999998;3;10;4-3-3;Atalanta;automne;17.0;0;1;0;3.0;8.0;0.0;13.0;-0.8509615384615384;2.00765306122449
776;2021-11-06;W;1;1;Away;0;62.0;24.5;3-4-3;8.0;14.2;83.6;14.0;9.0;264.22;4;11;4-4-2;Atalanta;automne;21.0;0;1;0;1.0;7.0;1.0;11.0;-0.9230769230769231;2.3632295023272465
777;2021-11-20;W;1;1;Home;1;51.0;24.5;3-4-3;8.0;19.1;83.6;13.0;10.0;320.25;14;11;3-6-1;Atalanta;automne;17.0;1;2;0;3.0;10.0;0.0;11.0;-0.25;1.670247046186896
779;2021-11-27;W;1;1;Away;0;41.0;24.5;3-4-3;1.0;18.6;74.8;14.0;20.0;-243.75;4;11;4-4-2;Atalanta;automne;7.0;0;5;0;4.0;15.0;1.0;13.0;-2.1105769230769234;1.0203186537773004
780;2021-11-30;W;1;1;Home;1;58.0;24.5;3-4-3;6.0;15.7;86.4;11.0;11.0;317.77;3;11;4-4-2;Atalanta;automne;19.0;0;0;0;1.0;8.0;0.0;9.0;-0.34134615384615385;1.9665234514858576
781;2021-12-04;W;1;1;Away;0;45.0;24.5;3-4-3;7.0;16.0;82.0;10.0;18.0;-78.48000000000002;4;12;3-4-3;Atalanta;reste;21.0;0;3;0;2.0;15.0;1.0;16.0;-2.293269230769231;2.2856471535982816
783;2021-12-12;W;1;1;Away;0;48.0;24.5;3-4-3;6.0;18.2;66.3;15.0;10.0;235.77;3;12;3-5-2;Atalanta;reste;14.0;0;1;0;2.0;19.0;0.0;13.0;-0.6586538461538463;1.6010338345864663
784;2021-12-18;L;0;0;Home;1;71.0;24.5;3-4-3;6.0;18.0;85.0;9.0;11.0;17.5;6;12;3-5-2;Atalanta;reste;17.0;0;1;0;3.0;8.0;1.0;16.0;-1.4951923076923077;2.3897466881489438
785;2021-12-21;D;0;1;Away;0;67.0;24.5;3-4-3;3.0;17.5;75.6;19.0;15.0;277.47;3;12;3-5-2;Atalanta;reste;17.0;0;1;0;2.0;1.0;0.0;13.0;0.46153846153846145;2.1575814536340854
786;2022-01-09;W;1;1;Away;0;60.0;24.5;3-4-3;7.0;15.4;83.7;14.0;12.0;256.45;19;1;5-4-1;Atalanta;reste;21.0;0;2;0;2.0;8.0;1.0;9.0;-1.1730769230769231;2.1419172932330826
788;2022-01-16;D;0;1;Home;1;37.0;24.5;4-3-3;6.0;15.0;74.3;20.0;12.0;-159.79999999999995;4;1;3-5-2;Atalanta;reste;12.0;0;2;0;2.0;11.0;0.0;10.0;0.10096153846153855;1.258816684568564
789;2022-01-22;D;0;1;Away;0;39.0;24.5;3-5-2;2.0;18.2;82.0;15.0;17.0;134.26999999999998;6;1;4-3-3;Atalanta;reste;6.0;0;3;0;0.0;9.0;0.0;10.0;-0.47115384615384626;0.7556390977443609
790;2022-02-06;L;0;0;Home;1;61.0;24.5;4-5-1;3.0;18.1;81.8;11.0;13.0;264.22;15;2;3-5-2;Atalanta;reste;10.0;0;1;1;5.0;7.0;2.0;14.0;-2.4038461538461537;1.6467060508413893
792;2022-02-13;D;0;1;Home;1;52.0;24.5;3-5-2;3.0;17.5;80.9;16.0;13.0;-243.75;3;2;4-3-3;Atalanta;reste;21.0;0;2;0;3.0;15.0;0.0;9.0;-0.5192307692307692;1.8944235588972433
794;2022-02-20;L;0;0;Away;0;50.0;24.5;3-5-2;1.0;18.9;79.0;11.0;20.0;72.94999999999997;3;2;4-3-3;Atalanta;reste;7.0;0;5;0;2.0;6.0;1.0;17.0;-1.7788461538461537;1.4129072681704262
796;2022-02-28;W;1;1;Home;1;56.0;24.5;4-5-1;9.0;16.6;84.3;17.0;16.0;270.2;4;2;3-5-2;Atalanta;reste;19.0;0;1;0;2.0;6.0;0.0;9.0;-0.06730769230769229;1.885517364840673
797;2022-03-05;L;0;0;Away;0;65.0;24.5;4-5-1;4.0;15.6;83.5;7.0;16.0;17.5;5;3;3-5-2;Atalanta;reste;7.0;0;4;1;7.0;13.0;1.0;17.0;-2.2740384615384617;1.844432509846044
799;2022-03-13;D;0;1;Home;1;58.0;24.5;3-5-2;2.0;15.1;71.4;14.0;13.0;277.47;3;3;4-5-1;Atalanta;reste;11.0;0;2;0;0.0;13.0;1.0;18.0;-1.5480769230769231;2.059635696383817
801;2022-03-20;W;1;1;Away;0;40.0;24.5;3-4-3;2.0;17.8;69.4;23.0;12.0;212.55;3;3;3-4-3;Atalanta;reste;15.0;0;1;0;0.0;12.0;0.0;9.0;0.26923076923076916;1.2935911206587898
802;2022-04-03;L;0;0;Home;1;55.0;24.5;3-5-2;3.0;15.8;83.8;13.0;15.0;-78.48000000000002;14;4;4-5-1;Atalanta;reste;19.0;0;2;0;3.0;5.0;1.0;11.0;-1.25;2.0337898317221623
804;2022-04-10;L;0;0;Away;0;50.0;24.5;3-4-3;4.0;14.2;82.8;9.0;14.0;147.75;3;4;4-5-1;Atalanta;reste;15.0;0;1;0;2.0;14.0;0.0;18.0;-1.0576923076923077;2.215203186537773
806;2022-04-18;L;0;0;Home;1;56.0;24.5;3-4-3;4.0;15.4;76.5;8.0;13.0;235.77;4;4;3-4-3;Atalanta;reste;17.0;0;3;0;3.0;21.0;1.0;13.0;-2.5096153846153846;2.0717418546365916
807;2022-04-23;W;1;1;Away;0;60.0;24.5;3-5-2;4.0;12.0;82.0;11.0;13.0;317.77;5;4;4-3-3;Atalanta;reste;19.0;0;3;0;0.0;8.0;1.0;12.0;-1.4663461538461537;2.3778866809881847
808;2022-04-27;D;0;1;Home;1;49.0;24.5;3-4-3;3.0;16.9;76.8;5.0;12.0;175.35;4;4;3-4-3;Atalanta;reste;15.0;2;2;0;2.0;3.0;2.0;11.0;-2.5528846153846154;1.622404224847834
809;2022-05-02;D;0;1;Home;1;62.0;24.5;3-4-3;5.0;17.5;80.9;4.0;13.0;328.19;5;5;3-5-2;Atalanta;reste;20.0;0;3;0;2.0;11.0;1.0;9.0;-2.1923076923076925;2.007362155388471
810;2022-05-08;W;1;1;Away;0;65.0;24.5;3-4-3;6.0;17.7;84.3;6.0;12.0;320.25;6;5;4-4-2;Atalanta;reste;17.0;0;3;0;2.0;5.0;1.0;10.0;-1.6009615384615383;1.9247896527031867
811;2022-05-15;L;0;0;Away;0;54.0;24.5;3-4-3;2.0;16.7;82.0;7.0;14.0;-148.20000000000005;7;5;4-5-1;Atalanta;reste;12.0;0;4;0;3.0;12.0;1.0;8.0;-2.0865384615384617;1.345327604726101
812;2022-05-21;L;0;0;Home;1;62.0;24.5;3-5-2;9.0;16.5;83.9;11.0;6.0;272.25;6;5;4-4-2;Atalanta;reste;40.0;0;1;0;1.0;7.0;1.0;7.0;-0.9663461538461539;3.1833825635517363
814;2021-08-22;W;1;1;Home;1;71.0;23.7;4-5-1;7.0;17.5;82.1;6.0;13.0;115.64;6;8;3-5-2;Bologna;reste;18.0;0;6;2;4.0;9.0;2.0;15.0;-2.9134615384615383;2.4152568922305764
815;2021-08-28;D;0;1;Away;0;41.0;23.7;4-3-3;1.0;15.4;69.6;14.0;14.0;-212.55;6;8;3-4-3;Bologna;reste;4.0;0;5;0;2.0;22.0;2.0;11.0;-3.1730769230769234;0.8710839598997494
816;2021-09-13;W;1;1;Home;1;43.0;23.7;4-5-1;3.0;17.3;71.6;15.0;14.0;23.22;16;9;3-4-3;Bologna;automne;15.0;0;1;0;3.0;5.0;0.0;21.0;-0.033653846153846256;2.121732903687791
817;2021-09-18;L;0;0;Away;0;55.0;23.7;4-5-1;2.0;15.5;86.9;5.0;10.0;-372.35;5;9;3-5-2;Bologna;automne;7.0;0;3;0;0.0;19.0;0.0;10.0;-1.4278846153846154;1.236595954171142
818;2021-09-21;D;0;1;Home;1;60.0;23.7;4-5-1;4.0;15.3;82.1;5.0;14.0;64.91999999999999;3;9;4-5-1;Bologna;automne;16.0;1;3;0;4.0;10.0;1.0;15.0;-2.1153846153846154;2.209519334049409
819;2021-09-26;L;0;0;Away;0;63.0;23.7;4-5-1;5.0;15.9;81.5;6.0;22.0;59.69999999999999;5;9;4-4-2;Bologna;automne;19.0;0;2;0;2.0;14.0;2.0;15.0;-3.7884615384615383;2.419038668098819
820;2021-10-03;W;1;1;Home;1;41.0;23.7;3-4-3;3.0;18.5;80.3;15.0;5.0;-78.28000000000003;7;10;4-3-3;Bologna;automne;10.0;0;2;0;6.0;8.0;0.0;16.0;0.34134615384615374;1.400420694593627
821;2021-10-17;D;0;1;Away;0;59.0;23.7;3-4-3;11.0;20.2;86.5;8.0;11.0;43.899999999999984;14;10;3-5-2;Bologna;automne;24.0;0;7;0;4.0;10.0;0.0;15.0;-0.6971153846153846;2.4419754744002864
822;2021-10-23;L;0;0;Home;1;37.0;23.7;3-4-3;4.0;14.5;78.2;3.0;7.0;-360.75000000000006;6;10;4-5-1;Bologna;automne;9.0;0;1;2;3.0;15.0;1.0;15.0;-2.144230769230769;1.4093268886501966
823;2021-10-28;L;0;0;Away;0;35.0;23.7;3-4-3;1.0;23.2;81.9;6.0;5.0;-291.0300000000001;5;10;4-5-1;Bologna;automne;8.0;0;1;0;1.0;16.0;2.0;20.0;-2.8509615384615383;1.1803616183315433
824;2021-11-01;W;1;1;Home;1;57.0;23.7;3-4-3;3.0;20.7;86.3;5.0;11.0;51.66999999999999;4;11;5-3-2;Bologna;automne;8.0;0;3;0;3.0;9.0;2.0;9.0;-2.8653846153846154;1.0063775510204083
825;2021-11-07;W;1;1;Away;0;53.0;23.7;3-4-3;6.0;16.9;78.0;10.0;12.0;57.649999999999984;6;11;4-4-2;Bologna;automne;14.0;0;1;0;4.0;10.0;0.0;14.0;-0.6057692307692307;1.817579663444325
826;2021-11-21;L;0;0;Home;1;67.0;23.7;3-4-3;6.0;19.7;84.0;7.0;6.0;105.21999999999998;14;11;4-4-2;Bologna;automne;22.0;0;0;0;3.0;8.0;0.0;9.0;-0.33653846153846156;2.1078365556749015
827;2021-11-28;W;1;1;Away;0;57.0;23.7;3-4-3;4.0;18.3;83.0;14.0;12.0;107.7;7;11;4-3-3;Bologna;automne;16.0;1;1;0;3.0;13.0;0.0;15.0;-0.48557692307692313;2.003826530612245
828;2021-12-01;W;1;1;Home;1;43.0;23.7;3-4-3;3.0;25.3;77.9;13.0;9.0;-195.05;3;12;3-5-2;Bologna;reste;6.0;0;3;0;4.0;13.0;1.0;18.0;-1.375;0.9635696383816685
829;2021-12-05;L;0;0;Home;1;37.0;23.7;5-3-2;4.0;18.7;77.5;5.0;12.0;-139.60000000000002;4;12;4-3-3;Bologna;reste;8.0;0;3;0;3.0;5.0;2.0;15.0;-2.6778846153846154;1.1325411743644827
830;2021-12-12;L;0;0;Away;0;51.0;23.7;3-4-3;4.0;25.4;76.4;9.0;18.0;-37.200000000000024;7;12;3-4-3;Bologna;reste;7.0;1;4;0;2.0;16.0;1.0;16.0;-2.4326923076923075;1.0363184747583247
831;2021-12-18;L;0;0;Home;1;57.0;23.7;3-5-2;3.0;19.9;81.3;14.0;7.0;-456.3;6;12;4-3-3;Bologna;reste;11.0;0;1;0;1.0;11.0;0.0;19.0;-0.04807692307692313;1.8596938775510206
832;2021-12-22;W;1;1;Away;0;40.0;23.7;3-5-2;5.0;16.6;78.2;13.0;12.0;-64.80000000000001;4;12;4-3-3;Bologna;reste;9.0;0;3;0;1.0;13.0;0.0;14.0;-0.5625;1.292315610454708
