;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp%;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;card;opp_Sh;coup_arret;opp_fls;FDD;FDA
981;2021-09-18;W;1;1;Home;1;45.0;27.2;3-5-2;11.0;15.3;88.6;10.0;10.0;372.35;3;9;4-5-1;Internazionale;automne;19.0;0;0;0;3.0;7.0;0.0;10.0;-0.2932692307692307;1.8213614393125672
982;2021-09-21;W;1;1;Away;0;47.0;27.2;3-5-2;5.0;14.2;83.8;5.0;15.0;232.74999999999997;3;9;4-3-3;Internazionale;automne;17.0;0;3;0;3.0;14.0;0.0;11.0;-1.4278846153846154;1.8500716075904045
983;2021-09-25;D;0;1;Home;1;49.0;27.2;3-5-2;6.0;14.0;76.8;6.0;13.0;159.79999999999995;4;9;3-5-2;Internazionale;automne;18.0;0;3;0;5.0;22.0;1.0;11.0;-2.7259615384615383;1.9578634085213034
985;2021-10-02;W;1;1;Away;0;45.0;27.2;3-5-2;2.0;16.5;78.6;9.0;19.0;307.5499999999999;4;10;4-5-1;Internazionale;automne;17.0;1;2;0;4.0;11.0;1.0;10.0;-2.1826923076923075;1.635136949516649
986;2021-10-16;L;0;0;Away;0;48.0;27.2;3-6-1;3.0;18.7;84.6;9.0;12.0;294.06999999999994;14;10;4-3-3;Internazionale;automne;11.0;1;6;0;4.0;18.0;2.0;13.0;-3.1826923076923075;1.3880236305048337
988;2021-10-24;D;0;1;Home;1;49.0;27.2;3-5-2;2.0;18.8;79.5;9.0;14.0;-83.95000000000005;5;10;4-4-2;Internazionale;automne;10.0;0;2;0;2.0;15.0;2.0;15.0;-3.1201923076923075;1.4629654493376298
989;2021-10-27;W;1;1;Away;0;69.0;27.2;3-5-2;9.0;16.5;87.8;9.0;15.0;432.05;3;10;4-4-2;Internazionale;automne;21.0;0;3;0;2.0;9.0;1.0;20.0;-1.8076923076923077;2.931189581095596
990;2021-10-31;W;1;1;Home;1;66.0;27.2;3-5-2;5.0;17.9;86.9;5.0;9.0;416.25;4;10;3-4-3;Internazionale;automne;15.0;0;0;0;2.0;9.0;0.0;11.0;-0.7403846153846154;1.8696294307196566
992;2021-11-07;D;0;1;Away;0;50.0;27.2;3-5-2;0.0;21.5;77.6;9.0;11.0;11.599999999999907;4;11;4-5-1;Internazionale;automne;11.0;1;0;0;1.0;16.0;1.0;16.0;-1.9951923076923077;1.4677542069459364
993;2021-11-21;W;1;1;Home;1;45.0;27.2;3-5-2;6.0;17.1;80.1;8.0;15.0;81.31999999999994;14;11;4-5-1;Internazionale;automne;16.0;1;4;0;3.0;9.0;0.0;16.0;-0.8846153846153846;1.9170247046186897
995;2021-11-27;W;1;1;Away;0;56.0;27.2;3-5-2;10.0;17.3;87.9;9.0;4.0;477.57;3;11;4-5-1;Internazionale;automne;26.0;1;0;0;2.0;6.0;0.0;9.0;0.06730769230769229;2.2873030791263873
996;2021-12-01;W;1;1;Home;1;63.0;27.2;3-5-2;10.0;19.2;88.5;11.0;18.0;480.05;4;12;5-3-2;Internazionale;reste;30.0;1;1;0;2.0;7.0;0.0;10.0;-0.7163461538461539;2.6256713211600435
997;2021-12-04;W;1;1;Away;0;66.0;27.2;3-5-2;4.0;16.5;91.4;9.0;6.0;177.29999999999995;3;12;3-5-2;Internazionale;reste;10.0;0;1;0;3.0;9.0;0.0;9.0;-0.2451923076923077;1.5035580021482278
999;2021-12-12;W;1;1;Home;1;75.0;27.2;3-5-2;14.0;17.5;89.0;10.0;9.0;424.02;5;12;3-5-2;Internazionale;reste;23.0;0;1;0;2.0;5.0;0.0;13.0;-0.10576923076923073;2.672932330827068
1000;2021-12-17;W;1;1;Away;0;65.0;27.2;3-5-2;8.0;13.2;87.4;10.0;10.0;487.99;5;12;5-3-2;Internazionale;reste;23.0;0;2;0;1.0;10.0;0.0;10.0;-0.4807692307692307;2.5293814894378803
1001;2021-12-22;W;1;1;Home;1;54.0;27.2;3-5-2;3.0;19.8;76.8;9.0;11.0;335.15;5;12;3-4-3;Internazionale;reste;15.0;0;1;0;0.0;12.0;1.0;17.0;-1.7451923076923077;1.9371643394199785
1002;2022-01-09;W;1;1;Home;1;60.0;27.2;3-5-2;5.0;18.0;86.8;10.0;11.0;294.06999999999994;18;1;4-3-3;Internazionale;reste;17.0;0;1;0;4.0;5.0;0.0;14.0;-0.23076923076923073;2.0717642320085927
1004;2022-01-16;D;0;1;Away;0;63.0;27.2;3-5-2;3.0;14.1;84.2;9.0;10.0;159.79999999999995;4;1;4-3-3;Internazionale;reste;11.0;0;2;0;2.0;12.0;0.0;12.0;-0.6826923076923077;1.8233754027926965
1006;2022-01-22;W;1;1;Home;1;70.0;27.2;3-5-2;12.0;17.1;84.6;4.0;13.0;477.57;3;1;3-5-2;Internazionale;reste;24.0;0;3;0;4.0;3.0;0.0;9.0;-0.6923076923076923;2.41812119584676
1007;2022-02-05;L;0;0;Home;1;46.0;27.2;3-5-2;5.0;17.5;79.2;8.0;20.0;11.599999999999907;14;2;4-5-1;Internazionale;reste;11.0;0;2;0;5.0;10.0;1.0;14.0;-2.2596153846153846;1.4766604010025062
1009;2022-02-12;D;0;1;Away;0;52.0;27.2;3-5-2;2.0;13.8;86.6;15.0;14.0;81.31999999999994;4;2;4-5-1;Internazionale;reste;8.0;0;1;0;1.0;12.0;1.0;7.0;-1.4711538461538463;1.1456990691013247
1011;2022-02-20;L;0;0;Home;1;59.0;27.2;3-5-2;8.0;15.0;84.0;6.0;12.0;307.5499999999999;4;2;4-5-1;Internazionale;reste;29.0;0;1;0;2.0;13.0;0.0;12.0;-1.1009615384615383;2.832281596849266
1012;2022-02-25;D;0;1;Away;0;72.0;27.2;3-5-2;4.0;14.9;79.2;10.0;9.0;437.27;5;2;4-5-1;Internazionale;reste;21.0;0;1;0;1.0;7.0;0.0;11.0;-0.23076923076923073;2.502953813104189
1014;2022-03-04;W;1;1;Home;1;60.0;27.2;3-5-2;12.0;12.9;85.8;9.0;11.0;487.99;3;3;4-5-1;Internazionale;reste;23.0;0;2;0;1.0;11.0;0.0;7.0;-0.6826923076923077;2.2694683136412457
1016;2022-03-13;D;0;1;Away;0;56.0;27.2;3-5-2;7.0;14.6;76.1;10.0;17.0;335.15;5;3;3-4-3;Internazionale;reste;14.0;0;5;0;1.0;13.0;0.0;15.0;-1.1057692307692308;2.050058181167204
1017;2022-03-19;D;0;1;Home;1;51.0;27.2;3-5-2;5.0;15.3;82.4;8.0;14.0;232.74999999999997;6;3;4-3-3;Internazionale;reste;13.0;0;1;0;2.0;17.0;0.0;12.0;-1.3221153846153846;1.676624597207304
1018;2022-04-03;W;1;1;Away;0;46.0;27.2;3-5-2;0.0;23.0;82.8;10.0;19.0;-83.95000000000005;15;4;4-5-1;Internazionale;reste;4.0;1;4;0;5.0;22.0;3.0;9.0;-4.793269230769231;0.44604815610454707
1019;2022-04-09;W;1;1;Home;1;48.0;27.2;3-5-2;6.0;15.1;72.1;12.0;10.0;395.57;6;4;3-4-3;Internazionale;reste;18.0;0;2;0;0.0;9.0;0.0;7.0;-0.26442307692307687;1.6341970998925888
1020;2022-04-15;W;1;1;Away;0;67.0;27.2;3-5-2;7.0;15.9;83.3;8.0;11.0;480.05;6;4;4-5-1;Internazionale;reste;23.0;0;0;0;2.0;10.0;0.0;9.0;-0.6971153846153846;2.36421410669531
1022;2022-04-23;W;1;1;Home;1;45.0;27.2;3-5-2;8.0;14.6;83.2;12.0;11.0;177.29999999999995;4;4;3-4-3;Internazionale;reste;11.0;0;2;0;2.0;9.0;0.0;13.0;-0.32692307692307687;1.5445757250268533
1023;2022-04-27;L;0;0;Away;0;59.0;27.2;3-5-2;6.0;16.2;84.9;6.0;9.0;372.35;4;4;3-5-2;Internazionale;reste;26.0;0;3;0;1.0;5.0;0.0;11.0;-0.41346153846153844;2.521057107053348
1024;2022-05-01;W;1;1;Away;0;52.0;27.2;3-5-2;5.0;12.4;85.1;3.0;10.0;416.25;4;5;3-5-2;Internazionale;reste;11.0;0;1;0;2.0;7.0;1.0;12.0;-1.8317307692307692;1.7171276405298963
1025;2022-05-06;W;1;1;Home;1;64.0;27.2;3-5-2;10.0;13.4;86.6;9.0;10.0;432.05;5;5;4-4-2;Internazionale;reste;37.0;0;1;0;0.0;4.0;0.0;9.0;-0.1826923076923077;3.3141335481561045
1027;2022-05-15;W;1;1;Away;0;62.0;27.2;3-5-2;7.0;14.1;87.7;12.0;15.0;424.02;4;5;4-4-2;Internazionale;reste;17.0;0;2;0;0.0;10.0;0.0;12.0;-0.6394230769230769;2.180831543143573
1028;2022-05-22;W;1;1;Home;1;58.0;27.2;3-5-2;11.0;15.7;90.4;9.0;6.0;430.0;7;5;4-5-1;Internazionale;reste;28.0;0;1;0;2.0;8.0;0.0;12.0;-0.1826923076923077;2.7165234514858576
1029;2021-08-22;D;0;1;Away;0;56.0;25.0;4-4-2;3.0;16.3;85.6;13.0;14.0;500.2;10;8;3-6-1;Juventus;reste;10.0;0;3;0;1.0;11.0;1.0;13.0;-1.5625;1.5883234872896526
1030;2021-08-28;L;0;0;Home;1;54.0;25.0;4-4-2;5.0;17.1;79.5;11.0;10.0;516.0;6;8;4-4-2;Juventus;reste;18.0;0;2;0;3.0;11.0;0.0;6.0;-0.46634615384615385;1.5749194414607945
1031;2021-09-11;L;0;0;Away;0;33.0;25.0;4-3-3;4.0;14.5;79.9;4.0;16.0;165.26999999999995;14;9;4-3-3;Juventus;automne;8.0;0;1;0;2.0;25.0;1.0;14.0;-3.2548076923076925;1.2141514500537056
1033;2021-09-19;D;0;1;Home;1;44.0;25.0;4-4-2;4.0;15.9;82.3;7.0;13.0;95.54999999999997;5;9;4-5-1;Juventus;automne;9.0;0;1;0;1.0;13.0;1.0;16.0;-2.0865384615384617;1.523205334765485
1034;2021-09-22;W;1;1;Away;0;60.0;25.0;4-4-2;9.0;18.1;83.4;6.0;10.0;564.0;3;9;4-5-1;Juventus;automne;26.0;0;1;0;2.0;10.0;0.0;14.0;-0.7884615384615384;2.629162191192266
1035;2021-09-26;W;1;1;Home;1;50.0;25.0;4-4-2;5.0;18.7;79.4;12.0;22.0;513.95;4;9;4-4-2;Juventus;automne;15.0;1;4;0;3.0;5.0;0.0;16.0;-0.7644230769230769;1.8606113498030794
1037;2021-10-02;W;1;1;Away;0;52.0;25.0;4-4-2;3.0;18.0;78.6;7.0;14.0;419.1;3;10;3-4-3;Juventus;automne;10.0;0;1;0;3.0;13.0;0.0;20.0;-1.1490384615384617;1.8689133548156107
1038;2021-10-17;W;1;1;Home;1;47.0;25.0;4-4-2;2.0;13.1;84.0;7.0;18.0;261.25;15;10;4-5-1;Juventus;automne;6.0;0;3;0;5.0;14.0;0.0;13.0;-1.4615384615384617;1.3436940565699964
1040;2021-10-24;D;0;1;Away;0;51.0;25.0;4-4-2;3.0;21.6;83.2;8.0;15.0;83.95000000000005;4;10;3-5-2;Juventus;automne;15.0;1;2;0;2.0;10.0;0.0;14.0;-0.9471153846153846;1.6051960257787328
1041;2021-10-27;L;0;0;Home;1;57.0;25.0;4-4-2;2.0;15.5;83.9;4.0;21.0;391.5;3;10;4-3-3;Juventus;automne;14.0;0;1;0;5.0;8.0;0.0;15.0;-1.5048076923076923;2.0216836734693877
1042;2021-10-30;L;0;0;Away;0;55.0;25.0;4-4-2;4.0;18.8;79.6;9.0;8.0;479.52;3;10;3-4-3;Juventus;automne;15.0;0;3;0;4.0;12.0;0.0;22.0;-0.5576923076923077;2.3182286072323666
1044;2021-11-06;W;1;1;Home;1;50.0;25.0;4-4-2;3.0;16.0;80.4;8.0;15.0;316.7;4;11;4-3-3;Juventus;automne;13.0;0;2;0;5.0;6.0;0.0;16.0;-0.6971153846153846;1.8733664518438955
1045;2021-11-20;W;1;1;Away;0;42.0;25.0;3-5-2;3.0;16.3;84.7;12.0;15.0;378.02;14;11;4-3-3;Juventus;automne;9.0;2;1;0;3.0;8.0;1.0;12.0;-1.5144230769230769;1.2177094522019334
1047;2021-11-27;L;0;0;Home;1;59.0;25.0;4-4-2;2.0;18.4;83.5;12.0;13.0;243.75;4;11;3-4-3;Juventus;automne;15.0;0;4;0;5.0;7.0;0.0;20.0;-0.32692307692307687;2.2838122090941644
1048;2021-11-30;W;1;1;Away;0;73.0;25.0;4-5-1;7.0;20.2;91.1;7.0;9.0;571.94;3;11;5-3-2;Juventus;automne;17.0;0;1;0;1.0;4.0;0.0;14.0;-0.27403846153846156;2.1875895094880056
1049;2021-12-05;W;1;1;Home;1;70.0;25.0;4-5-1;12.0;18.4;89.5;7.0;15.0;521.22;5;12;3-5-2;Juventus;reste;27.0;0;3;0;1.0;0.0;0.0;7.0;-0.39903846153846156;2.4142946652345154
1051;2021-12-11;D;0;1;Away;0;60.0;25.0;4-5-1;6.0;17.3;83.3;10.0;10.0;561.52;3;12;4-4-2;Juventus;reste;20.0;0;2;0;4.0;13.0;0.0;20.0;-0.6682692307692307;2.6699785177228783
1052;2021-12-18;W;1;1;Away;0;43.0;25.0;4-3-3;7.0;17.4;77.1;9.0;19.0;456.3;7;12;3-5-2;Juventus;reste;11.0;0;1;0;1.0;11.0;0.0;7.0;-1.1826923076923077;0.9916308628714646
1053;2021-12-21;W;1;1;Home;1;63.0;25.0;4-3-3;4.0;13.3;84.3;3.0;16.0;507.97;3;12;5-3-2;Juventus;reste;15.0;0;0;0;3.0;6.0;0.0;12.0;-1.1442307692307692;2.1141917293233083
1054;2022-01-06;D;0;1;Home;1;44.0;25.0;4-3-3;5.0;18.3;84.8;15.0;8.0;165.26999999999995;16;1;4-5-1;Juventus;reste;22.0;0;2;0;1.0;16.0;1.0;11.0;-1.3461538461538463;1.9007563551736482
1055;2022-01-09;W;1;1;Away;0;47.0;25.0;4-5-1;5.0;21.4;83.1;11.0;12.0;261.25;3;1;4-5-1;Juventus;reste;14.0;0;4;1;3.0;18.0;2.0;11.0;-3.0288461538461537;1.2952246688148945
1057;2022-01-15;W;1;1;Home;1;66.0;25.0;4-4-2;4.0;19.1;86.5;14.0;13.0;500.2;3;1;3-5-2;Juventus;reste;14.0;0;1;0;2.0;16.0;1.0;10.0;-1.7355769230769231;1.683404940923738
1059;2022-01-23;D;0;1;Away;0;53.0;25.0;4-4-2;0.0;17.5;83.4;12.0;19.0;95.54999999999997;5;1;4-5-1;Juventus;reste;8.0;0;2;0;2.0;14.0;1.0;16.0;-2.1394230769230766;1.5369674185463658
1060;2022-02-06;W;1;1;Home;1;47.0;25.0;4-3-3;8.0;18.3;77.1;16.0;11.0;479.52;14;2;3-4-3;Juventus;reste;11.0;0;1;0;1.0;13.0;0.0;11.0;-0.26923076923076916;1.2658879341210167
1062;2022-02-13;D;0;1;Away;0;48.0;25.0;4-3-3;6.0;18.2;78.1;11.0;9.0;243.75;3;2;3-5-2;Juventus;reste;15.0;0;3;0;2.0;21.0;1.0;13.0;-2.0288461538461537;1.6635338345864663
1063;2022-02-18;D;0;1;Home;1;46.0;25.0;4-5-1;3.0;17.8;76.5;5.0;16.0;419.1;5;2;3-4-3;Juventus;reste;12.0;0;1;0;2.0;10.0;1.0;19.0;-2.2403846153846154;1.8363542785535265
1065;2022-02-26;W;1;1;Away;0;47.0;25.0;4-4-2;5.0;14.0;80.1;9.0;8.0;516.0;4;2;4-4-2;Juventus;reste;12.0;0;0;0;2.0;11.0;0.0;16.0;-0.4951923076923077;1.8602756892230576
1067;2022-03-06;W;1;1;Home;1;56.0;25.0;4-4-2;3.0;16.1;86.9;7.0;14.0;564.0;4;3;4-5-1;Juventus;reste;10.0;0;3;0;1.0;9.0;1.0;12.0;-1.8990384615384617;1.5360275689223057
1068;2022-03-12;W;1;1;Away;0;51.0;25.0;4-4-2;2.0;14.8;87.5;5.0;15.0;513.95;6;3;4-<NA>-<NA>;Juventus;reste;5.0;1;2;0;0.0;16.0;1.0;7.0;-2.5528846153846154;0.8896348012889368
1070;2022-03-20;W;1;1;Home;1;57.0;25.0;4-4-2;7.0;11.8;85.1;7.0;10.0;571.94;4;3;4-5-1;Juventus;reste;12.0;0;3;0;2.0;12.0;1.0;13.0;-1.8365384615384617;1.9604591836734695
1071;2022-04-03;L;0;0;Home;1;54.0;25.0;4-5-1;5.0;18.8;81.5;5.0;9.0;83.95000000000005;14;4;3-5-2;Juventus;reste;22.0;0;4;1;4.0;4.0;1.0;19.0;-1.4278846153846154;2.5506847475832437
1072;2022-04-09;W;1;1;Away;0;60.0;25.0;4-4-2;6.0;19.2;79.3;9.0;10.0;507.97;6;4;3-5-2;Juventus;reste;20.0;0;0;0;1.0;4.0;0.0;19.0;-0.1826923076923077;2.5105397422126745
1073;2022-04-16;D;0;1;Home;1;51.0;25.0;4-3-3;4.0;17.2;82.3;6.0;11.0;456.3;7;4;3-5-2;Juventus;reste;23.0;0;1;0;7.0;9.0;0.0;11.0;-0.7884615384615384;2.1421858216971
1075;2022-04-25;W;1;1;Away;0;37.0;25.0;4-4-2;5.0;20.4;81.1;10.0;8.0;391.5;5;4;4-5-1;Juventus;reste;10.0;0;2;0;3.0;22.0;0.0;15.0;-1.1057692307692308;1.1708064804869316
1076;2022-05-01;W;1;1;Home;1;50.0;25.0;3-5-2;4.0;16.2;82.6;7.0;17.0;561.52;6;5;3-4-3;Juventus;reste;17.0;0;3;0;3.0;9.0;2.0;12.0;-3.0865384615384617;1.8631623702112425
1077;2022-05-06;L;0;0;Away;0;54.0;25.0;4-3-3;4.0;17.2;80.6;8.0;15.0;521.22;5;5;4-5-1;Juventus;reste;12.0;0;3;0;2.0;17.0;1.0;13.0;-2.3846153846153846;1.6323174006444683
1079;2022-05-16;D;0;1;Home;1;37.0;25.0;4-5-1;2.0;12.9;84.9;10.0;16.0;378.02;5;5;4-3-3;Juventus;reste;4.0;0;3;0;3.0;18.0;1.0;13.0;-2.355769230769231;1.0534595417114214
1080;2022-05-21;L;0;0;Away;0;34.0;25.0;3-5-2;0.0;16.4;81.3;9.0;14.0;316.7;5;5;4-3-3;Juventus;reste;1.0;0;3;0;3.0;12.0;1.0;13.0;-1.9326923076923077;0.6347565341926247
1081;2021-08-21;W;1;1;Away;0;54.0;27.2;4-3-3;3.0;14.5;86.1;15.0;10.0;137.98000000000002;10;8;4-<NA>-<NA>;Lazio;reste;7.0;1;1;0;2.0;16.0;0.0;13.0;-0.47115384615384626;1.4575725026852844
1082;2021-08-28;W;1;1;Home;1;61.0;27.2;4-3-3;9.0;19.2;90.1;7.0;12.0;185.98;7;8;3-4-3;Lazio;reste;17.0;0;0;0;3.0;5.0;1.0;9.0;-1.5240384615384617;1.7155836018617978
1083;2021-09-12;L;0;0;Away;0;53.0;27.2;4-3-3;5.0;19.8;84.6;10.0;18.0;-282.47;15;9;4-5-1;Lazio;automne;8.0;0;4;0;1.0;18.0;0.0;10.0;-1.4807692307692308;1.0446204797708556
1085;2021-09-19;D;0;1;Home;1;73.0;27.2;4-3-3;10.0;17.0;85.7;7.0;3.0;129.95000000000002;3;9;3-5-2;Lazio;automne;28.0;0;1;0;4.0;10.0;0.0;11.0;-0.27403846153846156;2.8508548156104547
1086;2021-09-23;D;0;1;Away;0;55.0;27.2;4-3-3;1.0;30.3;75.5;10.0;9.0;41.08000000000001;4;9;3-4-3;Lazio;automne;5.0;1;3;0;3.0;16.0;0.0;19.0;-0.7932692307692307;0.9189939133548155
1087;2021-09-26;W;1;1;Home;1;49.0;27.2;4-3-3;4.0;12.6;85.0;4.0;12.0;-116.76999999999998;3;9;4-5-1;Lazio;automne;10.0;0;2;0;4.0;19.0;1.0;13.0;-2.6298076923076925;1.6542919799498748
1089;2021-10-03;L;0;0;Away;0;59.0;27.2;4-3-3;4.0;18.4;85.8;10.0;16.0;78.28000000000003;3;10;3-4-3;Lazio;automne;8.0;0;5;1;2.0;10.0;0.0;5.0;-0.8557692307692307;0.9088122090941643
1090;2021-10-16;W;1;1;Home;1;52.0;27.2;4-3-3;7.0;17.6;90.4;12.0;13.0;-294.06999999999994;13;10;3-6-1;Lazio;automne;18.0;1;3;1;6.0;11.0;1.0;12.0;-1.5769230769230769;1.8893215180809166
1092;2021-10-24;L;0;0;Away;0;51.0;27.2;4-3-3;4.0;15.7;77.7;11.0;15.0;101.50000000000004;3;10;3-4-3;Lazio;automne;9.0;0;2;0;2.0;16.0;0.0;12.0;-1.0913461538461537;1.406216433941998
1093;2021-10-27;W;1;1;Home;1;49.0;27.2;4-3-3;2.0;14.6;85.8;7.0;16.0;-61.31999999999999;3;10;4-3-3;Lazio;automne;5.0;0;3;0;3.0;9.0;0.0;11.0;-1.0240384615384617;1.1147511636233443
1094;2021-10-30;D;0;1;Away;0;43.0;27.2;4-3-3;5.0;15.1;79.3;3.0;13.0;-134.26999999999998;3;10;3-4-3;Lazio;automne;8.0;0;3;0;1.0;17.0;1.0;13.0;-2.644230769230769;1.296477801646975
1096;2021-11-07;W;1;1;Home;1;60.0;27.2;4-3-3;5.0;19.0;89.5;10.0;7.0;193.92;3;11;4-4-2;Lazio;automne;16.0;0;1;0;2.0;5.0;0.0;14.0;0.019230769230769273;1.9582438238453275
1097;2021-11-20;L;0;0;Home;1;58.0;27.2;4-3-3;1.0;24.7;87.0;10.0;12.0;-378.02;13;11;3-5-2;Lazio;automne;8.0;0;3;0;1.0;9.0;2.0;15.0;-2.543269230769231;1.19483977801647
1099;2021-11-28;L;0;0;Away;0;39.0;27.2;4-3-3;2.0;17.3;86.8;12.0;13.0;-212.75;3;11;4-3-3;Lazio;automne;6.0;0;4;0;2.0;18.0;1.0;10.0;-2.0144230769230766;0.8015574650912997
1100;2021-12-02;D;0;1;Home;1;62.0;27.2;4-3-3;5.0;17.1;85.3;10.0;11.0;122.18;4;12;4-4-2;Lazio;reste;13.0;0;3;1;7.0;12.0;1.0;11.0;-1.6682692307692308;1.715270318653777
1101;2021-12-05;W;1;1;Away;0;51.0;27.2;4-3-3;5.0;12.9;84.4;12.0;9.0;135.93;3;12;4-4-2;Lazio;reste;6.0;0;3;1;4.0;18.0;0.0;13.0;-0.7644230769230769;1.4240735767991408
1103;2021-12-12;L;0;0;Away;0;41.0;27.2;4-3-3;2.0;20.4;80.4;5.0;11.0;13.480000000000016;3;12;4-5-1;Lazio;reste;6.0;0;2;0;2.0;17.0;0.0;9.0;-1.3653846153846154;0.615981919083423
1104;2021-12-17;W;1;1;Home;1;55.0;27.2;4-3-3;5.0;15.7;86.4;5.0;9.0;143.20000000000005;5;12;3-5-2;Lazio;reste;11.0;0;0;0;3.0;4.0;0.0;8.0;-0.42788461538461536;1.351391872538489
1105;2021-12-22;W;1;1;Away;0;53.0;27.2;4-3-3;4.0;17.9;86.3;5.0;10.0;183.5;5;12;4-5-1;Lazio;reste;7.0;0;3;0;4.0;10.0;1.0;11.0;-1.8653846153846154;1.1415592552810598
1106;2022-01-06;D;0;1;Home;1;62.0;27.2;4-3-3;8.0;18.8;84.8;5.0;13.0;137.98000000000002;15;1;4-4-2;Lazio;reste;22.0;0;4;0;4.0;10.0;2.0;11.0;-3.0528846153846154;2.191035624776226
1107;2022-01-09;L;0;0;Away;0;40.0;27.2;4-3-3;2.0;8.8;80.7;8.0;14.0;-294.06999999999994;3;1;3-5-2;Lazio;reste;5.0;0;4;0;1.0;17.0;1.0;11.0;-2.3221153846153846;1.2527747941281775
1108;2022-01-15;W;1;1;Away;0;73.0;27.2;4-3-3;8.0;16.2;91.5;6.0;16.0;193.92;6;1;3-5-2;Lazio;reste;15.0;0;3;0;2.0;6.0;0.0;11.0;-0.9134615384615384;2.079171142141067
1110;2022-01-22;D;0;1;Home;1;61.0;27.2;4-3-3;1.0;21.4;85.5;5.0;10.0;-134.26999999999998;4;1;3-5-2;Lazio;reste;9.0;0;0;0;3.0;6.0;0.0;17.0;-0.6153846153846154;1.6033387039026141
1111;2022-02-05;W;1;1;Away;0;50.0;27.2;4-3-3;7.0;13.5;84.1;10.0;15.0;-61.31999999999999;14;2;4-3-3;Lazio;reste;12.0;0;5;0;4.0;9.0;0.0;13.0;-0.7307692307692307;1.7509174722520588
1113;2022-02-12;W;1;1;Home;1;56.0;27.2;4-3-3;5.0;15.7;87.5;9.0;13.0;78.28000000000003;3;2;3-5-2;Lazio;reste;11.0;1;2;0;2.0;11.0;0.0;16.0;-0.8076923076923077;1.8689357321876119
1115;2022-02-20;D;0;1;Away;0;59.0;27.2;4-3-3;2.0;14.3;84.2;6.0;9.0;122.18;3;2;3-5-2;Lazio;reste;10.0;0;2;0;3.0;12.0;0.0;22.0;-0.8509615384615384;2.3054958825635516
1117;2022-02-27;L;0;0;Home;1;45.0;27.2;4-3-3;8.0;15.4;86.9;14.0;13.0;-212.75;3;2;4-5-1;Lazio;reste;13.0;0;3;0;2.0;15.0;0.0;14.0;-0.6730769230769231;1.691259398496241
1118;2022-03-05;W;1;1;Away;0;55.0;27.2;4-3-3;4.0;18.0;79.3;17.0;13.0;129.95000000000002;6;3;3-5-2;Lazio;reste;12.0;1;2;1;3.0;16.0;0.0;10.0;-0.5048076923076923;1.4215449337629789
1119;2022-03-14;W;1;1;Home;1;66.0;27.2;4-3-3;0.0;19.1;87.3;7.0;11.0;183.5;9;3;4-5-1;Lazio;reste;9.0;1;1;0;1.0;7.0;0.0;13.0;-0.5865384615384616;1.558404940923738
1120;2022-03-20;L;0;0;Away;0;66.0;27.2;4-3-3;3.0;23.9;85.9;1.0;12.0;-116.76999999999998;6;3;3-4-3;Lazio;reste;9.0;0;3;0;4.0;11.0;1.0;16.0;-2.360576923076923;1.5010069817400646
1121;2022-04-02;W;1;1;Home;1;53.0;27.2;4-3-3;5.0;14.2;88.9;12.0;11.0;13.480000000000016;13;4;4-5-1;Lazio;reste;14.0;0;1;0;3.0;20.0;0.0;8.0;-1.0144230769230769;1.5803347654851412
1122;2022-04-10;W;1;1;Away;0;57.0;27.2;4-5-1;11.0;16.8;81.3;4.0;8.0;143.20000000000005;8;4;4-5-1;Lazio;reste;17.0;0;1;0;0.0;15.0;1.0;7.0;-2.1298076923076925;1.6428571428571428
1123;2022-04-16;D;0;1;Home;1;48.0;27.2;4-3-3;4.0;17.5;81.4;4.0;10.0;41.08000000000001;6;4;3-4-3;Lazio;reste;10.0;0;1;0;2.0;12.0;1.0;12.0;-2.0673076923076925;1.324248120300752
1124;2022-04-24;L;0;0;Home;1;47.0;27.2;4-3-3;2.0;20.8;79.3;9.0;13.0;-282.47;8;4;4-5-1;Lazio;reste;7.0;0;3;0;4.0;25.0;2.0;15.0;-3.6826923076923075;1.1383369137128534
1125;2022-04-30;W;1;1;Away;0;70.0;27.2;4-3-3;8.0;17.1;85.2;5.0;10.0;185.98;6;4;4-5-1;Lazio;reste;21.0;1;1;0;3.0;9.0;0.0;15.0;-0.8028846153846154;2.60562119584676
1126;2022-05-07;W;1;1;Home;1;61.0;27.2;4-3-3;10.0;17.6;88.2;9.0;9.0;135.93;7;5;4-5-1;Lazio;reste;16.0;0;1;0;1.0;9.0;0.0;9.0;-0.4326923076923077;1.734716254923022
1127;2022-05-16;D;0;1;Away;0;63.0;27.2;4-3-3;7.0;20.9;88.3;9.0;13.0;-378.02;9;5;4-5-1;Lazio;reste;18.0;0;3;0;3.0;4.0;0.0;16.0;-0.3701923076923077;2.1639366272824923
1128;2022-05-21;D;0;1;Home;1;54.0;27.2;4-3-3;7.0;14.9;78.5;10.0;9.0;101.50000000000004;5;5;3-4-3;Lazio;reste;19.0;0;2;0;6.0;10.0;1.0;19.0;-1.4182692307692308;2.5621643394199785
1129;2021-08-23;W;1;1;Away;0;50.0;25.3;4-5-1;4.0;19.7;77.7;9.0;15.0;418.4;10;8;4-4-2;Milan;reste;11.0;0;1;0;3.0;16.0;2.0;17.0;-3.2451923076923075;1.622090941639814
