;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Touches;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
325;John McGinn;MF;Aston Villa;26;35.0;35;3090.0;34.3;3.0;4.0;8.0;0.0;90f91999;John McGinnMFAston Villa;43;16;37.2;1023.0;1365.0;74.9;103.0;106.0;64;51.9;53.0;6.0;47.0;35;141.0;34.0;0.0;1754.0;64.7;48.0;28.0;57;0;110;56.4;;;;;
326;Stuart McKinstry;MF;Leeds United;18;1.0;0;4.0;0.0;0.0;0.0;0.0;0.0;1000a059;Stuart McKinstryMFLeeds United;0;0;;2.0;3.0;66.7;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;5.0;;0.0;0.0;0;0;0;;;;;;
327;Kenny McLean;MF;Norwich City;29;31.0;29;2706.0;30.1;1.0;0.0;3.0;0.0;471f16b3;Kenny McLeanMFNorwich City;33;6;18.2;786.0;1090.0;72.1;41.0;42.0;22;28.8;29.0;7.0;22.0;34;76.0;54.0;0.0;1387.0;63.3;41.0;14.0;16;3;37;48.6;;;;;
328;Dwight McNeil;MF;Burnley;21;38.0;35;3107.0;34.5;0.0;1.0;1.0;0.0;fc15fb84;Dwight McNeilMFBurnley;52;15;28.8;782.0;1154.0;67.8;112.0;78.0;49;45.2;64.0;11.0;53.0;35;113.0;31.0;1.0;1620.0;60.0;79.0;51.0;16;1;199;44.8;;;;;
329;Scott McTominay;DM;Manchester Utd;24;30.0;28;2387.0;26.5;1.0;1.0;9.0;0.0;d93c2511;Scott McTominayMFManchester Utd;27;7;25.9;1060.0;1254.0;84.5;51.0;65.0;33;49.2;45.0;10.0;35.0;31;96.0;60.0;1.0;1585.0;76.6;44.0;32.0;55;1;13;66.3;;;;Scott McTominay;1.0
330;Ben Mee;DF;Burnley;31;21.0;21;1839.0;20.4;3.0;0.0;3.0;0.0;8df7a2fb;Ben MeeDFBurnley;19;4;21.1;535.0;763.0;70.1;13.0;26.0;12;63.2;28.0;22.0;6.0;24;50.0;94.0;1.0;980.0;80.0;4.0;0.0;9;2;4;62.4;;;;;
331;Hannibal Mejbri;FW;Manchester Utd;18;2.0;1;68.0;0.8;0.0;0.0;2.0;0.0;ca22ccb0;Hannibal MejbriFWManchester Utd;1;1;100.0;17.0;21.0;81.0;0.0;2.0;1;100.0;0.0;0.0;0.0;0;2.0;0.0;0.0;32.0;50.0;1.0;1.0;3;1;0;0.0;;;;;
332;Benjamin Mendy;DF;Manchester City;27;1.0;1;78.0;0.9;0.0;0.0;0.0;0.0;5271c8f1;Benjamin MendyDFManchester City;0;0;;80.0;94.0;85.1;5.0;2.0;2;33.3;0.0;0.0;0.0;0;2.0;0.0;0.0;100.0;66.7;1.0;0.0;2;0;9;0.0;;;;;
333;Edouard Mendy;GK;Chelsea;29;34.0;34;3060.0;34.0;0.0;0.0;3.0;0.0;33887998;Edouard MendyGKChelsea;0;0;;811.0;957.0;84.7;1.0;1.0;0;33.3;0.0;0.0;0.0;0;1.0;13.0;4.0;1017.0;;2.0;0.0;1;0;0;91.7;75.5;41.2;7.5;;
334;Nampalys Mendy;DM;Leicester City;29;14.0;12;1032.0;11.5;0.0;0.0;3.0;0.0;1598599e;Nampalys MendyMFLeicester City;1;1;100.0;593.0;645.0;91.9;5.0;12.0;6;35.3;7.0;4.0;3.0;11;23.0;11.0;1.0;725.0;100.0;12.0;9.0;17;0;0;35.7;;;;Nampalys Mendy;1.0
335;Illan Meslier;GK;Leeds United;21;38.0;38;3384.0;37.6;0.0;0.0;2.0;0.0;6b625ac2;Illan MeslierGKLeeds United;0;0;;1037.0;1392.0;74.5;3.0;1.0;1;100.0;0.0;0.0;0.0;0;1.0;27.0;1.0;1489.0;100.0;4.0;0.0;0;0;0;86.7;66.4;13.2;5.3;;
336;Luka Milivojević;MF;Crystal Palace;30;15.0;9;774.0;8.6;0.0;0.0;1.0;0.0;2ce2508a;Luka MilivojevićMFCrystal Palace;8;0;0.0;400.0;493.0;81.1;20.0;18.0;9;62.5;6.0;1.0;5.0;11;29.0;15.0;0.0;562.0;100.0;3.0;3.0;15;0;43;68.4;;;;;
337;James Milner;MF;Liverpool;35;24.0;9;853.0;9.5;0.0;1.0;2.0;0.0;2f90f6b8;James MilnerMFDFLiverpool;10;2;20.0;646.0;777.0;83.1;40.0;28.0;16;41.4;19.0;5.0;14.0;17;45.0;20.0;0.0;903.0;33.3;12.0;5.0;17;0;43;56.5;;;;;
338;Yerry Mina;DF;Everton;26;13.0;11;846.0;9.4;0.0;0.0;3.0;0.0;6d5701f2;Yerry MinaDFEverton;6;2;33.3;288.0;362.0;79.6;2.0;12.0;10;76.9;13.0;9.0;4.0;11;23.0;38.0;1.0;458.0;;2.0;1.0;5;1;3;65.2;;;;;
339;Takumi Minamino;MF;Liverpool;26;11.0;1;186.0;2.1;3.0;0.0;1.0;0.0;f833a830;Takumi MinaminoFWMFLiverpool;7;4;57.1;58.0;69.0;84.1;8.0;3.0;2;25.0;2.0;0.0;2.0;1;4.0;2.0;0.0;93.0;20.0;2.0;5.0;4;0;0;16.7;;;;;
340;Tyrone Mings;DF;Aston Villa;28;36.0;35;3189.0;35.4;1.0;3.0;11.0;0.0;8397a50c;Tyrone MingsDFAston Villa;21;5;23.8;1336.0;1684.0;79.3;30.0;23.0;12;63.6;47.0;30.0;17.0;46;69.0;153.0;2.0;2031.0;91.7;17.0;4.0;27;1;4;63.3;;;;;
341;Tyrick Mitchell;DF;Crystal Palace;21;36.0;35;3101.0;34.5;0.0;2.0;1.0;0.0;5cbd1eb0;Tyrick MitchellDFCrystal Palace;4;0;0.0;1393.0;1930.0;72.2;51.0;104.0;57;68.7;47.0;5.0;42.0;41;145.0;101.0;0.0;2320.0;55.2;45.0;26.0;15;2;62;47.5;;;;;
342;Jakub Moder;MF;Brighton;22;28.0;19;1701.0;18.9;0.0;3.0;1.0;0.0;f230bc30;Jakub ModerMFBrighton;28;6;21.4;581.0;814.0;71.4;41.0;42.0;25;54.8;25.0;2.0;23.0;10;52.0;22.0;1.0;1058.0;41.4;50.0;19.0;19;0;45;40.3;;;;;
343;Wesley Moraes;FW;Aston Villa;24;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;bfae110f;Wesley MoraesFWAston Villa;0;0;;2.0;2.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;3.0;;0.0;0.0;1;0;0;33.3;;;;;
344;Tyler Morton;DM;Liverpool;18;2.0;1;66.0;0.7;0.0;0.0;1.0;0.0;2bc28bb9;Tyler MortonMFLiverpool;0;0;;30.0;35.0;85.7;1.0;0.0;0;0.0;0.0;0.0;0.0;3;3.0;0.0;0.0;41.0;;2.0;0.0;1;0;0;40.0;;;;Tyler Morton;1.0
345;Mason Mount;MF;Chelsea;22;32.0;27;2363.0;26.3;11.0;10.0;4.0;0.0;9674002f;Mason MountMFChelsea;75;27;36.0;998.0;1278.0;78.1;119.0;41.0;16;29.4;18.0;1.0;17.0;13;54.0;12.0;0.0;1564.0;42.9;70.0;34.0;30;5;153;16.2;;;;;
346;Lucas Moura;MF;Tottenham;28;34.0;19;1775.0;19.7;2.0;6.0;4.0;0.0;2b622f01;Lucas MouraFWMFTottenham;37;11;29.7;567.0;774.0;73.3;67.0;25.0;10;22.9;19.0;0.0;19.0;18;43.0;19.0;0.0;1021.0;60.9;59.0;33.0;20;3;33;60.0;;;;;
347;João Moutinho;MF;Wolves;34;35.0;34;2970.0;33.0;2.0;1.0;4.0;0.0;f5a00fa4;João MoutinhoMFWolves;20;7;35.0;1700.0;2039.0;83.4;82.0;74.0;39;28.3;48.0;8.0;40.0;34;108.0;36.0;2.0;2324.0;76.2;30.0;20.0;36;0;108;39.5;;;;;
348;Bali Mumba;DM;Norwich City;19;1.0;0;45.0;0.5;0.0;0.0;0.0;0.0;2d760d7b;Bali MumbaDFNorwich City;0;0;;7.0;10.0;70.0;0.0;1.0;1;;0.0;0.0;0.0;0;1.0;5.0;0.0;19.0;0.0;0.0;0.0;0;0;0;0.0;;;;Bali Mumba;1.0
349;Jacob Murphy;FW;Newcastle Utd;26;33.0;13;1473.0;16.4;1.0;2.0;4.0;0.0;de112b84;Jacob MurphyFWDFNewcastle Utd;27;5;18.5;364.0;581.0;62.7;46.0;49.0;26;63.4;20.0;2.0;18.0;23;72.0;17.0;0.0;795.0;44.8;29.0;21.0;16;2;54;29.8;;;;;
350;Enock Mwepu;MF;Brighton;23;18.0;12;996.0;11.1;2.0;4.0;2.0;0.0;1d5cab82;Enock MwepuMFBrighton;19;8;42.1;289.0;393.0;73.5;26.0;22.0;12;18.5;20.0;2.0;18.0;12;34.0;19.0;0.0;549.0;65.2;26.0;9.0;18;2;7;23.7;;;;;
351;Vitaliy Mykolenko;DF;Everton;22;13.0;12;1055.0;11.7;1.0;0.0;0.0;0.0;30d4a2e5;Vitaliy MykolenkoDFEverton;8;2;25.0;319.0;465.0;68.6;16.0;25.0;15;57.1;15.0;2.0;13.0;16;41.0;37.0;0.0;603.0;33.3;11.0;4.0;13;0;41;45.5;;;;;
352;Marvelous Nakamba;DM;Aston Villa;27;16.0;10;904.0;10.0;0.0;0.0;5.0;0.0;de5b5570;Marvelous NakambaMFAston Villa;0;0;;327.0;385.0;84.9;10.0;32.0;19;35.3;14.0;4.0;10.0;12;44.0;17.0;1.0;494.0;87.5;14.0;10.0;16;0;1;45.5;;;;Marvelous Nakamba;1.0
353;Wilfred Ndidi;DM;Leicester City;24;19.0;18;1618.0;18.0;0.0;0.0;4.0;0.0;6b47c5db;Wilfred NdidiMFDFLeicester City;14;4;28.6;746.0;935.0;79.8;18.0;60.0;32;40.0;36.0;8.0;28.0;42;102.0;54.0;1.0;1196.0;64.7;25.0;15.0;30;1;1;56.8;;;;Wilfred Ndidi;1.0
354;Tanguy Ndombele;MF;Tottenham;24;9.0;6;484.0;5.4;1.0;1.0;1.0;0.0;5cdddffa;Tanguy NdombeleMFTottenham;9;3;33.3;230.0;267.0;86.1;15.0;10.0;7;12.5;5.0;0.0;5.0;1;11.0;1.0;0.0;339.0;55.0;20.0;20.0;3;0;3;66.7;;;;;
355;Reiss Nelson;FW;Arsenal;21;1.0;0;20.0;0.2;0.0;0.0;0.0;0.0;c5bdb6e3;Reiss NelsonFWArsenal;1;0;0.0;8.0;12.0;66.7;3.0;1.0;0;0.0;1.0;0.0;1.0;0;1.0;0.0;0.0;16.0;;0.0;0.0;0;0;0;;;;;;
356;Pedro Neto;MF;Wolves;21;13.0;5;466.0;5.2;1.0;1.0;3.0;0.0;7ba2eaa9;Pedro NetoFWMFWolves;17;4;23.5;181.0;237.0;76.4;25.0;4.0;4;0.0;0.0;0.0;0.0;6;10.0;1.0;0.0;308.0;52.2;21.0;12.0;2;1;37;33.3;;;;;
357;Rúben Neves;MF;Wolves;24;33.0;31;2661.0;29.6;4.0;2.0;9.0;0.0;44bfb6c5;Rúben NevesMFWolves;42;16;38.1;1635.0;1992.0;82.1;67.0;68.0;37;27.6;39.0;5.0;34.0;41;109.0;49.0;3.0;2281.0;81.3;33.0;17.0;25;1;44;42.2;;;;;
358;Jeremy Ngakia;DF;Watford;20;16.0;9;903.0;10.0;0.0;0.0;0.0;0.0;3631ad41;Jeremy NgakiaDFWatford;5;0;0.0;322.0;442.0;72.9;16.0;31.0;18;42.3;11.0;4.0;7.0;12;43.0;32.0;0.0;567.0;52.9;10.0;5.0;10;0;25;47.1;;;;;
359;Saúl Ñíguez;MF;Chelsea;26;10.0;5;480.0;5.3;0.0;0.0;1.0;0.0;c14bc029;Saúl ÑíguezDFMFChelsea;5;1;20.0;306.0;353.0;86.7;7.0;20.0;9;56.3;14.0;3.0;11.0;7;27.0;10.0;1.0;430.0;66.7;9.0;11.0;9;0;10;42.1;;;;;
360;Eddie Nketiah;FW;Arsenal;22;21.0;8;835.0;9.3;5.0;1.0;3.0;0.0;a53649b7;Eddie NketiahFWArsenal;29;13;44.8;175.0;230.0;76.1;26.0;9.0;4;25.0;9.0;2.0;7.0;4;13.0;5.0;0.0;358.0;46.7;26.0;11.0;17;5;4;19.5;;;;;
361;Nicolas Nkoulou;DF;Watford;31;3.0;2;168.0;1.9;0.0;0.0;0.0;0.0;93cf32a8;Nicolas NkoulouDFWatford;0;0;;50.0;57.0;87.7;1.0;1.0;0;;2.0;1.0;1.0;2;3.0;8.0;0.0;73.0;100.0;0.0;1.0;1;0;0;100.0;;;;;
362;Mark Noble;DM;West Ham;34;11.0;3;332.0;3.7;1.0;0.0;0.0;0.0;ff527768;Mark NobleMFWest Ham;0;0;;262.0;301.0;87.0;6.0;8.0;2;45.5;4.0;1.0;3.0;4;12.0;2.0;1.0;325.0;75.0;0.0;4.0;3;0;2;50.0;;;;Mark Noble;1.0
363;Mathias Normann;MF;Norwich City;25;23.0;20;1645.0;18.3;1.0;2.0;6.0;0.0;8996350d;Mathias NormannMFNorwich City;26;5;19.2;546.0;795.0;68.7;37.0;34.0;21;37.0;17.0;8.0;9.0;19;53.0;43.0;1.0;990.0;56.7;27.0;17.0;37;1;34;64.3;;;;;
364;Christian Nørgaard;MF;Brentford;27;35.0;35;3054.0;33.9;3.0;4.0;8.0;0.0;df0a4c90;Christian NørgaardMFBrentford;27;8;29.6;1337.0;1685.0;79.3;58.0;109.0;60;51.5;48.0;9.0;39.0;64;173.0;58.0;1.0;2079.0;66.7;26.0;26.0;56;0;13;42.4;;;;;
365;Angelo Ogbonna;DF;West Ham;33;11.0;11;921.0;10.2;1.0;0.0;1.0;0.0;74b2cd7e;Angelo OgbonnaDFWest Ham;3;1;33.3;405.0;477.0;84.9;3.0;7.0;4;42.9;5.0;4.0;1.0;11;18.0;29.0;0.0;542.0;100.0;2.0;1.0;5;0;0;69.2;;;;;
366;Michael Olise;MF;Crystal Palace;19;26.0;12;1141.0;12.7;2.0;5.0;4.0;0.0;c4486bac;Michael OliseFWMFCrystal Palace;19;10;52.6;476.0;662.0;71.9;44.0;22.0;18;29.2;17.0;0.0;17.0;6;28.0;6.0;0.0;829.0;45.2;27.0;21.0;16;1;96;29.2;;;;;
367;Robin Olsen;GK;Aston Villa;31;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;e7ee38c3;Robin OlsenGKAston Villa;0;0;;25.0;47.0;53.2;1.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;47.0;;0.0;0.0;0;0;0;;40.0;0.0;17.9;;
368;Andrew Omobamidele;DF;Norwich City;19;5.0;4;382.0;4.2;1.0;0.0;1.0;0.0;c393a6c4;Andrew OmobamideleDFNorwich City;2;1;50.0;197.0;235.0;83.8;3.0;8.0;6;45.5;8.0;8.0;0.0;5;13.0;13.0;0.0;279.0;;6.0;0.0;3;0;0;33.3;;;;;
369;Tyler Onyango;MF;Everton;18;3.0;0;28.0;0.3;0.0;0.0;0.0;0.0;d86a1f3e;Tyler OnyangoMFEverton;1;0;0.0;1.0;2.0;50.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;0;0;0;33.3;;;;;
370;Frank Onyeka;MF;Brentford;23;20.0;12;1045.0;11.6;0.0;0.0;4.0;0.0;2944f86f;Frank OnyekaMFBrentford;16;5;31.3;259.0;332.0;78.0;17.0;25.0;17;29.6;16.0;2.0;14.0;14;39.0;13.0;0.0;470.0;64.7;22.0;14.0;33;0;12;41.7;;;;;
371;Divock Origi;FW;Liverpool;26;7.0;0;133.0;1.5;3.0;0.0;0.0;0.0;43a166b4;Divock OrigiFWLiverpool;10;5;50.0;28.0;37.0;75.7;3.0;0.0;0;0.0;1.0;0.0;1.0;1;1.0;2.0;0.0;64.0;33.3;8.0;3.0;2;0;0;33.3;;;;;
372;Alex Oxlade-Chamberlain;MF;Liverpool;27;17.0;9;785.0;8.7;2.0;1.0;0.0;0.0;38c7feef;Alex Oxlade-ChamberlainMFFWLiverpool;21;3;14.3;316.0;407.0;77.6;25.0;15.0;11;21.4;12.0;2.0;10.0;6;21.0;5.0;0.0;508.0;70.6;16.0;10.0;10;2;26;29.4;;;;;
373;Cole Palmer;MF;Manchester City;19;4.0;1;123.0;1.4;0.0;0.0;0.0;0.0;dc7f8a28;Cole PalmerFWMFManchester City;4;1;25.0;46.0;54.0;85.2;7.0;2.0;1;0.0;3.0;0.0;3.0;1;3.0;0.0;0.0;76.0;50.0;7.0;3.0;1;0;3;100.0;;;;;
374;Emerson Palmieri;DF;Chelsea;26;1.0;0;5.0;0.1;0.0;0.0;0.0;0.0;e0bc6fdc;Emerson PalmieriDFChelsea;0;0;;1.0;2.0;50.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;2.0;;0.0;0.0;0;0;0;;;;;;
375;Thomas Partey;DM;Arsenal;28;24.0;23;2028.0;22.5;2.0;1.0;6.0;0.0;529f49ab;Thomas ParteyMFArsenal;44;9;20.5;1032.0;1214.0;85.0;61.0;43.0;29;40.9;22.0;4.0;18.0;23;66.0;35.0;2.0;1447.0;81.4;34.0;17.0;33;0;3;47.9;;;;Thomas Partey;1.0
376;Nicolas Pépé;MF;Arsenal;26;20.0;5;696.0;7.7;1.0;2.0;0.0;0.0;57e3f0c7;Nicolas PépéFWMFArsenal;23;7;30.4;283.0;365.0;77.5;36.0;8.0;5;33.3;9.0;1.0;8.0;8;16.0;2.0;0.0;508.0;43.2;34.0;18.0;8;4;37;36.7;;;;;
377;Ricardo Pereira;DF;Leicester City;27;14.0;13;991.0;11.0;1.0;3.0;3.0;0.0;75a72a99;Ricardo PereiraDFLeicester City;10;2;20.0;519.0;655.0;79.2;32.0;37.0;20;52.5;13.0;1.0;12.0;17;54.0;39.0;0.0;816.0;57.9;12.0;6.0;6;0;14;51.7;;;;;
378;Ayoze Pérez;MF;Leicester City;28;14.0;6;445.0;4.9;2.0;3.0;0.0;1.0;819aa8e7;Ayoze PérezMFFWLeicester City;11;6;54.5;123.0;156.0;78.8;20.0;4.0;2;0.0;11.0;1.0;10.0;2;6.0;5.0;0.0;233.0;62.5;16.0;12.0;6;0;3;31.6;;;;;
379;Sonny Perkins;FW;West Ham;17;1.0;0;4.0;0.0;0.0;0.0;0.0;0.0;87f12e30;Sonny PerkinsFWWest Ham;0;0;;;;;;;0;;;;;0;;;;;;;;0;0;0;;;;;;
380;Romain Perraud;DF;Southampton;23;20.0;18;1623.0;18.0;0.0;1.0;3.0;0.0;6dfd8f05;Romain PerraudDFSouthampton;19;3;15.8;478.0;749.0;63.8;24.0;34.0;22;55.2;24.0;6.0;18.0;17;51.0;42.0;0.0;957.0;44.4;31.0;9.0;31;0;69;40.0;;;;;
381;Kalvin Phillips;DM;Leeds United;25;20.0;18;1596.0;17.7;0.0;1.0;4.0;0.0;4f565d77;Kalvin PhillipsMFLeeds United;15;3;20.0;786.0;971.0;80.9;30.0;54.0;25;42.1;37.0;9.0;28.0;24;78.0;18.0;0.0;1188.0;58.3;32.0;16.0;33;0;16;37.0;;;;Kalvin Phillips;1.0
382;Jaden Philogene Bidace;FW;Aston Villa;19;1.0;0;5.0;0.1;0.0;0.0;0.0;0.0;19f4d211;Jaden Philogene BidaceFWAston Villa;0;0;;0.0;2.0;0.0;1.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;3.0;;0.0;3.0;0;0;0;;;;;;
383;Jordan Pickford;GK;Everton;27;35.0;35;3150.0;35.0;0.0;0.0;2.0;0.0;4806ec67;Jordan PickfordGKEverton;0;0;;608.0;1147.0;53.0;13.0;1.0;1;0.0;1.0;0.0;1.0;1;2.0;14.0;1.0;1230.0;100.0;0.0;0.0;0;0;0;90.9;66.5;20.0;4.4;;
384;Erik Pieters;DF;Burnley;32;12.0;8;730.0;8.1;0.0;1.0;1.0;0.0;1ef37668;Erik PietersDFBurnley;7;0;0.0;242.0;348.0;69.5;12.0;28.0;15;60.7;18.0;7.0;11.0;10;38.0;38.0;0.0;475.0;60.0;14.0;2.0;14;0;14;63.2;;;;;
385;Ethan Pinnock;DF;Brentford;28;32.0;32;2694.0;29.9;1.0;1.0;1.0;0.0;e541326e;Ethan PinnockDFBrentford;16;8;50.0;1218.0;1647.0;74.0;31.0;51.0;35;65.8;30.0;11.0;19.0;44;95.0;154.0;1.0;1993.0;81.8;12.0;7.0;9;1;21;66.7;;;;;
386;Daniel Podence;MF;Wolves;25;26.0;15;1484.0;16.5;2.0;3.0;2.0;0.0;7fcc71d8;Daniel PodenceFWMFWolves;35;15;42.9;449.0;637.0;70.5;66.0;18.0;11;23.5;8.0;1.0;7.0;10;28.0;1.0;0.0;813.0;53.0;35.0;34.0;8;3;50;10.5;;;;;
387;Paul Pogba;DM;Manchester Utd;28;20.0;16;1349.0;15.0;1.0;9.0;7.0;1.0;867239d3;Paul PogbaMFFWManchester Utd;32;8;25.0;736.0;893.0;82.4;57.0;13.0;9;21.4;11.0;0.0;11.0;13;26.0;16.0;0.0;1078.0;72.2;42.0;27.0;39;0;12;63.6;;;;Paul Pogba;1.0
388;Nick Pope;GK;Burnley;29;36.0;36;3240.0;36.0;0.0;0.0;1.0;0.0;4b40d9ca;Nick PopeGKBurnley;0;0;;556.0;1088.0;51.1;8.0;0.0;0;0.0;0.0;0.0;0.0;2;2.0;30.0;3.0;1194.0;;0.0;0.0;0;0;0;100.0;74.5;25.0;7.6;;
389;Isaac Price;MF;Everton;17;1.0;0;14.0;0.2;0.0;0.0;0.0;0.0;b9403c99;Isaac PriceMFEverton;1;0;0.0;1.0;2.0;50.0;0.0;0.0;0;;1.0;0.0;1.0;0;0.0;0.0;0.0;5.0;;0.0;1.0;0;0;0;;;;;;
390;Teemu Pukki;FW;Norwich City;31;37.0;37;3253.0;36.1;11.0;3.0;4.0;0.0;0745b37d;Teemu PukkiFWNorwich City;68;24;35.3;399.0;540.0;73.9;63.0;23.0;11;20.7;21.0;1.0;20.0;4;27.0;3.0;0.0;816.0;45.0;71.0;42.0;31;12;13;17.0;;;;;
391;Christian Pulisic;MF;Chelsea;22;22.0;13;1290.0;14.3;6.0;2.0;2.0;0.0;1bf33a9a;Christian PulisicMFFWChelsea;28;11;39.3;362.0;464.0;78.0;36.0;10.0;7;17.6;12.0;0.0;12.0;5;15.0;10.0;0.0;664.0;43.9;50.0;25.0;15;4;14;30.0;;;;;
392;Przemysław Płacheta;MF;Norwich City;23;12.0;6;504.0;5.6;0.0;0.0;1.0;0.0;3c33f9d9;Przemysław PłachetaFWMFNorwich City;8;7;87.5;109.0;163.0;66.9;16.0;4.0;3;28.6;3.0;1.0;2.0;2;6.0;5.0;1.0;223.0;52.6;7.0;11.0;1;0;23;11.1;;;;;
393;Jesuran Rak Sakyi;MF;Crystal Palace;18;2.0;1;80.0;0.9;0.0;0.0;0.0;0.0;45685411;Jesuran Rak SakyiFWMFCrystal Palace;0;0;;22.0;26.0;84.6;0.0;0.0;0;0.0;3.0;0.0;3.0;1;1.0;0.0;0.0;41.0;0.0;3.0;2.0;1;0;2;0.0;;;;;
394;Aaron Ramsdale;GK;Arsenal;23;34.0;34;3060.0;34.0;0.0;0.0;1.0;0.0;466fb2c5;Aaron RamsdaleGKArsenal;0;0;;795.0;1178.0;67.5;2.0;2.0;1;50.0;0.0;0.0;0.0;0;2.0;26.0;3.0;1258.0;100.0;1.0;0.0;0;0;0;75.0;73.4;35.3;6.3;;
395;Jacob Ramsey;MF;Aston Villa;20;34.0;29;2467.0;27.4;6.0;1.0;6.0;0.0;1544f145;Jacob RamseyMFAston Villa;34;11;32.4;889.0;1045.0;85.1;75.0;67.0;44;43.5;36.0;7.0;29.0;24;91.0;28.0;0.0;1361.0;62.5;58.0;36.0;32;1;26;32.0;;;;;
396;Raphinha;MF;Leeds United;24;35.0;34;2915.0;32.4;11.0;3.0;7.0;0.0;3423f250;RaphinhaFWMFLeeds United;84;21;25.0;824.0;1301.0;63.3;136.0;51.0;29;31.0;43.0;0.0;43.0;29;80.0;28.0;1.0;1796.0;42.5;99.0;35.0;40;14;162;41.5;;;;;
397;Marcus Rashford;MF;Manchester Utd;23;25.0;13;1235.0;13.7;4.0;2.0;2.0;0.0;a1d5bd30;Marcus RashfordFWMFManchester Utd;22;12;54.5;304.0;424.0;71.7;27.0;6.0;5;15.4;10.0;1.0;9.0;5;11.0;5.0;1.0;570.0;41.5;39.0;26.0;13;15;22;27.0;;;;;
398;Milot Rashica;MF;Norwich City;25;31.0;25;2229.0;24.8;1.0;2.0;0.0;0.0;6c6a3300;Milot RashicaFWMFNorwich City;44;17;38.6;363.0;602.0;60.3;68.0;31.0;19;36.7;22.0;3.0;19.0;15;46.0;23.0;0.0;911.0;21.9;68.0;38.0;23;13;128;30.0;;;;;
399;David Raya;GK;Brentford;25;24.0;24;2160.0;24.0;0.0;0.0;1.0;0.0;98ea5115;David RayaGKBrentford;0;0;;737.0;1085.0;67.9;7.0;0.0;0;;1.0;0.0;1.0;0;0.0;10.0;1.0;1139.0;;2.0;0.0;1;0;0;81.8;77.7;33.3;6.7;;
400;Nathan Redmond;MF;Southampton;27;27.0;20;1833.0;20.4;1.0;5.0;0.0;0.0;ab651565;Nathan RedmondMFFWSouthampton;26;9;34.6;510.0;735.0;69.4;73.0;22.0;14;23.3;21.0;2.0;19.0;8;30.0;16.0;0.0;925.0;53.8;28.0;15.0;16;3;60;28.9;;;;;
401;Sergio Reguilón;MF;Tottenham;24;25.0;22;1916.0;21.3;2.0;3.0;4.0;0.0;3353737a;Sergio ReguilónDFMFTottenham;21;9;42.9;750.0;994.0;75.5;58.0;40.0;24;51.2;20.0;8.0;12.0;31;71.0;45.0;1.0;1239.0;41.3;30.0;13.0;22;1;84;58.5;;;;;
402;Declan Rice;DM;West Ham;22;36.0;35;3179.0;35.3;1.0;4.0;8.0;0.0;1c7012b8;Declan RiceMFWest Ham;26;8;30.8;1986.0;2197.0;90.4;78.0;80.0;42;53.5;45.0;21.0;24.0;63;143.0;52.0;1.0;2548.0;69.4;26.0;20.0;28;0;30;60.9;;;;Declan Rice;1.0
403;Taylor Richards;MF;Brighton;20;2.0;0;25.0;0.3;0.0;0.0;0.0;0.0;e0243d23;Taylor RichardsMFBrighton;1;0;0.0;21.0;27.0;77.8;1.0;1.0;0;50.0;0.0;0.0;0.0;0;1.0;0.0;0.0;32.0;0.0;0.0;0.0;1;0;0;100.0;;;;;
404;Richarlison;FW;Everton;24;30.0;28;2523.0;28.0;10.0;5.0;9.0;0.0;fa031b34;RicharlisonFWEverton;69;20;29.0;339.0;568.0;59.7;69.0;40.0;23;48.4;42.0;4.0;38.0;12;52.0;34.0;0.0;999.0;48.8;93.0;54.0;36;21;38;29.9;;;;;
405;Jaïro Riedewald;MF;Crystal Palace;24;3.0;1;118.0;1.3;0.0;0.0;0.0;0.0;7a1f2c08;Jaïro RiedewaldMFCrystal Palace;0;0;;47.0;56.0;83.9;4.0;1.0;1;50.0;1.0;0.0;1.0;1;2.0;2.0;0.0;65.0;50.0;1.0;1.0;1;0;2;0.0;;;;;
406;Matt Ritchie;DF;Newcastle Utd;31;18.0;14;1337.0;14.9;0.0;2.0;5.0;0.0;71ef519e;Matt RitchieDFNewcastle Utd;10;1;10.0;510.0;714.0;71.4;47.0;22.0;15;37.0;10.0;2.0;8.0;13;35.0;26.0;0.0;828.0;66.7;11.0;5.0;13;0;104;45.2;;;;;
