Player,Pos,Squad,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,-9999
Radu Drăgușin,DF,Salernitana,19,1,0,0,3,4,0,0,13,4,0,0,0,28,7,7,50.0,620922ed
Denzel Dumfries,DF,Inter,25,3,0,0,32,37,4,36,9,12,2,1,0,89,43,32,57.3,481c9ece
Alfred Duncan,MF,Fiorentina,28,3,0,0,22,13,0,44,10,19,0,0,0,92,9,17,34.6,528492ea
Paulo Dybala,FWMF,Juventus,27,3,0,0,16,48,6,66,9,13,0,0,0,103,10,19,34.5,e0921a4f
Edin Džeko,FW,Inter,35,2,0,0,27,39,5,35,4,8,2,0,0,81,84,74,53.2,3bb7f478
Tyronne Ebuehi,DF,Venezia,25,1,1,0,22,4,1,28,16,12,0,0,0,61,15,18,45.5,6af30900
Éderson,MF,Salernitana,22,5,0,0,18,34,1,5,19,18,0,0,0,62,11,17,39.3,a9202def
Albin Ekdal,MF,Sampdoria,32,11,1,1,31,39,0,2,29,28,0,0,0,144,24,17,58.5,f503ea63
Caleb Ekuban,FWMF,Genoa,27,2,0,0,22,32,2,13,9,12,0,0,0,78,36,51,41.4,7afbd2c3
Elif Elmas,FWMF,Napoli,21,3,0,0,27,30,2,10,8,15,1,0,0,64,7,22,24.1,cf007308
Martin Erlic,DF,Spezia,23,5,0,0,28,20,0,2,28,16,2,2,0,134,55,40,57.9,0fee6bda
Gonzalo Escalante,MF,Lazio,28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,3f79a1c8
Diego Falcinelli,FW,Bologna,30,0,0,0,2,4,0,0,1,2,0,0,0,5,5,6,45.5,a39b9ef6
Wladimiro Falcone,GK,Sampdoria,26,2,0,0,0,1,0,0,1,0,0,0,0,8,3,0,100.0,9f5a610b
Paolo Faragò,MF,Cagliari,28,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,50.0,9085dd7c
Davide Faraoni,DF,Hellas Verona,29,8,1,1,27,34,5,82,23,40,0,1,0,193,45,50,47.4,aae9d04a
Mohamed Fares,DFFW,Genoa,25,2,0,0,10,6,0,24,8,2,0,0,0,43,9,14,39.1,b7a5bc86
Diego Farias,MFFW,Cagliari,31,0,0,0,0,0,0,2,0,1,0,0,0,5,1,2,33.3,157d29b6
Andrea Favilli,FW,Genoa,24,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,44510fde
Federico Fazio,DF,Salernitana,34,3,1,1,16,15,1,6,27,11,0,2,0,84,54,22,71.1,4e358a2d
Luiz Felipe,DF,Lazio,24,9,1,0,28,16,0,2,33,23,1,0,0,133,43,42,50.6,15d0c248
Alex Ferrari,DF,Sampdoria,27,4,0,0,29,24,0,7,39,22,0,1,0,109,23,21,52.3,d0dbca9f
Salvador Ferrer,DFMF,Spezia,23,3,0,0,13,10,0,44,18,18,0,0,0,82,34,23,59.6,eb76987d
Riccardo Fiamozzi,DF,Empoli,28,1,0,0,3,7,0,11,7,5,0,1,0,42,4,6,40.0,9f9b9269
Luca Fiordilino,MF,Venezia,25,2,0,0,5,10,2,9,11,13,0,0,0,50,9,3,75.0,9bb1ad91
Vincenzo Fiorillo,GK,Salernitana,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,a2565f79
Alessandro Florenzi,DFFW,Milan,30,2,0,0,10,8,3,56,27,14,0,0,0,79,9,9,50.0,e288d4b3
Fernando Forestieri,FWMF,Udinese,31,1,0,0,3,4,0,4,0,0,0,0,0,0,0,2,0.0,d60c26fc
Francesco Forte,FW,Venezia,28,3,0,0,11,7,2,2,0,2,0,0,0,14,18,16,52.9,69e11a01
Gianluca Frabotta,DFMF,Hellas Verona,22,0,0,0,2,0,0,3,1,0,0,0,0,2,1,2,33.3,d80b1835
Davide Frattesi,MF,Sassuolo,21,6,0,0,46,57,0,14,29,16,2,1,1,143,26,40,39.4,2a7d27c1
Morten Frendrup,DFMF,Genoa,20,1,0,0,10,4,0,8,17,24,0,0,0,70,12,10,54.5,f4d60499
Remo Freuler,MF,Atalanta,29,10,0,0,43,28,0,25,35,39,0,1,1,186,20,24,45.5,98d2c2c4
Matteo Gabbia,DF,Milan,21,3,0,0,7,2,0,0,8,3,0,0,0,25,13,8,61.9,c235e803
Manolo Gabbiadini,FWMF,Sampdoria,29,3,0,0,12,16,6,24,3,4,0,0,0,37,16,32,33.3,8f866fe8
Gianluca Gaetano,MF,Napoli,21,0,0,0,1,1,0,0,2,1,0,0,0,3,2,2,50.0,3b387cc7
Luca Gagliano,FWDF,Cagliari,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,1d00a56c
Roberto Gagliardini,MF,Inter,27,2,0,0,24,16,0,5,9,6,0,0,0,40,14,14,50.0,ce30bfc8
Riccardo Gagliolo,DF,Salernitana,31,2,0,0,8,12,0,15,28,12,0,0,0,68,14,11,56.0,173061c0
Nicolas Galazzi,MF,Venezia,20,0,0,0,2,0,0,3,0,1,0,0,0,0,0,1,0.0,a796492f
Pablo Galdames Millán,MF,Genoa,24,2,0,0,20,11,3,31,8,12,0,0,0,78,6,15,28.6,dd403465
Luca Gemello,GK,Torino,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53e494ec
Paolo Ghiglione,DF,Genoa,24,3,0,0,11,3,0,37,10,12,0,0,0,33,7,8,46.7,71dc23da
Faouzi Ghoulam,DF,Napoli,30,1,0,0,4,2,0,26,3,1,0,0,0,12,5,6,45.5,c5adc293
Sebastian Giovinco,MF,Sampdoria,34,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,,2b7c18ae
Olivier Giroud,FW,Milan,34,4,0,0,31,22,11,4,3,11,0,0,0,42,92,51,64.3,16ceb862
Diego Godín,DF,Cagliari,35,3,0,0,13,3,0,0,13,7,0,1,0,53,18,12,60.0,fc4f85b1
Edoardo Goldaniga,DF,Cagliari,27,3,0,0,22,13,1,13,22,5,0,0,0,57,28,19,59.6,4b029b31
Edoardo Goldaniga,DFMF,Sassuolo,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4b029b31
Cedric Gondo,FW,Salernitana,24,1,0,0,18,32,3,9,3,2,1,0,0,34,23,30,43.4,ff37d2ef
Nicolás González,FW,Fiorentina,23,4,1,1,30,97,5,64,21,16,3,0,0,95,66,59,52.8,2374aaca
Robin Gosens,DF,Atalanta,27,2,0,0,3,5,1,5,9,3,1,0,0,22,12,4,75.0,2d970560
Robin Gosens,DF,Inter,27,1,0,0,1,2,2,7,3,1,0,0,0,13,4,1,80.0,2d970560
Alberto Grassi,MF,Cagliari,26,6,1,1,28,60,1,5,63,26,0,0,0,176,54,28,65.9,6cc97b6a
Koray Günter,DF,Hellas Verona,26,10,0,0,42,16,1,0,69,18,0,2,1,197,90,54,62.5,f1f1f238
Albert Guðmundsson,FWMF,Genoa,24,3,0,0,14,10,3,41,5,3,0,0,0,32,3,6,33.3,b79858d5
Emmanuel Gyasi,FWMF,Spezia,27,10,0,0,48,51,21,23,16,30,0,1,1,153,33,67,33.0,f9758dae
Norbert Gyömbér,DF,Salernitana,29,9,0,0,48,15,0,19,44,32,0,1,0,124,40,22,64.5,0be276c6
Nicolas Haas,MF,Empoli,25,3,0,0,18,11,1,15,9,22,0,0,0,74,5,15,25.0,fa449bba
Samir Handanović,GK,Inter,37,1,0,0,0,4,0,0,0,0,0,0,0,36,4,0,100.0,74419746
Ridgeciano Haps,DF,Venezia,28,6,0,0,22,43,2,34,29,20,1,1,0,124,24,20,54.5,c8d7131c
Abdou Harroui,MF,Sassuolo,23,2,0,0,13,2,0,7,4,4,0,0,0,38,6,9,40.0,65fd099c
Hans Hateboer,DFMF,Atalanta,27,2,0,0,18,7,3,38,7,14,0,0,0,66,22,23,48.9,3b333ac3
Silvan Hefti,DF,Genoa,23,1,0,0,13,7,0,33,20,30,0,1,0,117,6,15,28.6,f8342731
Liam Henderson,MF,Empoli,25,4,0,0,59,22,3,87,9,13,2,1,0,99,14,15,48.3,d7918b13
Dalbert Henrique,DFMF,Cagliari,27,9,0,0,38,28,4,73,24,23,0,2,0,132,25,37,40.3,f45f9427
Matheus Henrique,MF,Sassuolo,23,3,0,0,18,13,0,12,7,3,0,0,0,57,4,7,36.4,a2d9f138
Thomas Henry,FW,Venezia,26,6,1,1,50,69,14,5,2,4,0,0,2,38,90,78,53.6,9ef42479
Theo Hernández,DF,Milan,23,7,2,1,34,74,8,126,23,35,0,0,0,219,25,14,64.1,d4c9725f
Hernani,MFFW,Genoa,27,0,0,0,12,10,2,15,13,10,0,1,0,43,13,22,37.1,6f5ead86
Daan Heymans,MFFW,Venezia,22,4,0,0,8,2,0,3,4,1,0,0,0,10,8,2,80.0,6d70c771
Aaron Hickey,DF,Bologna,19,7,0,0,39,71,4,52,29,29,0,0,0,134,17,30,36.2,1780bb4a
Martin Hongla,MF,Hellas Verona,23,3,0,0,15,5,1,4,4,8,0,0,0,68,15,17,46.9,b85bf253
Sydney van Hooijdonk,FWMF,Bologna,21,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,60.0,5b418e15
Petko Hristov,DF,Spezia,22,3,0,0,8,18,0,1,19,10,0,0,0,83,37,22,62.7,d8800a46
Elseid Hysaj,DF,Lazio,27,3,0,0,16,18,2,26,24,30,0,1,0,124,17,24,41.5,2f3452eb
Roger Ibanez,DF,Roma,22,9,0,0,47,48,1,3,62,32,0,2,0,201,61,36,62.9,82efe6fa
Zlatan Ibrahimović,FW,Milan,39,2,0,0,16,9,19,6,3,0,1,0,1,18,44,25,63.8,4cde5509
Igor,DF,Fiorentina,23,3,0,0,28,5,0,2,31,31,0,1,0,169,46,41,52.9,a4e85758
Jonathan Ikone,FW,Fiorentina,23,1,0,0,6,6,1,9,1,3,0,0,0,42,3,8,27.3,42eaa028
Ivan Ilić,MF,Hellas Verona,20,5,1,0,45,32,1,40,22,18,0,0,1,186,51,36,58.6,bb376bed
Josip Iličić,MFFW,Atalanta,33,1,0,0,13,38,1,41,3,7,0,0,0,32,1,11,8.3,68252d6d
Ciro Immobile,FW,Lazio,31,4,0,0,36,39,13,13,3,5,1,1,0,55,22,46,32.4,4431aed2
Lorenzo Insigne,FW,Napoli,30,2,0,0,20,22,5,90,20,14,0,0,0,142,5,9,35.7,2f557579
Ardian Ismajli,DF,Empoli,24,7,0,0,17,14,0,3,24,9,0,0,2,78,38,21,64.4,6b635f5c
Armando Izzo,DF,Torino,29,4,0,0,17,12,0,3,17,9,0,1,0,32,15,14,51.7,89976232
Mato Jajalo,MF,Udinese,33,2,0,0,12,7,0,4,11,14,0,0,0,49,6,11,35.3,8c65eb5f
Paweł Jaroszyński,DF,Salernitana,26,2,0,0,7,5,0,21,10,5,0,0,0,40,7,9,43.8,958a601f
Juan Jesus,DF,Napoli,30,1,0,0,14,2,2,2,9,17,0,0,1,103,29,28,50.9,79083382
Dennis Johnsen,FWMF,Venezia,23,2,0,0,9,12,13,42,5,10,0,0,0,62,5,20,20.0,66784dee
Kaio Jorge,MFFW,Juventus,19,0,0,0,4,5,2,1,0,1,0,0,0,10,0,4,0.0,0cf465f2
Flavio Junior Bianchi,FWMF,Genoa,21,0,0,0,5,4,0,1,0,2,0,0,0,9,3,5,37.5,3ef965c1
Hamed Junior Traorè,FWMF,Sassuolo,21,3,0,0,30,32,4,60,12,18,0,0,0,123,4,10,28.6,570bb4b9
Nikola Kalinić,FW,Hellas Verona,33,5,1,1,15,9,2,1,0,0,1,0,0,8,3,7,30.0,d4931a5a
Yayah Kallon,FWMF,Genoa,20,3,0,0,19,13,3,18,1,11,1,0,0,35,4,17,19.0,f95f49d2
Pierre Kalulu,DF,Milan,21,4,0,0,16,6,2,22,26,36,0,0,0,150,22,41,34.9,85f7d1be
Dimitrije Kamenović,DF,Lazio,21,0,0,0,1,1,0,0,2,1,0,0,0,2,2,1,66.7,d3e0c826
Rick Karsdorp,DFFW,Roma,26,9,1,1,27,13,0,103,34,38,0,1,0,179,5,12,29.4,9f84febe
Denso Kasius,DFFW,Bologna,18,0,0,0,1,4,0,7,3,6,0,0,0,15,3,3,50.0,7ae36711
Grigoris Kastanos,MFFW,Salernitana,23,4,1,0,28,35,2,52,22,19,1,0,0,85,18,11,62.1,2a82aa85
Moise Kean,FW,Juventus,21,5,0,0,20,16,12,6,3,4,1,0,0,44,22,15,59.5,3d50bcdb
Wajdi Kechrida,DFMF,Salernitana,25,0,0,0,8,1,1,32,8,6,0,0,0,49,2,12,14.3,11962fe7
Dimitrios Keramitsis,MF,Roma,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6f30a1d5
Franck Kessié,MF,Milan,24,2,0,0,36,31,1,12,23,23,1,1,0,176,30,29,50.8,05e19d6a
Jakub Kiwior,MF,Spezia,21,6,0,0,27,5,2,7,40,27,0,1,0,102,29,32,47.5,dc3e663e
Sofian Kiyine,MFFW,Venezia,23,8,1,0,49,11,0,49,10,14,0,0,0,94,12,16,42.9,ce1806be
Simon Kjær,DF,Milan,32,2,0,0,20,5,0,1,9,12,0,0,1,46,13,14,48.1,8b8a56ce
Aleksandr Kokorin,FWMF,Fiorentina,30,1,0,0,2,2,0,0,0,1,0,0,0,1,5,5,50.0,fec5accc
Aleksandar Kolarov,DF,Inter,35,0,0,0,0,1,0,0,1,1,0,0,0,5,1,2,33.3,eda40760
Teun Koopmeiners,MF,Atalanta,23,4,0,0,37,21,6,97,15,24,0,0,1,158,27,20,57.4,a26fb8aa
Kalidou Koulibaly,DF,Napoli,30,5,1,0,28,12,0,2,29,23,0,1,0,167,48,37,56.5,da974c7b
Christos Kourfalidis,MFFW,Cagliari,18,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,50.0,5c522c88
Viktor Kovalenko,MF,Spezia,25,4,0,0,15,20,0,24,13,10,1,1,0,80,13,20,39.4,9d60028d
Julian Kristoffersen,FW,Salernitana,24,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,66.7,b804c280
Rade Krunić,MFFW,Milan,27,2,0,0,21,29,1,11,16,18,0,0,0,86,24,27,47.1,817c6964
Dejan Kulusevski,FWMF,Juventus,21,1,0,0,29,10,3,8,5,12,0,0,0,48,9,12,42.9,df3cda47
Marash Kumbulla,DF,Roma,21,6,0,0,22,11,0,2,16,13,0,0,0,65,22,14,61.1,a40819d9
Giorgos Kyriakopoulos,DFFW,Sassuolo,25,6,1,0,29,37,3,99,11,14,0,0,0,125,17,19,47.2,0a483542
Andrea La Mantia,FWMF,Empoli,30,0,0,0,6,6,3,1,1,0,1,0,0,11,27,17,61.4,c375dfa5
Sam Lammers,FWMF,Atalanta,24,0,0,0,2,3,0,0,0,0,0,0,0,0,4,4,50.0,c283ddef
Kevin Lasagna,MFFW,Hellas Verona,28,1,0,0,19,10,12,10,3,7,1,0,0,45,31,49,38.8,09538fdb
Darko Lazović,DF,Hellas Verona,30,2,0,0,13,8,11,94,19,23,0,0,0,200,14,18,43.8,5128bde4
Manuel Lazzari,DF,Lazio,27,3,0,0,18,44,4,56,12,14,0,0,0,85,4,20,16.7,02caf6e0
Patrick Leal,FW,Venezia,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,d97ec0d1
Rafael Leão,FW,Milan,22,4,0,0,25,45,8,63,12,7,2,0,0,99,28,37,43.1,20730eae
Lucas Leiva,MF,Lazio,34,9,0,0,37,17,0,4,28,30,0,0,0,122,24,16,60.0,4c78b5ed
Luca Lezzerini,GK,Venezia,26,2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,c9c32262
Ben Lhassine Kone,MF,Torino,21,0,0,0,1,0,0,0,1,3,0,1,0,6,1,0,100.0,7452c7a8
Matthijs de Ligt,DF,Juventus,21,4,1,1,32,15,2,4,26,19,0,1,0,129,89,52,63.1,d6e53a3a
Anderson Lima,MF,Lazio,21,1,0,0,2,4,0,1,2,0,0,0,0,3,0,0,,59be3a74
Karol Linetty,MFFW,Torino,26,2,0,0,30,10,0,8,3,8,0,0,0,42,9,17,34.6,d023d70f
Stanislav Lobotka,MF,Napoli,26,2,0,0,19,35,0,3,12,24,0,0,0,144,8,10,44.4,e1cbb531
Manuel Locatelli,MF,Juventus,23,6,0,0,42,25,2,8,22,25,0,0,0,167,31,22,58.5,a8a874f1
Maxime Lopez,MF,Sassuolo,23,14,0,0,37,31,0,17,42,36,0,0,0,217,7,6,53.8,20094685
Matteo Lovato,DF,Atalanta,21,1,0,0,5,1,0,3,7,4,0,0,0,12,10,5,66.7,5fa57166
Matteo Lovato,DF,Cagliari,21,4,0,0,16,14,0,0,28,15,0,1,0,106,21,23,47.7,5fa57166
Hirving Lozano,FW,Napoli,26,3,0,0,27,33,14,49,9,20,1,0,0,61,10,13,43.5,a69e4806
José Luis Palomino,DF,Atalanta,31,9,0,0,39,17,1,9,100,40,0,0,0,272,105,48,68.6,921f6058
Saša Lukić,MF,Torino,24,10,0,0,85,46,1,25,24,34,0,0,0,203,42,54,43.8,c6e8cf1f
Sebastiano Luperto,DF,Empoli,24,8,1,1,30,5,1,6,45,17,0,1,0,92,44,44,50.0,997fff07
Charalambos Lykogiannis,DFFW,Cagliari,27,2,0,0,29,14,0,95,31,12,0,1,0,90,33,29,53.2,5efc5389
Niki Mäenpää,GK,Venezia,36,1,0,0,1,1,0,0,0,0,0,1,0,22,7,0,100.0,14a96e1c
Giulio Maggiore,MF,Spezia,23,9,0,0,64,67,1,13,29,32,0,1,0,206,33,42,44.0,957e4c87
Francesco Magnanelli,MF,Sassuolo,36,1,0,0,10,7,0,0,1,4,0,0,0,42,3,3,50.0,07767f42
Giangiacomo Magnani,DF,Hellas Verona,25,3,1,0,11,9,0,2,10,7,0,0,0,26,19,14,57.6,cce9f582
Giangiacomo Magnani,DF,Sampdoria,25,0,0,0,3,1,0,0,7,2,0,0,0,6,7,3,70.0,cce9f582
Mike Maignan,GK,Milan,26,1,0,0,0,8,0,0,1,1,0,0,0,51,6,2,75.0,fcb38f57
Ainsley Maitland-Niles,DF,Roma,23,0,0,0,6,1,1,25,6,6,0,0,0,42,8,1,88.9,e3a5814e
Jean-Victor Makengo,MF,Udinese,23,7,1,1,27,38,1,8,19,21,0,0,0,150,10,24,29.4,22bfb57e
Nikola Maksimović,DF,Genoa,29,2,0,0,10,8,0,3,12,6,0,1,0,73,33,21,61.1,16b9d5cf
Kévin Malcuit,DFMF,Napoli,30,3,0,0,8,5,0,12,8,2,0,0,0,15,4,5,44.4,d6a889ea
Daniel Maldini,MF,Milan,19,1,0,0,4,1,1,1,1,3,0,0,0,5,3,5,37.5,801831fe
Youssef Maleh,MF,Fiorentina,22,5,0,0,43,19,0,18,6,16,0,0,0,48,11,9,55.0,4c8845f7
Ruslan Malinovskyi,MFFW,Atalanta,28,10,0,0,40,41,3,102,5,10,0,0,0,95,18,19,48.6,48d5bd33
Rey Manaj,FW,Spezia,24,9,0,0,54,62,11,6,4,12,1,0,0,57,69,96,41.8,7703afb6
Gianluca Mancini,DF,Roma,25,16,1,1,59,15,1,15,39,25,0,1,0,129,70,31,69.3,5aa53281
Leonardo Mancuso,FW,Empoli,29,0,0,0,1,2,5,5,1,1,0,0,0,11,1,11,8.3,311027cb
Rolando Mandragora,MF,Torino,24,7,1,1,25,22,1,47,10,10,0,0,0,87,16,20,44.4,c7259b83
Kostas Manolas,DF,Napoli,30,1,0,0,5,0,0,0,4,2,0,0,0,11,5,5,50.0,c707411f
Riccardo Marchizza,DF,Empoli,23,4,0,0,19,3,2,42,10,15,0,0,1,72,7,9,43.8,91d0fabf
Gian Marco Ferrari,DF,Sassuolo,29,6,1,1,25,37,1,1,43,11,0,0,0,167,79,43,64.8,8650af85
Davide Marfella,GK,Napoli,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,880fcdbb
Pablo Marí,DF,Udinese,27,2,1,0,20,4,0,3,21,8,0,1,0,84,43,22,66.2,aa54ec6f
Răzvan Marin,MF,Cagliari,25,6,1,1,36,31,1,127,10,21,0,0,0,168,20,25,44.4,7fac99d4
Lautaro Martínez,FW,Inter,23,6,0,0,40,46,12,15,18,10,0,0,0,67,29,33,46.8,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,25,8,0,0,30,11,0,1,19,25,0,1,0,121,47,32,59.5,3ec3c1c9
Adam Marušić,DF,Lazio,28,6,1,1,26,13,0,29,41,18,0,0,0,155,33,22,60.0,d4535821
Andrea Masiello,DF,Genoa,35,3,0,0,6,4,0,1,11,3,0,0,0,47,7,7,50.0,e0314d87
Aleš Matějů,DF,Venezia,25,3,0,0,13,8,1,21,9,12,0,0,0,33,11,3,78.6,deb748c9
Borja Mayoral,FWDF,Roma,24,0,0,0,0,2,0,3,0,0,0,0,0,4,0,0,,64e8ed6d
Pasquale Mazzocchi,DF,Venezia,26,3,0,0,22,6,0,46,21,8,0,0,0,74,11,10,52.4,eb0ec070
Pasquale Mazzocchi,DF,Salernitana,26,2,0,0,18,7,1,79,11,19,0,0,0,62,11,9,55.0,eb0ec070
Ibrahima Mbaye,DF,Bologna,26,0,0,0,3,1,1,1,1,1,0,1,0,3,3,4,42.9,cfbf9881
Weston McKennie,MF,Juventus,22,1,0,0,19,4,0,12,23,11,0,0,0,84,29,24,54.7,01c3aff5
Gary Medel,DF,Bologna,33,10,1,1,34,31,1,2,44,23,0,2,0,228,15,33,31.3,563a68ad
Filippo Melegoni,MFFW,Genoa,22,1,0,0,15,20,2,34,11,12,0,0,0,72,5,20,20.0,6604165d
Arthur Melo,MF,Juventus,24,3,0,0,20,31,0,1,7,12,0,0,0,92,4,6,40.0,48b3dd60
Alex Meret,GK,Napoli,24,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,,9413b19f
Yıldırım Mert Çetin,MF,Hellas Verona,24,0,0,0,0,1,0,1,0,0,0,0,0,6,2,2,50.0,c730da00
Dries Mertens,FWMF,Napoli,34,2,0,0,26,22,5,22,9,7,2,0,0,51,3,8,27.3,89b2c8a9
Junior Messias,FWMF,Milan,30,2,0,0,21,24,3,52,17,18,0,1,0,88,28,33,45.9,f49c4ae9
Kingsley Michael,MF,Bologna,21,0,0,0,0,1,0,0,1,1,0,0,0,5,0,3,0.0,e63e122d
Valentin Mihaila,MFFW,Atalanta,21,0,0,0,2,0,0,3,0,1,0,0,0,4,1,4,20.0,81a4c239
Mikael,FWMF,Salernitana,22,0,0,0,3,2,0,0,0,1,0,0,0,4,6,7,46.2,33502726
Hilmir Mikaelsson,FW,Venezia,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3,5add9b29
Nikola Milenković,DF,Fiorentina,23,10,1,1,48,21,0,2,39,32,0,1,0,172,98,32,75.4,bee704fc
Sergej Milinković-Savić,MF,Lazio,26,6,1,1,56,45,4,45,34,44,0,0,0,200,100,69,59.2,4e6dbac4
Vanja Milinković-Savić,GK,Torino,24,3,0,0,2,2,0,0,0,0,0,2,0,32,3,1,75.0,9fa26bc2
Aleksei Miranchuk,MFFW,Atalanta,25,0,0,0,14,19,3,17,1,7,0,0,0,36,9,14,39.1,a9aa0d1d
Fabio Miretti,MF,Juventus,17,0,0,0,4,4,0,6,2,2,0,0,0,18,3,5,37.5,34693494
Henrikh Mkhitaryan,MFFW,Roma,32,4,1,1,41,51,5,46,22,29,1,0,0,195,13,15,46.4,dd0daf32
Marco Modolo,DF,Venezia,32,2,0,0,6,3,0,0,4,3,0,0,0,19,9,7,56.3,fdcdb521
Nahuel Molina,DF,Udinese,23,7,1,1,31,16,1,117,22,24,0,0,0,158,10,19,34.5,23610943
Cristian Molinaro,DF,Venezia,38,0,0,0,7,8,1,16,6,9,0,0,0,22,4,2,66.7,1c8c5aed
Lorenzo Montipò,GK,Hellas Verona,25,1,0,0,0,5,0,0,1,0,0,0,0,30,11,2,84.6,c1d95617
Álvaro Morata,FW,Juventus,28,5,0,0,48,77,20,20,5,9,2,1,0,88,36,33,52.2,129af0db
Raúl Moro,FW,Lazio,18,0,0,0,0,0,0,2,0,3,0,0,0,6,0,0,,919dd4b1
Andrei Motoc,DF,Salernitana,19,0,0,0,0,2,0,0,2,1,0,0,0,4,0,1,0.0,b64073a0
Lys Mousset,MFFW,Salernitana,25,2,0,0,4,2,1,0,0,0,0,1,0,5,0,5,0.0,d9cfca3d
Samuel Mráz,FW,Spezia,24,0,0,0,2,0,1,0,0,0,0,0,0,4,2,3,40.0,be6c1ccc
Mert Müldür,DF,Sassuolo,22,5,0,0,24,15,0,40,24,35,0,0,0,117,9,20,31.0,1295552e
Luis Muriel,FWMF,Atalanta,30,1,0,0,14,27,7,75,4,4,0,0,0,65,30,32,48.4,eb2fe5b6
Vedat Muriqi,FW,Lazio,27,1,0,0,5,9,1,0,0,0,1,0,0,6,11,14,44.0,0cadc46d
Nicola Murru,DF,Sampdoria,26,5,0,0,22,6,2,23,7,17,0,1,0,56,11,7,61.1,d183e9d6
Juan Musso,GK,Atalanta,27,1,1,0,3,1,0,0,0,1,0,1,0,26,6,0,100.0,a111cf41
Joakim Mæhle,DFMF,Atalanta,24,2,0,0,10,25,1,27,14,11,0,1,0,126,11,14,44.0,c459a650
Nahitan Nández,MFDF,Cagliari,25,4,0,0,27,33,12,65,9,21,0,0,0,86,44,49,47.3,95facda1
Nani,MFFW,Venezia,34,1,0,0,2,8,0,14,2,1,0,0,0,20,5,3,62.5,15e9c7e6
Matija Nastasić,DF,Fiorentina,28,1,0,0,2,0,0,0,5,1,0,0,0,13,3,1,75.0,f35430a4
Ilija Nestorovski,FW,Udinese,31,1,0,0,3,7,2,2,0,0,0,0,0,4,3,8,27.3,b1236c63
Aurélien Nguiamba,MF,Spezia,22,1,0,0,1,0,0,0,0,2,0,0,0,6,0,3,0.0,de135234
Dimitris Nikolaou,DF,Spezia,22,7,0,0,31,20,0,7,49,26,0,1,1,247,39,50,43.8,cf961d8d
Jean-Pierre Nsame,FW,Venezia,28,0,0,0,6,3,3,1,0,1,1,0,0,6,16,15,51.6,12e6d21a
Bram Nuytinck,DF,Udinese,31,2,0,0,16,4,0,6,22,24,0,0,0,101,33,29,53.2,e33f36d5
Simeon Nwankwo,FW,Salernitana,29,0,0,0,12,14,9,2,3,5,0,0,0,15,19,37,33.9,80dbbd10
M'Bala Nzola,FW,Spezia,24,2,0,0,30,7,14,4,0,2,0,1,0,24,28,48,36.8,a4948e67
Adam Obert,DFMF,Cagliari,18,0,0,0,6,0,0,2,4,5,0,0,0,13,3,7,30.0,aa25ce92
Joel Obi,MFDF,Salernitana,30,4,0,0,32,21,0,25,10,14,0,0,0,56,16,16,50.0,614c38fb
Brian Oddei,FW,Sassuolo,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,97e8ea97
Álvaro Odriozola,DF,Fiorentina,25,4,1,0,15,12,1,52,8,15,1,1,0,88,1,18,5.3,1d1691ad
Stefano Okaka,FW,Udinese,31,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.0,601ef102
David Okereke,FWMF,Venezia,23,5,1,0,30,32,9,27,10,10,1,0,0,73,33,59,35.9,d125f22f
Christian Oliva,MF,Cagliari,25,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0.0,d3b888e3
Sérgio Oliveira,MF,Roma,29,5,0,0,12,25,0,32,10,14,0,0,0,64,8,6,57.1,947e036f
Riccardo Orsolini,FWMF,Bologna,24,2,0,0,20,44,13,90,5,14,0,0,0,73,26,35,42.6,e14ec482
Victor Osimhen,FW,Napoli,22,5,1,0,37,38,19,9,3,5,4,0,0,37,49,55,47.1,8c90fd7a
David Ospina,GK,Napoli,32,1,0,0,0,10,0,0,1,0,0,0,0,48,9,2,81.8,82b1198a
Adam Ounas,MFFW,Napoli,24,1,0,0,9,10,0,16,2,1,0,0,0,23,1,3,25.0,ed90babd
