,,,,Play,Play,Play,Play,Perf,Perf,Perf,Perf,-additional
Player,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,-9999
,,,,,,,,,,,,-9999
Arnaud Kalimuendo,FW,Lens,19,32,27,2148,23.9,12,0,1,1,bf4c41f9
Samuel Kalu,FWMF,Bordeaux,23,11,3,328,3.6,1,1,1,0,b8d22478
Boubacar Kamara,MFDF,Marseille,21,34,31,2778,30.9,1,0,5,0,cc77354e
Hassane Kamara,MFDF,Nice,27,11,7,544,6.0,0,0,2,0,19a12bed
Jean-Armel Kana-Biyik,DF,Metz,32,10,8,664,7.4,0,0,1,0,76a4233b
Nordine Kandil,MFFW,Strasbourg,19,5,0,90,1.0,0,1,1,0,c5908bc4
Eiji Kawashima,GK,Strasbourg,38,1,1,90,1.0,0,0,0,0,a4527d33
Ilan Kebbal,MFFW,Reims,23,31,21,1772,19.7,1,4,1,0,37d04e90
Thilo Kehrer,DF,Paris S-G,24,27,16,1513,16.8,2,0,0,0,51dbeea9
Habib Keita,MFFW,Lyon,19,3,0,7,0.1,0,0,0,0,cc588cbe
Saîf-Eddine Khaoui,MFFW,Clermont Foot,26,23,9,927,10.3,1,0,1,0,796b1c41
Wahbi Khazri,FWMF,Saint-Étienne,30,30,26,2225,24.7,10,0,6,0,2677a1de
Presnel Kimpembe,DF,Paris S-G,25,30,29,2576,28.6,1,0,6,0,aef6e670
Thibault Klidje,MFFW,Bordeaux,20,5,0,86,1.0,0,0,0,0,db013c7d
Justin Kluivert,MF,Nice,22,27,24,1868,20.8,4,5,6,1,4c3a6744
Samuel Koeberlé,FW,Reims,16,1,0,1,0.0,0,0,0,0,6751b938
Philippe Koffi,FW,Reims,19,10,3,375,4.2,1,0,1,0,9f1c2822
Sead Kolašinac,DF,Marseille,28,14,6,440,4.9,0,1,0,0,3935e52e
Randal Kolo Muani,FWMF,Nantes,22,36,34,2948,32.8,12,4,2,0,c0b3669f
Timothée Kolodziejczak,DF,Saint-Étienne,29,30,30,2565,28.5,2,3,4,1,ab096c6f
Ghislain Konan,DF,Reims,25,28,28,2418,26.9,1,3,1,0,6b2c894b
Ibrahima Koné,FW,Lorient,22,16,6,732,8.1,5,1,2,0,04bb2b06
Youssouf Koné,DF,Troyes,26,21,11,980,10.9,0,1,2,1,e6eadfb8
Laurent Koscielny,DF,Bordeaux,35,11,11,933,10.4,0,1,2,0,f5efb153
Rominigue Kouamé,MF,Troyes,24,34,34,2968,33.0,1,2,5,0,86a2ba20
Boubakar Kouyaté,DF,Metz,24,30,30,2665,29.6,1,0,8,1,562a4799
Jean-Philippe Krasso,FW,Saint-Étienne,24,16,5,453,5.0,1,1,0,0,037f2523
Mykola Kukharevych,FW,Troyes,20,2,0,15,0.2,0,0,0,0,8197a269
Enock Kwateng,DF,Bordeaux,24,29,22,2002,22.2,1,0,6,1,4bf69118
Grejohn Kyei,FW,Clermont Foot,25,14,4,396,4.4,0,1,1,0,397ba086
Gaëtan Laborde,FW,Montpellier,27,4,4,341,3.8,3,0,1,0,7cdda3bf
Gaëtan Laborde,FW,Rennes,27,34,32,2729,30.3,12,8,1,0,7cdda3bf
Tom Lacoux,DFMF,Bordeaux,19,13,11,907,10.1,0,0,5,0,295ba708
Lenny Lacroix,DF,Metz,18,3,2,200,2.2,0,1,0,0,5413ef36
Alban Lafont,GK,Nantes,22,38,38,3420,38.0,0,0,3,0,4e7db402
Mohamed Lamine Bayo,FW,Clermont Foot,23,32,27,2413,26.8,14,5,1,0,01870104
Didier Lamkel Zé,FW,Metz,24,9,8,605,6.7,3,0,2,0,b229aa13
Julien Laporte,DF,Lorient,27,33,33,2891,32.1,2,0,7,0,f066022d
Yasser Larouci,DF,Troyes,20,12,2,341,3.8,0,0,1,0,0ed063d6
Paul Lasne,MF,Brest,32,15,9,847,9.4,0,1,1,0,542cc80f
Armand Lauriente,FWMF,Lorient,22,35,28,2477,27.5,6,2,5,0,2d22cea7
Théo Le Bris,MF,Lorient,18,4,0,61,0.7,0,0,0,0,afe39ca8
Jérémy Le Douaron,FWMF,Brest,23,32,16,1446,16.1,5,3,0,0,88c4d190
Enzo Le Fée,MFFW,Lorient,21,36,25,2194,24.4,2,3,2,0,6f806d99
Vincent Le Goff,DF,Lorient,31,34,34,3060,34.0,1,1,1,0,2321ea6e
Maxime Le Marchand,DF,Strasbourg,31,12,9,860,9.6,1,1,4,0,321a71a7
Jean-Louis Leca,GK,Lens,35,27,27,2313,25.7,0,0,3,1,edbe46dc
Félix Lemaréchal,MF,Monaco,17,1,0,9,0.1,0,0,0,0,8ca9415f
Mario Lemina,MF,Nice,27,32,24,1967,21.9,2,0,7,1,2b471f99
Fabien Lemoine,MF,Lorient,34,21,13,1117,12.4,0,1,5,0,54d51e22
Léo Leroy,MF,Montpellier,21,24,7,626,7.0,0,0,3,0,fcc84a07
Alexandre Letellier,GK,Paris S-G,30,1,0,8,0.1,0,0,0,0,96fcd380
Yanis Lhery,FWMF,Saint-Étienne,18,5,0,72,0.8,0,0,0,0,cc972842
Dimitri Liénard,DFMF,Strasbourg,33,33,23,2044,22.7,2,3,8,0,f7691f63
Isaac Lihadji,MFFW,Lille,19,13,2,238,2.6,1,3,1,0,57a46f3f
Pol Lirola,DFFW,Marseille,23,34,19,1770,19.7,1,2,1,0,ff800ed8
Banzouzi Locko,MFDF,Reims,19,24,11,1011,11.2,1,1,4,0,40221fa7
Anthony Lopes,GK,Lyon,30,34,34,2982,33.1,0,0,1,1,f00de885
Pau López,GK,Marseille,26,29,29,2610,29.0,0,1,4,0,20b9f052
Dion Lopy,MF,Reims,19,26,19,1642,18.2,0,0,4,0,64c14d49
Samuel Loric,DF,Lorient,21,3,3,269,3.0,0,0,0,0,9004f318
Jordan Lotomba,DF,Nice,22,30,19,1782,19.8,0,0,4,0,fc4cf6a7
Johaneko Louisjean,DF,Bordeaux,17,1,0,12,0.1,0,0,0,0,9af3613f
Jean Lucas,MF,Monaco,23,28,18,1445,16.1,1,1,3,1,a99138af
Castello Lukeba,DF,Lyon,18,24,24,2095,23.3,2,0,1,0,5b9512c5
Levi Lumeka,MFFW,Troyes,22,5,0,67,0.7,0,0,0,0,199ff86e
Yannis M'Bemba,DFFW,Nantes,20,2,0,5,0.1,0,0,0,0,080de72a
Deiver Machado,DFMF,Lens,27,22,5,523,5.8,0,1,1,0,b3f8bdef
Yvann Macon,DF,Saint-Étienne,22,22,19,1529,17.0,0,0,7,0,0bb6e193
Louis Mafouta,FW,Metz,27,15,5,525,5.8,2,0,0,0,bec3d251
Hugo Magnetti,MF,Brest,23,28,16,1463,16.3,0,1,4,0,d4d35152
Yohann Magnin,MFDF,Clermont Foot,24,24,19,1717,19.1,1,0,2,0,caa7aaea
Habib Maïga,MF,Metz,25,17,16,1267,14.1,2,0,6,0,e768de1f
Josh Maja,FW,Bordeaux,22,2,0,9,0.1,0,0,0,0,bc0bfc64
Abdul Majeed Waris,FWMF,Strasbourg,29,15,2,327,3.6,2,0,1,0,46907171
Lovro Majer,MFFW,Rennes,23,29,21,1832,20.4,6,8,1,0,fc46aab1
Béni Makouana,FWMF,Montpellier,18,23,1,322,3.6,0,0,4,0,654f49ca
Hianga Mananga Mbock,MF,Brest,21,14,9,799,8.9,0,0,3,0,0f86995c
Vincent Manceau,DF,Angers,32,28,25,2361,26.2,0,0,2,1,c26a3918
Steve Mandanda,GK,Marseille,36,9,9,810,9.0,0,0,0,0,1d2d5cc8
Reinildo Mandava,DF,Lille,27,18,18,1524,16.9,1,0,7,0,c20bdcd7
Anthony Mandrea,GK,Angers,24,10,10,900,10.0,0,0,0,0,f7d3a773
Eliaquim Mangala,DF,Saint-Étienne,30,14,14,1179,13.1,1,0,9,0,f520049f
Thomas Mangani,MF,Angers,34,33,25,2193,24.4,7,2,6,0,c801616a
Ricardo Mangas,DF,Bordeaux,23,29,27,2353,26.1,3,1,2,0,eef2d8ce
Myziane Maolida,MF,Nice,22,1,0,34,0.4,0,0,0,0,706a60e1
Sekou Mara,FWMF,Bordeaux,19,26,8,905,10.1,6,0,2,0,3544641e
Marcelo,DF,Bordeaux,34,11,11,898,10.0,0,0,4,0,e3d0b0c4
Marcelo,DF,Lyon,34,2,2,180,2.0,0,0,1,0,e3d0b0c4
Guillermo Maripán,DF,Monaco,27,26,21,1832,20.4,0,0,5,0,d9764034
Marquinhos,DF,Paris S-G,27,32,32,2861,31.8,5,0,5,0,d5f2f82b
Jonas Martin,MF,Rennes,31,29,24,2105,23.4,1,1,8,0,468fdbad
Gelson Martins,MFFW,Monaco,26,32,24,1905,21.2,4,3,4,0,3ef0fa48
Pape Matar Sarr,MF,Metz,18,33,22,2129,23.7,1,3,7,0,feb5d972
Eliot Matazo,MF,Monaco,19,18,8,790,8.8,0,0,1,0,15944afd
Chrislain Matsima,DF,Monaco,19,7,1,134,1.5,0,0,0,0,cf1ef7ec
Azor Matusiwa,MF,Reims,23,29,29,2463,27.4,1,1,8,1,a17a94d6
Stephy Mavididi,FWMF,Montpellier,23,30,27,2299,25.5,8,3,4,0,30144daa
Derek Mazou-Sacko,FWDF,Troyes,16,2,0,3,0.0,0,0,0,0,810edef9
Kylian Mbappé,FW,Paris S-G,22,35,34,3023,33.6,28,17,10,0,42fd9c7f
Amadou Mbengue,DFMF,Metz,19,12,5,610,6.8,0,0,4,0,14d2670e
Jason Mbock,FW,Angers,21,1,0,17,0.2,0,0,1,0,890bc029
Moustapha Mbow,DF,Reims,21,1,1,90,1.0,0,0,0,0,3f3a2cba
Nathanael Mbuku,FWMF,Reims,19,31,18,1418,15.8,2,1,1,0,46750e9c
Facundo Medina,DF,Lens,22,31,30,2593,28.8,1,0,11,0,6f5ec8bb
Farid El Melali,FW,Angers,24,2,0,14,0.2,0,0,0,0,d21e361a
Birger Meling,DF,Rennes,26,31,20,1829,20.3,0,4,3,0,70c52749
Houboulang Mendes,DF,Lorient,23,36,36,3220,35.8,0,1,5,1,1545cf15
Nuno Mendes,DF,Paris S-G,19,27,18,1658,18.4,0,1,3,0,f20e4cc9
Pedro Mendes,DF,Montpellier,30,1,0,16,0.2,0,0,0,0,6690ef25
Thiago Mendes,MFDF,Lyon,29,29,21,1863,20.7,1,1,3,1,c6e5d20f
Arial Mendy,DFFW,Clermont Foot,26,18,9,792,8.8,0,0,1,0,9f0f4b49
Batista Mendy,MFDF,Angers,21,34,27,2413,26.8,1,1,5,0,e472a6f6
Gideon Mensah,DF,Bordeaux,23,23,13,1208,13.4,0,2,1,1,9bdd8118
Quentin Merlin,DFMF,Nantes,19,28,21,1926,21.4,2,3,0,0,0bfca6a1
Lionel Messi,FWMF,Paris S-G,34,26,24,2153,23.9,6,14,0,0,d70ce98e
Mexer,DF,Bordeaux,32,16,14,1227,13.6,1,0,2,0,ce492295
Edouard Michut,MF,Paris S-G,18,5,0,70,0.8,0,1,0,1,fe6c1add
Georges Mikautadze,FW,Metz,20,1,0,1,0.0,0,0,0,0,4788cb6b
William Mikelbrencis,DF,Metz,17,9,8,610,6.8,0,1,0,0,14df1d7f
Arkadiusz Milik,FW,Marseille,27,23,15,1416,15.7,7,2,1,0,85613cf0
Terem Moffi,FW,Lorient,22,37,34,2711,30.1,8,4,1,0,065dc209
Dion Moise Sahi,FWMF,Strasbourg,19,8,0,128,1.4,0,0,0,0,cdc4458b
Florent Mollet,FWMF,Montpellier,29,35,32,2630,29.2,6,2,6,0,7e82a78f
Thomas Monconduit,MF,Lorient,30,34,26,2248,25.0,3,2,5,0,84d94b91
Jérémy Morel,DF,Lorient,37,9,6,604,6.7,0,0,0,0,e97150c0
Lebo Mothiba,FWMF,Troyes,25,13,5,522,5.8,2,0,1,0,3eaf8817
Lebo Mothiba,FW,Strasbourg,25,1,0,1,0.0,0,0,0,0,3eaf8817
Baptiste Mouazan,MF,Lorient,19,3,1,96,1.1,0,0,0,0,81ac108d
Aimen Moueffek,MF,Saint-Étienne,20,14,4,432,4.8,0,0,1,0,2591b066
Harold Moukoudi,DF,Saint-Étienne,23,24,17,1661,18.5,0,0,3,0,5f26e0c5
Jessy Moulin,GK,Troyes,35,7,7,630,7.0,0,0,3,1,28a65a2c
Steve Mounié,FW,Brest,26,35,25,2312,25.7,9,2,2,0,19ba6c6d
Samuel Moutoussamy,MF,Nantes,24,30,16,1509,16.8,0,1,5,0,af0c835b
Marshall Munetsi,MFDF,Reims,25,24,20,1885,20.9,5,1,7,0,2acf0cd7
Junior Mwanga,DF,Bordeaux,18,1,1,90,1.0,0,0,0,0,ee158be5
Kévin N'Doram,MF,Metz,25,19,16,1235,13.7,0,0,5,0,e50623a0
Eric N'Jo,DF,Troyes,17,2,0,98,1.1,0,0,0,0,b85e57bb
Vital N'Simba,DF,Clermont Foot,28,34,31,2789,31.0,1,3,4,0,249ac66d
Mickael Nade,DF,Saint-Étienne,22,30,29,2563,28.5,1,0,4,0,a6b6fa6e
Paul Nardi,GK,Lorient,27,22,22,1980,22.0,0,0,1,0,2d70dbe5
Keylor Navas,GK,Paris S-G,34,21,21,1856,20.6,0,0,0,1,ecada4fc
Papa Ndiaga Yade,DFFW,Metz,21,18,5,696,7.7,0,1,3,0,87e9c7cd
Tanguy Ndombele,MF,Lyon,24,11,7,701,7.8,0,2,3,0,5cdddffa
Dan Ndoye,FWMF,Nice,20,3,2,205,2.3,0,1,0,0,8e697a8f
Neymar,FWMF,Paris S-G,29,22,22,1851,20.6,13,6,10,0,69384e5d
Yvan Neyou,MF,Saint-Étienne,24,16,12,936,10.4,0,0,4,1,0ad37003
Opa Nguette,FWMF,Metz,27,26,10,1048,11.6,2,2,1,0,75a63397
Sikou Niakaté,DF,Metz,22,12,8,661,7.3,0,0,2,0,8eef18aa
Ibrahima Niane,FW,Metz,22,26,20,1582,17.6,3,1,2,1,46faabfa
M'Baye Niang,FW,Bordeaux,26,22,7,777,8.6,3,1,3,0,2054d037
Cheikh Niasse,FWMF,Lille,21,4,0,44,0.5,0,0,1,0,ff20acfe
Casimir Ninga,FW,Angers,28,16,3,409,4.5,0,0,2,0,91f2da4c
Arnaud Nordin,FWMF,Saint-Étienne,23,36,20,1874,20.8,4,4,4,0,7b9a9e25
Alexander Nübel,GK,Monaco,24,38,38,3420,38.0,0,0,1,0,afb0c500
Gerzino Nyamsi,DF,Strasbourg,24,34,33,2984,33.2,0,2,4,0,6043997c
Florent Ogier,DF,Clermont Foot,32,30,29,2429,27.0,1,0,6,0,6993927b
Warmed Omari,DF,Rennes,21,34,31,2796,31.1,0,0,6,0,4534a352
Jonas Omlin,GK,Montpellier,27,29,29,2587,28.7,0,0,0,1,c631f952
Amadou Onana,MF,Lille,19,32,11,1359,15.1,1,0,2,1,828657ff
Jean Onana,MF,Bordeaux,21,23,23,1832,20.4,3,2,3,1,b5bb8188
Otávio,MF,Bordeaux,27,16,13,1147,12.7,0,0,3,0,243f4a0b
Dango Ouattara,MFFW,Lorient,19,25,7,812,9.0,1,2,4,0,2f9e4435
Remi Oudin,MFFW,Bordeaux,24,33,20,1737,19.3,4,5,6,0,ea02beaf
Alexandre Oukidja,GK,Metz,33,21,21,1875,20.8,0,0,2,1,ae7d0ecd
Azzedine Ounahi,MF,Angers,21,32,16,1633,18.1,2,1,2,0,83299cc0
Ambroise Oyongo,DF,Montpellier,30,11,7,659,7.3,1,0,5,0,e3e05edf
Vincent Pajot,MF,Metz,30,30,27,2311,25.7,1,0,6,1,f86ca403
Nicolas Pallois,DF,Nantes,33,30,29,2447,27.2,1,0,8,1,779847d6
Erik Palmer-Brown,DF,Troyes,24,21,19,1734,19.3,0,0,2,0,e5c1e0ca
Emerson Palmieri,DF,Lyon,26,29,26,2264,25.2,1,2,3,1,e0bc6fdc
Lucas Paquetá,MFFW,Lyon,23,35,32,2699,30.0,9,6,3,0,9b6f7fd5
Rubén Pardo,MF,Bordeaux,28,1,0,6,0.1,0,0,0,0,2306bfde
Leandro Paredes,MF,Paris S-G,27,15,10,838,9.3,1,2,3,0,dff153a4
Strahinja Pavlović,DF,Monaco,20,7,5,451,5.0,0,0,4,1,25146df0
Dimitri Payet,FWMF,Marseille,34,31,28,2592,28.8,12,10,3,0,58ae47b2
Timothee Pembele,DF,Bordeaux,18,26,17,1414,15.7,1,1,3,0,f8ce97ca
Brayann Pereira,DFMF,Lens,18,2,0,15,0.2,0,0,0,0,5c42e7ce
Danilo Pereira,MF,Paris S-G,29,27,22,2038,22.6,5,0,2,0,8fd9996f
Mathias Pereira Lage,DF,Angers,24,24,11,1040,11.6,4,2,0,0,8846a40f
Luan Peres Petroni,DF,Marseille,27,34,29,2679,29.8,0,2,6,0,a5549ec1
Lucas Perrin,DF,Strasbourg,22,31,29,2502,27.8,1,1,5,0,49070d66
Danijel Petković,GK,Angers,28,15,15,1350,15.0,0,0,1,0,b98cea65
Léo Pétrot,DF,Lorient,24,22,21,1815,20.2,1,0,0,0,00638016
Romain Philippoteaux,MF,Brest,33,1,0,24,0.3,0,0,0,0,f98b15f0
Jérôme Phojo,DF,Clermont Foot,28,1,0,6,0.1,0,0,0,0,ff44d058
Jérémy Pied,DFFW,Lille,32,2,0,13,0.1,0,0,0,0,a634b9d2
Ronaël Pierre-Gabriel,DF,Brest,23,30,29,2548,28.3,0,1,6,0,64ba07c0
Julian Pollersbeck,GK,Lyon,26,6,4,436,4.8,0,0,0,0,d6f6ce93
Gaëtan Poussin,GK,Bordeaux,22,13,13,1170,13.0,0,0,3,0,c252c705
Sanjin Prcić,MF,Strasbourg,27,32,27,2186,24.3,1,0,4,0,51c30111
Nicolas de Préville,FWMF,Metz,30,27,24,1969,21.9,5,2,5,0,b0547a87
Nemanja Radonjić,FW,Marseille,25,1,0,18,0.2,0,0,0,0,0630eb63
Rafinha,FWMF,Paris S-G,28,5,3,220,2.4,0,0,0,0,0c2ac3cb
Predrag Rajković,GK,Reims,25,38,38,3420,38.0,0,0,3,0,58ad9383
Adil Rami,DF,Troyes,35,17,14,1171,13.0,3,0,1,0,8dbff17c
Sergio Ramos,DF,Paris S-G,35,12,8,801,8.9,2,0,3,1,08511d65
Elba Rashani,FWMF,Clermont Foot,28,29,22,1759,19.5,8,3,3,0,25749008
Jeff Reine-Adélaïde,MFDF,Lyon,23,10,1,198,2.2,0,1,0,0,d504b3e1
Tiago Ribeiro,FW,Monaco,19,1,0,2,0.0,0,0,0,0,507d7569
Sergio Rico,GK,Paris S-G,27,1,0,23,0.3,0,0,0,0,5f0241b2
Renaud Ripart,MFFW,Troyes,28,28,22,1893,21.0,2,2,2,0,beae3a73
Mihailo Ristić,DF,Montpellier,25,29,19,1803,20.0,1,3,3,1,ea0aa7e0
Maxence Rivera,FW,Saint-Étienne,19,1,0,5,0.1,0,0,0,0,46a7b605
Patrick Roberts,MF,Troyes,24,1,0,14,0.2,0,0,0,0,59d93937
Stian Rode Gregersen,DF,Bordeaux,26,24,22,1953,21.7,1,1,7,0,5f011e05
Gerson Rodrigues,FWMF,Troyes,26,12,9,848,9.4,1,1,6,0,3814b753
Valentin Rongier,MFDF,Marseille,26,32,25,2194,24.4,0,1,3,0,ed45c4a5
Pablo Rosario,MF,Nice,24,36,31,2729,30.3,0,2,7,0,1a6b7ea4
Roli Pereira de Sa,MF,Nantes,24,17,5,573,6.4,0,0,1,0,60f58477
Mathys Saban,FWMF,Saint-Étienne,19,3,0,73,0.8,0,0,1,0,7d9f3d69
Falaye Sacko,DF,Saint-Étienne,26,9,8,667,7.4,0,0,0,0,6388e356
Rafiki Said Ahamada,MFFW,Brest,21,14,0,122,1.4,0,0,1,0,c2e5f306
Wesley Saïd,FWMF,Lens,26,21,7,654,7.3,5,0,2,0,90fcf472
Mamadou Sakho,DF,Montpellier,31,29,29,2575,28.6,0,0,3,0,87935cf3
Bakary Sako,FWMF,Saint-Étienne,33,7,1,156,1.7,0,0,0,0,381d7d54
William Saliba,DF,Marseille,20,36,36,3240,36.0,0,0,5,0,972aeb2a
Romain Salin,GK,Rennes,37,1,1,90,1.0,0,0,0,0,74733221
Yoann Salmier,DF,Troyes,28,31,30,2668,29.6,0,1,5,0,c3725db2
Mama Samba Baldé,MFFW,Troyes,25,30,20,1717,19.1,3,2,1,1,fb14aa28
Junior Sambia,DFFW,Montpellier,24,30,16,1533,17.0,1,0,5,1,24eb7ed6
Renato Sanches,MFFW,Lille,23,25,20,1651,18.3,2,5,8,1,032f894e
Philippe Sandler,DF,Troyes,24,2,1,70,0.8,0,0,0,0,60740e70
Baptiste Santamaria,MFDF,Rennes,26,34,28,2518,28.0,2,1,7,0,5e22e2a4
Pablo Sarabia,FW,Paris S-G,29,2,0,22,0.2,1,0,1,0,9744ff80
Martin Satriano,FW,Brest,20,15,11,932,10.4,4,0,5,0,86383d0e
Téji Savanier,MF,Montpellier,29,29,28,2414,26.8,8,7,9,2,6bde367b
Morgan Schneiderlin,MF,Nice,31,20,5,649,7.2,0,1,1,1,51b41c5c
Alidu Seidu,DF,Clermont Foot,21,21,16,1410,15.7,0,0,7,2,cea59f02
Matz Sels,GK,Strasbourg,29,37,37,3330,37.0,0,0,1,0,834b5c4c
Xherdan Shaqiri,FWMF,Lyon,29,11,9,679,7.5,2,3,0,0,6421ec64
Mahame Siby,DF,Strasbourg,25,2,0,17,0.2,0,0,0,0,6d075c67
Aboubakar Sidibé,DF,Clermont Foot,25,1,0,6,0.1,0,0,0,0,ae5b93a0
Djibril Sidibé,DF,Monaco,29,17,12,949,10.5,0,0,6,0,4c5b714f
Kaj Sierhuis,FW,Reims,23,2,1,80,0.9,0,0,0,0,9c2b1f11
Caio Henrique Oliveira Silva,DF,Monaco,24,34,31,2662,29.6,2,8,5,0,30af8b93
Gabriel Silva,DFMF,Saint-Étienne,30,13,9,713,7.9,0,0,1,0,4914ed4a
Moses Simon,FWMF,Nantes,26,30,29,2332,25.9,6,8,3,0,5f3eaaf5
Xavi Simons,MFFW,Paris S-G,18,6,1,132,1.5,0,0,1,0,da4d670f
Issouf Sissokho,MF,Bordeaux,19,7,6,436,4.8,0,0,3,1,792a9d41
Ibrahima Sissoko,MFDF,Strasbourg,23,35,26,2303,25.6,2,5,6,0,0f8418aa
Nelson Sissoko,DF,Saint-Étienne,24,1,1,45,0.5,0,0,1,0,12bd0579
Sambou Sissoko,MFDF,Reims,22,8,0,176,2.0,0,0,0,0,e4bb1f08
Islam Slimani,FW,Lyon,33,12,6,573,6.4,1,1,3,0,ffec9769
Florian Sotoca,FWMF,Lens,30,35,28,2480,27.6,6,4,7,0,7a42d0df
Sambou Soumano,FWMF,Lorient,20,21,4,447,5.0,3,0,1,0,7cc00776
Arnaud Souquet,DF,Montpellier,29,34,27,2334,25.9,1,3,4,0,4e0afc5d
Saidou Sow,DF,Saint-Étienne,19,13,11,989,11.0,2,1,2,0,f6b94e8d
Calvin Stengs,MF,Nice,22,24,11,1073,11.9,1,1,1,0,8f7e6783
Kamaldeen Sulemana,MFFW,Rennes,19,20,11,1015,11.3,4,2,3,0,a62f8bf1
Abdoulaye Sylla,DF,Nantes,21,2,2,157,1.7,0,0,1,0,2aeb43f1
Waniss Taibi,MFFW,Angers,19,7,1,132,1.5,0,0,2,0,95192fe4
Flavien Tait,MF,Rennes,28,28,24,2125,23.6,5,3,3,0,a0f9b535
Florian Tardieu,MF,Troyes,29,30,29,2632,29.2,4,2,6,0,ed39121c
Oussama Targhalline,FW,Marseille,19,2,0,5,0.1,0,0,1,0,abd56820
Loum Tchaouna,FWMF,Rennes,17,10,0,87,1.0,0,0,0,0,a3c8b4d3
Warren Tchimbembé,MF,Metz,23,9,1,205,2.3,0,0,0,0,93b8f9f4
Aurélien Tchouaméni,MF,Monaco,21,35,33,2929,32.5,3,2,11,1,4f255115
Mathys Tel,FWMF,Rennes,16,7,0,56,0.6,0,0,0,0,829aa60c
Jordan Tell,FW,Clermont Foot,24,15,1,290,3.2,1,1,1,0,4f093689
Martin Terrier,FWMF,Rennes,24,37,37,2779,30.9,21,3,1,0,5148dcc5
Tetê,FWMF,Lyon,21,9,7,583,6.5,2,5,1,0,7120a04d
Sada Thioub,FW,Angers,26,1,0,3,0.0,0,0,0,0,f4bc42b1
Sada Thioub,DFMF,Saint-Étienne,26,17,11,950,10.6,0,1,2,0,f4bc42b1
Romain Thomas,DF,Angers,33,30,29,2563,28.5,2,0,9,0,275e2c51
Adrien Thomasson,MF,Strasbourg,27,31,27,2389,26.5,8,4,2,1,c76b7567
Thuler,DF,Montpellier,22,16,10,855,9.5,0,0,3,1,db23d9fc
Khéphren Thuram-Ulie,MF,Nice,20,36,20,1901,21.1,4,2,4,0,7d9397f8
Cheikh Tidiane Sabaly,FWMF,Metz,22,6,2,150,1.7,0,0,0,0,9ddf7fae
Jean-Clair Todibo,DF,Nice,21,36,35,3115,34.6,1,0,6,0,88f130ed
Karl Toko Ekambi,FW,Lyon,28,30,26,2296,25.5,12,5,3,0,5ceba7fc
Yoann Touzghar,FW,Troyes,34,28,16,1457,16.2,4,0,0,0,4e47507a
Amadou Traore,FW,Bordeaux,19,1,0,19,0.2,0,0,0,0,4eb0686f
Boubacar Traoré,MF,Metz,19,27,17,1726,19.2,1,1,9,1,999ceb5f
Charles Traore,DF,Nantes,29,16,7,718,8.0,0,0,3,0,de488e56
Hamari Traoré,DF,Rennes,29,33,33,2890,32.1,3,10,4,0,a4b1028a
Ismaël Traoré,DF,Angers,34,37,36,3215,35.7,4,1,1,0,b666421b
Miguel Trauco,DFMF,Saint-Étienne,28,17,12,1112,12.4,1,0,3,0,e4b72e34
Adrien Truffert,DF,Rennes,19,30,18,1639,18.2,3,2,4,0,5d0e0a1f
Matthieu Udol,DF,Metz,25,12,11,1007,11.2,1,0,0,0,cc41f558
Ike Ugbo,FW,Troyes,22,14,11,814,9.0,5,0,0,0,8a53d24b
Chimuanya Ugochukwu,MF,Rennes,17,18,3,405,4.5,1,0,2,0,1df4a109
Hwang Ui-jo,FW,Bordeaux,28,32,29,2508,27.9,11,2,3,0,a2d873dd
Cengiz Ünder,FWMF,Marseille,24,32,25,2200,24.4,10,2,2,1,1880614f
Jere Uronen,DF,Brest,27,15,10,878,9.8,0,0,0,0,d75f3980
Vanderson,FWDF,Monaco,20,17,12,1120,12.4,2,1,3,0,ee45fd85
Jonathan Varane,MF,Lens,19,1,0,1,0.0,0,0,0,0,4ade359f
Marco Verratti,MF,Paris S-G,28,24,23,1937,21.5,2,2,12,0,1467af0d
Kevin Volland,MFFW,Monaco,29,34,29,2436,27.1,9,9,10,0,64f69877
Timothy Weah,MFFW,Lille,21,29,17,1616,18.0,3,4,2,1,8eec784d
Georginio Wijnaldum,MF,Paris S-G,30,31,18,1653,18.4,1,3,2,0,eb58eef0
Christopher Wooh,DF,Lens,19,14,11,1050,11.7,0,1,2,0,b003239d
Xeka,MF,Lille,26,23,19,1619,18.0,3,0,10,0,f3600c02
Sekou Yansané,FW,Paris S-G,18,1,0,16,0.2,0,0,0,0,bce37ac0
Yusuf Yazıcı,MFFW,Lille,24,15,5,509,5.7,1,1,3,0,f5c8b425
Burak Yılmaz,FW,Lille,36,31,25,2211,24.6,4,3,9,1,165a2e40
Leny Yoro,MF,Lille,15,1,0,13,0.1,0,0,0,0,6763f716
Zaydou Youssouf,MF,Saint-Étienne,22,30,18,1553,17.3,1,0,3,1,e2f9bb5f
Akim Zedadka,DF,Clermont Foot,26,38,37,3337,37.1,0,3,5,0,0ff630d0
Arber Zeneli,FW,Reims,26,9,4,409,4.5,2,3,0,0,095e4199
Mehdi Zerkane,MFDF,Bordeaux,22,6,0,83,0.9,0,0,0,0,53f6306f
Edon Zhegrova,MFFW,Lille,22,13,5,481,5.3,2,1,2,1,34a88e3e
Banhie Zoukrou,DF,Troyes,18,4,0,77,0.9,0,0,1,0,aefa3050
