Player,Pos,Squad,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,-9999
Manolo Portanova,MF,Juventus,20,1,0,0,2,3,0,0,0,0,0,0,0,3,1,0,100.0,c8c0dccd
Ivan Provedel,GK,Spezia,26,1,0,0,0,9,0,0,2,0,0,0,0,60,5,1,83.3,277da414
Erick Pulgar,MF,Fiorentina,26,8,0,0,23,22,0,80,41,18,0,1,0,140,28,12,70.0,4611e028
Ignacio Pussetto,FW,Udinese,24,2,0,0,18,10,7,14,13,8,1,0,0,33,22,21,51.2,62437b4f
Fabio Quagliarella,FW,Sampdoria,37,1,0,0,27,35,18,20,7,8,1,0,0,69,34,50,40.5,ee4f2f3b
Simone Rabbi,FWDF,Bologna,18,0,0,0,3,1,1,1,0,0,0,0,0,2,0,3,0.0,3688af6c
Adrien Rabiot,MF,Juventus,25,7,1,1,44,21,0,20,43,42,0,2,0,147,37,20,64.9,8794e251
Ivan Radovanović,DFMF,Genoa,31,6,0,0,28,25,0,4,37,15,0,2,0,156,54,45,54.5,023937a9
Ionuț Radu,GK,Inter,23,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,67f649be
Ștefan Radu,DF,Lazio,33,2,0,0,20,22,0,61,45,24,0,0,0,146,41,21,66.1,53de807a
Rafael,GK,Spezia,38,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0,dd06d56c
Antonio Raimondo,FW,Bologna,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,ce1a6c7e
Gastón Ramírez,FWMF,Sampdoria,29,5,0,0,32,33,3,55,4,15,0,0,0,51,26,34,43.3,2c851997
Aaron Ramsey,MF,Juventus,29,2,0,0,19,18,3,22,7,14,1,0,0,56,8,13,38.1,ef619b0b
Andrea Ranocchia,DF,Inter,32,2,0,0,13,7,1,0,12,10,0,0,0,40,20,10,66.7,539230cf
Giacomo Raspadori,FWMF,Sassuolo,20,1,0,0,8,23,4,42,2,3,4,0,0,29,3,7,30.0,6e058f06
Federico Ravaglia,GK,Bologna,20,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,,6662d731
Ante Rebić,FW,Milan,26,4,1,0,33,14,11,61,7,9,3,0,0,48,23,35,39.7,536cebe5
Arkadiusz Reca,DF,Crotone,25,7,0,0,34,25,5,81,50,16,4,0,0,159,34,36,48.6,6213fd82
Vasco Regini,DF,Sampdoria,29,0,0,0,1,1,0,2,1,2,0,0,1,1,0,1,0.0,339c6ed4
Pepe Reina,GK,Lazio,37,1,0,0,0,1,0,0,1,0,0,0,0,23,4,0,100.0,e358587b
Bryan Reynolds,DF,Roma,19,0,0,0,5,3,0,7,6,2,0,0,0,10,2,3,40.0,2306bf5c
Franck Ribéry,FW,Fiorentina,37,6,1,0,36,73,7,18,3,11,1,0,0,72,6,20,23.1,f61c7c4e
Federico Ricci,FW,Sassuolo,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,524eb8c5
Giacomo Ricci,DF,Parma,23,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,33.3,cfb38237
Matteo Ricci,MF,Spezia,26,5,0,0,27,29,0,32,34,23,0,0,0,188,15,12,55.6,3cf7dc7e
Tomás Rincón,MF,Torino,32,10,1,1,72,44,0,21,31,38,0,0,0,175,48,36,57.1,f1cfc209
Andrea Rispoli,DF,Crotone,31,4,0,0,8,4,1,30,5,3,0,0,0,22,4,7,36.4,39ee6cb6
Emmanuel Rivière,FW,Crotone,30,2,0,0,10,18,1,1,1,1,0,0,0,18,14,21,40.0,2bae5658
Ricardo Rodríguez,DF,Torino,27,1,0,0,13,6,0,20,20,14,0,0,0,53,16,12,57.1,7f78ad23
Marko Rog,MF,Cagliari,25,2,0,0,34,23,0,6,19,24,0,0,0,95,5,13,27.8,b6b2b820
Rogério,DF,Sassuolo,22,4,0,0,28,25,1,75,31,13,0,0,0,93,13,16,44.8,10e7f486
Luis Rojas,MFFW,Crotone,18,1,0,0,2,0,0,0,1,0,0,0,0,8,1,1,50.0,11e0904f
Alessio Romagnoli,DF,Milan,25,7,0,0,19,11,0,1,24,7,0,1,0,85,55,26,67.9,3ead85f9
Cristian Romero,DF,Atalanta,22,10,0,0,70,32,0,0,96,32,1,0,0,237,112,50,69.1,a3d94a58
Cristiano Ronaldo,FW,Juventus,35,3,0,0,17,43,31,64,5,3,1,0,0,71,21,23,47.7,dea698d9
Marten de Roon,MF,Atalanta,29,8,1,0,65,23,0,16,69,48,0,0,0,258,65,44,59.6,2a1beb34
Nicolò Rovella,MF,Genoa,18,4,0,0,19,23,0,29,20,16,0,1,0,93,7,13,35.0,e58cbfd5
Amir Rrahmani,DF,Napoli,26,2,0,0,11,8,0,1,8,8,2,0,0,54,24,21,53.3,4b3e1a38
Kevin Rüegg,DFMF,Hellas Verona,21,0,0,0,2,1,1,3,2,0,1,0,0,9,1,4,20.0,90573602
Daniele Rugani,DF,Cagliari,26,2,0,0,15,4,0,5,15,11,0,0,0,49,33,16,67.3,14b8fcdf
Matteo Ruggeri,DF,Atalanta,18,0,0,0,3,0,0,8,4,0,0,0,0,11,3,2,60.0,ae9898c5
Mário Rui,DF,Napoli,29,4,0,0,17,41,3,83,28,13,0,0,0,106,9,13,40.9,0b5a292a
Fabián Ruiz Peña,MF,Napoli,24,1,0,0,11,26,1,23,36,31,0,1,0,186,15,7,68.2,c0c7ff58
Alexis Saelemaekers,FW,Milan,21,7,1,1,29,34,6,47,25,26,1,0,0,113,7,16,30.4,ee251371
Jacopo Sala,DF,Spezia,28,1,0,0,7,4,0,14,5,9,0,0,0,23,4,3,57.1,da5a981b
Eddie Salcedo,MFFW,Hellas Verona,18,3,0,0,14,15,3,18,6,2,1,0,0,34,36,57,38.7,0489bb30
Antonio Sanabria,FW,Torino,24,2,0,0,17,12,3,2,5,3,0,0,0,24,29,38,43.3,0a447501
Alexis Sánchez,FW,Inter,31,0,0,0,19,33,10,28,7,8,0,0,0,53,9,10,47.4,2c0f8e9e
Alex Sandro,DF,Juventus,29,2,0,0,26,28,0,60,31,23,0,0,1,123,38,23,62.3,0d82903c
Siriki Sanogo,MF,Benevento,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ff120e44
Nicola Sansone,FWMF,Bologna,28,2,0,0,23,40,3,49,9,11,0,0,0,68,5,24,17.2,7eb97a8e
Federico Santander,FW,Bologna,29,0,0,0,2,2,0,0,0,0,0,0,0,1,4,3,57.1,df85d472
Davide Santon,DF,Roma,29,3,0,0,11,3,1,16,4,3,0,0,0,27,3,2,60.0,88c89891
Samir Santos,DF,Udinese,25,6,0,0,39,36,3,18,58,23,0,0,0,97,49,32,60.5,92b4758e
Riccardo Saponara,MF,Fiorentina,28,0,0,0,1,1,0,0,1,1,0,0,0,4,0,2,0.0,3bb7af3b
Riccardo Saponara,FWMF,Spezia,28,2,1,1,4,14,2,4,1,1,0,0,0,31,8,6,57.1,3bb7af3b
Marco Sau,MFFW,Benevento,32,1,1,0,8,19,1,40,5,2,1,0,0,37,1,16,5.9,1ad1f50d
Gianluca Scamacca,FW,Genoa,21,1,0,0,32,17,10,10,9,10,0,0,1,54,41,39,51.3,8790f988
Nicolás Schiappacasse,MF,Sassuolo,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,afe31d55
Pasquale Schiattarella,MF,Benevento,33,13,1,0,36,54,1,6,32,22,0,0,0,172,12,8,60.0,bd84fc61
Jerdy Schouten,MF,Bologna,23,8,1,0,48,24,1,9,79,25,0,1,0,249,34,30,53.1,2cfae697
Matteo Scozzarella,MF,Parma,32,1,0,0,3,1,0,13,6,0,0,0,0,9,0,0,,ea164f99
Simone Scuffet,GK,Udinese,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0,41bd99ea
Jacopo Segre,MF,Torino,23,1,0,0,2,9,1,0,0,2,0,0,0,10,1,1,50.0,3cb132e6
Léo Sena,MF,Spezia,24,0,0,0,7,61,0,12,11,12,0,0,0,77,4,11,26.7,1de40dae
Stefano Sensi,MF,Inter,24,1,1,0,10,14,0,34,7,6,0,0,0,49,2,2,50.0,b70bde8f
Luigi Sepe,GK,Parma,29,0,0,0,0,2,0,0,2,0,0,0,0,34,3,2,60.0,343f753a
Stephan El Shaarawy,MFFW,Roma,27,1,0,0,8,9,1,10,3,3,0,0,0,19,2,6,25.0,d3aaad90
Eldor Shomurodov,FW,Genoa,25,1,0,0,39,21,11,15,6,14,0,0,0,59,46,79,36.8,57469b2d
Luca Siligardi,MFFW,Crotone,32,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0.0,1cac99dc
Luca Siligardi,FWMF,Parma,32,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,,1cac99dc
Adrien Silva,MF,Sampdoria,31,8,1,1,35,23,0,9,30,22,0,2,0,142,19,15,55.9,d6f88a1d
Marco Silvestri,GK,Hellas Verona,29,1,0,0,2,3,0,0,0,0,0,2,1,61,7,3,70.0,0d422df7
Giovanni Simeone,FW,Cagliari,25,1,0,0,24,25,18,8,10,11,0,0,0,55,29,66,30.5,343c0d52
Wilfried Singo,DF,Torino,19,4,1,1,27,50,2,79,29,14,1,0,0,129,50,26,65.8,8b609c34
Salvatore Sirigu,GK,Torino,33,0,0,0,1,3,0,0,0,0,0,1,0,42,4,1,80.0,10dc46f0
Łukasz Skorupski,GK,Bologna,29,1,0,0,0,1,0,0,0,1,0,0,0,37,6,1,85.7,ab4449d6
Andreas Skov Olsen,FWDF,Bologna,20,1,0,0,12,12,2,66,3,10,0,0,0,58,9,10,47.4,c50cee19
Milan Škriniar,DF,Inter,25,1,0,0,34,27,0,4,30,32,0,0,0,163,32,43,42.7,30f5ffa9
Chris Smalling,DF,Roma,30,3,0,0,13,8,1,1,28,8,0,0,0,67,25,13,65.8,b6964eb6
Simon Sohm,MF,Parma,19,1,0,0,8,4,2,4,5,12,0,0,0,47,9,7,56.3,a5f458d9
Roberto Soriano,MF,Bologna,29,5,0,0,75,49,3,34,18,26,2,0,0,184,34,58,37.0,9d4c45d6
Riccardo Sottil,FWMF,Cagliari,21,3,0,0,17,35,1,43,5,3,0,0,0,82,3,12,20.0,94816803
Adama Soumaoro,DF,Bologna,28,4,0,0,33,19,0,0,20,14,0,3,0,111,60,15,80.0,7b075c75
Leonardo Spinazzola,DF,Roma,27,0,0,0,8,11,2,103,25,6,0,0,1,107,10,1,90.9,3626daea
Marco Sportiello,GK,Atalanta,28,0,0,0,0,1,0,0,2,2,0,0,0,29,5,1,83.3,ac4003af
Mattia Sprocati,MFFW,Parma,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,bdd0692f
Thomas Strakosha,GK,Lazio,25,1,0,0,0,2,0,0,1,1,0,0,0,14,3,0,100.0,339fe0e8
Kevin Strootman,MF,Genoa,30,7,0,0,25,13,1,39,25,18,0,0,0,89,15,15,50.0,ef2e5e1a
Jens Stryger Larsen,DF,Udinese,29,0,0,0,12,13,4,60,24,11,0,1,0,131,22,32,40.7,f91e81c9
Stefano Sturaro,MF,Hellas Verona,27,5,0,0,17,6,0,5,5,3,0,0,0,16,7,8,46.7,2334478a
Stefano Sturaro,MF,Genoa,27,1,0,0,14,12,2,22,7,5,0,0,0,33,7,12,36.8,2334478a
Bosko Sutalo,DF,Atalanta,20,0,0,0,2,4,0,3,2,5,0,0,0,21,12,8,60.0,1d0bb7e4
Mattias Svanberg,MF,Bologna,21,8,1,1,46,44,0,6,30,17,0,0,0,109,20,16,55.6,92d83c27
Wojciech Szczęsny,GK,Juventus,30,0,0,0,0,1,0,0,3,0,0,0,0,59,7,0,100.0,01b8a2b2
Adrien Tameze,MF,Hellas Verona,26,6,0,0,35,29,2,15,32,25,0,1,0,188,44,48,47.8,8da74c05
Ciprian Tătărușanu,GK,Milan,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,b056e3da
Andrés Tello,DFMF,Benevento,23,3,0,0,6,4,0,10,6,6,0,0,0,35,10,10,50.0,5f951ef1
Hidde ter Avest,DF,Udinese,23,0,0,0,3,2,1,16,2,2,0,0,0,19,1,2,33.3,18f9dbd0
Pietro Terracciano,GK,Fiorentina,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,e1b0a70d
Claudio Terzi,DF,Spezia,36,9,1,1,24,16,2,4,35,21,0,2,0,112,35,35,50.0,5570e6fb
Morten Thorsby,MF,Sampdoria,24,10,0,0,72,24,2,4,25,42,0,2,0,145,153,111,58.0,d1b49282
Jeremy Toljan,DF,Sassuolo,25,2,0,0,24,14,4,30,13,12,0,0,0,83,4,9,30.8,a96e5dc0
Rafael Tolói,DF,Atalanta,29,9,0,0,38,15,1,30,33,23,0,2,0,190,46,28,62.2,c56dc39e
Takehiro Tomiyasu,DF,Bologna,21,4,0,0,31,13,2,23,54,31,0,0,1,155,91,64,58.7,b3af9be1
Fikayo Tomori,DF,Milan,22,0,0,0,14,1,0,1,18,18,0,0,0,99,30,26,53.6,7edfbb8a
Sandro Tonali,MF,Milan,20,1,1,0,18,17,0,26,22,19,0,0,0,99,6,9,40.0,0db169ae
Lorenzo Tonelli,DF,Sampdoria,30,11,0,0,29,26,1,0,25,18,0,1,0,88,42,39,51.9,8cc29864
Ernesto Torregrossa,FW,Sampdoria,28,0,0,0,7,1,3,0,1,1,0,0,0,4,5,8,38.5,bf39bdec
Mattéo Tramoni,MFFW,Cagliari,20,1,0,0,1,1,0,0,1,2,0,0,0,4,0,2,0.0,2e0ae188
Chaka Traorè,FWDF,Parma,15,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,100.0,ee6e2b92
Alessandro Tripaldelli,DF,Cagliari,21,1,0,0,9,4,0,9,3,6,0,0,0,14,7,10,41.2,4571fa88
Alessandro Tuia,DF,Benevento,30,6,0,0,26,10,0,3,36,17,0,2,0,61,29,20,59.2,26c54058
Ľubomír Tupta,FW,Hellas Verona,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,b02af64f
Iyenoma Udogie,DFMF,Hellas Verona,17,1,0,0,5,3,1,1,2,4,0,0,0,13,3,5,37.5,7cd520e8
Samir Ujkani,GK,Torino,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,96640846
Kacper Urbanski,FW,Bologna,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2d9d9e42
Lautaro Valenti,DF,Parma,21,0,0,0,5,7,0,2,11,4,0,0,0,26,7,0,100.0,55db5c36
Borja Valero,MFFW,Fiorentina,35,3,0,0,10,15,1,2,6,9,0,0,0,41,1,5,16.7,0e21fc3c
Denis Vavro,DF,Lazio,24,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0,08990838
Matías Vecino,MF,Inter,28,0,0,0,3,2,0,2,4,1,0,0,0,7,3,4,42.9,44ac04e9
Miguel Veloso,MF,Hellas Verona,34,1,0,0,19,10,0,37,12,17,0,0,0,98,24,22,52.2,ab1ca213
Lorenzo Venuti,DF,Fiorentina,25,3,0,0,10,26,1,56,17,11,0,0,1,77,8,12,40.0,983ff2c7
Daniele Verde,FW,Spezia,24,1,0,0,2,12,2,45,9,4,0,0,0,45,0,0,,d3298c99
Simone Verdi,MFFW,Torino,28,6,0,0,24,24,3,154,8,12,0,0,0,78,4,14,22.2,0375723e
Jordan Veretout,MF,Roma,27,4,0,0,32,11,2,68,14,12,0,1,0,113,12,13,48.0,4a56052c
Edoardo Vergani,FW,Bologna,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2873973b
Valerio Verre,FWMF,Sampdoria,26,3,0,0,25,21,1,20,9,7,0,0,0,67,18,25,41.9,33ecf462
Guglielmo Vicario,GK,Cagliari,23,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,77d6fd4d
Arturo Vidal,MF,Inter,33,3,0,0,28,15,0,8,29,14,0,1,0,95,19,20,48.7,67cdbc0e
Ronaldo Vieira,MF,Hellas Verona,22,1,0,0,6,4,0,0,0,3,,,0,,,,,75e60d75
Luca Vignali,DF,Spezia,24,4,1,0,17,21,1,34,22,9,0,0,0,115,30,15,66.7,c1e8e74e
Emanuel Vignato,FWMF,Bologna,19,4,0,0,13,12,2,61,10,9,0,0,0,83,3,15,16.7,ec5dae45
Gonzalo Villar,MF,Roma,22,7,0,0,51,49,0,7,22,18,0,1,0,124,26,19,57.8,bdc74a8f
Nicolas Viola,MF,Benevento,30,1,0,0,14,23,0,47,9,9,0,0,0,64,6,11,35.3,45392b06
Dušan Vlahović,FW,Fiorentina,20,1,0,0,53,70,26,21,4,4,2,0,0,79,114,144,44.2,79443529
Mërgim Vojvoda,DFFW,Torino,25,4,0,0,11,6,0,64,18,14,0,1,0,78,12,8,60.0,be2706c0
Stefan de Vrij,DF,Inter,28,2,0,0,19,10,0,2,41,16,0,0,0,147,64,40,61.5,d0d8dd44
Giacomo Vrioni,FW,Juventus,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bf4d31d3
Miloš Vulić,MF,Crotone,23,2,0,0,12,32,1,27,8,8,0,0,0,73,15,13,53.6,5944af8f
Walace,MF,Udinese,25,4,0,0,31,26,1,2,34,23,0,0,0,179,13,14,48.1,26db8853
Sebastian Walukiewicz,DF,Cagliari,20,1,0,0,17,4,0,2,36,19,0,0,0,68,16,19,45.7,217875a4
Maya Yoshida,DF,Sampdoria,31,5,0,0,16,20,0,0,57,4,0,0,0,136,46,25,64.8,caffaf5a
Ashley Young,DF,Inter,35,4,0,0,13,15,3,44,6,7,0,1,0,55,3,10,23.1,be927d03
Mattia Zaccagni,MF,Hellas Verona,25,6,0,0,36,109,11,83,27,13,1,0,0,148,47,57,45.2,d85c238b
Vasilios Zagaritis,DF,Parma,19,0,0,0,0,1,1,7,0,0,0,0,0,4,0,0,,b4a3d61a
Miha Zajc,MF,Genoa,26,4,0,0,27,27,3,77,27,14,0,0,0,107,18,26,40.9,83e4643e
Nicola Zalewski,MF,Roma,18,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,45191c29
Niccolò Zanellato,MF,Crotone,22,3,0,0,30,34,0,9,16,14,0,0,0,102,19,21,47.5,741e058f
Cristián Zapata,DF,Genoa,33,2,0,0,6,5,0,0,15,12,0,1,0,45,27,13,67.5,b1deecf8
Duván Zapata,FW,Atalanta,29,0,0,0,29,49,21,48,6,5,1,0,0,69,48,52,48.0,d3de9af0
Gabriele Zappa,DF,Cagliari,20,3,0,0,25,11,1,69,24,17,0,0,0,126,10,24,29.4,ca3db240
Davide Zappacosta,DF,Genoa,28,3,0,0,23,19,8,83,18,16,0,0,0,119,14,11,56.0,7fe90ccd
Simone Zaza,FW,Torino,29,4,0,0,36,31,14,5,3,9,0,0,0,32,44,63,41.1,9592289a
Marvin Zeegelaar,DF,Udinese,29,6,0,0,39,6,4,45,24,18,0,1,0,68,33,28,54.1,8abd0c03
Piotr Zieliński,MF,Napoli,26,2,0,0,12,45,7,65,18,10,0,0,0,108,4,8,33.3,a5296e55
Joshua Zirkzee,FWMF,Parma,19,0,0,0,4,1,0,0,0,2,0,0,0,7,1,9,10.0,028e70b9
Jeroen Zoet,GK,Spezia,29,1,0,0,2,1,0,0,0,0,0,1,0,8,2,0,100.0,cc1a0c57
Filip Đuričić,MFFW,Sassuolo,28,5,0,0,52,39,5,12,9,23,0,0,0,90,13,35,27.1,eccbe56a
