Player,Pos,Squad,Age,Tkl,TklW,Tkl%,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
Kalidou Koulibaly,DF,Napoli,30,39,23,65.8,41,25,16,29,68,90,1,da974c7b
Christos Kourfalidis,MFFW,Cagliari,18,0,0,0.0,1,0,1,0,0,0,0,5c522c88
Viktor Kovalenko,MF,Spezia,25,16,10,42.9,16,3,13,13,29,8,0,9d60028d
Julian Kristoffersen,FW,Salernitana,24,0,0,,0,0,0,0,0,0,0,b804c280
Rade Krunić,MFFW,Milan,27,33,18,48.4,19,2,17,16,49,17,0,817c6964
Dejan Kulusevski,FWMF,Juventus,21,15,12,38.1,14,0,14,5,20,5,0,df3cda47
Marash Kumbulla,DF,Roma,21,21,13,53.3,17,8,9,16,37,26,0,a40819d9
Giorgos Kyriakopoulos,DFFW,Sassuolo,25,30,14,50.0,32,9,23,11,41,52,0,0a483542
Andrea La Mantia,FWMF,Empoli,30,2,0,50.0,3,1,2,1,3,6,0,c375dfa5
Sam Lammers,FWMF,Atalanta,24,1,0,,0,0,0,0,1,0,0,c283ddef
Kevin Lasagna,MFFW,Hellas Verona,28,13,7,26.7,16,0,16,3,16,7,0,09538fdb
Darko Lazović,DF,Hellas Verona,30,36,23,53.8,28,4,24,19,55,49,1,5128bde4
Manuel Lazzari,DF,Lazio,27,28,14,61.5,10,2,8,12,40,16,1,02caf6e0
Patrick Leal,FW,Venezia,18,0,0,0.0,0,0,0,0,0,0,0,d97ec0d1
Rafael Leão,FW,Milan,22,17,7,50.0,12,1,11,12,29,8,0,20730eae
Lucas Leiva,MF,Lazio,34,55,30,28.3,27,10,17,28,83,37,0,4c78b5ed
Luca Lezzerini,GK,Venezia,26,0,0,,1,0,1,0,0,0,0,c9c32262
Ben Lhassine Kone,MF,Torino,21,3,3,50.0,0,0,0,1,4,1,0,7452c7a8
Matthijs de Ligt,DF,Juventus,21,34,19,83.3,31,21,10,26,60,103,0,d6e53a3a
Anderson Lima,MF,Lazio,21,2,0,0.0,1,0,1,2,4,1,0,59be3a74
Karol Linetty,MFFW,Torino,26,14,8,33.3,8,0,8,3,17,2,0,d023d70f
Stanislav Lobotka,MF,Napoli,26,39,24,38.9,9,1,8,12,51,13,1,e1cbb531
Manuel Locatelli,MF,Juventus,23,44,25,44.7,43,21,22,22,66,33,0,a8a874f1
Maxime Lopez,MF,Sassuolo,23,69,36,40.2,33,7,26,42,111,38,1,20094685
Matteo Lovato,DF,Atalanta,21,5,4,0.0,4,2,2,7,12,8,0,5fa57166
Matteo Lovato,DF,Cagliari,21,23,15,40.0,21,10,11,28,51,43,0,5fa57166
Hirving Lozano,FW,Napoli,26,28,20,26.7,24,0,24,9,37,9,0,a69e4806
José Luis Palomino,DF,Atalanta,31,78,40,64.0,43,21,22,100,178,80,2,921f6058
Saša Lukić,MF,Torino,24,51,34,44.2,34,6,28,24,75,41,0,c6e8cf1f
Sebastiano Luperto,DF,Empoli,24,29,17,50.0,32,26,6,45,74,132,0,997fff07
Charalambos Lykogiannis,DFFW,Cagliari,27,19,12,55.0,18,8,10,31,50,73,0,5efc5389
Niki Mäenpää,GK,Venezia,36,0,0,,0,0,0,0,0,8,2,14a96e1c
Giulio Maggiore,MF,Spezia,23,58,32,40.3,30,5,25,29,87,33,0,957e4c87
Francesco Magnanelli,MF,Sassuolo,36,5,4,11.1,3,1,2,1,6,3,0,07767f42
Giangiacomo Magnani,DF,Hellas Verona,25,10,7,50.0,5,3,2,10,20,46,0,cce9f582
Giangiacomo Magnani,DF,Sampdoria,25,4,2,100.0,2,2,0,7,11,12,0,cce9f582
Mike Maignan,GK,Milan,26,2,1,100.0,0,0,0,1,3,4,2,fcb38f57
Ainsley Maitland-Niles,DF,Roma,23,8,6,35.7,7,0,7,6,14,7,0,e3a5814e
Jean-Victor Makengo,MF,Udinese,23,30,21,51.7,26,6,20,19,49,17,0,22bfb57e
Nikola Maksimović,DF,Genoa,29,14,6,77.8,17,11,6,12,26,61,1,16b9d5cf
Kévin Malcuit,DFMF,Napoli,30,4,2,100.0,3,0,3,8,12,6,0,d6a889ea
Daniel Maldini,MF,Milan,19,8,3,33.3,4,0,4,1,9,0,0,801831fe
Youssef Maleh,MF,Fiorentina,22,27,16,48.0,14,1,13,6,33,2,0,4c8845f7
Ruslan Malinovskyi,MFFW,Atalanta,28,18,10,26.3,27,3,24,5,23,1,0,48d5bd33
Rey Manaj,FW,Spezia,24,19,12,23.1,16,0,16,4,23,13,0,7703afb6
Gianluca Mancini,DF,Roma,25,41,25,54.5,38,19,19,39,80,69,0,5aa53281
Leonardo Mancuso,FW,Empoli,29,1,1,0.0,2,0,2,1,2,2,0,311027cb
Rolando Mandragora,MF,Torino,24,21,10,57.1,18,4,14,10,31,13,0,c7259b83
Kostas Manolas,DF,Napoli,30,2,2,66.7,2,1,1,4,6,10,1,c707411f
Riccardo Marchizza,DF,Empoli,23,21,15,68.8,15,6,9,10,31,24,0,91d0fabf
Gian Marco Ferrari,DF,Sassuolo,29,16,11,43.5,37,27,10,43,59,114,2,8650af85
Davide Marfella,GK,Napoli,21,0,0,,0,0,0,0,0,0,0,880fcdbb
Pablo Marí,DF,Udinese,27,16,8,50.0,18,12,6,21,37,72,0,aa54ec6f
Răzvan Marin,MF,Cagliari,25,42,21,44.4,23,5,18,10,52,17,1,7fac99d4
Lautaro Martínez,FW,Inter,23,20,10,54.5,21,1,20,18,38,6,0,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,25,36,25,61.8,22,9,13,19,55,46,0,3ec3c1c9
Adam Marušić,DF,Lazio,28,30,18,40.6,19,8,11,41,71,71,0,d4535821
Andrea Masiello,DF,Genoa,35,5,3,57.1,8,4,4,11,16,20,1,e0314d87
Aleš Matějů,DF,Venezia,25,16,12,44.8,10,6,4,9,25,15,0,deb748c9
Borja Mayoral,FWDF,Roma,24,0,0,,0,0,0,0,0,0,0,64e8ed6d
Pasquale Mazzocchi,DF,Venezia,26,18,8,38.5,11,8,3,21,39,31,1,eb0ec070
Pasquale Mazzocchi,DF,Salernitana,26,28,19,41.2,5,0,5,11,39,31,0,eb0ec070
Ibrahima Mbaye,DF,Bologna,26,1,1,50.0,1,1,0,1,2,6,0,cfbf9881
Weston McKennie,MF,Juventus,22,20,11,30.8,17,8,9,23,43,20,0,01c3aff5
Gary Medel,DF,Bologna,33,39,23,44.4,30,21,9,44,83,112,0,563a68ad
Filippo Melegoni,MFFW,Genoa,22,20,12,50.0,10,1,9,11,31,8,1,6604165d
Arthur Melo,MF,Juventus,24,25,12,54.2,11,2,9,7,32,8,1,48b3dd60
Alex Meret,GK,Napoli,24,0,0,,0,0,0,0,0,3,1,9413b19f
Yıldırım Mert Çetin,MF,Hellas Verona,24,1,0,100.0,0,0,0,0,1,2,0,c730da00
Dries Mertens,FWMF,Napoli,34,16,7,18.8,8,2,6,9,25,2,0,89b2c8a9
Junior Messias,FWMF,Milan,30,34,18,44.1,11,1,10,17,51,17,0,f49c4ae9
Kingsley Michael,MF,Bologna,21,4,1,50.0,2,1,1,1,5,1,1,e63e122d
Valentin Mihaila,MFFW,Atalanta,21,1,1,0.0,2,0,2,0,1,0,0,81a4c239
Mikael,FWMF,Salernitana,22,1,1,,0,0,0,0,1,1,0,33502726
Hilmir Mikaelsson,FW,Venezia,17,2,0,,0,0,0,0,2,0,0,5add9b29
Nikola Milenković,DF,Fiorentina,23,54,32,85.3,30,15,15,39,93,94,0,bee704fc
Sergej Milinković-Savić,MF,Lazio,26,67,44,43.3,50,9,41,34,101,43,1,4e6dbac4
Vanja Milinković-Savić,GK,Torino,24,0,0,0.0,0,0,0,0,0,7,2,9fa26bc2
Aleksei Miranchuk,MFFW,Atalanta,25,11,7,33.3,3,0,3,1,12,7,0,a9aa0d1d
Fabio Miretti,MF,Juventus,17,4,2,22.2,3,1,2,2,6,3,0,34693494
Henrikh Mkhitaryan,MFFW,Roma,32,45,29,32.7,33,2,31,22,67,33,0,dd0daf32
Marco Modolo,DF,Venezia,32,6,3,40.0,6,6,0,4,10,26,0,fdcdb521
Nahuel Molina,DF,Udinese,23,41,24,33.3,24,3,21,22,63,44,2,23610943
Cristian Molinaro,DF,Venezia,38,12,9,71.4,7,2,5,6,18,20,0,1c8c5aed
Lorenzo Montipò,GK,Hellas Verona,25,0,0,,0,0,0,1,1,16,3,c1d95617
Álvaro Morata,FW,Juventus,28,18,9,25.8,26,1,25,5,23,24,0,129af0db
Raúl Moro,FW,Lazio,18,3,3,20.0,2,0,2,0,3,0,0,919dd4b1
Andrei Motoc,DF,Salernitana,19,1,1,,2,2,0,2,3,1,0,b64073a0
Lys Mousset,MFFW,Salernitana,25,1,0,,2,0,2,0,1,0,0,d9cfca3d
Samuel Mráz,FW,Spezia,24,0,0,,1,0,1,0,0,0,0,be6c1ccc
Mert Müldür,DF,Sassuolo,22,52,35,55.1,25,6,19,24,76,44,1,1295552e
Luis Muriel,FWMF,Atalanta,30,15,4,15.8,12,0,12,4,19,5,0,eb2fe5b6
Vedat Muriqi,FW,Lazio,27,1,0,0.0,0,0,0,0,1,2,0,0cadc46d
Nicola Murru,DF,Sampdoria,26,22,17,61.5,17,3,14,7,29,20,1,d183e9d6
Juan Musso,GK,Atalanta,27,1,1,,0,0,0,0,1,17,1,a111cf41
Joakim Mæhle,DFMF,Atalanta,24,21,11,44.4,18,2,16,14,35,13,0,c459a650
Nahitan Nández,MFDF,Cagliari,25,39,21,54.5,16,1,15,9,48,15,1,95facda1
Nani,MFFW,Venezia,34,2,1,0.0,1,0,1,2,4,0,1,15e9c7e6
Matija Nastasić,DF,Fiorentina,28,1,1,100.0,1,1,0,5,6,11,0,f35430a4
Ilija Nestorovski,FW,Udinese,31,0,0,0.0,0,0,0,0,0,4,0,b1236c63
Aurélien Nguiamba,MF,Spezia,22,3,2,66.7,2,1,1,0,3,1,0,de135234
Dimitris Nikolaou,DF,Spezia,22,39,26,64.7,48,24,24,49,88,132,1,cf961d8d
Jean-Pierre Nsame,FW,Venezia,28,1,1,,0,0,0,0,1,1,0,12e6d21a
Bram Nuytinck,DF,Udinese,31,38,24,44.1,42,31,11,22,60,101,0,e33f36d5
Simeon Nwankwo,FW,Salernitana,29,5,5,40.0,8,3,5,3,8,10,0,80dbbd10
M'Bala Nzola,FW,Spezia,24,2,2,16.7,8,0,8,0,2,13,0,a4948e67
Adam Obert,DFMF,Cagliari,18,8,5,83.3,6,4,2,4,12,11,0,aa25ce92
Joel Obi,MFDF,Salernitana,30,23,14,41.7,17,6,11,10,33,7,0,614c38fb
Brian Oddei,FW,Sassuolo,18,0,0,,0,0,0,0,0,0,0,97e8ea97
Álvaro Odriozola,DF,Fiorentina,25,25,15,46.9,17,6,11,8,33,25,2,1d1691ad
Stefano Okaka,FW,Udinese,31,0,0,,2,0,2,0,0,1,0,601ef102
David Okereke,FWMF,Venezia,23,16,10,15.0,19,3,16,10,26,20,0,d125f22f
Christian Oliva,MF,Cagliari,25,2,2,25.0,0,0,0,0,2,0,0,d3b888e3
Sérgio Oliveira,MF,Roma,29,27,14,50.0,13,0,13,10,37,7,0,947e036f
Riccardo Orsolini,FWMF,Bologna,24,22,14,44.8,9,4,5,5,27,14,0,e14ec482
Victor Osimhen,FW,Napoli,22,10,5,33.3,16,3,13,3,13,17,0,8c90fd7a
David Ospina,GK,Napoli,32,0,0,,0,0,0,1,1,11,1,82b1198a
Adam Ounas,MFFW,Napoli,24,6,1,42.9,3,0,3,2,8,3,0,ed90babd
Daniele Padelli,GK,Udinese,35,0,0,,0,0,0,0,0,2,1,cf1c23d8
Simone Pafundi,FW,Udinese,15,0,0,0.0,0,0,0,0,0,0,0,8daee720
Martin Palumbo,FW,Juventus,19,0,0,0.0,0,0,0,0,0,0,0,f8d41a8c
Goran Pandev,FWMF,Genoa,38,2,0,0.0,3,1,2,2,4,0,0,d711d04f
Ivor Pandur,GK,Hellas Verona,21,0,0,,0,0,0,0,0,2,0,457cb02f
Fabiano Parisi,DF,Empoli,20,35,19,41.9,30,10,20,22,57,42,0,0967845b
Mario Pašalić,MFFW,Atalanta,26,27,12,40.0,27,6,21,20,47,14,0,e599253a
Patric,DF,Lazio,28,21,15,45.0,22,11,11,12,33,44,2,f7223718
Rui Patrício,GK,Roma,33,0,0,,1,0,1,0,0,10,3,79b0d6a0
Leonardo Pavoletti,FW,Cagliari,32,10,6,33.3,9,5,4,2,12,12,0,d37b0350
Pedro,FW,Lazio,34,36,23,34.0,18,2,16,6,42,8,0,3ca7254a
João Pedro,FW,Cagliari,29,15,12,22.2,23,5,18,8,23,18,1,81255c03
Gianluca Pegolo,GK,Sassuolo,40,0,0,,0,0,0,0,0,0,1,f058ed1f
Pietro Pellegri,FW,Torino,20,1,1,0.0,0,0,0,0,1,5,0,a44d3a3c
Pietro Pellegri,FW,Milan,20,2,2,0.0,0,0,0,0,2,1,0,a44d3a3c
Lorenzo Pellegrini,MF,Roma,25,35,14,26.7,29,1,28,27,62,20,0,4a5a45c7
Luca Pellegrini,DF,Juventus,22,23,10,63.2,9,1,8,5,28,23,0,3b61c9ec
Federico Peluso,DF,Sassuolo,37,1,1,100.0,0,0,0,0,1,0,0,4f2908e5
Gastón Pereiro,FWMF,Cagliari,26,13,5,27.8,12,1,11,1,14,8,0,7ec7738e
Dor Peretz,MF,Venezia,26,27,18,52.0,8,4,4,8,35,11,0,e2a302a8
Roberto Pereyra,MFFW,Udinese,30,18,12,30.4,26,5,21,12,30,11,0,75f2c59f
Carles Pérez,MFFW,Roma,23,8,3,25.0,10,0,10,2,10,2,0,a8f21b9f
Nehuén Pérez,DF,Udinese,21,44,21,64.0,27,9,18,21,65,47,0,f7c491f1
Mattia Perin,GK,Juventus,28,0,0,,0,0,0,0,0,3,0,4c62d0c8
Ivan Perišić,DF,Inter,32,38,22,56.0,39,7,32,47,85,42,0,6fe90922
Diego Perotti,MFFW,Salernitana,33,11,5,30.8,1,0,1,2,13,6,0,a40d5a0c
Mario Perrone,DF,Salernitana,18,0,0,,0,0,0,0,0,0,0,6cd33e2a
Matteo Pessina,MFFW,Atalanta,24,27,14,42.4,22,3,19,13,40,7,0,780e3631
Andrea Petagna,FW,Napoli,26,3,3,25.0,1,0,1,0,3,5,0,03f946ed
Giuseppe Pezzella,DFMF,Atalanta,23,28,13,44.4,13,5,8,9,37,16,0,149c5f5d
Krzysztof Piątek,FW,Fiorentina,26,5,4,66.7,6,0,6,2,7,8,0,17f3620a
Roberto Piccoli,FW,Genoa,20,1,1,,0,0,0,1,2,1,1,1cadaf34
Roberto Piccoli,FW,Atalanta,20,2,0,0.0,1,0,1,0,2,0,0,1cadaf34
Andrea Pinamonti,FW,Empoli,22,11,6,11.1,24,3,21,7,18,23,0,08aa9cd1
Carlo Pinsoglio,GK,Juventus,31,0,0,,0,0,0,0,0,0,0,f6a06749
Riccardo Pinzi,FW,Udinese,17,0,0,,0,0,0,0,0,0,0,5dafcdce
Marko Pjaca,MF,Torino,26,7,4,37.5,10,2,8,4,11,2,0,2c38b327
Tommaso Pobega,MF,Torino,22,48,30,52.5,32,3,29,25,73,38,0,55a1cac2
Suf Podgoreanu,FW,Spezia,19,2,0,25.0,2,0,2,1,3,3,0,d697a2d0
Matteo Politano,FW,Napoli,27,24,12,27.8,11,2,9,13,37,5,0,5e861944
Manolo Portanova,FWMF,Genoa,21,46,28,41.2,26,2,24,17,63,22,0,c8c0dccd
Dennis Praet,MF,Torino,27,19,10,36.4,12,1,11,3,22,4,0,86695068
Mateusz Praszelik,MF,Hellas Verona,20,0,0,,0,0,0,0,0,0,0,ec6773f5
Ivan Provedel,GK,Spezia,27,0,0,0.0,0,0,0,2,2,10,2,277da414
Erick Pulgar,MF,Fiorentina,27,6,6,44.4,5,1,4,5,11,2,1,4611e028
Ignacio Pussetto,FWMF,Udinese,25,17,9,20.0,18,2,16,4,21,13,0,62437b4f
Niklas Pyyhtiä,MF,Bologna,17,0,0,0.0,0,0,0,0,0,0,0,88f53b75
Fabio Quagliarella,FW,Sampdoria,38,6,2,13.3,14,1,13,3,9,12,0,ee4f2f3b
Adrien Rabiot,MF,Juventus,26,64,43,44.1,34,8,26,20,84,41,1,8794e251
Ivan Radovanović,DFMF,Salernitana,32,11,7,36.8,14,7,7,7,18,29,0,023937a9
Ionuț Radu,GK,Inter,24,0,0,,0,0,0,0,0,0,1,67f649be
Ștefan Radu,DF,Lazio,34,9,6,55.6,7,2,5,5,14,15,0,53de807a
Boris Radunović,GK,Cagliari,25,0,0,,0,0,0,0,0,0,0,0dfce079
Antonio Raimondo,FW,Bologna,17,0,0,0.0,1,0,1,0,0,1,0,ce1a6c7e
Aaron Ramsey,MF,Juventus,30,0,0,,0,0,0,1,1,0,0,ef619b0b
Luca Ranieri,DF,Salernitana,22,38,21,57.6,18,8,10,22,60,67,0,8c63fae5
Andrea Ranocchia,DF,Inter,33,8,4,33.3,4,3,1,4,12,16,0,539230cf
Giacomo Raspadori,MFFW,Sassuolo,21,29,18,28.9,29,3,26,9,38,11,0,6e058f06
Nicola Ravaglia,GK,Sampdoria,32,0,0,,0,0,0,0,0,0,0,d7a35008
Ante Rebić,FW,Milan,27,14,8,35.0,14,0,14,3,17,3,1,536cebe5
Arkadiusz Reca,DF,Spezia,26,31,19,66.7,20,7,13,32,63,47,2,6213fd82
Pepe Reina,GK,Lazio,38,0,0,0.0,0,0,0,0,0,1,1,e358587b
Panagiotis Retsos,DF,Hellas Verona,22,0,0,0.0,0,0,0,2,2,3,0,4bd00a50
Bryan Reynolds,DF,Roma,20,0,0,0.0,0,0,0,0,0,1,0,2306bf5c
Franck Ribéry,MFFW,Salernitana,38,17,10,61.5,12,0,12,3,20,1,0,f61c7c4e
Samuele Ricci,MF,Torino,19,8,4,40.0,7,1,6,14,22,9,0,9823be92
Samuele Ricci,MF,Empoli,19,33,19,58.8,24,5,19,31,64,18,0,9823be92
Tomás Rincón,MF,Torino,33,2,2,0.0,3,1,2,2,4,4,0,f1cfc209
Tomás Rincón,MF,Sampdoria,33,22,13,38.2,15,2,13,18,40,11,0,f1cfc209
Ricardo Rodríguez,DF,Torino,28,36,21,54.5,22,8,14,41,77,48,1,7f78ad23
Marko Rog,MF,Cagliari,26,5,3,12.5,6,1,5,1,6,3,0,b6b2b820
Rogério,DF,Sassuolo,23,21,13,68.2,20,8,12,18,39,42,1,10e7f486
Alessio Romagnoli,DF,Milan,26,24,14,77.8,21,12,9,19,43,45,0,3ead85f9
Simone Romagnoli,DF,Empoli,31,28,12,75.0,34,28,6,9,37,86,0,09899de8
Luka Romero,FW,Lazio,16,2,1,0.0,0,0,0,1,3,0,0,ca6edaa0
Sergio Romero,GK,Venezia,34,2,2,100.0,0,0,0,1,3,10,0,1e26e376
Cristiano Ronaldo,FW,Juventus,36,1,0,100.0,0,0,0,0,1,0,0,dea698d9
Marten de Roon,MFDF,Atalanta,30,69,42,54.8,36,2,34,45,114,41,0,2a1beb34
Francesco Rossi,GK,Atalanta,30,0,0,,0,0,0,0,0,0,0,7b5f516f
Nicolò Rovella,MF,Genoa,19,37,26,37.5,21,1,20,20,57,20,0,e58cbfd5
Amir Rrahmani,DF,Napoli,27,21,11,78.9,36,25,11,19,40,89,0,4b3e1a38
Ruan,DF,Sassuolo,22,7,4,75.0,6,5,1,2,9,24,1,a378a02a
Daniele Rugani,DF,Juventus,27,8,5,57.1,9,4,5,11,19,47,0,14b8fcdf
Matteo Ruggeri,DF,Salernitana,19,8,4,70.0,6,1,5,2,10,25,0,ae9898c5
Mário Rui,DF,Napoli,30,68,43,46.4,31,7,24,40,108,50,0,0b5a292a
Fabián Ruiz Peña,MF,Napoli,25,55,33,43.3,34,1,33,22,77,32,0,c0c7ff58
Alessandro Russo,MF,Salernitana,17,1,0,0.0,0,0,0,0,1,1,0,7152082d
Stefano Sabelli,DF,Genoa,28,6,3,33.3,5,1,4,3,9,12,0,0ccac09c
Abdelhamid Sabiri,MFFW,Sampdoria,24,34,18,28.0,10,2,8,7,41,3,0,4830e0af
Alexis Saelemaekers,FW,Milan,22,43,22,29.4,19,0,19,15,58,8,0,ee251371
Jacopo Sala,MF,Spezia,29,22,11,43.3,6,0,6,14,36,11,0,da5a981b
Eddie Salcedo,MFFW,Spezia,19,1,1,0.0,2,1,1,0,1,7,1,0489bb30
Lazar Samardzic,MFFW,Udinese,19,13,9,26.9,6,0,6,2,15,2,0,217c93a1
Luigi Samele,FW,Sassuolo,19,0,0,,0,0,0,0,0,1,0,548fea2f
Antonio Sanabria,FW,Torino,25,3,2,25.0,11,4,7,2,5,10,0,0a447501
Alexis Sánchez,FW,Inter,32,9,8,18.2,4,0,4,2,11,3,0,2c0f8e9e
Alex Sandro,DF,Juventus,30,27,16,44.0,17,6,11,27,54,40,0,0d82903c
Nicola Sansone,FWMF,Bologna,29,13,7,20.0,1,0,1,4,17,2,0,7eb97a8e
Federico Santander,FWDF,Bologna,30,2,1,100.0,0,0,0,0,2,0,0,df85d472
Samir Santos,DF,Udinese,26,36,16,60.0,21,7,14,42,78,62,0,92b4758e
Riccardo Saponara,FW,Fiorentina,29,10,2,37.5,5,0,5,1,11,3,0,3bb7af3b
Giacomo Satalino,GK,Sassuolo,22,0,0,,0,0,0,0,0,0,0,b1f0b916
Martin Satriano,FWMF,Inter,20,1,0,100.0,0,0,0,0,1,0,0,86383d0e
Giorgio Scalvini,DFMF,Atalanta,17,22,11,47.4,12,1,11,22,44,16,0,1e9aa637
Gianluca Scamacca,FW,Sassuolo,22,19,14,23.8,16,1,15,5,24,22,1,8790f988
Andrea Schiavone,MF,Salernitana,28,14,8,43.5,13,3,10,8,22,12,0,4b55eb4d
David Schnegg,DF,Venezia,22,2,0,33.3,4,0,4,3,5,6,0,1c341b14
Jerdy Schouten,MF,Bologna,24,25,17,40.9,22,5,17,33,58,29,1,2cfae697
Demba Seck,MFFW,Torino,20,2,1,,0,0,0,0,2,0,0,16463a79
Adrian Šemper,GK,Genoa,23,0,0,,0,0,0,0,0,0,0,f02dde20
Stefano Sensi,MFFW,Sampdoria,25,18,9,43.5,2,0,2,6,24,4,0,b70bde8f
Stefano Sensi,MFFW,Inter,25,4,3,50.0,2,0,2,0,4,2,0,b70bde8f
Luigi Sepe,GK,Salernitana,30,0,0,,0,0,0,1,1,3,0,343f753a
Laurens Serpe,DF,Genoa,20,1,0,50.0,0,0,0,0,1,1,0,79d60e74
Stephan El Shaarawy,FWDF,Roma,28,13,8,66.7,10,2,8,11,24,8,0,d3aaad90
Aimar Sher,MF,Spezia,18,2,1,0.0,1,0,1,3,5,1,0,ef301f96
Eldor Shomurodov,FWMF,Roma,26,5,4,10.0,8,0,8,2,7,5,0,57469b2d
Alassane Sidibe,MF,Atalanta,19,1,1,,0,0,0,0,1,0,0,f944979d
Arnór Sigurðsson,FWMF,Venezia,22,1,1,50.0,2,0,2,1,2,0,0,f209b81e
Adrien Silva,MF,Sampdoria,32,24,12,27.3,15,5,10,23,47,23,0,d6f88a1d
Marco Silvestri,GK,Udinese,30,0,0,0.0,0,0,0,1,1,11,1,0d422df7
Giovanni Simeone,FW,Hellas Verona,26,27,15,23.1,37,3,34,6,33,23,0,343c0d52
Giovanni Simeone,FW,Cagliari,26,0,0,,0,0,0,0,0,0,0,343c0d52
Wilfried Singo,DF,Torino,20,55,35,70.6,26,6,20,23,78,47,0,8b609c34
Salvatore Sirigu,GK,Genoa,34,1,1,50.0,0,0,0,0,1,19,2,10dc46f0
Leo Skiri Østigård,DF,Genoa,21,16,9,81.8,17,10,7,8,24,55,1,b35a7399
Łukasz Skorupski,GK,Bologna,30,0,0,0.0,0,0,0,0,0,17,0,ab4449d6
Andreas Skov Olsen,FWDF,Bologna,21,12,10,45.5,9,1,8,3,15,11,0,c50cee19
Milan Škriniar,DF,Inter,26,47,27,57.1,36,25,11,25,72,90,1,30f5ffa9
Chris Smalling,DF,Roma,31,36,23,72.0,32,24,8,26,62,92,1,b6964eb6
Brandon Soppy,DFMF,Udinese,19,20,9,68.8,10,2,8,5,25,9,1,28f66c2e
Roberto Soriano,MF,Bologna,30,57,30,30.4,37,3,34,22,79,32,0,9d4c45d6
Riccardo Sottil,FW,Fiorentina,22,9,4,33.3,3,0,3,1,10,2,0,94816803
Matìas Soulé,FW,Juventus,18,0,0,0.0,0,0,0,0,0,0,0,c13ddd3e
Adama Soumaoro,DF,Bologna,29,15,5,44.4,22,16,6,34,49,95,0,7b075c75
Leonardo Spinazzola,DF,Roma,28,0,0,0.0,4,1,3,0,0,3,0,3626daea
Marco Sportiello,GK,Atalanta,29,0,0,,0,0,0,0,0,2,0,ac4003af
Luca Stanga,DF,Milan,19,1,0,,0,0,0,0,1,0,0,2967bcd0
Riccardo Stivanello,DF,Bologna,17,1,1,100.0,2,2,0,0,1,6,0,90e1d9dc
Petar Stojanović,DF,Empoli,25,96,63,51.8,39,13,26,27,123,65,1,13b44b02
Thomas Strakosha,GK,Lazio,26,0,0,,0,0,0,0,0,7,2,339fe0e8
Stefan Strandberg,DF,Salernitana,31,13,8,72.7,15,13,2,9,22,49,0,6d5e62b0
Dávid Strelec,FWMF,Spezia,20,4,4,22.2,8,1,7,2,6,1,0,2cb9486d
Kevin Strootman,MF,Cagliari,31,8,4,41.7,11,2,9,10,18,15,0,ef2e5e1a
Jens Stryger Larsen,DF,Udinese,30,5,2,66.7,2,0,2,4,9,17,0,f91e81c9
Leo Štulac,MF,Empoli,26,13,6,36.8,6,2,4,8,21,15,0,92948398
Stefano Sturaro,MF,Genoa,28,43,26,45.8,25,1,24,15,58,29,2,2334478a
Isaac Success,FWMF,Udinese,25,5,2,20.0,2,0,2,2,7,6,0,f573a8bf
Vladyslav Supriaha,FW,Sampdoria,21,0,0,0.0,0,0,0,0,0,0,0,73affbb6
Bosko Sutalo,DF,Hellas Verona,21,20,13,50.0,10,5,5,17,37,39,0,1d0bb7e4
Mattias Svanberg,MF,Bologna,22,39,15,29.6,31,9,22,28,67,34,0,92d83c27
Michael Svoboda,DF,Venezia,22,33,17,56.3,27,15,12,10,43,61,5,8abd174d
Wojciech Szczęsny,GK,Juventus,31,1,1,50.0,0,0,0,0,1,8,1,01b8a2b2
Adrien Tameze,MFDF,Hellas Verona,27,52,29,33.9,40,5,35,52,104,41,0,8da74c05
Ciprian Tătărușanu,GK,Milan,35,0,0,0.0,0,0,0,0,0,2,1,b056e3da
Filippo Terracciano,DF,Hellas Verona,18,0,0,,0,0,0,0,0,1,0,5cbb5ad6
Pietro Terracciano,GK,Fiorentina,31,0,0,0.0,0,0,0,2,2,20,1,e1b0a70d
Aleksa Terzić,DF,Fiorentina,21,8,5,57.1,7,0,7,4,12,5,0,3ef0a2d7
Tanner Tessmann,MF,Venezia,19,11,5,35.7,19,9,10,5,16,22,0,ac277993
Arthur Theate,DF,Bologna,21,33,19,45.2,29,16,13,43,76,69,0,df8d6029
Morten Thorsby,MF,Sampdoria,25,46,26,50.0,37,12,25,25,71,39,0,d1b49282
Jeremy Toljan,DF,Sassuolo,26,18,10,65.0,12,5,7,12,30,41,0,a96e5dc0
Rafael Tolói,DF,Atalanta,30,38,15,61.5,23,11,12,26,64,35,0,c56dc39e
Takehiro Tomiyasu,DF,Bologna,22,0,0,,1,0,1,1,1,0,0,b3af9be1
Fikayo Tomori,DF,Milan,23,73,44,69.2,37,23,14,45,118,84,1,7edfbb8a
Sandro Tonali,MF,Milan,21,54,37,51.2,26,8,18,34,88,19,0,0db169ae
Lorenzo Tonelli,DF,Empoli,31,17,9,46.2,14,8,6,19,36,28,2,8cc29864
Ernesto Torregrossa,FW,Sampdoria,29,2,1,50.0,0,0,0,0,2,1,0,bf39bdec
Lucas Torreira,MF,Fiorentina,25,37,29,45.0,18,1,17,26,63,18,0,52611641
