Player,Pos,Squad,Age,90s,Sh,SoT,SoT%,-9999
Dion Lopy,MF,Reims,19,18.2,16,2,12.5,64c14d49
Samuel Loric,DF,Lorient,21,3.0,1,0,0.0,9004f318
Jordan Lotomba,DF,Nice,22,19.8,9,2,22.2,fc4cf6a7
Johaneko Louisjean,DF,Bordeaux,17,0.1,0,0,,9af3613f
Jean Lucas,MF,Monaco,23,16.1,26,9,34.6,a99138af
Castello Lukeba,DF,Lyon,18,23.3,6,3,50.0,5b9512c5
Levi Lumeka,MFFW,Troyes,22,0.7,0,0,,199ff86e
Yannis M'Bemba,DFFW,Nantes,20,0.1,2,1,50.0,080de72a
Deiver Machado,DFMF,Lens,27,5.8,2,0,0.0,b3f8bdef
Yvann Macon,DF,Saint-Étienne,22,17.0,15,4,26.7,0bb6e193
Louis Mafouta,FW,Metz,27,5.8,9,7,77.8,bec3d251
Hugo Magnetti,MF,Brest,23,16.3,17,2,11.8,d4d35152
Yohann Magnin,MFDF,Clermont Foot,24,19.1,19,3,15.8,caa7aaea
Habib Maïga,MF,Metz,25,14.1,11,5,45.5,e768de1f
Josh Maja,FW,Bordeaux,22,0.1,0,0,,bc0bfc64
Abdul Majeed Waris,FWMF,Strasbourg,29,3.6,7,3,42.9,46907171
Lovro Majer,MFFW,Rennes,23,20.4,45,18,40.0,fc46aab1
Béni Makouana,FWMF,Montpellier,18,3.6,7,0,0.0,654f49ca
Hianga Mananga Mbock,MF,Brest,21,8.9,9,0,0.0,0f86995c
Vincent Manceau,DF,Angers,32,26.2,3,0,0.0,c26a3918
Steve Mandanda,GK,Marseille,36,9.0,0,0,,1d2d5cc8
Reinildo Mandava,DF,Lille,27,16.9,6,3,50.0,c20bdcd7
Anthony Mandrea,GK,Angers,24,10.0,0,0,,f7d3a773
Eliaquim Mangala,DF,Saint-Étienne,30,13.1,3,1,33.3,f520049f
Thomas Mangani,MF,Angers,34,24.4,12,3,25.0,c801616a
Ricardo Mangas,DF,Bordeaux,23,26.1,17,5,29.4,eef2d8ce
Myziane Maolida,MF,Nice,22,0.4,1,0,0.0,706a60e1
Sekou Mara,FWMF,Bordeaux,19,10.1,37,16,43.2,3544641e
Marcelo,DF,Bordeaux,34,10.0,3,0,0.0,e3d0b0c4
Marcelo,DF,Lyon,34,2.0,2,0,0.0,e3d0b0c4
Guillermo Maripán,DF,Monaco,27,20.4,7,2,28.6,d9764034
Marquinhos,DF,Paris S-G,27,31.8,21,7,33.3,d5f2f82b
Jonas Martin,MF,Rennes,31,23.4,21,4,19.0,468fdbad
Gelson Martins,MFFW,Monaco,26,21.2,30,11,36.7,3ef0fa48
Pape Matar Sarr,MF,Metz,18,23.7,31,8,25.8,feb5d972
Eliot Matazo,MF,Monaco,19,8.8,4,1,25.0,15944afd
Chrislain Matsima,DF,Monaco,19,1.5,1,0,0.0,cf1ef7ec
Azor Matusiwa,MF,Reims,23,27.4,10,5,50.0,a17a94d6
Stephy Mavididi,FWMF,Montpellier,23,25.5,60,23,38.3,30144daa
Derek Mazou-Sacko,FWDF,Troyes,16,0.0,0,0,,810edef9
Kylian Mbappé,FW,Paris S-G,22,33.6,143,59,41.3,42fd9c7f
Amadou Mbengue,DFMF,Metz,19,6.8,3,0,0.0,14d2670e
Jason Mbock,FW,Angers,21,0.2,0,0,,890bc029
Moustapha Mbow,DF,Reims,21,1.0,0,0,,3f3a2cba
Nathanael Mbuku,FWMF,Reims,19,15.8,33,13,39.4,46750e9c
Facundo Medina,DF,Lens,22,28.8,9,2,22.2,6f5ec8bb
Farid El Melali,FW,Angers,24,0.2,1,0,0.0,d21e361a
Birger Meling,DF,Rennes,26,20.3,3,1,33.3,70c52749
Houboulang Mendes,DF,Lorient,23,35.8,21,5,23.8,1545cf15
Nuno Mendes,DF,Paris S-G,19,18.4,7,1,14.3,f20e4cc9
Pedro Mendes,DF,Montpellier,30,0.2,0,0,,6690ef25
Thiago Mendes,MFDF,Lyon,29,20.7,16,4,25.0,c6e5d20f
Arial Mendy,DFFW,Clermont Foot,26,8.8,10,3,30.0,9f0f4b49
Batista Mendy,MFDF,Angers,21,26.8,14,6,42.9,e472a6f6
Gideon Mensah,DF,Bordeaux,23,13.4,2,0,0.0,9bdd8118
Quentin Merlin,DFMF,Nantes,19,21.4,11,4,36.4,0bfca6a1
Lionel Messi,FWMF,Paris S-G,34,23.9,89,29,32.6,d70ce98e
Mexer,DF,Bordeaux,32,13.6,5,1,20.0,ce492295
Edouard Michut,MF,Paris S-G,18,0.8,0,0,,fe6c1add
Georges Mikautadze,FW,Metz,20,0.0,2,0,0.0,4788cb6b
William Mikelbrencis,DF,Metz,17,6.8,6,1,16.7,14df1d7f
Arkadiusz Milik,FW,Marseille,27,15.7,53,19,35.8,85613cf0
Terem Moffi,FW,Lorient,22,30.1,58,20,34.5,065dc209
Dion Moise Sahi,FWMF,Strasbourg,19,1.4,5,2,40.0,cdc4458b
Florent Mollet,FWMF,Montpellier,29,29.2,55,17,30.9,7e82a78f
Thomas Monconduit,MF,Lorient,30,25.0,36,12,33.3,84d94b91
Jérémy Morel,DF,Lorient,37,6.7,1,0,0.0,e97150c0
Lebo Mothiba,FWMF,Troyes,25,5.8,5,2,40.0,3eaf8817
Lebo Mothiba,FW,Strasbourg,25,0.0,0,0,,3eaf8817
Baptiste Mouazan,MF,Lorient,19,1.1,1,0,0.0,81ac108d
Aimen Moueffek,MF,Saint-Étienne,20,4.8,4,1,25.0,2591b066
Harold Moukoudi,DF,Saint-Étienne,23,18.5,7,0,0.0,5f26e0c5
Jessy Moulin,GK,Troyes,35,7.0,0,0,,28a65a2c
Steve Mounié,FW,Brest,26,25.7,72,23,31.9,19ba6c6d
Samuel Moutoussamy,MF,Nantes,24,16.8,14,6,42.9,af0c835b
Marshall Munetsi,MFDF,Reims,25,20.9,32,13,40.6,2acf0cd7
Junior Mwanga,DF,Bordeaux,18,1.0,0,0,,ee158be5
Kévin N'Doram,MF,Metz,25,13.7,7,1,14.3,e50623a0
Eric N'Jo,DF,Troyes,17,1.1,0,0,,b85e57bb
Vital N'Simba,DF,Clermont Foot,28,31.0,19,5,26.3,249ac66d
Mickael Nade,DF,Saint-Étienne,22,28.5,7,1,14.3,a6b6fa6e
Paul Nardi,GK,Lorient,27,22.0,0,0,,2d70dbe5
Keylor Navas,GK,Paris S-G,34,20.6,0,0,,ecada4fc
Papa Ndiaga Yade,DFFW,Metz,21,7.7,8,0,0.0,87e9c7cd
Tanguy Ndombele,MF,Lyon,24,7.8,5,0,0.0,5cdddffa
Dan Ndoye,FWMF,Nice,20,2.3,3,0,0.0,8e697a8f
Neymar,FWMF,Paris S-G,29,20.6,50,25,50.0,69384e5d
Yvan Neyou,MF,Saint-Étienne,24,10.4,6,2,33.3,0ad37003
Opa Nguette,FWMF,Metz,27,11.6,23,7,30.4,75a63397
Sikou Niakaté,DF,Metz,22,7.3,4,1,25.0,8eef18aa
Ibrahima Niane,FW,Metz,22,17.6,42,9,21.4,46faabfa
M'Baye Niang,FW,Bordeaux,26,8.6,26,11,42.3,2054d037
Cheikh Niasse,FWMF,Lille,21,0.5,0,0,,ff20acfe
Casimir Ninga,FW,Angers,28,4.5,9,2,22.2,91f2da4c
Arnaud Nordin,FWMF,Saint-Étienne,23,20.8,45,20,44.4,7b9a9e25
Alexander Nübel,GK,Monaco,24,38.0,0,0,,afb0c500
Gerzino Nyamsi,DF,Strasbourg,24,33.2,28,6,21.4,6043997c
Florent Ogier,DF,Clermont Foot,32,27.0,7,3,42.9,6993927b
Warmed Omari,DF,Rennes,21,31.1,5,0,0.0,4534a352
Jonas Omlin,GK,Montpellier,27,28.7,0,0,,c631f952
Amadou Onana,MF,Lille,19,15.1,15,6,40.0,828657ff
Jean Onana,MF,Bordeaux,21,20.4,21,4,19.0,b5bb8188
Otávio,MF,Bordeaux,27,12.7,12,3,25.0,243f4a0b
Dango Ouattara,MFFW,Lorient,19,9.0,24,8,33.3,2f9e4435
Remi Oudin,MFFW,Bordeaux,24,19.3,57,16,28.1,ea02beaf
Alexandre Oukidja,GK,Metz,33,20.8,0,0,,ae7d0ecd
Azzedine Ounahi,MF,Angers,21,18.1,26,4,15.4,83299cc0
Ambroise Oyongo,DF,Montpellier,30,7.3,6,3,50.0,e3e05edf
Vincent Pajot,MF,Metz,30,25.7,14,2,14.3,f86ca403
Nicolas Pallois,DF,Nantes,33,27.2,8,2,25.0,779847d6
Erik Palmer-Brown,DF,Troyes,24,19.3,4,0,0.0,e5c1e0ca
Emerson Palmieri,DF,Lyon,26,25.2,16,5,31.3,e0bc6fdc
Lucas Paquetá,MFFW,Lyon,23,30.0,86,33,38.4,9b6f7fd5
Rubén Pardo,MF,Bordeaux,28,0.1,0,0,,2306bfde
Leandro Paredes,MF,Paris S-G,27,9.3,8,2,25.0,dff153a4
Strahinja Pavlović,DF,Monaco,20,5.0,5,1,20.0,25146df0
Dimitri Payet,FWMF,Marseille,34,28.8,61,18,29.5,58ae47b2
Timothee Pembele,DF,Bordeaux,18,15.7,18,4,22.2,f8ce97ca
Brayann Pereira,DFMF,Lens,18,0.2,0,0,,5c42e7ce
Danilo Pereira,MF,Paris S-G,29,22.6,19,8,42.1,8fd9996f
Mathias Pereira Lage,DF,Angers,24,11.6,19,6,31.6,8846a40f
Luan Peres Petroni,DF,Marseille,27,29.8,3,0,0.0,a5549ec1
Lucas Perrin,DF,Strasbourg,22,27.8,9,3,33.3,49070d66
Danijel Petković,GK,Angers,28,15.0,0,0,,b98cea65
Léo Pétrot,DF,Lorient,24,20.2,5,3,60.0,00638016
Romain Philippoteaux,MF,Brest,33,0.3,0,0,,f98b15f0
Jérôme Phojo,DF,Clermont Foot,28,0.1,0,0,,ff44d058
Jérémy Pied,DFFW,Lille,32,0.1,0,0,,a634b9d2
Ronaël Pierre-Gabriel,DF,Brest,23,28.3,5,2,40.0,64ba07c0
Julian Pollersbeck,GK,Lyon,26,4.8,0,0,,d6f6ce93
Gaëtan Poussin,GK,Bordeaux,22,13.0,0,0,,c252c705
Sanjin Prcić,MF,Strasbourg,27,24.3,46,11,23.9,51c30111
Nicolas de Préville,FWMF,Metz,30,21.9,41,10,24.4,b0547a87
Nemanja Radonjić,FW,Marseille,25,0.2,0,0,,0630eb63
Rafinha,FWMF,Paris S-G,28,2.4,5,0,0.0,0c2ac3cb
Predrag Rajković,GK,Reims,25,38.0,0,0,,58ad9383
Adil Rami,DF,Troyes,35,13.0,5,3,60.0,8dbff17c
Sergio Ramos,DF,Paris S-G,35,8.9,12,4,33.3,08511d65
Elba Rashani,FWMF,Clermont Foot,28,19.5,30,12,40.0,25749008
Jeff Reine-Adélaïde,MFDF,Lyon,23,2.2,3,1,33.3,d504b3e1
Tiago Ribeiro,FW,Monaco,19,0.0,0,0,,507d7569
Sergio Rico,GK,Paris S-G,27,0.3,0,0,,5f0241b2
Renaud Ripart,MFFW,Troyes,28,21.0,41,13,31.7,beae3a73
Mihailo Ristić,DF,Montpellier,25,20.0,18,5,27.8,ea0aa7e0
Maxence Rivera,FW,Saint-Étienne,19,0.1,0,0,,46a7b605
Patrick Roberts,MF,Troyes,24,0.2,1,0,0.0,59d93937
Stian Rode Gregersen,DF,Bordeaux,26,21.7,6,1,16.7,5f011e05
Gerson Rodrigues,FWMF,Troyes,26,9.4,23,7,30.4,3814b753
Valentin Rongier,MFDF,Marseille,26,24.4,28,9,32.1,ed45c4a5
Pablo Rosario,MF,Nice,24,30.3,19,3,15.8,1a6b7ea4
Roli Pereira de Sa,MF,Nantes,24,6.4,5,1,20.0,60f58477
Mathys Saban,FWMF,Saint-Étienne,19,0.8,0,0,,7d9f3d69
Falaye Sacko,DF,Saint-Étienne,26,7.4,1,0,0.0,6388e356
Rafiki Said Ahamada,MFFW,Brest,21,1.4,6,2,33.3,c2e5f306
Wesley Saïd,FWMF,Lens,26,7.3,26,10,38.5,90fcf472
Mamadou Sakho,DF,Montpellier,31,28.6,1,0,0.0,87935cf3
Bakary Sako,FWMF,Saint-Étienne,33,1.7,6,0,0.0,381d7d54
William Saliba,DF,Marseille,20,36.0,17,4,23.5,972aeb2a
Romain Salin,GK,Rennes,37,1.0,0,0,,74733221
Yoann Salmier,DF,Troyes,28,29.6,10,1,10.0,c3725db2
Mama Samba Baldé,MFFW,Troyes,25,19.1,47,17,36.2,fb14aa28
Junior Sambia,DFFW,Montpellier,24,17.0,20,6,30.0,24eb7ed6
Renato Sanches,MFFW,Lille,23,18.3,22,4,18.2,032f894e
Philippe Sandler,DF,Troyes,24,0.8,0,0,,60740e70
Baptiste Santamaria,MFDF,Rennes,26,28.0,34,7,20.6,5e22e2a4
Pablo Sarabia,FW,Paris S-G,29,0.2,1,1,100.0,9744ff80
Martin Satriano,FW,Brest,20,10.4,24,10,41.7,86383d0e
Téji Savanier,MF,Montpellier,29,26.8,77,34,44.2,6bde367b
Morgan Schneiderlin,MF,Nice,31,7.2,2,0,0.0,51b41c5c
Alidu Seidu,DF,Clermont Foot,21,15.7,9,1,11.1,cea59f02
Matz Sels,GK,Strasbourg,29,37.0,2,0,0.0,834b5c4c
Xherdan Shaqiri,FWMF,Lyon,29,7.5,13,5,38.5,6421ec64
Mahame Siby,DF,Strasbourg,25,0.2,0,0,,6d075c67
Aboubakar Sidibé,DF,Clermont Foot,25,0.1,0,0,,ae5b93a0
Djibril Sidibé,DF,Monaco,29,10.5,4,1,25.0,4c5b714f
Kaj Sierhuis,FW,Reims,23,0.9,2,0,0.0,9c2b1f11
Caio Henrique Oliveira Silva,DF,Monaco,24,29.6,19,6,31.6,30af8b93
Gabriel Silva,DFMF,Saint-Étienne,30,7.9,1,0,0.0,4914ed4a
Moses Simon,FWMF,Nantes,26,25.9,42,16,38.1,5f3eaaf5
Xavi Simons,MFFW,Paris S-G,18,1.5,2,0,0.0,da4d670f
Issouf Sissokho,MF,Bordeaux,19,4.8,3,2,66.7,792a9d41
Ibrahima Sissoko,MFDF,Strasbourg,23,25.6,26,6,23.1,0f8418aa
Nelson Sissoko,DF,Saint-Étienne,24,0.5,0,0,,12bd0579
Sambou Sissoko,MFDF,Reims,22,2.0,3,0,0.0,e4bb1f08
Islam Slimani,FW,Lyon,33,6.4,12,4,33.3,ffec9769
Florian Sotoca,FWMF,Lens,30,27.6,69,24,34.8,7a42d0df
Sambou Soumano,FWMF,Lorient,20,5.0,18,4,22.2,7cc00776
Arnaud Souquet,DF,Montpellier,29,25.9,18,4,22.2,4e0afc5d
Saidou Sow,DF,Saint-Étienne,19,11.0,3,2,66.7,f6b94e8d
Calvin Stengs,MF,Nice,22,11.9,21,5,23.8,8f7e6783
Kamaldeen Sulemana,MFFW,Rennes,19,11.3,26,8,30.8,a62f8bf1
Abdoulaye Sylla,DF,Nantes,21,1.7,0,0,,2aeb43f1
Waniss Taibi,MFFW,Angers,19,1.5,1,0,0.0,95192fe4
Flavien Tait,MF,Rennes,28,23.6,42,12,28.6,a0f9b535
Florian Tardieu,MF,Troyes,29,29.2,20,5,25.0,ed39121c
Oussama Targhalline,FW,Marseille,19,0.1,0,0,,abd56820
Loum Tchaouna,FWMF,Rennes,17,1.0,2,1,50.0,a3c8b4d3
Warren Tchimbembé,MF,Metz,23,2.3,0,0,,93b8f9f4
Aurélien Tchouaméni,MF,Monaco,21,32.5,55,10,18.2,4f255115
Mathys Tel,FWMF,Rennes,16,0.6,3,1,33.3,829aa60c
Jordan Tell,FW,Clermont Foot,24,3.2,8,3,37.5,4f093689
Martin Terrier,FWMF,Rennes,24,30.9,86,44,51.2,5148dcc5
Tetê,FWMF,Lyon,21,6.5,17,7,41.2,7120a04d
Sada Thioub,FW,Angers,26,0.0,0,0,,f4bc42b1
Sada Thioub,DFMF,Saint-Étienne,26,10.6,5,0,0.0,f4bc42b1
Romain Thomas,DF,Angers,33,28.5,14,4,28.6,275e2c51
Adrien Thomasson,MF,Strasbourg,27,26.5,48,19,39.6,c76b7567
Thuler,DF,Montpellier,22,9.5,1,0,0.0,db23d9fc
Khéphren Thuram-Ulie,MF,Nice,20,21.1,23,7,30.4,7d9397f8
Cheikh Tidiane Sabaly,FWMF,Metz,22,1.7,2,1,50.0,9ddf7fae
Jean-Clair Todibo,DF,Nice,21,34.6,19,6,31.6,88f130ed
Karl Toko Ekambi,FW,Lyon,28,25.5,74,36,48.6,5ceba7fc
Yoann Touzghar,FW,Troyes,34,16.2,28,12,42.9,4e47507a
Amadou Traore,FW,Bordeaux,19,0.2,0,0,,4eb0686f
Boubacar Traoré,MF,Metz,19,19.2,22,5,22.7,999ceb5f
Charles Traore,DF,Nantes,29,8.0,0,0,,de488e56
Hamari Traoré,DF,Rennes,29,32.1,31,9,29.0,a4b1028a
Ismaël Traoré,DF,Angers,34,35.7,25,9,36.0,b666421b
Miguel Trauco,DFMF,Saint-Étienne,28,12.4,11,3,27.3,e4b72e34
Adrien Truffert,DF,Rennes,19,18.2,19,5,26.3,5d0e0a1f
Matthieu Udol,DF,Metz,25,11.2,5,2,40.0,cc41f558
Ike Ugbo,FW,Troyes,22,9.0,15,6,40.0,8a53d24b
Chimuanya Ugochukwu,MF,Rennes,17,4.5,4,1,25.0,1df4a109
Hwang Ui-jo,FW,Bordeaux,28,27.9,55,22,40.0,a2d873dd
Cengiz Ünder,FWMF,Marseille,24,24.4,57,19,33.3,1880614f
Jere Uronen,DF,Brest,27,9.8,4,1,25.0,d75f3980
Vanderson,FWDF,Monaco,20,12.4,14,6,42.9,ee45fd85
Jonathan Varane,MF,Lens,19,0.0,0,0,,4ade359f
Marco Verratti,MF,Paris S-G,28,21.5,7,2,28.6,1467af0d
Kevin Volland,MFFW,Monaco,29,27.1,50,23,46.0,64f69877
Timothy Weah,MFFW,Lille,21,18.0,34,9,26.5,8eec784d
Georginio Wijnaldum,MF,Paris S-G,30,18.4,22,2,9.1,eb58eef0
Christopher Wooh,DF,Lens,19,11.7,8,2,25.0,b003239d
Xeka,MF,Lille,26,18.0,22,5,22.7,f3600c02
Sekou Yansané,FW,Paris S-G,18,0.2,0,0,,bce37ac0
Yusuf Yazıcı,MFFW,Lille,24,5.7,10,6,60.0,f5c8b425
Burak Yılmaz,FW,Lille,36,24.6,68,25,36.8,165a2e40
Leny Yoro,MF,Lille,15,0.1,0,0,,6763f716
Zaydou Youssouf,MF,Saint-Étienne,22,17.3,20,6,30.0,e2f9bb5f
Akim Zedadka,DF,Clermont Foot,26,37.1,31,6,19.4,0ff630d0
Arber Zeneli,FW,Reims,26,4.5,11,3,27.3,095e4199
Mehdi Zerkane,MFDF,Bordeaux,22,0.9,1,0,0.0,53f6306f
Edon Zhegrova,MFFW,Lille,22,5.3,15,7,46.7,34a88e3e
Banhie Zoukrou,DF,Troyes,18,0.9,1,1,100.0,aefa3050
