,,,,Play,Play,Play,Play,Perf,Perf,Perf,Perf,-additional
Manuel Locatelli,MF,Juventus,25-078,23,21,1791,19.9,0,0,6,0,a8a874f1
Luka Lochoshvili,DF,Cremonese,24-302,16,14,1197,13.3,0,1,3,0,c8ad0857
Ademola Lookman,FWMF,Atalanta,25-158,26,19,1536,17.1,12,4,3,0,7c104bb7
Maxime Lopez,MF,Sassuolo,25-113,20,16,1514,16.8,0,0,8,0,20094685
Matteo Lovato,DF,Salernitana,23-041,10,4,433,4.8,0,0,0,0,5fa57166
Sandi Lovrić,MF,Udinese,24-364,26,17,1458,16.2,3,3,4,0,966eea58
Hirving Lozano,FW,Napoli,27-240,25,15,1278,14.2,3,3,3,0,a69e4806
Jhon Lucumí,DF,Bologna,24-274,23,23,2000,22.2,0,1,6,0,80490d7f
José Luis Palomino,DF,Atalanta,33-081,9,6,505,5.6,1,0,1,0,921f6058
Romelu Lukaku,FW,Inter,29-318,15,9,777,8.6,3,1,1,0,5eae500a
Saša Lukić,MF,Torino,26-226,16,13,1195,13.3,2,0,4,0,c6e8cf1f
Sebastiano Luperto,DF,Empoli,26-202,25,25,2164,24.0,1,0,4,2,997fff07
Charalambos Lykogiannis,DF,Bologna,29-156,18,11,1054,11.7,2,0,3,0,5efc5389
Giulio Maggiore,MF,Salernitana,25-015,12,9,724,8.0,0,0,2,0,957e4c87
Giangiacomo Magnani,DF,Hellas Verona,27-174,15,10,806,9.0,0,0,4,1,cce9f582
Mike Maignan,GK,Milan,27-267,11,11,990,11.0,0,0,0,0,fcb38f57
Jordan Majchrzak,FW,Roma,18-170,1,0,14,0.2,0,0,0,0,2e7dafe5
Jean-Victor Makengo,MF,Udinese,24-288,16,11,805,8.9,0,1,2,0,22bfb57e
Lorenzo Malagrida,DFMF,Sampdoria,19-154,3,0,49,0.5,0,0,2,0,2bffcbf2
Daniel Maldini,FWMF,Spezia,21-167,14,2,460,5.1,2,0,0,0,801831fe
Youssef Maleh,MF,Fiorentina,24-217,7,4,297,3.3,0,0,2,0,4c8845f7
Youssef Maleh,MF,Lecce,24-217,10,5,441,4.9,0,0,3,0,4c8845f7
Ruslan Malinovskyi,MFFW,Atalanta,29-327,15,5,553,6.1,1,2,2,0,48d5bd33
Gianluca Mancini,DF,Roma,26-344,26,26,2181,24.2,1,2,5,0,5aa53281
Rolando Mandragora,MF,Fiorentina,25-271,20,15,1353,15.0,2,3,6,0,c7259b83
Federico Marchetti,GK,Spezia,40-048,1,0,66,0.7,0,0,0,1,f794b426
Riccardo Marchizza,DF,Sassuolo,25-001,7,2,181,2.0,0,1,0,0,91d0fabf
Gian Marco Ferrari,DF,Sassuolo,31-040,23,19,1714,19.0,1,0,5,0,8650af85
Pablo Marí,DF,Monza,29-208,20,18,1672,18.6,1,0,3,0,aa54ec6f
Răzvan Marin,MF,Empoli,26-308,25,20,1844,20.5,2,2,6,0,7fac99d4
Marlon,DF,Monza,27-201,19,15,1215,13.5,0,0,5,0,cdf65d12
Luca Marrone,DF,Monza,32-364,2,2,135,1.5,0,0,0,0,ea468ea8
Lautaro Martínez,FW,Inter,25-217,27,24,2130,23.7,14,3,2,0,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,26-321,19,17,1541,17.1,1,1,3,0,3ec3c1c9
Adam Marušić,DF,Lazio,30-161,26,25,2277,25.3,0,2,5,1,d4535821
Adam Masina,DF,Udinese,29-084,7,5,480,5.3,1,0,1,0,de0f152c
Nemanja Matić,MF,Roma,34-238,26,13,1420,15.8,1,1,4,0,eb7822d7
Luís Maximiano,GK,Lazio,24-081,1,1,5,0.1,0,0,0,1,3318286e
Pasquale Mazzocchi,DF,Salernitana,27-243,19,17,1421,15.8,2,2,2,0,eb0ec070
Weston McKennie,MFDF,Juventus,24-211,15,13,1052,11.7,1,1,0,0,01c3aff5
Gary Medel,MFDF,Bologna,35-236,21,16,1324,14.7,0,1,5,0,563a68ad
Soualiho Meïté,MF,Cremonese,29-010,20,17,1387,15.4,0,1,5,0,5cec2c74
Alex Meret,GK,Napoli,26-005,26,26,2340,26.0,0,0,0,0,9413b19f
Yıldırım Mert Çetin,DF,Lecce,26-085,1,1,20,0.2,0,0,0,0,c730da00
Junior Messias,FWDF,Milan,31-318,18,14,1103,12.3,4,2,2,0,f49c4ae9
Tommaso Milanese,MF,Cremonese,20-239,2,0,27,0.3,0,0,0,0,b2561711
Nikola Milenković,DF,Fiorentina,25-166,20,18,1597,17.7,2,1,2,0,bee704fc
Arkadiusz Milik,FW,Juventus,29-027,17,10,986,11.0,6,1,3,1,85613cf0
Sergej Milinković-Savić,MF,Lazio,28-028,25,24,2100,23.3,4,8,7,0,4e6dbac4
Vanja Milinković-Savić,GK,Torino,26-035,27,27,2430,27.0,0,0,3,0,9fa26bc2
Kim Min-jae,DF,Napoli,26-132,26,26,2280,25.3,2,1,4,0,e0f8151c
Aleksei Miranchuk,MF,Torino,27-161,20,18,1512,16.8,4,4,0,0,a9aa0d1d
Fabio Miretti,MFFW,Juventus,19-236,19,10,901,10.0,0,2,1,0,34693494
Henrikh Mkhitaryan,MF,Inter,34-065,24,18,1545,17.2,3,1,3,0,dd0daf32
Salvatore Molina,DF,Monza,31-085,5,1,229,2.5,0,0,1,0,54ab971f
Daniele Montevago,FW,Sampdoria,20-009,6,3,231,2.6,0,0,1,0,ca73910d
Lorenzo Montipò,GK,Hellas Verona,27-035,26,26,2340,26.0,0,0,0,0,c1d95617
Nikola Moro,MF,Bologna,25-015,15,7,692,7.7,0,2,1,0,ff579c7e
Dany Mota,FWMF,Monza,24-329,19,12,1172,13.0,3,0,1,0,efc9e31f
João Moutinho,DFFW,Spezia,25-074,4,0,58,0.6,0,0,0,0,a0aee24e
Mert Müldür,DF,Sassuolo,23-358,1,1,6,0.1,0,0,0,0,1295552e
Luis Muriel,FW,Atalanta,31-345,18,7,775,8.6,1,2,2,2,eb2fe5b6
Jeison Murillo,DF,Sampdoria,30-304,14,10,827,9.2,0,0,3,0,b233e8e4
Nicola Murru,DF,Sampdoria,28-101,14,3,511,5.7,0,0,2,0,d183e9d6
Juan Musso,GK,Atalanta,28-325,21,21,1807,20.1,0,0,1,0,a111cf41
Joakim Mæhle,DFMF,Atalanta,25-311,24,16,1390,15.4,2,1,3,1,c459a650
Herculano Nabian,MF,Empoli,19-061,1,0,1,0.0,0,0,0,0,c39babc1
Michel Ndary Adopo,MFDF,Torino,22-251,8,3,255,2.8,0,0,1,0,599d91d0
Tanguy Ndombele,MF,Napoli,26-089,25,6,628,7.0,1,0,4,0,5cdddffa
Ilija Nestorovski,FWMF,Udinese,33-015,11,0,116,1.3,1,1,2,0,b1236c63
Cyril Ngonge,MFFW,Hellas Verona,22-305,6,5,316,3.5,2,0,1,0,2b8360f1
Hans Nicolussi Caviglia,MF,Salernitana,22-282,7,5,456,5.1,1,0,1,0,b136c945
Dimitris Nikolaou,DF,Spezia,24-226,25,24,2139,23.8,0,0,8,1,cf961d8d
Bram Nuytinck,DF,Udinese,32-327,6,3,385,4.3,0,0,1,0,e33f36d5
Bram Nuytinck,DF,Sampdoria,32-327,12,12,980,10.9,0,1,4,0,e33f36d5
M'Bala Nzola,FW,Spezia,26-221,23,22,1987,22.1,12,2,5,0,a4948e67
Pedro Obiang,MF,Sassuolo,31-000,15,9,706,7.8,0,1,2,0,ba1e04b3
Guillermo Ochoa,GK,Salernitana,37-257,10,10,900,10.0,0,0,0,0,1e9bde92
David Okereke,FWMF,Cremonese,25-210,25,21,1779,19.8,5,0,4,0,d125f22f
Caleb Okoli,DF,Atalanta,21-257,13,9,845,9.4,0,0,3,0,8ec109e6
Mathías Olivera,DF,Napoli,25-147,21,9,931,10.3,1,2,1,0,41c12f75
André Onana,GK,Inter,26-359,17,17,1530,17.0,0,0,1,0,e9c0c1b2
Divock Origi,FWMF,Milan,27-343,19,6,699,7.8,2,1,1,0,43a166b4
Riccardo Orsolini,FW,Bologna,26-062,23,16,1533,17.0,7,3,4,1,e14ec482
Victor Osimhen,FW,Napoli,24-088,23,22,1903,21.1,21,4,4,0,8c90fd7a
Remi Oudin,FW,Lecce,26-129,20,2,479,5.3,0,0,1,0,ea02beaf
Adam Ounas,FW,Napoli,26-136,2,0,15,0.2,0,0,0,0,ed90babd
Simone Pafundi,MF,Udinese,17-041,2,0,11,0.1,0,0,0,0,8daee720
Flavio Paoletti,MF,Sampdoria,20-070,6,0,103,1.1,0,0,0,0,3d6cee81
Leandro Paredes,MF,Juventus,28-271,17,5,597,6.6,0,0,3,1,dff153a4
Fabiano Parisi,DF,Empoli,22-138,24,24,2027,22.5,2,0,6,1,0967845b
Mario Pašalić,MFFW,Atalanta,28-046,22,14,1206,13.4,2,2,2,0,e599253a
Patric,DF,Lazio,29-344,14,12,1075,11.9,0,0,1,0,f7223718
Rui Patrício,GK,Roma,35-040,27,27,2430,27.0,0,0,1,0,79b0d6a0
Pedro,FW,Lazio,35-242,25,13,1451,16.1,3,2,1,0,3ca7254a
Gianluca Pegolo,GK,Sassuolo,42-002,2,2,180,2.0,0,0,0,0,f058ed1f
Pietro Pellegri,FW,Torino,22-010,11,4,369,4.1,1,0,2,0,a44d3a3c
Lorenzo Pellegrini,MF,Roma,26-281,22,22,1840,20.4,2,5,2,0,4a5a45c7
Pepín,MF,Monza,26-225,16,9,861,9.6,0,1,4,0,7afb1573
Roberto Pereyra,DFMF,Udinese,32-079,24,23,1933,21.5,4,6,4,0,75f2c59f
Nehuén Pérez,DF,Udinese,22-276,24,24,2018,22.4,1,0,5,1,f7c491f1
Simone Perilli,GK,Hellas Verona,28-079,1,1,90,1.0,0,0,0,0,b9e11c1d
Mattia Perin,GK,Juventus,30-137,9,8,768,8.5,0,0,0,0,4c62d0c8
Samuele Perisan,GK,Empoli,25-218,3,3,270,3.0,0,0,0,0,00a17eba
Matteo Pessina,MF,Monza,25-340,25,24,2063,22.9,3,2,5,0,780e3631
Andrea Petagna,FW,Monza,27-270,22,15,1258,14.0,2,4,1,0,03f946ed
Giuseppe Pezzella,DF,Lecce,25-118,11,8,737,8.2,0,1,1,0,149c5f5d
Krzysztof Piątek,FW,Salernitana,27-269,23,16,1508,16.8,3,2,4,0,17f3620a
Roberto Piccoli,FW,Hellas Verona,22-059,7,2,192,2.1,0,0,0,0,1cadaf34
Roberto Piccoli,FWMF,Empoli,22-059,5,1,134,1.5,0,0,0,0,1cadaf34
Charles Pickel,MF,Cremonese,25-316,25,23,1873,20.8,1,0,8,0,f71ad8cb
Andrea Pinamonti,FW,Sassuolo,23-312,23,19,1637,18.2,4,0,2,0,08aa9cd1
Lorenzo Pirola,DF,Salernitana,21-035,15,12,1080,12.0,1,0,3,0,caec77da
Marko Pjaca,MFFW,Empoli,27-325,13,5,461,5.1,0,0,0,0,2c38b327
Tommaso Pobega,MF,Milan,23-255,13,6,574,6.4,1,0,2,0,55a1cac2
Paul Pogba,MFDF,Juventus,30-012,2,0,36,0.4,0,0,0,0,867239d3
Matteo Politano,FW,Napoli,29-236,22,12,970,10.8,3,3,1,0,5e861944
Marin Pongračić,DF,Lecce,25-197,9,9,790,8.8,0,0,2,0,2a6cd437
Stefan Posch,DF,Bologna,25-317,20,20,1718,19.1,4,1,1,0,7f609bfc
Ivan Provedel,GK,Lazio,29-010,27,26,2423,26.9,0,0,0,0,277da414
Ignacio Pussetto,MFDF,Sampdoria,27-096,5,1,152,1.7,0,0,1,0,62437b4f
Niklas Pyyhtiä,MF,Bologna,19-183,4,0,66,0.7,0,0,0,0,88f53b75
Fabio Quagliarella,FW,Sampdoria,40-055,17,2,396,4.4,0,0,2,0,ee4f2f3b
Giacomo Quagliata,DF,Cremonese,23-036,13,4,493,5.5,0,0,0,0,1b9c7401
Adrien Rabiot,MF,Juventus,27-358,23,22,1938,21.5,7,3,5,0,8794e251
Nemanja Radonjić,MFFW,Torino,27-040,24,12,1154,12.8,2,2,1,0,0630eb63
Ivan Radovanović,MFDF,Salernitana,34-210,10,7,671,7.5,0,0,1,1,023937a9
Ionuț Radu,GK,Cremonese,25-303,9,9,810,9.0,0,0,0,0,67f649be
Antonio Raimondo,FW,Bologna,19-009,2,0,15,0.2,0,0,0,0,ce1a6c7e
Luca Ranieri,DF,Fiorentina,23-338,4,3,282,3.1,0,0,0,0,8c63fae5
Andrea Ranocchia,DF,Monza,35-039,1,1,47,0.5,0,0,0,0,539230cf
Filippo Ranocchia,MF,Monza,21-317,14,5,530,5.9,1,0,1,0,d9ebed1c
Giacomo Raspadori,FWMF,Napoli,23-037,15,7,580,6.4,1,0,1,0,6e058f06
Giacomo Raspadori,FW,Sassuolo,23-037,1,0,45,0.5,0,0,0,0,6e058f06
Ante Rebić,FWMF,Milan,29-187,17,6,621,6.9,3,2,4,0,536cebe5
Arkadiusz Reca,DF,Spezia,27-283,21,19,1610,17.9,1,1,5,0,6213fd82
Panagiotis Retsos,DF,Hellas Verona,24-230,2,1,122,1.4,0,0,0,0,4bd00a50
Franck Ribéry,MF,Salernitana,39-354,1,0,37,0.4,0,0,0,0,f61c7c4e
Samuele Ricci,MF,Torino,21-218,18,14,1336,14.8,1,1,5,0,9823be92
Tomás Rincón,MF,Sampdoria,35-073,23,19,1649,18.3,0,2,5,1,f1cfc209
Pablo Rodríguez,FWMF,Lecce,21-235,4,0,54,0.6,0,0,0,0,1d4e63b6
Ricardo Rodríguez,DF,Torino,30-214,24,19,1777,19.7,0,0,1,0,7f78ad23
Rogério,DF,Sassuolo,25-073,25,24,2095,23.3,0,2,5,0,10e7f486
Alessio Romagnoli,DF,Lazio,28-074,24,23,2042,22.7,1,0,2,0,3ead85f9
Simone Romagnoli,DF,Lecce,33-046,1,0,26,0.3,0,0,0,0,09899de8
Luka Romero,FW,Lazio,18-129,6,1,151,1.7,1,0,0,0,ca6edaa0
Marten de Roon,MF,Atalanta,31-363,24,23,1974,21.9,1,1,5,0,2a1beb34
Nicolò Rovella,MF,Monza,21-113,14,12,1038,11.5,0,0,3,1,e58cbfd5
Nicolò Rovella,MF,Juventus,21-113,3,0,27,0.3,0,0,1,0,e58cbfd5
Amir Rrahmani,DF,Napoli,29-031,20,19,1727,19.2,2,1,1,0,4b3e1a38
Ruan,DF,Sassuolo,23-293,13,11,929,10.3,0,0,5,1,a378a02a
Daniele Rugani,DF,Juventus,28-241,5,4,355,3.9,0,0,0,0,14b8fcdf
Matteo Ruggeri,DFMF,Atalanta,20-259,14,7,739,8.2,0,1,3,0,ae9898c5
Mário Rui,DF,Napoli,31-304,19,18,1495,16.6,0,6,2,1,0b5a292a
Abdelhamid Sabiri,MF,Sampdoria,26-119,16,12,1006,11.2,2,0,4,0,4830e0af
Alexis Saelemaekers,FWDF,Milan,23-273,19,10,872,9.7,0,2,1,0,ee251371
Jacopo Sala,MF,Spezia,31-112,6,1,112,1.2,0,0,1,0,da5a981b
Lazar Samardzic,MF,Udinese,21-031,26,9,1049,11.7,4,3,0,0,217c93a1
Junior Sambia,DF,Salernitana,26-201,16,5,507,5.6,0,0,3,0,24eb7ed6
Antonio Sanabria,FW,Torino,27-023,22,17,1538,17.1,7,2,4,0,0a447501
Leandro Sanca,FWMF,Spezia,23-082,4,0,32,0.4,0,0,0,0,4295f19c
Alex Sandro,DF,Juventus,32-060,21,17,1455,16.2,0,1,4,1,0d82903c
Nicola Sansone,FW,Bologna,31-198,11,5,431,4.8,1,0,2,0,7eb97a8e
Riccardo Saponara,FW,Fiorentina,31-096,22,10,915,10.2,2,2,3,0,3bb7af3b
Martin Satriano,FW,Empoli,22-035,25,20,1617,18.0,2,1,3,0,86383d0e
Giorgio Scalvini,DF,Atalanta,19-106,21,18,1479,16.4,2,0,6,0,1e9aa637
Jerdy Schouten,MF,Bologna,26-074,23,19,1641,18.2,0,2,3,0,2cfae697
Perr Schuurs,DF,Torino,23-121,21,20,1626,18.1,0,2,4,0,e613313c
Demba Seck,FWMF,Torino,22-045,14,5,388,4.3,0,0,0,0,16463a79
Jacopo Segre,DF,Torino,26-038,1,0,21,0.2,0,0,0,0,3cb132e6
Vivaldo Semedo,FW,Udinese,18-058,1,0,1,0.0,0,0,0,0,b6baba31
Stefano Sensi,MF,Monza,27-234,20,17,1302,14.5,3,0,5,0,b70bde8f
Luigi Sepe,GK,Salernitana,31-323,17,17,1530,17.0,0,0,3,0,343f753a
Leonardo Sernicola,DF,Cremonese,25-240,23,21,1782,19.8,1,1,7,0,dd7febd8
Stephan El Shaarawy,DFMF,Roma,30-151,20,7,926,10.3,3,1,2,0,d3aaad90
Eldor Shomurodov,FW,Spezia,27-271,7,4,356,4.0,0,0,1,0,57469b2d
Eldor Shomurodov,FW,Roma,27-271,6,1,119,1.3,0,0,0,0,57469b2d
Marco Silvestri,GK,Udinese,32-025,27,27,2430,27.0,0,0,0,0,0d422df7
Giovanni Simeone,FW,Napoli,27-265,17,0,227,2.5,3,0,1,0,343c0d52
Wilfried Singo,DF,Torino,22-092,21,15,1390,15.4,2,1,3,0,8b609c34
Salvatore Sirigu,GK,Fiorentina,36-074,1,1,90,1.0,0,0,0,0,10dc46f0
Leo Skiri Østigård,DF,Napoli,23-119,5,2,239,2.7,0,0,1,0,b35a7399
Łukasz Skorupski,GK,Bologna,31-326,27,27,2430,27.0,0,0,3,0,ab4449d6
Milan Škriniar,DF,Inter,28-044,21,20,1769,19.7,0,0,5,1,30f5ffa9
Chris Smalling,DF,Roma,33-125,26,25,2313,25.7,3,1,6,0,b6964eb6
Ola Solbakken,MFFW,Roma,24-201,6,1,111,1.2,1,0,0,0,78f13530
Brandon Soppy,DF,Udinese,21-034,1,1,90,1.0,0,0,1,0,28f66c2e
Brandon Soppy,DF,Atalanta,21-034,11,7,568,6.3,0,3,2,0,28f66c2e
Roberto Soriano,FWMF,Bologna,32-047,25,14,1249,13.9,1,3,1,0,9d4c45d6
Joaquin Sosa,DF,Bologna,21-076,9,6,598,6.6,0,0,2,0,50841bef
Riccardo Sottil,FW,Fiorentina,23-297,9,5,454,5.0,0,2,1,0,94816803
Matìas Soulé,MFDF,Juventus,19-346,11,3,321,3.6,1,0,0,0,c13ddd3e
Adama Soumaoro,DF,Bologna,30-282,17,16,1412,15.7,0,0,5,1,7b075c75
Leonardo Spinazzola,DF,Roma,30-002,18,14,1212,13.5,1,3,1,0,3626daea
Marco Sportiello,GK,Atalanta,30-321,7,6,623,6.9,0,0,0,0,ac4003af
Petar Stojanović,DF,Empoli,27-171,21,15,1377,15.3,0,1,3,0,13b44b02
Gabriel Strefezza,FW,Lecce,25-343,25,22,1759,19.5,7,1,4,0,674cfc5a
Dávid Strelec,FW,Spezia,21-357,7,1,169,1.9,0,0,0,0,2cb9486d
Isaac Success,FW,Udinese,27-079,27,18,1614,17.9,0,6,3,0,f573a8bf
Ibrahim Sulemana,MF,Hellas Verona,19-309,11,3,357,4.0,0,0,3,0,230c3f3a
Wojciech Szczęsny,GK,Juventus,32-343,19,19,1662,18.5,0,0,0,0,01b8a2b2
Benjamin Tahirovic,MF,Roma,20-024,5,1,136,1.5,0,0,1,0,eb3022c3
Adrien Tameze,MF,Hellas Verona,29-051,26,24,2101,23.3,0,0,2,0,8da74c05
Ciprian Tătărușanu,GK,Milan,37-046,16,16,1440,16.0,0,1,0,0,b056e3da
Filippo Terracciano,DFMF,Hellas Verona,20-047,13,4,535,5.9,0,0,1,0,5cbb5ad6
Pietro Terracciano,GK,Fiorentina,33-019,23,23,2070,23.0,0,0,1,0,e1b0a70d
Aleksa Terzić,DF,Fiorentina,23-222,14,4,503,5.6,0,0,0,0,3ef0a2d7
Florian Thauvin,FW,Udinese,30-060,7,1,197,2.2,0,0,0,0,2b9fdeea
Malick Thiaw,DF,Milan,21-231,11,8,684,7.6,0,0,3,0,ff5ea0bf
Kristian Thorstvedt,MF,Sassuolo,24-014,23,12,1001,11.1,2,1,4,0,76ff8d0d
Jeremy Toljan,DF,Sassuolo,28-231,21,20,1859,20.7,0,1,2,0,a96e5dc0
Rafael Tolói,DF,Atalanta,32-168,22,22,1896,21.1,1,1,4,0,c56dc39e
Fikayo Tomori,DF,Milan,25-098,24,23,2012,22.4,1,0,3,0,7edfbb8a
Sandro Tonali,MF,Milan,22-323,24,21,1929,21.4,2,4,7,0,0db169ae
William Troost-Ekong,DF,Salernitana,29-207,3,3,262,2.9,0,0,0,0,7ed4921e
Frank Tsadjout,FWMF,Cremonese,23-242,13,8,588,6.5,2,1,1,0,0588a092
Alessandro Tuia,DF,Lecce,32-292,6,5,419,4.7,0,0,0,0,26c54058
Martin Turk,GK,Sampdoria,19-218,2,2,180,2.0,0,0,0,0,14ae023f
Iyenoma Udogie,DF,Udinese,20-119,23,23,2001,22.2,3,3,4,0,7cd520e8
Samuel Umtiti,DF,Lecce,29-133,15,14,1214,13.5,0,0,5,0,3eed9821
Diego Valencia,MFFW,Salernitana,23-072,12,0,231,2.6,0,0,1,0,71005acd
Emanuele Valeri,DF,Cremonese,24-110,26,23,1985,22.1,2,2,2,0,ec52b661
Mattia Valoti,MF,Monza,29-202,10,2,270,3.0,0,0,1,0,c414df9d
Johan Vásquez,DF,Cremonese,24-156,15,11,1055,11.7,0,0,6,0,5eaed77a
Matías Vecino,MF,Lazio,31-215,24,12,1262,14.0,2,0,5,0,44ac04e9
Miguel Veloso,MF,Hellas Verona,36-320,17,10,905,10.1,0,0,4,0,ab1ca213
Lorenzo Venuti,DF,Fiorentina,27-349,11,6,615,6.8,0,1,0,0,983ff2c7
Daniele Verde,FWMF,Spezia,26-280,16,8,689,7.7,2,0,1,0,d3298c99
Simone Verdi,MF,Hellas Verona,30-258,14,6,608,6.8,2,0,2,0,0375723e
Valerio Verre,MF,Sampdoria,29-075,18,6,677,7.5,0,0,5,0,33ecf462
Guglielmo Vicario,GK,Empoli,26-171,24,24,2160,24.0,0,0,3,0,77d6fd4d
Ronaldo Vieira,MF,Torino,24-251,1,0,15,0.2,0,0,0,0,75e60d75
Ronaldo Vieira,MF,Sampdoria,24-251,16,8,815,9.1,0,0,3,0,75e60d75
Emanuel Vignato,MFFW,Bologna,22-215,8,2,242,2.7,0,1,1,0,ec5dae45
Emanuel Vignato,FWMF,Empoli,22-215,3,0,24,0.3,1,0,0,0,ec5dae45
Samuele Vignato,FWMF,Monza,19-031,3,0,18,0.2,0,0,0,0,a14d0ab0
Tonny Vilhena,MF,Salernitana,28-083,23,19,1580,17.6,3,1,4,0,c7069d87
Gonzalo Villar,MF,Sampdoria,25-004,15,8,696,7.7,0,0,2,0,bdc74a8f
Matías Viña,DF,Roma,25-138,3,1,55,0.6,0,0,0,0,08eb3b58
Dušan Vlahović,FW,Juventus,23-058,18,17,1461,16.2,8,2,0,0,79443529
Nikola Vlašić,MFFW,Torino,25-174,23,21,1928,21.4,4,2,1,0,aa8e289e
Joel Voelkerling Persson,FW,Lecce,20-071,5,0,59,0.7,0,0,0,0,b3ef6517
Mërgim Vojvoda,DF,Torino,28-054,21,12,1180,13.1,0,4,3,0,be2706c0
Cristian Volpato,MF,Roma,19-132,6,2,205,2.3,1,1,0,0,72f87f25
Lukáš Vorlický,MFFW,Atalanta,21-068,3,0,24,0.3,0,0,0,0,f052fb01
Aster Vranckx,MF,Milan,20-174,7,0,76,0.8,0,0,0,0,f86cd5df
Stefan de Vrij,DF,Inter,31-050,16,15,1310,14.6,1,0,2,0,d0d8dd44
Walace,MF,Udinese,27-357,27,27,2349,26.1,0,0,5,0,26db8853
Sebastian Walukiewicz,DF,Empoli,22-356,5,1,161,1.8,0,0,0,0,217875a4
Georginio Wijnaldum,MF,Roma,32-136,7,4,343,3.8,1,0,0,0,eb58eef0
Harry Winks,MF,Sampdoria,27-053,10,9,839,9.3,0,0,0,0,2f7acede
Przemysław Wiśniewski,DF,Spezia,24-243,3,1,97,1.1,0,0,0,0,1bfe5ac9
Gerard Yepes,MF,Sampdoria,20-214,5,2,198,2.2,0,0,2,0,ee9040b4
Mattia Zaccagni,FW,Lazio,27-284,24,23,1892,21.0,9,4,6,0,d85c238b
Denis Zakaria,MF,Juventus,26-127,2,1,123,1.4,0,0,0,0,384d58d9
Nicola Zalewski,DF,Roma,21-063,23,17,1444,16.0,1,1,2,0,45191c29
Andre-Frank Zambo Anguissa,MF,Napoli,27-131,25,25,2100,23.3,2,4,2,0,6bb2c084
Luca Zanimacchia,MFFW,Cremonese,24-251,15,9,746,8.3,0,0,2,0,5e834dce
Nicolò Zaniolo,MFFW,Roma,23-268,13,12,890,9.9,1,0,4,0,9907b1c8
Alessandro Zanoli,DF,Sampdoria,22-175,11,5,611,6.8,1,2,1,0,3b12b11f
Alessandro Zanoli,DF,Napoli,22-175,1,0,12,0.1,0,0,0,0,3b12b11f
Mattia Zanotti,DF,Inter,20-075,1,0,1,0.0,0,0,0,0,875d65d1
Duván Zapata,FW,Atalanta,31-360,17,10,838,9.3,1,1,1,0,d3de9af0
Davide Zappacosta,DFMF,Atalanta,30-289,10,7,554,6.2,1,1,3,0,7fe90ccd
Karim Zedadka,DF,Napoli,22-291,1,0,1,0.0,0,0,0,0,2f45300d
Deyovaisio Zeefuik,DF,Hellas Verona,25-016,1,0,10,0.1,0,0,0,0,58a2e9f6
Marvin Zeegelaar,DF,Udinese,32-227,1,0,2,0.0,0,0,0,0,8abd0c03
Alessio Zerbin,FWMF,Napoli,24-024,6,0,67,0.7,0,0,1,0,d19ef4ef
Piotr Zieliński,MF,Napoli,28-311,27,21,1715,19.1,3,7,2,0,a5296e55
David Zima,DF,Torino,22-139,9,4,406,4.5,0,0,0,0,acf7e795
Joshua Zirkzee,FW,Bologna,21-309,11,4,532,5.9,1,1,1,0,028e70b9
Jeroen Zoet,GK,Spezia,32-080,3,2,154,1.7,0,0,0,0,cc1a0c57
Nadir Zortea,DFMF,Atalanta,23-281,9,1,222,2.5,1,0,1,0,82598b71
Nadir Zortea,DF,Sassuolo,23-281,5,5,450,5.0,0,0,3,0,82598b71
Petar Zovko,GK,Spezia,21-002,1,0,74,0.8,0,0,0,0,54f6afe3
Szymon Żurkowski,MF,Fiorentina,25-183,2,0,32,0.4,0,1,0,0,4e1d5e59
Szymon Żurkowski,MF,Spezia,25-183,4,1,105,1.2,0,0,1,0,4e1d5e59
Milan Đurić,FW,Hellas Verona,32-309,18,8,762,8.5,1,0,3,0,405f6586
Filip Đuričić,MFFW,Sampdoria,31-056,24,21,1630,18.1,3,0,8,0,eccbe56a
