Player,Pos,Squad,Age,SCA,-9999
Danilo Pereira,MF,Paris S-G,29,25,8fd9996f
Mathias Pereira Lage,DF,Angers,24,22,8846a40f
Luan Peres Petroni,DF,Marseille,27,33,a5549ec1
Lucas Perrin,DF,Strasbourg,22,39,49070d66
Danijel Petković,GK,Angers,28,1,b98cea65
Léo Pétrot,DF,Lorient,24,6,00638016
Romain Philippoteaux,MF,Brest,33,0,f98b15f0
Jérôme Phojo,DF,Clermont Foot,28,1,ff44d058
Jérémy Pied,DFFW,Lille,32,1,a634b9d2
Ronaël Pierre-Gabriel,DF,Brest,23,49,64ba07c0
Julian Pollersbeck,GK,Lyon,26,0,d6f6ce93
Gaëtan Poussin,GK,Bordeaux,22,2,c252c705
Sanjin Prcić,MF,Strasbourg,27,64,51c30111
Nicolas de Préville,FWMF,Metz,30,68,b0547a87
Nemanja Radonjić,FW,Marseille,25,2,0630eb63
Rafinha,FWMF,Paris S-G,28,8,0c2ac3cb
Predrag Rajković,GK,Reims,25,8,58ad9383
Adil Rami,DF,Troyes,35,5,8dbff17c
Sergio Ramos,DF,Paris S-G,35,7,08511d65
Elba Rashani,FWMF,Clermont Foot,28,34,25749008
Jeff Reine-Adélaïde,MFDF,Lyon,23,13,d504b3e1
Tiago Ribeiro,FW,Monaco,19,0,507d7569
Sergio Rico,GK,Paris S-G,27,0,5f0241b2
Renaud Ripart,MFFW,Troyes,28,51,beae3a73
Mihailo Ristić,DF,Montpellier,25,45,ea0aa7e0
Maxence Rivera,FW,Saint-Étienne,19,0,46a7b605
Patrick Roberts,MF,Troyes,24,0,59d93937
Stian Rode Gregersen,DF,Bordeaux,26,8,5f011e05
Gerson Rodrigues,FWMF,Troyes,26,21,3814b753
Valentin Rongier,MFDF,Marseille,26,58,ed45c4a5
Pablo Rosario,MF,Nice,24,52,1a6b7ea4
Roli Pereira de Sa,MF,Nantes,24,16,60f58477
Mathys Saban,FWMF,Saint-Étienne,19,0,7d9f3d69
Falaye Sacko,DF,Saint-Étienne,26,9,6388e356
Rafiki Said Ahamada,MFFW,Brest,21,7,c2e5f306
Wesley Saïd,FWMF,Lens,26,28,90fcf472
Mamadou Sakho,DF,Montpellier,31,17,87935cf3
Bakary Sako,FWMF,Saint-Étienne,33,3,381d7d54
William Saliba,DF,Marseille,20,29,972aeb2a
Romain Salin,GK,Rennes,37,0,74733221
Yoann Salmier,DF,Troyes,28,23,c3725db2
Mama Samba Baldé,MFFW,Troyes,25,49,fb14aa28
Junior Sambia,DFFW,Montpellier,24,34,24eb7ed6
Renato Sanches,MFFW,Lille,23,88,032f894e
Philippe Sandler,DF,Troyes,24,0,60740e70
Baptiste Santamaria,MFDF,Rennes,26,44,5e22e2a4
Pablo Sarabia,FW,Paris S-G,29,0,9744ff80
Martin Satriano,FW,Brest,20,6,86383d0e
Téji Savanier,MF,Montpellier,29,127,6bde367b
Morgan Schneiderlin,MF,Nice,31,14,51b41c5c
Alidu Seidu,DF,Clermont Foot,21,17,cea59f02
Matz Sels,GK,Strasbourg,29,4,834b5c4c
Xherdan Shaqiri,FWMF,Lyon,29,24,6421ec64
Mahame Siby,DF,Strasbourg,25,0,6d075c67
Aboubakar Sidibé,DF,Clermont Foot,25,0,ae5b93a0
Djibril Sidibé,DF,Monaco,29,16,4c5b714f
Kaj Sierhuis,FW,Reims,23,3,9c2b1f11
Caio Henrique Oliveira Silva,DF,Monaco,24,91,30af8b93
Gabriel Silva,DFMF,Saint-Étienne,30,5,4914ed4a
Moses Simon,FWMF,Nantes,26,102,5f3eaaf5
Xavi Simons,MFFW,Paris S-G,18,2,da4d670f
Issouf Sissokho,MF,Bordeaux,19,14,792a9d41
Ibrahima Sissoko,MFDF,Strasbourg,23,57,0f8418aa
Nelson Sissoko,DF,Saint-Étienne,24,0,12bd0579
Sambou Sissoko,MFDF,Reims,22,6,e4bb1f08
Islam Slimani,FW,Lyon,33,14,ffec9769
Florian Sotoca,FWMF,Lens,30,80,7a42d0df
Sambou Soumano,FWMF,Lorient,20,10,7cc00776
Arnaud Souquet,DF,Montpellier,29,49,4e0afc5d
Saidou Sow,DF,Saint-Étienne,19,4,f6b94e8d
Calvin Stengs,MF,Nice,22,40,8f7e6783
Kamaldeen Sulemana,MFFW,Rennes,19,46,a62f8bf1
Abdoulaye Sylla,DF,Nantes,21,0,2aeb43f1
Waniss Taibi,MFFW,Angers,19,1,95192fe4
Flavien Tait,MF,Rennes,28,97,a0f9b535
Florian Tardieu,MF,Troyes,29,93,ed39121c
Oussama Targhalline,FW,Marseille,19,0,abd56820
Loum Tchaouna,FWMF,Rennes,17,3,a3c8b4d3
Warren Tchimbembé,MF,Metz,23,4,93b8f9f4
Aurélien Tchouaméni,MF,Monaco,21,71,4f255115
Mathys Tel,FWMF,Rennes,16,2,829aa60c
Jordan Tell,FW,Clermont Foot,24,10,4f093689
Martin Terrier,FWMF,Rennes,24,109,5148dcc5
Tetê,FWMF,Lyon,21,32,7120a04d
Sada Thioub,FW,Angers,26,0,f4bc42b1
Sada Thioub,DFMF,Saint-Étienne,26,25,f4bc42b1
Romain Thomas,DF,Angers,33,16,275e2c51
Adrien Thomasson,MF,Strasbourg,27,89,c76b7567
Thuler,DF,Montpellier,22,1,db23d9fc
Khéphren Thuram-Ulie,MF,Nice,20,52,7d9397f8
Cheikh Tidiane Sabaly,FWMF,Metz,22,6,9ddf7fae
Jean-Clair Todibo,DF,Nice,21,34,88f130ed
Karl Toko Ekambi,FW,Lyon,28,85,5ceba7fc
Yoann Touzghar,FW,Troyes,34,33,4e47507a
Amadou Traore,FW,Bordeaux,19,1,4eb0686f
Boubacar Traoré,MF,Metz,19,44,999ceb5f
Charles Traore,DF,Nantes,29,8,de488e56
Hamari Traoré,DF,Rennes,29,77,a4b1028a
Ismaël Traoré,DF,Angers,34,20,b666421b
Miguel Trauco,DFMF,Saint-Étienne,28,15,e4b72e34
Adrien Truffert,DF,Rennes,19,37,5d0e0a1f
Matthieu Udol,DF,Metz,25,16,cc41f558
Ike Ugbo,FW,Troyes,22,10,8a53d24b
Chimuanya Ugochukwu,MF,Rennes,17,6,1df4a109
Hwang Ui-jo,FW,Bordeaux,28,30,a2d873dd
Cengiz Ünder,FWMF,Marseille,24,83,1880614f
Jere Uronen,DF,Brest,27,5,d75f3980
Vanderson,FWDF,Monaco,20,29,ee45fd85
Jonathan Varane,MF,Lens,19,0,4ade359f
Marco Verratti,MF,Paris S-G,28,75,1467af0d
Kevin Volland,MFFW,Monaco,29,69,64f69877
Timothy Weah,MFFW,Lille,21,53,8eec784d
Georginio Wijnaldum,MF,Paris S-G,30,26,eb58eef0
Christopher Wooh,DF,Lens,19,11,b003239d
Xeka,MF,Lille,26,31,f3600c02
Sekou Yansané,FW,Paris S-G,18,0,bce37ac0
Yusuf Yazıcı,MFFW,Lille,24,19,f5c8b425
Burak Yılmaz,FW,Lille,36,46,165a2e40
Leny Yoro,MF,Lille,15,0,6763f716
Zaydou Youssouf,MF,Saint-Étienne,22,43,e2f9bb5f
Akim Zedadka,DF,Clermont Foot,26,97,0ff630d0
Arber Zeneli,FW,Reims,26,19,095e4199
Mehdi Zerkane,MFDF,Bordeaux,22,5,53f6306f
Edon Zhegrova,MFFW,Lille,22,30,34a88e3e
Banhie Zoukrou,DF,Troyes,18,0,aefa3050
