Player,Pos,Squad,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,-9999
Arthur,FW,Fiorentina,24-336,2,0,0,19,13,1,1,0,2,0,0,0,27,29,36,44.6,a820e429
Santiago Ascacíbar,MF,Cremonese,26-030,1,0,0,11,9,0,5,13,14,0,0,0,62,10,20,33.3,e26fcca3
Kristoffer Askildsen,MF,Lecce,22-077,3,0,0,16,6,1,19,10,3,0,1,0,39,17,16,51.5,a69cc629
Kristjan Asllani,MF,Inter,21-018,2,0,0,5,4,0,8,1,4,0,0,0,24,0,2,0.0,0fdcef0e
Emil Audero,GK,Sampdoria,26-068,1,0,0,0,2,0,0,0,0,0,0,1,41,6,0,100.0,649b01d8
Tommaso Augello,DF,Sampdoria,28-209,1,0,0,12,15,1,99,8,10,0,1,0,116,25,20,55.6,3cd3b384
Kaan Ayhan,DF,Sassuolo,28-137,1,0,0,4,8,0,0,5,4,0,0,0,28,2,7,22.2,2200181e
Jaime Báez,DF,Cremonese,27-336,0,0,0,1,1,1,9,0,2,0,0,0,5,1,0,100.0,dfd24c07
Nedim Bajrami,MFFW,Empoli,24-027,1,0,0,6,6,3,35,7,4,0,0,0,49,2,7,22.2,f42d6c13
Nedim Bajrami,FW,Sassuolo,24-027,0,0,0,4,3,1,13,4,1,0,0,0,21,1,3,25.0,f42d6c13
Tiemoué Bakayoko,MF,Milan,28-222,0,0,0,3,1,0,0,0,3,0,0,0,4,1,1,50.0,59bf127b
Tommaso Baldanzi,MF,Empoli,20-004,1,0,0,11,20,0,14,2,9,0,0,0,43,3,6,33.3,102e2599
Fodé Ballo-Touré,DF,Milan,26-083,0,0,0,3,4,0,11,1,2,0,0,0,19,4,2,66.7,f449640d
Lameck Banda,FWMF,Lecce,22-057,4,0,0,20,28,9,32,3,14,0,0,0,58,5,20,20.0,8a6de8c7
Filippo Bandinelli,MF,Empoli,27-363,6,0,0,38,35,0,71,10,28,0,0,0,99,7,16,30.4,d44360be
Antonín Barák,MF,Hellas Verona,28-114,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,01efac19
Antonín Barák,MF,Fiorentina,28-114,3,0,0,8,12,2,11,3,9,0,1,0,62,15,22,40.5,01efac19
Andrea Barberis,MF,Monza,29-106,0,0,0,0,2,0,4,8,2,0,0,0,14,2,1,66.7,32ebfe1e
Nicolò Barella,MF,Inter,26-048,5,0,0,25,38,7,71,9,18,0,0,0,135,19,10,65.5,6928979a
Enzo Barrenechea,MF,Juventus,21-309,0,0,0,2,1,0,0,2,3,0,0,0,8,1,1,50.0,6caffe81
Musa Barrow,FWMF,Bologna,24-133,2,0,0,12,13,2,71,1,2,0,0,0,52,5,23,17.9,e5bf73f3
Federico Baschirotto,DF,Lecce,26-188,5,0,0,22,10,0,9,30,19,0,0,0,144,61,51,54.5,5a08ee41
Toma Bašić,MF,Lazio,26-122,2,0,0,9,12,0,19,7,3,0,0,0,25,9,6,60.0,80556f08
Alessandro Bastoni,DF,Inter,23-348,2,0,0,16,14,1,36,20,17,0,0,0,88,34,17,66.7,75b86fb3
Simone Bastoni,MFDF,Spezia,26-142,4,0,0,23,11,2,86,7,18,0,0,0,71,11,8,57.9,1ac232b8
Brian Bayeye,DF,Torino,22-270,0,0,0,0,1,0,1,1,0,0,0,0,9,0,1,0.0,78e6bf2c
Rodrigo Becão,DF,Udinese,27-067,10,0,0,28,21,5,13,16,30,0,0,1,119,46,23,66.7,19e4eab9
Julius Beck,MF,Spezia,17-334,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,e892c325
Raoul Bellanova,DFMF,Inter,22-314,0,0,0,0,3,0,16,3,2,0,0,0,7,2,1,66.7,e3756e72
Andrea Belotti,FW,Roma,29-097,0,0,0,16,22,4,3,3,5,0,0,0,20,17,39,30.4,d705ba44
Marco Benassi,DF,Fiorentina,28-200,0,0,0,1,1,0,7,1,3,0,0,0,10,3,2,60.0,0000acda
Marco Benassi,MF,Cremonese,28-200,1,0,0,5,5,0,24,9,9,0,0,0,48,3,9,25.0,0000acda
Ismaël Bennacer,MF,Milan,25-116,5,0,0,33,22,1,58,21,29,0,0,0,159,20,19,51.3,db092d3b
Domenico Berardi,FW,Sassuolo,28-238,5,0,0,20,27,5,46,12,11,1,0,0,61,8,14,36.4,53a0e358
Bartosz Bereszyński,DF,Sampdoria,30-258,1,0,0,13,10,0,31,21,18,0,0,0,68,18,11,62.1,61b3978f
Beto,FW,Udinese,25-055,2,0,0,30,19,8,9,3,9,0,0,0,24,56,57,49.6,ed5c0319
Matteo Bianchetti,DF,Cremonese,30-010,3,0,0,14,7,0,2,16,14,0,1,0,108,50,31,61.7,b3a20f18
Alessandro Bianco,MF,Fiorentina,20-177,0,0,0,3,3,0,1,0,1,0,0,0,5,1,1,50.0,d65cf468
Jaka Bijol,DF,Udinese,24-050,6,0,0,15,4,0,1,22,15,0,1,0,89,59,34,63.4,6fdac234
Cristiano Biraghi,DF,Fiorentina,30-207,0,0,0,22,27,1,236,11,29,0,0,0,105,14,19,42.4,9e1577aa
Samuele Birindelli,DF,Monza,23-251,6,0,0,12,10,2,60,13,13,0,0,0,56,4,7,36.4,204ac005
Kristijan Bistrović,MF,Lecce,24-352,0,0,0,2,4,1,21,0,1,0,0,0,15,2,5,28.6,79370f8c
Alexis Blin,MFDF,Lecce,26-192,4,0,0,27,20,0,21,24,25,0,0,0,90,32,54,37.2,c69ef855
Jeremie Boga,MFFW,Atalanta,26-083,0,0,0,4,13,0,38,1,3,0,0,0,23,4,4,50.0,fe012aca
Emil Bohinen,MF,Salernitana,24-015,0,0,0,8,10,0,1,10,10,0,0,0,45,5,7,41.7,c83c203f
Giacomo Bonaventura,MF,Fiorentina,33-217,4,0,0,20,34,2,38,15,20,1,0,0,120,11,15,42.3,d995ed27
Federico Bonazzoli,FWMF,Salernitana,25-310,1,0,0,17,27,7,4,3,1,0,0,0,35,6,13,31.6,bf57eaab
Warren Bondo,MF,Monza,19-193,1,0,0,2,3,0,0,0,0,0,0,0,4,1,0,100.0,0def2376
Kevin Bonifazi,DF,Bologna,26-312,1,0,0,3,0,1,1,6,4,0,0,0,28,1,10,9.1,fb77bfef
Leonardo Bonucci,DF,Juventus,35-330,1,0,0,10,5,1,0,9,4,0,0,0,41,11,18,37.9,52ec54d0
Erik Botheim,FW,Salernitana,23-076,1,0,0,7,6,0,3,0,3,0,0,0,11,11,13,45.8,3d13d9e4
Mehdi Bourabia,MF,Spezia,31-232,3,0,0,26,16,1,50,26,15,0,0,0,163,16,22,42.1,0d077b88
Edoardo Bove,MF,Roma,20-315,2,0,0,9,8,0,2,2,5,0,0,0,25,2,4,33.3,ae94a6c5
Jayden Braaf,MF,Hellas Verona,20-208,1,0,0,5,1,2,4,2,3,0,0,0,8,0,3,0.0,c609e90e
Domagoj Bradarić,DF,Salernitana,23-107,4,0,0,13,12,3,55,14,11,0,0,0,90,5,15,25.0,8bbe2df5
Josip Brekalo,FW,Fiorentina,24-277,1,0,0,1,1,0,2,0,0,0,0,0,5,0,2,0.0,d4a2533d
Gleison Bremer,DF,Juventus,26-009,5,0,0,23,8,1,0,33,14,0,1,0,132,54,34,61.4,5fd5ed86
Dylan Bronn,DF,Salernitana,27-281,3,1,0,24,8,0,6,18,16,0,1,0,92,29,20,59.2,edd81e2a
Marcelo Brozović,MF,Inter,30-131,5,0,0,16,6,0,23,16,11,0,0,0,78,4,6,40.0,33b8d077
Cristian Buonaiuto,MFFW,Cremonese,30-088,2,0,0,11,12,0,49,9,6,0,0,0,47,4,14,22.2,f3a9fa26
Alessandro Buongiorno,DF,Torino,23-294,8,0,0,45,22,0,6,40,15,0,0,0,111,62,23,72.9,4ae67f27
Juan Cabal,DF,Hellas Verona,22-078,1,0,0,1,2,1,2,3,2,0,0,0,17,7,10,41.2,ef6eef89
Liberato Cacace,DF,Empoli,22-181,1,0,0,6,3,0,18,4,7,0,1,0,26,4,17,19.0,dd86e8e4
Davide Calabria,DF,Milan,26-111,4,0,0,10,10,1,29,18,26,1,1,0,70,5,8,38.5,2146785a
Mattia Caldara,DF,Spezia,28-326,6,0,0,15,10,1,1,15,14,0,1,0,81,32,22,59.3,ac7e640b
Luca Caldirola,DF,Monza,32-054,4,0,0,24,18,0,5,18,8,0,0,0,70,29,25,53.7,226008f1
Hakan Çalhanoğlu,MF,Inter,29-047,2,0,0,35,24,1,131,22,22,0,0,0,162,13,13,50.0,cd0fa27b
Mohamed Camara,MF,Roma,26-027,2,0,0,11,5,0,5,7,9,0,0,0,37,6,4,60.0,13ea2544
Nicolò Cambiaghi,FWMF,Empoli,22-089,1,0,0,10,25,1,17,4,11,0,0,0,29,3,9,25.0,91ff775f
Andrea Cambiaso,DF,Bologna,23-035,2,0,0,19,26,4,46,21,24,0,0,0,118,3,15,16.7,247ed022
Matteo Cancellieri,FW,Lazio,21-043,3,0,0,12,9,5,7,1,4,1,0,0,13,4,2,66.7,b6a1cdf9
Antonio Candreva,DFMF,Salernitana,36-027,3,1,1,4,25,6,161,15,3,0,1,0,103,1,3,25.0,356c9002
Gianluca Caprari,MFFW,Monza,29-240,4,0,0,31,40,9,57,7,6,0,0,0,77,4,15,21.1,54e53b7e
Francesco Caputo,FW,Sampdoria,35-233,0,0,0,5,24,11,3,1,1,0,0,0,18,6,21,22.2,5bd72174
Francesco Caputo,FW,Empoli,35-233,1,0,0,10,18,12,4,1,2,0,0,0,24,8,12,40.0,5bd72174
Andrea Carboni,DF,Monza,22-051,0,0,0,1,1,0,5,3,2,0,0,0,8,0,3,0.0,f7e2af2c
Franco Carboni,DF,Monza,19-357,0,0,0,0,0,0,9,1,1,0,0,0,6,1,0,100.0,b033f803
Valentin Carboni,MFDF,Inter,18-022,0,0,0,0,3,0,1,0,1,0,0,0,6,0,4,0.0,707b98f1
Carlos,DF,Monza,24-079,2,0,0,33,14,4,41,14,19,0,0,0,108,37,21,63.8,8d3cd59d
Marco Carnesecchi,GK,Cremonese,22-269,1,0,0,0,2,0,0,0,0,0,0,0,19,2,1,66.7,8ec56e62
Nicolò Casale,DF,Lazio,25-041,5,0,0,16,5,0,0,12,16,0,0,0,111,35,22,61.4,3f5f38fb
Tommaso Cassandro,DF,Lecce,23-077,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,6c4307ee
Michele Castagnetti,MF,Cremonese,33-090,2,0,0,10,8,0,28,9,12,0,0,0,61,6,7,46.2,ad92526f
Gaetano Castrovilli,MF,Fiorentina,26-038,1,0,0,5,2,0,1,1,4,0,0,0,12,1,2,33.3,0728bebe
Danilo Cataldi,MF,Lazio,28-233,4,0,0,11,18,0,44,20,12,0,0,0,136,1,5,16.7,ba3d3bea
Pietro Ceccaroni,DF,Lecce,27-096,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,,4d1efb48
Federico Ceccherini,DF,Hellas Verona,30-320,7,1,0,26,14,0,4,10,14,0,0,0,74,21,12,63.6,d9624b51
Assan Ceesay,FW,Lecce,29-010,1,0,0,21,19,14,9,2,16,0,0,0,33,41,38,51.9,07f8bcc8
Emil Ceide,FW,Sassuolo,21-205,0,0,0,3,5,0,4,1,1,1,0,0,12,1,3,25.0,98a84572
Zeki Çelik,DF,Roma,26-038,5,0,0,17,5,1,24,13,16,0,0,0,66,9,7,56.3,31a62dc7
Federico Chiesa,DFMF,Juventus,25-153,1,0,0,5,7,1,19,0,5,0,0,0,20,0,2,0.0,b0f7e36c
Vlad Chiricheș,DF,Cremonese,33-133,2,0,0,13,4,0,0,16,15,0,0,1,53,12,17,41.4,c316607a
Daniel Ciofani,FW,Cremonese,37-239,0,0,0,4,9,3,2,0,3,0,0,0,18,25,47,34.7,b09a3ecc
Tio Cipot,FWDF,Spezia,19-341,0,0,0,1,2,0,1,0,4,0,0,0,2,0,1,0.0,039a4fb6
Patrick Ciurria,DFMF,Monza,28-046,2,0,0,19,26,6,65,3,14,0,0,0,85,7,10,41.2,5de3866c
Omar Colley,DF,Sampdoria,30-154,5,0,0,15,18,1,0,22,10,0,0,0,73,27,30,47.4,8b95acda
Lorenzo Colombo,FW,Lecce,21-019,4,0,0,31,11,7,9,2,4,0,0,0,35,29,91,24.2,04df29a5
Andrea Colpani,MF,Monza,23-320,1,0,0,13,14,0,17,3,5,0,0,0,38,4,9,30.8,6499048c
Andrea Consigli,GK,Sassuolo,36-059,0,0,0,0,2,0,0,0,0,0,0,0,24,7,0,100.0,8cabdc1e
Andrea Conti,DF,Sampdoria,29-025,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,8fef5412
Diego Coppola,DF,Hellas Verona,19-089,5,0,0,10,0,0,3,12,14,0,1,0,64,39,33,54.2,22ae86f9
Joaquín Correa,FW,Inter,28-226,1,0,0,6,10,1,1,0,4,0,0,0,16,4,9,30.8,45b9b619
Alessandro Cortinovis,MF,Hellas Verona,22-061,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,bfc359ed
Lassana Coulibaly,MF,Salernitana,26-351,8,0,0,35,31,1,9,14,31,0,0,0,158,23,28,45.1,85a44ecc
Alessio Cragno,GK,Monza,28-272,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,f554e29b
Bryan Cristante,MF,Roma,28-024,6,1,0,37,15,2,8,9,45,0,0,0,159,55,28,66.3,16657b95
Domen Črnigoj,MF,Salernitana,27-129,1,0,0,6,2,0,0,9,3,0,0,0,21,5,7,41.7,22cd43d2
Juan Cuadrado,DFFW,Juventus,34-305,3,1,0,18,25,0,58,15,23,1,0,0,65,7,7,50.0,0ab1f153
Mickaël Cuisance,MF,Sampdoria,23-223,1,0,0,7,4,1,8,4,6,0,0,0,29,2,7,22.2,5722eced
Marco D'Alessandro,DFFW,Monza,32-038,2,0,0,6,9,1,13,1,4,0,0,0,19,2,2,50.0,060606ec
Danilo D'Ambrosio,DF,Inter,34-199,2,1,0,9,4,0,6,6,7,1,0,0,16,4,4,50.0,44eb9093
Luca D'Andrea,FW,Sassuolo,18-202,0,0,0,4,9,1,7,1,0,0,0,0,13,2,3,40.0,f778fe3f
Flavius Daniliuc,DF,Salernitana,21-334,6,0,0,22,3,0,0,18,19,0,0,0,92,28,17,62.2,7ef972c3
Danilo,DF,Juventus,31-255,4,0,0,27,14,0,17,35,39,0,0,0,131,36,27,57.1,94b2001f
Matteo Darmian,DF,Inter,33-115,3,0,0,16,17,3,26,15,23,0,0,0,83,7,13,35.0,96e0490d
Paweł Dawidowicz,DF,Hellas Verona,27-311,5,1,0,32,9,0,9,14,23,0,0,0,88,31,19,62.0,16bb656a
Charles De Ketelaere,MF,Milan,22-017,2,0,0,15,9,1,8,3,9,0,0,0,43,14,24,36.8,2ef7c612
Manuel De Luca,FWMF,Sampdoria,24-253,0,0,0,3,2,0,0,0,0,0,0,0,1,0,3,0.0,60e3603d
Mattia De Sciglio,DF,Juventus,30-158,0,0,0,4,10,0,23,4,6,0,0,0,37,10,9,52.6,ae4e2852
Lorenzo De Silvestri,DF,Bologna,34-308,1,0,0,4,5,2,6,2,2,0,0,1,28,9,8,52.9,e74f0e59
Koni De Winter,DF,Empoli,20-288,3,0,0,12,2,0,0,6,8,0,0,0,47,14,8,63.6,f4797849
Grégoire Defrel,FW,Sassuolo,31-283,2,0,0,10,8,3,1,1,6,0,0,0,21,1,17,5.6,854ee61a
Duccio Degli Innocenti,MF,Empoli,19-333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0e0d6c53
Merih Demiral,DF,Atalanta,25-022,5,0,0,13,12,1,2,22,25,0,0,0,112,49,29,62.8,e3cceee6
Diego Demme,MF,Napoli,31-126,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,dc3fa3b5
Fabio Depaoli,DF,Hellas Verona,25-337,3,0,0,24,22,2,44,10,17,0,0,0,87,19,30,38.8,d97f2e8d
Fabio Depaoli,DFMF,Sampdoria,25-337,1,0,0,1,7,0,8,1,3,0,0,0,6,0,2,0.0,d97f2e8d
Kastriot Dermaku,DF,Lecce,31-071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2990c466
Cyriel Dessers,FW,Cremonese,28-109,3,0,0,30,13,21,8,3,3,0,0,0,25,10,39,20.4,dcb38abe
Sergiño Dest,DF,Milan,22-144,0,0,0,6,4,0,4,4,6,0,1,0,29,3,1,75.0,5976f83e
Mattia Destro,FW,Empoli,32-007,2,0,0,9,3,7,1,1,1,0,1,0,6,6,16,27.3,d7d32194
Gerard Deulofeu,FW,Udinese,29-014,1,0,0,8,11,8,59,2,5,0,0,0,44,1,4,20.0,39583cfd
Samuel Di Carmine,FWMF,Cremonese,34-179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,ef94dc2f
Federico Di Francesco,FWMF,Lecce,28-286,4,0,0,33,18,8,31,6,13,1,0,0,55,6,11,35.3,1fca9171
Michele Di Gregorio,GK,Monza,25-243,0,0,0,0,0,0,0,3,0,0,0,0,22,4,1,80.0,4e0c8d66
Giovanni Di Lorenzo,DF,Napoli,29-235,2,0,0,23,25,4,64,22,21,0,0,0,130,32,25,56.1,230a2fac
Ángel Di María,FWMF,Juventus,35-041,0,1,0,4,11,4,61,4,3,0,0,0,36,1,1,50.0,19cda00b
Boulaye Dia,FW,Salernitana,26-131,3,0,0,20,29,9,6,4,4,0,0,0,69,13,37,26.0,244bc2c8
Brahim Díaz,MF,Milan,23-236,2,0,0,21,31,2,14,5,9,0,0,0,75,2,13,13.3,407feb71
Federico Dimarco,DF,Inter,25-137,0,0,0,10,25,4,173,14,19,0,1,0,99,4,9,30.8,970b8574
Koffi Djidji,DF,Torino,30-117,2,0,0,20,3,1,13,27,19,0,2,0,99,33,39,45.8,933d3b51
Berat Djimsiti,DF,Atalanta,30-036,2,0,0,6,4,0,0,19,12,0,0,0,64,25,17,59.5,6eee05f1
Dodô,DF,Fiorentina,24-130,5,1,1,24,26,0,40,18,16,0,1,0,130,15,8,65.2,b5f7d10b
Josh Doig,DF,Hellas Verona,20-313,1,0,0,14,7,2,44,9,7,0,0,0,85,13,21,38.2,2f69d881
Nicolás Domínguez,MF,Bologna,24-272,7,0,0,35,22,1,12,12,35,0,1,0,123,21,19,52.5,20b3a502
Giulio Donati,DF,Monza,33-050,3,1,1,4,5,0,9,4,1,0,0,0,15,2,3,40.0,22051fbe
Bartłomiej Drągowski,GK,Spezia,25-220,1,0,0,0,5,0,0,0,0,0,0,0,33,6,1,85.7,085e71a7
Ondrej Duda,MF,Hellas Verona,28-112,3,0,0,8,17,0,7,8,11,0,0,0,65,8,8,50.0,79ca3e23
Denzel Dumfries,DF,Inter,26-343,4,0,0,23,32,2,58,10,8,2,1,1,60,30,26,53.6,481c9ece
Alfred Duncan,MF,Fiorentina,30-017,2,0,0,14,4,0,12,4,7,0,0,0,42,8,3,72.7,528492ea
Paulo Dybala,MFFW,Roma,29-132,3,0,0,10,43,5,66,7,3,2,0,0,64,4,14,22.2,e0921a4f
Edin Džeko,FW,Inter,37-010,3,0,0,23,23,9,19,3,2,0,0,0,58,38,35,52.1,3bb7f478
Festy Ebosele,DFFW,Udinese,20-237,3,0,0,5,3,0,10,1,7,0,0,0,14,3,2,60.0,dbfa4f16
Enzo Ebosse,DF,Udinese,24-016,3,0,0,9,4,1,15,11,9,0,0,0,48,15,14,51.7,9ba7b4fa
Tyronne Ebuehi,DF,Empoli,27-101,0,0,0,6,11,1,17,6,8,0,0,0,51,6,21,22.2,6af30900
Éderson,MF,Atalanta,23-263,3,0,0,21,28,0,12,22,27,0,1,0,122,13,16,44.8,a9202def
Kingsley Ehizibue,DF,Udinese,27-306,5,0,0,24,13,1,29,5,22,0,0,0,54,13,10,56.5,76b2817e
Albin Ekdal,MF,Spezia,33-242,4,1,1,16,15,0,1,16,17,0,0,0,73,14,9,60.9,f503ea63
Emmanuel Ekong,FWMF,Empoli,20-275,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.0,c20892ee
Mikael Ellertsson,MFDF,Spezia,21-016,3,0,0,6,3,0,3,2,2,0,0,0,7,2,2,50.0,c55967eb
Elif Elmas,FWMF,Napoli,23-184,3,0,0,15,9,3,15,10,7,0,0,0,47,1,11,8.3,cf007308
Martin Erlic,DF,Sassuolo,25-062,2,0,0,16,10,0,0,25,10,0,0,0,87,30,29,50.8,0fee6bda
Gonzalo Escalante,MF,Cremonese,30-000,0,1,0,6,5,0,1,10,8,0,0,0,39,9,9,50.0,3f79a1c8
Salvatore Esposito,MF,Spezia,22-171,3,1,1,4,7,0,7,3,3,0,0,0,19,3,0,100.0,5cf5c9ad
Nicolò Fagioli,MF,Juventus,22-043,2,0,0,19,17,1,18,7,10,1,0,0,67,0,5,0.0,366be751
Wladimiro Falcone,GK,Lecce,27-349,1,0,0,1,2,0,0,2,0,0,1,0,28,10,0,100.0,9f5a610b
Davide Faraoni,DF,Hellas Verona,31-153,4,0,0,8,1,1,24,9,12,0,0,0,51,7,13,35.0,aae9d04a
Federico Fazio,DF,Salernitana,36-010,2,1,0,11,6,0,4,28,12,0,3,0,73,36,13,73.5,4e358a2d
Jacopo Fazzini,MF,Empoli,20-011,3,0,0,13,6,0,3,5,9,0,0,0,25,6,16,27.3,06b08c45
Lewis Ferguson,MF,Bologna,23-215,4,0,0,36,30,4,8,16,17,0,0,0,76,17,25,40.5,ee64a822
Alex Ferrari,DF,Sampdoria,28-269,3,0,0,12,7,0,4,19,5,0,1,0,62,21,15,58.3,d0dbca9f
Alex Ferrari,DF,Cremonese,28-269,3,0,0,7,5,0,2,17,18,0,0,0,55,10,4,71.4,d0dbca9f
Salvador Ferrer,DF,Spezia,25-065,0,0,0,1,3,0,1,1,1,0,1,0,4,3,3,50.0,eb76987d
Alessandro Florenzi,DF,Milan,32-016,0,0,0,1,0,0,8,1,2,0,0,0,5,0,0,,e288d4b3
Davide Frattesi,MF,Sassuolo,23-156,3,0,0,31,42,0,14,9,26,0,0,0,119,18,19,48.6,2a7d27c1
Matteo Gabbia,DF,Milan,23-157,2,0,0,8,1,0,2,5,10,0,0,0,37,15,4,78.9,c235e803
Manolo Gabbiadini,FWMF,Sampdoria,31-121,5,0,0,26,49,10,22,2,5,1,0,0,46,33,51,39.3,8f866fe8
Gianluca Gaetano,MF,Napoli,22-326,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,,3b387cc7
Roberto Gagliardini,MF,Inter,28-354,1,0,0,7,8,0,6,1,5,0,0,0,22,12,6,66.7,ce30bfc8
Adolfo Gaich,FW,Hellas Verona,24-029,0,0,0,8,8,2,0,1,3,0,0,0,10,16,34,32.0,8dfed6e9
Pablo Galdames Millán,MFDF,Cremonese,26-087,0,0,0,3,0,0,9,3,6,0,0,0,12,1,2,33.3,dd403465
Antonino Gallo,DF,Lecce,23-081,4,1,1,11,12,2,66,11,28,0,0,1,139,20,17,54.1,c74d63ac
Federico Gatti,DF,Juventus,24-276,3,0,0,8,8,0,1,12,5,0,0,0,48,14,13,51.9,18dd3219
Valentin Gendrey,DF,Lecce,22-279,3,0,0,17,22,1,49,34,43,1,1,0,143,36,37,49.3,822ed0ec
Paolo Ghiglione,DF,Cremonese,26-053,2,0,0,10,5,2,33,3,7,0,1,0,32,2,5,28.6,71dc23da
Mario Gila,DF,Lazio,22-210,0,0,0,1,1,0,0,3,1,0,0,0,6,0,3,0.0,9c435456
Gvidas Gineitis,MF,Torino,18-346,1,0,0,3,0,0,0,0,0,0,0,0,5,0,1,0.0,548bd0de
Olivier Giroud,FW,Milan,36-178,7,1,1,30,17,13,2,2,5,0,0,0,34,79,48,62.2,16ceb862
Pierluigi Gollini,GK,Fiorentina,28-009,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,f0f7f62f
Pierluigi Gollini,GK,Napoli,28-009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,f0f7f62f
Joan Gonzàlez,MF,Lecce,21-054,6,0,0,31,41,1,21,14,21,0,0,1,114,28,48,36.8,f025eade
Nicolás González,FWMF,Fiorentina,24-355,3,0,0,11,33,3,24,2,4,0,0,0,44,41,24,63.1,2374aaca
Robin Gosens,DFFW,Inter,28-265,1,0,0,10,1,1,29,14,14,0,0,0,36,14,6,70.0,2d970560
Alberto Grassi,MF,Empoli,28-020,2,0,0,12,6,0,0,17,15,0,0,0,40,12,7,63.2,6cc97b6a
Andrew Gravillon,DF,Torino,25-047,1,0,0,4,1,0,2,8,1,0,0,0,5,1,2,33.3,49136c42
Koray Günter,DF,Hellas Verona,28-223,3,0,0,17,10,0,3,30,6,0,0,0,81,22,21,51.2,f1f1f238
