Player,Pos,Squad,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,-9999
Amir Rrahmani,DF,Napoli,29-031,1,0,0,11,9,1,1,12,15,0,0,0,104,48,31,60.8,4b3e1a38
Ruan,DF,Sassuolo,23-293,5,1,0,12,9,0,0,13,19,0,1,0,56,34,23,59.6,a378a02a
Daniele Rugani,DF,Juventus,28-241,0,0,0,4,0,1,0,4,0,0,0,0,8,7,4,63.6,14b8fcdf
Matteo Ruggeri,DFMF,Atalanta,20-259,3,0,0,9,4,0,35,10,12,0,0,0,49,11,6,64.7,ae9898c5
Mário Rui,DF,Napoli,31-304,2,1,0,16,27,0,92,15,19,0,0,0,133,12,23,34.3,0b5a292a
Abdelhamid Sabiri,MF,Sampdoria,26-119,4,0,0,27,35,0,52,2,7,0,0,0,49,29,28,50.9,4830e0af
Alexis Saelemaekers,FWDF,Milan,23-273,1,0,0,19,16,1,32,8,17,0,1,0,33,7,3,70.0,ee251371
Jacopo Sala,MF,Spezia,31-112,1,0,0,3,3,0,4,1,0,0,0,0,5,1,0,100.0,da5a981b
Lazar Samardzic,MF,Udinese,21-031,0,0,0,16,7,0,65,9,11,0,0,0,80,6,17,26.1,217c93a1
Junior Sambia,DF,Salernitana,26-201,3,0,0,8,12,0,22,4,4,0,0,0,29,10,9,52.6,24eb7ed6
Antonio Sanabria,FW,Torino,27-023,4,0,0,25,19,10,0,3,4,0,0,0,44,44,78,36.1,0a447501
Leandro Sanca,FWMF,Spezia,23-082,0,0,0,0,0,0,2,0,1,0,0,0,5,0,2,0.0,4295f19c
Alex Sandro,DF,Juventus,32-060,4,1,0,21,21,1,14,13,13,1,0,0,111,33,18,64.7,0d82903c
Nicola Sansone,FW,Bologna,31-198,2,0,0,8,10,4,9,0,3,2,0,0,14,0,8,0.0,7eb97a8e
Riccardo Saponara,FW,Fiorentina,31-096,3,0,0,10,19,4,20,4,5,0,0,0,49,6,5,54.5,3bb7af3b
Martin Satriano,FW,Empoli,22-035,3,0,0,15,26,5,21,3,8,0,0,0,50,40,50,44.4,86383d0e
Giorgio Scalvini,DF,Atalanta,19-106,6,0,0,39,4,5,6,31,20,0,0,0,117,27,15,64.3,1e9aa637
Jerdy Schouten,MF,Bologna,26-074,3,0,0,16,18,1,2,32,24,0,0,1,147,15,16,48.4,2cfae697
Perr Schuurs,DF,Torino,23-121,4,0,0,27,3,1,1,19,16,0,0,0,119,42,39,51.9,e613313c
Demba Seck,FWMF,Torino,22-045,0,0,0,4,14,6,5,1,2,0,0,0,18,3,9,25.0,16463a79
Jacopo Segre,DF,Torino,26-038,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,3cb132e6
Vivaldo Semedo,FW,Udinese,18-058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,b6baba31
Stefano Sensi,MF,Monza,27-234,5,0,0,14,42,2,42,15,25,1,0,0,100,7,8,46.7,b70bde8f
Luigi Sepe,GK,Salernitana,31-323,3,0,0,1,2,0,0,0,0,0,1,0,27,4,0,100.0,343f753a
Leonardo Sernicola,DF,Cremonese,25-240,7,0,0,33,36,3,98,27,23,0,1,0,103,21,18,53.8,dd7febd8
Stephan El Shaarawy,DFMF,Roma,30-151,2,0,0,14,8,6,14,13,7,0,0,0,58,9,10,47.4,d3aaad90
Eldor Shomurodov,FW,Spezia,27-271,1,0,0,6,4,2,0,1,1,0,0,0,17,10,16,38.5,57469b2d
Eldor Shomurodov,FW,Roma,27-271,0,0,0,1,2,2,0,1,0,0,0,0,2,2,2,50.0,57469b2d
Marco Silvestri,GK,Udinese,32-025,0,0,0,0,3,0,0,1,1,0,0,0,29,6,0,100.0,0d422df7
Giovanni Simeone,FW,Napoli,27-265,1,0,0,5,6,1,2,1,3,0,0,0,8,4,14,22.2,343c0d52
Wilfried Singo,DF,Torino,22-092,3,0,0,28,28,0,32,8,14,0,0,0,80,36,16,69.2,8b609c34
Salvatore Sirigu,GK,Fiorentina,36-074,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,10dc46f0
Leo Skiri Østigård,DF,Napoli,23-119,1,0,0,2,4,0,0,4,1,0,0,0,7,19,2,90.5,b35a7399
Łukasz Skorupski,GK,Bologna,31-326,3,0,0,0,6,0,0,0,1,0,0,0,38,4,0,100.0,ab4449d6
Milan Škriniar,DF,Inter,28-044,5,1,1,35,14,1,5,13,18,0,0,1,112,17,18,48.6,30f5ffa9
Chris Smalling,DF,Roma,33-125,6,0,0,17,13,1,0,37,12,0,0,0,112,54,20,73.0,b6964eb6
Ola Solbakken,MFFW,Roma,24-201,0,0,0,1,5,0,3,1,0,0,0,0,7,3,5,37.5,78f13530
Brandon Soppy,DF,Udinese,21-034,1,0,0,2,2,0,1,1,1,0,1,0,6,1,0,100.0,28f66c2e
Brandon Soppy,DF,Atalanta,21-034,2,0,0,14,18,2,14,2,4,1,0,0,44,2,2,50.0,28f66c2e
Roberto Soriano,FWMF,Bologna,32-047,1,0,0,17,31,2,11,5,14,0,0,0,70,11,15,42.3,9d4c45d6
Joaquin Sosa,DF,Bologna,21-076,2,0,0,14,6,0,1,5,2,0,2,0,38,13,10,56.5,50841bef
Riccardo Sottil,FW,Fiorentina,23-297,1,0,0,3,14,3,21,0,0,0,0,0,22,2,2,50.0,94816803
Matìas Soulé,MFDF,Juventus,19-346,0,0,0,3,5,0,6,3,3,0,0,0,23,2,12,14.3,c13ddd3e
Adama Soumaoro,DF,Bologna,30-282,5,1,1,17,8,0,0,15,11,0,0,0,69,25,11,69.4,7b075c75
Leonardo Spinazzola,DF,Roma,30-002,1,0,0,10,10,0,38,5,6,0,0,0,78,8,7,53.3,3626daea
Marco Sportiello,GK,Atalanta,30-321,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,100.0,ac4003af
Petar Stojanović,DF,Empoli,27-171,3,0,0,11,14,0,30,11,20,0,0,0,80,2,6,25.0,13b44b02
Gabriel Strefezza,FW,Lecce,25-343,4,0,0,36,55,0,98,12,19,0,1,0,99,13,30,30.2,674cfc5a
Dávid Strelec,FW,Spezia,21-357,0,0,0,4,1,2,0,0,2,0,0,0,1,5,6,45.5,2cb9486d
Isaac Success,FW,Udinese,27-079,3,0,0,30,70,10,13,4,4,0,0,0,47,33,44,42.9,f573a8bf
Ibrahim Sulemana,MF,Hellas Verona,19-309,3,0,0,7,3,1,2,7,7,0,0,0,31,6,8,42.9,230c3f3a
Wojciech Szczęsny,GK,Juventus,32-343,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,100.0,01b8a2b2
Benjamin Tahirovic,MF,Roma,20-024,1,0,0,1,0,0,3,2,2,0,0,0,9,2,1,66.7,eb3022c3
Adrien Tameze,MF,Hellas Verona,29-051,2,0,0,22,25,1,10,26,17,0,0,0,146,22,23,48.9,8da74c05
Ciprian Tătărușanu,GK,Milan,37-046,0,0,0,0,3,0,0,1,0,0,0,0,23,1,1,50.0,b056e3da
Filippo Terracciano,DFMF,Hellas Verona,20-047,1,0,0,5,12,0,16,6,7,0,0,0,27,14,15,48.3,5cbb5ad6
Pietro Terracciano,GK,Fiorentina,33-019,1,0,0,1,0,0,0,1,1,0,1,0,40,6,0,100.0,e1b0a70d
Aleksa Terzić,DF,Fiorentina,23-222,0,0,0,0,9,2,48,4,6,0,0,0,28,6,8,42.9,3ef0a2d7
Florian Thauvin,FW,Udinese,30-060,0,0,0,3,4,0,23,1,0,0,0,0,6,2,3,40.0,2b9fdeea
Malick Thiaw,DF,Milan,21-231,3,0,0,4,2,0,1,5,15,0,0,0,40,30,12,71.4,ff5ea0bf
Kristian Thorstvedt,MF,Sassuolo,24-014,4,0,0,16,21,0,7,12,7,0,0,0,52,24,18,57.1,76ff8d0d
Jeremy Toljan,DF,Sassuolo,28-231,2,0,0,6,10,0,16,13,20,0,1,0,103,6,14,30.0,a96e5dc0
Rafael Tolói,DF,Atalanta,32-168,4,0,0,19,14,3,20,46,27,0,0,0,162,26,21,55.3,c56dc39e
Fikayo Tomori,DF,Milan,25-098,3,0,0,23,21,1,4,24,28,0,1,0,139,45,26,63.4,7edfbb8a
Sandro Tonali,MF,Milan,22-323,7,0,0,24,24,3,74,21,27,0,0,0,136,10,14,41.7,0db169ae
William Troost-Ekong,DF,Salernitana,29-207,0,0,0,2,0,0,1,3,3,0,0,0,10,8,4,66.7,7ed4921e
Frank Tsadjout,FWMF,Cremonese,23-242,1,0,0,13,11,2,3,6,4,0,0,0,22,42,42,50.0,0588a092
Alessandro Tuia,DF,Lecce,32-292,0,0,0,5,2,0,1,13,5,0,0,0,27,4,10,28.6,26c54058
Martin Turk,GK,Sampdoria,19-218,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,14ae023f
Iyenoma Udogie,DF,Udinese,20-119,4,0,0,29,39,4,19,24,36,0,1,0,138,10,12,45.5,7cd520e8
Samuel Umtiti,DF,Lecce,29-133,5,0,0,19,20,0,2,17,22,0,0,0,95,26,20,56.5,3eed9821
Diego Valencia,MFFW,Salernitana,23-072,1,0,0,8,6,0,5,1,5,0,0,0,10,2,4,33.3,71005acd
Emanuele Valeri,DF,Cremonese,24-110,2,0,0,18,27,2,109,13,18,0,0,0,138,10,19,34.5,ec52b661
Mattia Valoti,MF,Monza,29-202,1,0,0,11,7,1,1,2,6,0,0,0,13,9,8,52.9,c414df9d
Johan Vásquez,DF,Cremonese,24-156,6,0,0,17,14,0,3,23,13,0,0,0,78,18,30,37.5,5eaed77a
Matías Vecino,MF,Lazio,31-215,5,0,0,21,9,2,1,13,22,0,0,0,81,25,17,59.5,44ac04e9
Miguel Veloso,MF,Hellas Verona,36-320,4,0,0,13,7,0,51,4,6,0,0,1,94,12,12,50.0,ab1ca213
Lorenzo Venuti,DF,Fiorentina,27-349,0,0,0,4,8,0,24,4,6,0,0,0,36,9,4,69.2,983ff2c7
Daniele Verde,FWMF,Spezia,26-280,1,0,0,2,12,1,43,7,2,0,0,0,36,0,1,0.0,d3298c99
Simone Verdi,MF,Hellas Verona,30-258,2,0,0,10,11,1,47,0,7,0,0,0,44,3,6,33.3,0375723e
Valerio Verre,MF,Sampdoria,29-075,5,0,0,14,13,2,33,9,7,0,0,0,61,12,12,50.0,33ecf462
Guglielmo Vicario,GK,Empoli,26-171,3,0,0,0,6,0,0,0,0,0,0,0,23,6,2,75.0,77d6fd4d
Ronaldo Vieira,MF,Torino,24-251,0,0,0,0,0,0,1,0,0,,,0,,,,,75e60d75
Ronaldo Vieira,MF,Sampdoria,24-251,3,0,0,21,9,0,1,13,10,,,0,,,,,75e60d75
Emanuel Vignato,MFFW,Bologna,22-215,1,0,0,3,1,0,2,3,4,0,0,0,10,2,2,50.0,ec5dae45
Emanuel Vignato,FWMF,Empoli,22-215,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0,ec5dae45
Samuele Vignato,FWMF,Monza,19-031,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,a14d0ab0
Tonny Vilhena,MF,Salernitana,28-083,4,0,0,20,24,1,39,10,17,0,1,0,89,6,25,19.4,c7069d87
Gonzalo Villar,MF,Sampdoria,25-004,2,0,0,17,18,0,7,4,7,0,1,0,55,9,5,64.3,bdc74a8f
Matías Viña,DF,Roma,25-138,0,0,0,4,1,0,2,2,1,0,0,0,5,1,0,100.0,08eb3b58
Dušan Vlahović,FW,Juventus,23-058,0,0,0,16,17,16,5,3,4,1,0,0,42,26,34,43.3,79443529
Nikola Vlašić,MFFW,Torino,25-174,1,0,0,22,24,12,32,4,16,0,0,0,91,19,39,32.8,aa8e289e
Joel Voelkerling Persson,FW,Lecce,20-071,0,0,0,1,1,0,1,0,1,0,0,0,3,5,6,45.5,b3ef6517
Mërgim Vojvoda,DF,Torino,28-054,3,0,0,15,6,1,30,8,10,0,0,0,75,7,14,33.3,be2706c0
Cristian Volpato,MF,Roma,19-132,0,0,0,6,6,0,9,2,2,0,0,0,18,1,0,100.0,72f87f25
Lukáš Vorlický,MFFW,Atalanta,21-068,0,0,0,0,0,0,1,1,0,0,0,0,5,2,2,50.0,f052fb01
Aster Vranckx,MF,Milan,20-174,0,0,0,2,2,0,3,0,2,0,0,0,3,3,2,60.0,f86cd5df
Stefan de Vrij,DF,Inter,31-050,2,0,0,10,7,0,0,30,11,0,1,0,68,50,22,69.4,d0d8dd44
Walace,MF,Udinese,27-357,5,0,0,29,27,0,18,38,33,0,1,0,229,18,20,47.4,26db8853
Sebastian Walukiewicz,DF,Empoli,22-356,0,0,0,0,0,0,0,1,1,0,0,0,5,1,2,33.3,217875a4
Georginio Wijnaldum,MF,Roma,32-136,0,0,0,3,5,1,0,0,0,0,0,0,15,8,1,88.9,eb58eef0
Harry Winks,MF,Sampdoria,27-053,0,0,0,9,5,1,33,10,9,0,0,0,68,3,7,30.0,2f7acede
Przemysław Wiśniewski,DF,Spezia,24-243,0,0,0,1,0,0,0,1,0,0,0,0,3,6,0,100.0,1bfe5ac9
Gerard Yepes,MF,Sampdoria,20-214,2,0,0,7,4,0,0,4,3,0,0,0,13,5,2,71.4,ee9040b4
Mattia Zaccagni,FW,Lazio,27-284,6,0,0,38,75,3,41,17,18,0,1,0,86,9,19,32.1,d85c238b
Denis Zakaria,MF,Juventus,26-127,0,0,0,0,0,0,3,2,3,0,0,0,5,0,0,,384d58d9
Nicola Zalewski,DF,Roma,21-063,2,0,0,14,31,1,48,19,16,0,0,0,92,3,9,25.0,45191c29
Andre-Frank Zambo Anguissa,MF,Napoli,27-131,2,0,0,29,30,2,13,27,26,1,0,0,157,33,19,63.5,6bb2c084
Luca Zanimacchia,MFFW,Cremonese,24-251,2,0,0,9,10,2,46,9,13,1,0,0,48,3,10,23.1,5e834dce
Nicolò Zaniolo,MFFW,Roma,23-268,4,0,0,22,32,4,20,2,5,0,0,0,39,5,8,38.5,9907b1c8
Alessandro Zanoli,DF,Sampdoria,22-175,1,0,0,1,2,0,20,5,2,0,0,0,31,3,13,18.8,3b12b11f
Alessandro Zanoli,DF,Napoli,22-175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,3b12b11f
Mattia Zanotti,DF,Inter,20-075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,875d65d1
Duván Zapata,FW,Atalanta,31-360,1,0,0,9,25,5,17,1,1,1,0,0,22,30,27,52.6,d3de9af0
Davide Zappacosta,DFMF,Atalanta,30-289,3,0,0,9,5,1,25,5,8,0,0,0,33,0,3,0.0,7fe90ccd
Karim Zedadka,DF,Napoli,22-291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2f45300d
Deyovaisio Zeefuik,DF,Hellas Verona,25-016,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,58a2e9f6
Marvin Zeegelaar,DF,Udinese,32-227,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,8abd0c03
Alessio Zerbin,FWMF,Napoli,24-024,1,0,0,5,3,1,0,0,3,0,0,0,5,0,0,,d19ef4ef
Piotr Zieliński,MF,Napoli,28-311,2,0,0,13,29,2,78,14,8,0,0,0,72,4,10,28.6,a5296e55
David Zima,DF,Torino,22-139,0,0,0,4,2,0,0,9,5,0,0,0,24,15,9,62.5,acf7e795
Joshua Zirkzee,FW,Bologna,21-309,1,0,0,4,4,1,0,4,1,0,0,0,10,9,18,33.3,028e70b9
Jeroen Zoet,GK,Spezia,32-080,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,cc1a0c57
Nadir Zortea,DFMF,Atalanta,23-281,1,0,0,4,0,0,10,0,5,0,0,0,14,5,1,83.3,82598b71
Nadir Zortea,DF,Sassuolo,23-281,3,0,0,8,5,0,20,3,7,0,0,0,26,3,6,33.3,82598b71
Petar Zovko,GK,Spezia,21-002,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,54f6afe3
Szymon Żurkowski,MF,Fiorentina,25-183,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,50.0,4e1d5e59
Szymon Żurkowski,MF,Spezia,25-183,1,0,0,3,1,0,2,2,3,0,0,0,6,0,1,0.0,4e1d5e59
Milan Đurić,FW,Hellas Verona,32-309,3,0,0,16,16,4,0,0,1,0,0,0,19,119,30,79.9,405f6586
Filip Đuričić,MFFW,Sampdoria,31-056,8,0,0,27,39,0,31,6,17,0,0,0,89,9,15,37.5,eccbe56a
