Player,Pos,Squad,Age,Tkl,TklW,Tkl%,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
Jonathan Iglesias,MF,Clermont Foot,32,18,11,55.6,8,2,6,5,23,2,1,639ca1cf
Juan Ignacio Ramírez,FW,Saint-Étienne,24,2,1,,0,0,0,0,2,0,0,ad513a6b
Danylo Ihnatenko,MF,Bordeaux,24,17,9,41.7,9,2,7,6,23,17,1,65bbfba3
Jonathan Ikone,MFFW,Lille,23,11,3,36.4,13,1,12,5,16,4,0,42eaa028
Bonke Innocent,MF,Lorient,25,27,16,42.3,11,3,8,16,43,14,0,546bb36e
Wilson Isidor,FWMF,Monaco,20,0,0,0.0,1,0,1,0,0,0,0,a671316d
Ismail Jakobs,DFFW,Monaco,21,32,16,45.7,16,1,15,17,49,31,0,a0415710
Marin Jakoliš,FW,Angers,24,2,1,0.0,0,0,0,1,3,0,0,96f4ebc0
Abdel Jalil Medioub,DF,Bordeaux,23,9,5,75.0,8,4,4,12,21,34,0,4937a9f7
Corentin Jean,FWMF,Lens,26,9,6,50.0,5,0,5,1,10,0,0,7d9b37bf
Jemerson,DF,Metz,28,37,25,69.2,23,8,15,25,62,33,1,7cab69b5
Moritz Jenz,DF,Lorient,22,26,12,45.8,19,11,8,28,54,55,0,ee644761
Lenny Joseph,FWMF,Metz,20,2,1,,3,0,3,0,2,0,0,d1828392
Issa Kaboré,DF,Troyes,20,45,22,52.6,27,2,25,20,65,38,1,c066d1a5
Tino Kadewere,FW,Lyon,25,7,5,30.8,7,0,7,4,11,1,1,7d08063d
Gaël Kakuta,MFFW,Lens,30,22,14,20.0,10,0,10,4,26,3,0,5b1bf5e3
Arnaud Kalimuendo,FW,Paris S-G,19,0,0,,0,0,0,0,0,0,0,bf4c41f9
Arnaud Kalimuendo,FW,Lens,19,9,8,28.6,6,1,5,8,17,0,0,bf4c41f9
Samuel Kalu,FWMF,Bordeaux,23,8,5,40.0,2,0,2,3,11,1,0,b8d22478
Boubacar Kamara,MFDF,Marseille,21,68,38,55.3,29,10,19,46,114,44,1,cc77354e
Hassane Kamara,MFDF,Nice,27,13,10,62.5,10,2,8,9,22,4,0,19a12bed
Jean-Armel Kana-Biyik,DF,Metz,32,10,6,44.4,11,4,7,16,26,22,1,76a4233b
Nordine Kandil,MFFW,Strasbourg,19,2,1,100.0,1,1,0,0,2,0,0,c5908bc4
Eiji Kawashima,GK,Strasbourg,38,0,0,,0,0,0,0,0,0,0,a4527d33
Ilan Kebbal,MFFW,Reims,23,31,15,27.3,16,0,16,13,44,3,0,37d04e90
Thilo Kehrer,DF,Paris S-G,24,21,14,42.9,19,11,8,24,45,29,0,51dbeea9
Habib Keita,MFFW,Lyon,19,0,0,,0,0,0,0,0,0,0,cc588cbe
Saîf-Eddine Khaoui,MFFW,Clermont Foot,26,19,10,50.0,9,0,9,14,33,5,0,796b1c41
Wahbi Khazri,FWMF,Saint-Étienne,30,33,18,26.5,21,0,21,12,45,7,0,2677a1de
Presnel Kimpembe,DF,Paris S-G,25,34,19,60.9,20,14,6,38,72,73,1,aef6e670
Thibault Klidje,MFFW,Bordeaux,20,0,0,0.0,1,1,0,2,2,0,0,db013c7d
Justin Kluivert,MF,Nice,22,19,9,23.8,13,1,12,14,33,6,0,4c3a6744
Samuel Koeberlé,FW,Reims,16,0,0,,0,0,0,0,0,0,0,6751b938
Philippe Koffi,FW,Reims,19,4,0,0.0,2,1,1,3,7,3,0,9f1c2822
Sead Kolašinac,DF,Marseille,28,7,6,62.5,4,0,4,0,7,7,1,3935e52e
Randal Kolo Muani,FWMF,Nantes,22,28,14,40.0,14,3,11,6,34,31,0,c0b3669f
Timothée Kolodziejczak,DF,Saint-Étienne,29,43,24,55.6,29,7,22,60,103,72,1,ab096c6f
Ghislain Konan,DF,Reims,25,35,19,53.3,35,8,27,28,63,45,0,6b2c894b
Ibrahima Koné,FW,Lorient,22,7,4,66.7,8,3,5,1,8,3,0,04bb2b06
Youssouf Koné,DF,Troyes,26,30,18,63.3,8,3,5,10,40,25,0,e6eadfb8
Laurent Koscielny,DF,Bordeaux,35,14,9,61.5,17,12,5,12,26,39,0,f5efb153
Rominigue Kouamé,MF,Troyes,24,47,22,32.8,33,5,28,46,93,22,2,86a2ba20
Boubakar Kouyaté,DF,Metz,24,84,50,62.3,63,33,30,79,163,217,3,562a4799
Jean-Philippe Krasso,FW,Saint-Étienne,24,7,5,20.0,7,1,6,0,7,1,0,037f2523
Mykola Kukharevych,FW,Troyes,20,0,0,,0,0,0,0,0,0,0,8197a269
Enock Kwateng,DF,Bordeaux,24,54,35,45.8,17,4,13,43,97,48,1,4bf69118
Grejohn Kyei,FW,Clermont Foot,25,3,2,0.0,6,0,6,0,3,1,0,397ba086
Gaëtan Laborde,FW,Montpellier,27,2,2,50.0,3,0,3,5,7,5,0,7cdda3bf
Gaëtan Laborde,FW,Rennes,27,19,7,13.6,29,3,26,8,27,16,0,7cdda3bf
Tom Lacoux,DFMF,Bordeaux,19,18,13,37.5,14,4,10,9,27,20,1,295ba708
Lenny Lacroix,DF,Metz,18,9,7,62.5,5,1,4,10,19,5,0,5413ef36
Alban Lafont,GK,Nantes,22,3,3,37.5,1,0,1,1,4,25,2,4e7db402
Mohamed Lamine Bayo,FW,Clermont Foot,23,12,5,12.5,7,1,6,7,19,14,0,01870104
Didier Lamkel Zé,FW,Metz,24,3,1,33.3,3,1,2,1,4,7,0,b229aa13
Julien Laporte,DF,Lorient,27,63,45,50.0,37,22,15,54,117,174,0,f066022d
Yasser Larouci,DF,Troyes,20,6,5,100.0,1,0,1,7,13,5,0,0ed063d6
Paul Lasne,MF,Brest,32,26,12,44.4,11,2,9,24,50,10,0,542cc80f
Armand Lauriente,FWMF,Lorient,22,33,18,36.7,27,2,25,15,48,3,0,2d22cea7
Théo Le Bris,MF,Lorient,18,2,1,50.0,2,0,2,0,2,1,0,afe39ca8
Jérémy Le Douaron,FWMF,Brest,23,11,5,5.9,15,0,15,4,15,14,0,88c4d190
Enzo Le Fée,MFFW,Lorient,21,70,44,45.6,25,1,24,29,99,18,0,6f806d99
Vincent Le Goff,DF,Lorient,31,61,38,59.7,18,3,15,37,98,50,0,2321ea6e
Maxime Le Marchand,DF,Strasbourg,31,17,8,80.0,9,5,4,14,31,32,0,321a71a7
Jean-Louis Leca,GK,Lens,35,0,0,,1,0,1,1,1,11,1,edbe46dc
Félix Lemaréchal,MF,Monaco,17,0,0,0.0,0,0,0,0,0,0,0,8ca9415f
Mario Lemina,MF,Nice,27,62,35,73.7,32,9,23,48,110,37,0,2b471f99
Fabien Lemoine,MF,Lorient,34,35,22,41.5,21,4,17,14,49,24,1,54d51e22
Léo Leroy,MF,Montpellier,21,31,21,35.3,20,4,16,8,39,8,0,fcc84a07
Alexandre Letellier,GK,Paris S-G,30,0,0,,0,0,0,0,0,0,0,96fcd380
Yanis Lhery,FWMF,Saint-Étienne,18,0,0,,4,0,4,0,0,0,0,cc972842
Dimitri Liénard,DFMF,Strasbourg,33,71,43,59.7,12,0,12,21,92,28,0,f7691f63
Isaac Lihadji,MFFW,Lille,19,3,3,20.0,1,0,1,2,5,0,0,57a46f3f
Pol Lirola,DFFW,Marseille,23,28,16,46.4,15,0,15,13,41,22,0,ff800ed8
Banzouzi Locko,MFDF,Reims,19,28,19,58.3,20,8,12,14,42,15,0,40221fa7
Anthony Lopes,GK,Lyon,30,0,0,,0,0,0,3,3,12,3,f00de885
Pau López,GK,Marseille,26,0,0,0.0,0,0,0,0,0,12,1,20b9f052
Dion Lopy,MF,Reims,19,53,29,39.6,20,4,16,22,75,17,0,64c14d49
Samuel Loric,DF,Lorient,21,7,5,62.5,2,0,2,5,12,9,0,9004f318
Jordan Lotomba,DF,Nice,22,33,17,53.3,17,4,13,12,45,28,0,fc4cf6a7
Johaneko Louisjean,DF,Bordeaux,17,0,0,,0,0,0,0,0,0,0,9af3613f
Jean Lucas,MF,Monaco,23,43,25,42.5,15,5,10,13,56,4,1,a99138af
Castello Lukeba,DF,Lyon,18,34,19,65.2,18,9,9,38,72,64,2,5b9512c5
Levi Lumeka,MFFW,Troyes,22,0,0,0.0,0,0,0,0,0,2,0,199ff86e
Yannis M'Bemba,DFFW,Nantes,20,0,0,,0,0,0,0,0,1,0,080de72a
Deiver Machado,DFMF,Lens,27,16,14,85.7,9,1,8,3,19,12,1,b3f8bdef
Yvann Macon,DF,Saint-Étienne,22,41,22,38.1,18,4,14,18,59,27,0,0bb6e193
Louis Mafouta,FW,Metz,27,0,0,0.0,1,0,1,0,0,4,0,bec3d251
Hugo Magnetti,MF,Brest,23,50,34,44.0,14,3,11,25,75,13,0,d4d35152
Yohann Magnin,MFDF,Clermont Foot,24,53,31,57.1,17,7,10,20,73,36,0,caa7aaea
Habib Maïga,MF,Metz,25,47,28,50.0,20,7,13,14,61,18,0,e768de1f
Josh Maja,FW,Bordeaux,22,0,0,,1,0,1,0,0,0,0,bc0bfc64
Abdul Majeed Waris,FWMF,Strasbourg,29,5,3,50.0,2,0,2,0,5,1,0,46907171
Lovro Majer,MFFW,Rennes,23,32,21,26.2,26,2,24,11,43,9,0,fc46aab1
Béni Makouana,FWMF,Montpellier,18,2,2,0.0,1,0,1,3,5,2,0,654f49ca
Hianga Mananga Mbock,MF,Brest,21,18,12,42.9,5,2,3,5,23,6,0,0f86995c
Vincent Manceau,DF,Angers,32,32,19,37.8,23,6,17,32,64,72,0,c26a3918
Steve Mandanda,GK,Marseille,36,0,0,0.0,1,0,1,1,1,4,1,1d2d5cc8
Reinildo Mandava,DF,Lille,27,43,23,62.7,13,4,9,37,80,55,0,c20bdcd7
Anthony Mandrea,GK,Angers,24,0,0,,0,0,0,0,0,9,0,f7d3a773
Eliaquim Mangala,DF,Saint-Étienne,30,17,12,66.7,11,8,3,17,34,61,1,f520049f
Thomas Mangani,MF,Angers,34,58,30,45.6,38,11,27,36,94,29,0,c801616a
Ricardo Mangas,DF,Bordeaux,23,35,22,63.4,18,4,14,25,60,47,3,eef2d8ce
Myziane Maolida,MF,Nice,22,1,0,,1,0,1,0,1,0,0,706a60e1
Sekou Mara,FWMF,Bordeaux,19,8,4,12.5,7,0,7,2,10,6,0,3544641e
Marcelo,DF,Bordeaux,34,9,5,66.7,4,3,1,13,22,46,1,e3d0b0c4
Marcelo,DF,Lyon,34,4,3,66.7,3,2,1,4,8,10,0,e3d0b0c4
Guillermo Maripán,DF,Monaco,27,36,24,50.0,21,14,7,25,61,66,1,d9764034
Marquinhos,DF,Paris S-G,27,37,14,57.1,35,19,16,16,53,102,0,d5f2f82b
Jonas Martin,MF,Rennes,31,35,20,35.8,17,3,14,22,57,28,1,468fdbad
Gelson Martins,MFFW,Monaco,26,42,27,35.6,26,1,25,17,59,4,0,3ef0fa48
Pape Matar Sarr,MF,Metz,18,45,26,46.2,33,3,30,29,74,22,0,feb5d972
Eliot Matazo,MF,Monaco,19,8,7,18.2,11,3,8,13,21,9,0,15944afd
Chrislain Matsima,DF,Monaco,19,3,2,28.6,3,3,0,1,4,6,1,cf1ef7ec
Azor Matusiwa,MF,Reims,23,58,32,47.3,49,19,30,62,120,43,0,a17a94d6
Stephy Mavididi,FWMF,Montpellier,23,24,13,35.9,23,2,21,8,32,11,0,30144daa
Derek Mazou-Sacko,FWDF,Troyes,16,1,0,100.0,0,0,0,0,1,1,0,810edef9
Kylian Mbappé,FW,Paris S-G,22,11,8,53.8,6,0,6,5,16,13,0,42fd9c7f
Amadou Mbengue,DFMF,Metz,19,19,10,50.0,7,2,5,10,29,19,0,14d2670e
Jason Mbock,FW,Angers,21,0,0,,0,0,0,0,0,0,0,890bc029
Moustapha Mbow,DF,Reims,21,6,6,100.0,0,0,0,1,7,6,0,3f3a2cba
Nathanael Mbuku,FWMF,Reims,19,14,13,25.0,14,0,14,11,25,4,0,46750e9c
Facundo Medina,DF,Lens,22,61,42,61.3,24,8,16,37,98,78,3,6f5ec8bb
Farid El Melali,FW,Angers,24,0,0,0.0,1,0,1,0,0,1,0,d21e361a
Birger Meling,DF,Rennes,26,43,27,74.2,23,7,16,22,65,40,0,70c52749
Houboulang Mendes,DF,Lorient,23,58,28,70.2,41,21,20,41,99,128,4,1545cf15
Nuno Mendes,DF,Paris S-G,19,48,29,53.2,27,5,22,21,69,17,1,f20e4cc9
Pedro Mendes,DF,Montpellier,30,1,1,,1,1,0,0,1,2,0,6690ef25
Thiago Mendes,MFDF,Lyon,29,36,22,40.0,24,5,19,34,70,56,1,c6e5d20f
Arial Mendy,DFFW,Clermont Foot,26,6,4,18.2,6,1,5,7,13,17,0,9f0f4b49
Batista Mendy,MFDF,Angers,21,49,28,51.1,37,6,31,34,83,40,0,e472a6f6
Gideon Mensah,DF,Bordeaux,23,37,24,47.4,11,2,9,16,53,21,0,9bdd8118
Quentin Merlin,DFMF,Nantes,19,45,28,53.1,25,4,21,27,72,29,2,0bfca6a1
Lionel Messi,FWMF,Paris S-G,34,10,3,23.1,5,0,5,4,14,0,0,d70ce98e
Mexer,DF,Bordeaux,32,14,10,64.7,12,7,5,21,35,60,2,ce492295
Edouard Michut,MF,Paris S-G,18,0,0,0.0,2,0,2,1,1,2,0,fe6c1add
Georges Mikautadze,FW,Metz,20,0,0,,0,0,0,0,0,0,0,4788cb6b
William Mikelbrencis,DF,Metz,17,11,5,66.7,6,3,3,5,16,9,0,14df1d7f
Arkadiusz Milik,FW,Marseille,27,9,2,22.2,9,1,8,3,12,10,1,85613cf0
Terem Moffi,FW,Lorient,22,17,10,28.1,11,2,9,4,21,22,0,065dc209
Dion Moise Sahi,FWMF,Strasbourg,19,0,0,,1,0,1,1,1,1,0,cdc4458b
Florent Mollet,FWMF,Montpellier,29,31,22,24.6,27,4,23,24,55,13,0,7e82a78f
Thomas Monconduit,MF,Lorient,30,41,25,35.1,21,10,11,22,63,51,1,84d94b91
Jérémy Morel,DF,Lorient,37,13,9,100.0,9,7,2,7,20,31,0,e97150c0
Lebo Mothiba,FWMF,Troyes,25,8,4,40.0,3,0,3,2,10,0,0,3eaf8817
Lebo Mothiba,FW,Strasbourg,25,0,0,,0,0,0,0,0,0,0,3eaf8817
Baptiste Mouazan,MF,Lorient,19,4,3,33.3,3,0,3,1,5,1,0,81ac108d
Aimen Moueffek,MF,Saint-Étienne,20,7,4,25.0,3,0,3,2,9,4,0,2591b066
Harold Moukoudi,DF,Saint-Étienne,23,25,12,56.0,27,14,13,35,60,48,0,5f26e0c5
Jessy Moulin,GK,Troyes,35,0,0,,0,0,0,1,1,7,0,28a65a2c
Steve Mounié,FW,Brest,26,17,6,14.8,13,1,12,6,23,12,0,19ba6c6d
Samuel Moutoussamy,MF,Nantes,24,48,32,37.1,14,2,12,17,65,16,0,af0c835b
Marshall Munetsi,MFDF,Reims,25,34,17,43.6,39,13,26,43,77,72,2,2acf0cd7
Junior Mwanga,DF,Bordeaux,18,5,2,100.0,1,0,1,0,5,1,0,ee158be5
Kévin N'Doram,MF,Metz,25,10,8,15.0,24,5,19,19,29,21,0,e50623a0
Eric N'Jo,DF,Troyes,17,0,0,0.0,1,1,0,2,2,1,0,b85e57bb
Vital N'Simba,DF,Clermont Foot,28,66,45,57.1,28,7,21,29,95,30,0,249ac66d
Mickael Nade,DF,Saint-Étienne,22,57,35,60.5,29,15,14,60,117,84,0,a6b6fa6e
Paul Nardi,GK,Lorient,27,1,0,50.0,0,0,0,0,1,10,2,2d70dbe5
Keylor Navas,GK,Paris S-G,34,0,0,,0,0,0,0,0,5,1,ecada4fc
Papa Ndiaga Yade,DFFW,Metz,21,15,10,44.4,4,1,3,10,25,9,0,87e9c7cd
Tanguy Ndombele,MF,Lyon,24,25,14,63.2,8,3,5,3,28,6,2,5cdddffa
Dan Ndoye,FWMF,Nice,20,0,0,0.0,4,0,4,0,0,0,0,8e697a8f
Neymar,FWMF,Paris S-G,29,29,19,33.3,9,1,8,4,33,2,1,69384e5d
Yvan Neyou,MF,Saint-Étienne,24,29,13,33.3,8,3,5,23,52,13,0,0ad37003
Opa Nguette,FWMF,Metz,27,21,14,35.7,13,3,10,2,23,9,0,75a63397
Sikou Niakaté,DF,Metz,22,8,7,36.4,5,3,2,27,35,34,0,8eef18aa
Ibrahima Niane,FW,Metz,22,1,1,0.0,6,1,5,3,4,16,0,46faabfa
M'Baye Niang,FW,Bordeaux,26,4,0,0.0,9,1,8,1,5,4,0,2054d037
Cheikh Niasse,FWMF,Lille,21,2,2,66.7,1,1,0,1,3,2,0,ff20acfe
Casimir Ninga,FW,Angers,28,5,1,40.0,2,0,2,1,6,0,0,91f2da4c
Arnaud Nordin,FWMF,Saint-Étienne,23,21,11,36.4,19,0,19,6,27,8,0,7b9a9e25
Alexander Nübel,GK,Monaco,24,0,0,0.0,0,0,0,0,0,11,1,afb0c500
Gerzino Nyamsi,DF,Strasbourg,24,35,21,74.1,25,16,9,25,60,90,1,6043997c
Florent Ogier,DF,Clermont Foot,32,31,17,54.8,41,27,14,37,68,89,0,6993927b
Warmed Omari,DF,Rennes,21,33,17,65.2,20,13,7,31,64,94,5,4534a352
Jonas Omlin,GK,Montpellier,27,2,1,66.7,0,0,0,0,2,12,3,c631f952
Amadou Onana,MF,Lille,19,48,31,72.0,10,3,7,30,78,19,0,828657ff
Jean Onana,MF,Bordeaux,21,70,49,40.7,37,5,32,36,106,23,1,b5bb8188
Otávio,MF,Bordeaux,27,36,23,41.0,9,3,6,18,54,11,0,243f4a0b
Dango Ouattara,MFFW,Lorient,19,21,15,47.8,10,1,9,14,35,15,1,2f9e4435
Remi Oudin,MFFW,Bordeaux,24,34,18,56.3,14,3,11,27,61,21,0,ea02beaf
Alexandre Oukidja,GK,Metz,33,0,0,0.0,1,0,1,1,1,17,2,ae7d0ecd
Azzedine Ounahi,MF,Angers,21,39,22,27.5,19,1,18,26,65,13,0,83299cc0
Ambroise Oyongo,DF,Montpellier,30,13,4,60.0,5,1,4,6,19,17,0,e3e05edf
Vincent Pajot,MF,Metz,30,86,56,43.5,33,6,27,51,137,38,0,f86ca403
Nicolas Pallois,DF,Nantes,33,51,33,57.6,40,19,21,53,104,116,1,779847d6
Erik Palmer-Brown,DF,Troyes,24,37,22,76.9,26,18,8,34,71,87,1,e5c1e0ca
Emerson Palmieri,DF,Lyon,26,46,25,64.7,23,8,15,27,73,66,0,e0bc6fdc
Lucas Paquetá,MFFW,Lyon,23,68,38,33.3,43,5,38,9,77,22,0,9b6f7fd5
Rubén Pardo,MF,Bordeaux,28,0,0,,0,0,0,0,0,0,0,2306bfde
Leandro Paredes,MF,Paris S-G,27,23,13,50.0,10,6,4,10,33,5,2,dff153a4
Strahinja Pavlović,DF,Monaco,20,23,16,66.7,5,3,2,9,32,15,0,25146df0
Dimitri Payet,FWMF,Marseille,34,16,8,22.6,9,0,9,9,25,3,0,58ae47b2
Timothee Pembele,DF,Bordeaux,18,20,8,34.5,12,3,9,16,36,24,0,f8ce97ca
Brayann Pereira,DFMF,Lens,18,1,1,100.0,0,0,0,0,1,1,0,5c42e7ce
Danilo Pereira,MF,Paris S-G,29,33,17,50.0,19,10,9,37,70,29,1,8fd9996f
Mathias Pereira Lage,DF,Angers,24,21,7,26.7,18,7,11,21,42,22,0,8846a40f
Luan Peres Petroni,DF,Marseille,27,65,35,69.2,26,12,14,43,108,64,1,a5549ec1
Lucas Perrin,DF,Strasbourg,22,43,32,57.8,28,11,17,42,85,67,0,49070d66
Danijel Petković,GK,Angers,28,0,0,0.0,0,0,0,1,1,9,5,b98cea65
Léo Pétrot,DF,Lorient,24,31,17,72.4,33,17,16,22,53,86,0,00638016
Romain Philippoteaux,MF,Brest,33,1,1,,0,0,0,0,1,0,0,f98b15f0
Jérôme Phojo,DF,Clermont Foot,28,0,0,,0,0,0,0,0,1,0,ff44d058
Jérémy Pied,DFFW,Lille,32,0,0,,0,0,0,1,1,0,0,a634b9d2
Ronaël Pierre-Gabriel,DF,Brest,23,79,45,57.5,22,7,15,48,127,74,0,64ba07c0
Julian Pollersbeck,GK,Lyon,26,0,0,,0,0,0,1,1,1,0,d6f6ce93
Gaëtan Poussin,GK,Bordeaux,22,1,1,100.0,0,0,0,0,1,15,1,c252c705
Sanjin Prcić,MF,Strasbourg,27,47,28,48.3,18,3,15,47,94,19,0,51c30111
Nicolas de Préville,FWMF,Metz,30,17,8,15.8,12,4,8,5,22,11,0,b0547a87
Nemanja Radonjić,FW,Marseille,25,0,0,,0,0,0,0,0,0,0,0630eb63
Rafinha,FWMF,Paris S-G,28,14,8,63.6,3,0,3,4,18,0,0,0c2ac3cb
Predrag Rajković,GK,Reims,25,2,2,66.7,1,0,1,1,3,21,1,58ad9383
Adil Rami,DF,Troyes,35,10,9,87.5,17,9,8,16,26,43,0,8dbff17c
Sergio Ramos,DF,Paris S-G,35,12,5,53.3,4,2,2,8,20,27,0,08511d65
Elba Rashani,FWMF,Clermont Foot,28,40,21,30.9,34,3,31,11,51,20,0,25749008
Jeff Reine-Adélaïde,MFDF,Lyon,23,5,3,80.0,2,0,2,0,5,0,1,d504b3e1
Tiago Ribeiro,FW,Monaco,19,0,0,,0,0,0,0,0,0,0,507d7569
Sergio Rico,GK,Paris S-G,27,0,0,,0,0,0,0,0,1,0,5f0241b2
Renaud Ripart,MFFW,Troyes,28,38,21,36.0,21,1,20,19,57,21,1,beae3a73
Mihailo Ristić,DF,Montpellier,25,44,32,58.1,16,6,10,17,61,48,0,ea0aa7e0
Maxence Rivera,FW,Saint-Étienne,19,0,0,,0,0,0,0,0,0,0,46a7b605
Patrick Roberts,MF,Troyes,24,0,0,,0,0,0,0,0,0,0,59d93937
Stian Rode Gregersen,DF,Bordeaux,26,39,26,54.5,26,16,10,38,77,103,2,5f011e05
Gerson Rodrigues,FWMF,Troyes,26,12,9,5.9,8,1,7,0,12,2,0,3814b753
Valentin Rongier,MFDF,Marseille,26,77,51,46.7,26,5,21,33,110,14,0,ed45c4a5
Pablo Rosario,MF,Nice,24,59,37,39.4,33,7,26,38,97,43,0,1a6b7ea4
Roli Pereira de Sa,MF,Nantes,24,12,4,15.0,6,0,6,6,18,3,0,60f58477
Mathys Saban,FWMF,Saint-Étienne,19,4,2,100.0,1,0,1,0,4,0,0,7d9f3d69
Falaye Sacko,DF,Saint-Étienne,26,15,10,81.3,11,7,4,4,19,18,2,6388e356
Rafiki Said Ahamada,MFFW,Brest,21,4,3,75.0,2,0,2,0,4,0,0,c2e5f306
Wesley Saïd,FWMF,Lens,26,10,5,11.1,4,0,4,2,12,0,0,90fcf472
Mamadou Sakho,DF,Montpellier,31,34,22,61.5,41,34,7,41,75,134,4,87935cf3
Bakary Sako,FWMF,Saint-Étienne,33,0,0,0.0,3,1,2,0,0,0,0,381d7d54
William Saliba,DF,Marseille,20,54,32,77.1,24,16,8,48,102,85,0,972aeb2a
Romain Salin,GK,Rennes,37,0,0,,0,0,0,0,0,0,0,74733221
Yoann Salmier,DF,Troyes,28,58,33,76.5,30,14,16,40,98,94,0,c3725db2
Mama Samba Baldé,MFFW,Troyes,25,40,28,30.8,32,1,31,5,45,9,0,fb14aa28
Junior Sambia,DFFW,Montpellier,24,22,13,59.1,22,3,19,21,43,31,0,24eb7ed6
Renato Sanches,MFFW,Lille,23,19,7,34.6,14,3,11,14,33,7,0,032f894e
Philippe Sandler,DF,Troyes,24,0,0,,1,1,0,3,3,6,0,60740e70
Baptiste Santamaria,MFDF,Rennes,26,52,27,54.5,33,12,21,33,85,42,0,5e22e2a4
Pablo Sarabia,FW,Paris S-G,29,0,0,0.0,0,0,0,0,0,0,0,9744ff80
Martin Satriano,FW,Brest,20,5,2,28.6,8,0,8,2,7,3,0,86383d0e
Téji Savanier,MF,Montpellier,29,46,27,35.6,23,1,22,25,71,12,1,6bde367b
Morgan Schneiderlin,MF,Nice,31,21,12,46.2,8,2,6,20,41,18,0,51b41c5c
Alidu Seidu,DF,Clermont Foot,21,34,20,59.3,25,11,14,34,68,49,1,cea59f02
Matz Sels,GK,Strasbourg,29,1,1,,0,0,0,1,2,22,0,834b5c4c
Xherdan Shaqiri,FWMF,Lyon,29,7,3,20.0,2,0,2,2,9,2,0,6421ec64
Mahame Siby,DF,Strasbourg,25,0,0,,0,0,0,1,1,2,0,6d075c67
Aboubakar Sidibé,DF,Clermont Foot,25,0,0,,0,0,0,0,0,0,0,ae5b93a0
Djibril Sidibé,DF,Monaco,29,24,13,37.5,10,1,9,16,40,13,0,4c5b714f
Kaj Sierhuis,FW,Reims,23,1,1,33.3,0,0,0,0,1,1,0,9c2b1f11
Caio Henrique Oliveira Silva,DF,Monaco,24,53,30,47.5,30,6,24,27,80,37,3,30af8b93
Gabriel Silva,DFMF,Saint-Étienne,30,12,7,69.2,9,3,6,18,30,13,0,4914ed4a
Moses Simon,FWMF,Nantes,26,17,11,47.8,14,3,11,12,29,5,0,5f3eaaf5
Xavi Simons,MFFW,Paris S-G,18,1,1,50.0,3,0,3,0,1,0,0,da4d670f
Issouf Sissokho,MF,Bordeaux,19,17,8,47.1,8,1,7,7,24,0,0,792a9d41
Ibrahima Sissoko,MFDF,Strasbourg,23,47,23,41.3,32,11,21,35,82,31,0,0f8418aa
Nelson Sissoko,DF,Saint-Étienne,24,2,0,100.0,0,0,0,0,2,2,0,12bd0579
Sambou Sissoko,MFDF,Reims,22,12,6,75.0,2,0,2,2,14,7,0,e4bb1f08
Islam Slimani,FW,Lyon,33,3,2,16.7,4,0,4,2,5,5,0,ffec9769
Florian Sotoca,FWMF,Lens,30,31,19,23.5,31,4,27,25,56,41,0,7a42d0df
Sambou Soumano,FWMF,Lorient,20,4,1,100.0,3,0,3,1,5,7,0,7cc00776
Arnaud Souquet,DF,Montpellier,29,56,35,49.2,21,7,14,34,90,60,1,4e0afc5d
Saidou Sow,DF,Saint-Étienne,19,28,17,76.2,15,5,10,23,51,34,0,f6b94e8d
Calvin Stengs,MF,Nice,22,16,7,35.0,10,0,10,8,24,6,0,8f7e6783
Kamaldeen Sulemana,MFFW,Rennes,19,23,12,58.8,10,1,9,4,27,5,0,a62f8bf1
Abdoulaye Sylla,DF,Nantes,21,4,4,50.0,5,3,2,1,5,3,0,2aeb43f1
Waniss Taibi,MFFW,Angers,19,8,7,50.0,0,0,0,1,9,1,0,95192fe4
Flavien Tait,MF,Rennes,28,28,19,32.5,15,4,11,19,47,13,1,a0f9b535
Florian Tardieu,MF,Troyes,29,58,25,43.7,31,9,22,42,100,38,0,ed39121c
Oussama Targhalline,FW,Marseille,19,0,0,,0,0,0,0,0,0,0,abd56820
Loum Tchaouna,FWMF,Rennes,17,3,1,20.0,0,0,0,2,5,0,0,a3c8b4d3
Warren Tchimbembé,MF,Metz,23,1,1,0.0,2,1,1,2,3,2,0,93b8f9f4
Aurélien Tchouaméni,MF,Monaco,21,86,45,52.7,39,7,32,101,187,34,0,4f255115
Mathys Tel,FWMF,Rennes,16,2,1,,0,0,0,1,3,2,0,829aa60c
Jordan Tell,FW,Clermont Foot,24,5,5,25.0,3,0,3,0,5,1,0,4f093689
Martin Terrier,FWMF,Rennes,24,55,33,58.1,29,3,26,18,73,17,0,5148dcc5
Tetê,FWMF,Lyon,21,10,5,23.1,4,0,4,3,13,1,0,7120a04d
Sada Thioub,FW,Angers,26,0,0,,0,0,0,0,0,0,0,f4bc42b1
Sada Thioub,DFMF,Saint-Étienne,26,13,8,42.9,9,0,9,10,23,8,0,f4bc42b1
Romain Thomas,DF,Angers,33,49,37,52.6,35,19,16,44,93,126,0,275e2c51
Adrien Thomasson,MF,Strasbourg,27,64,31,32.3,56,4,52,29,93,16,1,c76b7567
Thuler,DF,Montpellier,22,21,12,53.3,9,7,2,9,30,30,0,db23d9fc
Khéphren Thuram-Ulie,MF,Nice,20,33,19,48.6,31,11,20,28,61,19,0,7d9397f8
