Player,Pos,Squad,Age,SCA,-9999
Bastos,DF,Lazio,29,2,c01c66d9
Rodrigo Becão,DF,Udinese,24,25,19e4eab9
Valon Behrami,MF,Genoa,35,7,d3d758d8
Andrea Belotti,FW,Torino,26,123,d705ba44
Ahmad Benali,MF,Crotone,28,31,a128b07e
Ismaël Bennacer,MF,Milan,22,28,db092d3b
Rodrigo Bentancur,MF,Juventus,23,69,3b8674e6
Alessandro Berardi,GK,Hellas Verona,29,1,ec1f737d
Domenico Berardi,FW,Sassuolo,25,151,53a0e358
Álex Berenguer,MF,Torino,25,3,dc1c2fce
Bartosz Bereszyński,DF,Sampdoria,28,37,61b3978f
Federico Bernardeschi,MFDF,Juventus,26,43,ee93c1a9
Marco Bertini,MF,Lazio,17,0,4b520f96
Daniel Bessa,MF,Hellas Verona,27,19,88895312
Cristiano Biraghi,DF,Fiorentina,27,92,9e1577aa
Davide Biraschi,DF,Genoa,26,4,64cd167d
Jeremie Boga,FWMF,Sassuolo,23,47,fe012aca
Giacomo Bonaventura,MF,Fiorentina,30,65,d995ed27
Federico Bonazzoli,FW,Torino,23,17,bf57eaab
Federico Bonazzoli,FW,Sampdoria,23,3,bf57eaab
Kevin Bonifazi,DF,Udinese,24,15,fb77bfef
Leonardo Bonucci,DF,Juventus,33,10,52ec54d0
Mehdi Bourabia,MF,Sassuolo,28,8,0d077b88
Edoardo Bove,MF,Roma,18,1,ae94a6c5
Jayden Braaf,FW,Udinese,17,4,c609e90e
Gleison Bremer,DF,Torino,23,24,5fd5ed86
Marcelo Brozović,MF,Inter,27,98,33b8d077
Gastón Brugman,MF,Parma,27,57,e947ee4a
Juan Brunetta,FWMF,Parma,23,16,d60099bc
Gianluigi Buffon,GK,Juventus,42,2,e40d028b
Alessandro Buongiorno,DF,Torino,21,2,4ae67f27
Maxime Busi,DF,Parma,20,22,7b082ec2
Martín Cáceres,DF,Fiorentina,33,22,e94d79e3
Felipe Caicedo,FW,Lazio,31,28,93b891d1
Arturo Calabresi,DFFW,Bologna,24,0,34bb6fbd
Arturo Calabresi,DF,Cagliari,24,1,34bb6fbd
Davide Calabria,DF,Milan,23,55,2146785a
Riccardo Calafiori,DF,Roma,18,0,aded8e6f
Mattia Caldara,DF,Atalanta,26,1,ac7e640b
Luca Caldirola,DF,Benevento,29,7,226008f1
Hakan Çalhanoğlu,MFFW,Milan,26,176,cd0fa27b
Fabrizio Caligara,MFFW,Cagliari,20,5,22ca11f1
José Callejón,FWMF,Fiorentina,33,13,78841da9
Drissa Camara,MF,Parma,18,0,543d9d2b
Antonio Candreva,MF,Sampdoria,33,118,356c9002
Elio Capradossi,DF,Spezia,24,0,174944a3
Gianluca Caprari,MFFW,Benevento,27,85,54e53b7e
Francesco Caputo,FW,Sassuolo,32,45,5bd72174
Andrea Carboni,DF,Cagliari,19,9,f7e2af2c
Giuseppe Caso,DFFW,Genoa,21,2,099a2de5
Francesco Cassata,DFFW,Genoa,23,5,96960855
Samu Castillejo,FW,Milan,25,34,130a7a3f
Gaetano Castrovilli,MF,Fiorentina,23,61,0728bebe
Danilo Cataldi,MF,Lazio,25,16,ba3d3bea
Federico Ceccherini,DF,Hellas Verona,28,17,d9624b51
Federico Ceccherini,DF,Fiorentina,28,0,d9624b51
Luca Ceppitelli,DF,Cagliari,30,9,7d50454d
Alberto Cerri,FW,Cagliari,24,20,1079c685
Julian Chabot,DF,Spezia,22,13,ae7058f9
Giorgio Chiellini,DF,Juventus,35,10,e85fb9b8
Federico Chiesa,DF,Fiorentina,22,10,b0f7e36c
Federico Chiesa,MFDF,Juventus,22,89,b0f7e36c
Vlad Chiricheș,DF,Sassuolo,30,25,c316607a
Luca Cigarini,MF,Crotone,34,41,ae64d449
Antonio Cioffi,FW,Napoli,17,1,3f1107d5
Ebrima Colley,MFFW,Hellas Verona,20,23,bf356094
Omar Colley,DF,Sampdoria,27,7,8b95acda
Simone Colombi,GK,Parma,29,0,72be9309
Lorenzo Colombo,FW,Milan,18,2,04df29a5
Andrea Consigli,GK,Sassuolo,33,4,8cabdc1e
Andrea Conti,DF,Milan,26,3,8fef5412
Andrea Conti,DF,Parma,26,12,8fef5412
Alex Cordaz,GK,Crotone,37,3,e66ebabb
Andreas Cornelius,FW,Parma,27,46,c693347d
Joaquín Correa,FW,Lazio,25,92,45b9b619
Félix Correia,MF,Juventus,19,0,c803c92a
Douglas Costa,MFFW,Juventus,29,3,4fa7cb9b
Angelo da Costa Júnior,GK,Bologna,36,0,18736214
Mamadou Coulibaly,MF,Udinese,21,7,c976160c
Alessio Cragno,GK,Cagliari,26,4,f554e29b
Gian Crespi,GK,Crotone,19,0,4dea2f2c
Domenico Criscito,DF,Genoa,33,20,35dd6d80
Bryan Cristante,DFMF,Roma,25,41,16657b95
Giovanni Crociata,DF,Crotone,22,1,8c964914
Juan Cuadrado,DFMF,Juventus,32,116,0ab1f153
Giuseppe Cuomo,DF,Crotone,22,2,ae5b04fe
Patrick Cutrone,FW,Fiorentina,22,0,a4fe8cda
Wylan Cyprien,MF,Parma,25,16,3e092724
Lennart-Marten Czyborra,DF,Genoa,21,8,7ba1f1ef
Danilo D'Ambrosio,DF,Inter,31,9,44eb9093
Bryan Dabo,MF,Benevento,28,23,c53083ad
Diogo Dalot,DF,Milan,21,21,d9565625
Mikkel Damsgaard,MFFW,Sampdoria,20,59,215f3907
Danilo,DFMF,Juventus,29,66,94b2001f
Andrea Danzi,DF,Hellas Verona,21,0,263b855a
Ebrima Darboe,MF,Roma,19,10,cf043a33
Matteo Darmian,DF,Inter,30,30,96e0490d
Matteo Darmian,DF,Parma,30,1,96e0490d
Paweł Dawidowicz,DF,Hellas Verona,25,15,16bb656a
Sebastien De Maio,DF,Udinese,33,7,952a03fe
Rodrigo De Paul,MF,Udinese,26,180,162efffd
Mattia De Sciglio,DF,Juventus,27,0,ae4e2852
Lorenzo De Silvestri,DF,Bologna,32,26,e74f0e59
Grégoire Defrel,MFFW,Sassuolo,29,37,854ee61a
Alessandro Deiola,MF,Spezia,24,10,7f267d66
Alessandro Deiola,MF,Cagliari,24,13,7f267d66
Lorenzo Del Pinto,MF,Benevento,30,0,081b6080
Cristian Dell'Orco,DF,Spezia,26,1,b0243215
Merih Demiral,DF,Juventus,22,9,e3cceee6
Diego Demme,MF,Napoli,28,34,dc3fa3b5
Stefano Denswil,DF,Bologna,27,2,5832ebfe
Fabio Depaoli,DF,Benevento,23,15,d97f2e8d
Fabio Depaoli,MF,Sampdoria,23,2,d97f2e8d
Fabio Depaoli,DF,Atalanta,23,3,d97f2e8d
Kastriot Dermaku,DFMF,Parma,28,0,2990c466
Kiril Despodov,FW,Cagliari,23,0,13c8e5f6
Mattia Destro,FW,Genoa,29,17,d7d32194
Gerard Deulofeu,FWMF,Udinese,26,20,39583cfd
Jacopo Dezi,FWMF,Parma,28,2,e921b9db
Samuel Di Carmine,FW,Hellas Verona,31,14,ef94dc2f
Samuel Di Carmine,FW,Crotone,31,4,ef94dc2f
Giovanni Di Lorenzo,DF,Napoli,26,116,230a2fac
Alessandro Di Pardo,FWDF,Juventus,21,2,e0ce7038
Giuseppe Di Serio,FWMF,Benevento,19,8,5048486b
Amad Diallo,MF,Atalanta,18,2,9dc96f10
Amadou Diambo,FW,Benevento,19,0,c3a847c7
Amadou Diawara,MF,Roma,23,7,bf309d24
Brahim Díaz,MFFW,Milan,20,48,407feb71
Daan Dierckx,DF,Parma,17,0,3a35db3d
Mitchell Dijks,DF,Bologna,27,19,0a3065c8
Federico Dimarco,DF,Hellas Verona,22,117,970b8574
Koffi Djidji,DF,Crotone,27,9,933d3b51
Berat Djimsiti,DF,Atalanta,27,40,6eee05f1
Nicolás Domínguez,MF,Bologna,22,48,20b3a502
Gianluigi Donnarumma,GK,Milan,21,8,08f5afaa
Bartłomiej Drągowski,GK,Fiorentina,22,4,085e71a7
Denis Drăguș,FWMF,Crotone,21,1,0e490f6e
Radu Drăgușin,DF,Juventus,18,0,620922ed
Léo Duarte,DF,Milan,24,0,73ddc40c
Alfred Duncan,MF,Fiorentina,27,6,528492ea
Alfred Duncan,MF,Cagliari,27,20,528492ea
Paulo Dybala,FW,Juventus,26,70,e0921a4f
Edin Džeko,FW,Roma,34,64,3bb7f478
Steeve-Mike Ebongue,MF,Genoa,19,1,9d5ab351
Simone Edera,DFMF,Torino,23,3,8697c095
Albin Ekdal,MF,Sampdoria,31,26,f503ea63
Elif Elmas,MFFW,Napoli,20,23,cf007308
Alan Empereur,DF,Hellas Verona,26,2,825b8997
Christian Eriksen,MF,Inter,28,59,980522ec
Martin Erlic,DF,Spezia,22,7,0fee6bda
Gonzalo Escalante,MF,Lazio,27,14,3f79a1c8
Nahuel Estévez,MF,Spezia,24,55,cec60a2f
Valentin Eysseric,MFFW,Fiorentina,28,20,ae82fa48
Nicolò Fagioli,MF,Juventus,19,2,366be751
Iago Falque,MFFW,Benevento,30,28,440c84ed
Andri Fannar Baldursson,MF,Bologna,18,4,61f2f56a
Paolo Faragò,DF,Bologna,27,2,9085dd7c
Paolo Faragò,DF,Cagliari,27,10,9085dd7c
Davide Faraoni,DF,Hellas Verona,28,49,aae9d04a
Mohamed Fares,DF,Lazio,24,32,b7a5bc86
Diego Farias,FW,Spezia,30,59,157d29b6
Andrea Favilli,FW,Hellas Verona,23,7,44510fde
Federico Fazio,DF,Roma,33,3,4e358a2d
Luiz Felipe,DF,Lazio,23,9,15d0c248
Alex Ferrari,DF,Sampdoria,26,9,d0dbca9f
Salvador Ferrer,DF,Spezia,22,27,eb76987d
Marco Festa,GK,Crotone,28,0,c195ae4a
Fernando Forestieri,FWMF,Udinese,30,15,d60c26fc
Daam Foulon,DF,Benevento,21,10,658d44be
Gianluca Frabotta,DFMF,Juventus,21,14,d80b1835
Remo Freuler,MF,Atalanta,28,89,98d2c2c4
Daniel Fuzato,GK,Roma,23,0,82328faf
Matteo Gabbia,DF,Milan,20,2,c235e803
Manolo Gabbiadini,FW,Sampdoria,28,26,8f866fe8
Roberto Gagliardini,MF,Inter,26,22,ce30bfc8
Riccardo Gagliolo,DF,Parma,30,39,173061c0
Adolfo Gaich,FW,Benevento,21,13,8dfed6e9
Andrey Galabinov,FW,Spezia,31,6,0a1efd3c
Manuel Gasparini,GK,Udinese,18,0,7033ca08
Gervinho,FW,Parma,33,66,e468c053
Paolo Ghiglione,DFMF,Genoa,23,32,71dc23da
Faouzi Ghoulam,DFFW,Napoli,29,13,c5adc293
Kamil Glik,DF,Benevento,32,18,c6056d58
Diego Godín,DF,Cagliari,34,24,fc4f85b1
Amer Gojak,MFFW,Torino,23,18,51ffa295
Edoardo Goldaniga,DF,Genoa,26,13,4b029b31
Vladimir Golemić,DF,Crotone,29,17,1db295e5
Pierluigi Gollini,GK,Atalanta,25,4,f0f7f62f
Tomislav Gomelt,MF,Crotone,25,1,a5055b1b
Papu Gómez,MFFW,Atalanta,32,37,6e4df551
Robin Gosens,DF,Atalanta,26,79,2d970560
Alberto Grassi,MFDF,Parma,25,15,6cc97b6a
Koray Günter,DF,Hellas Verona,25,13,f1f1f238
Manu Gyabuaa,MF,Atalanta,18,0,a69eb5fd
Emmanuel Gyasi,FW,Spezia,26,65,f9758dae
Achraf Hakimi,DF,Inter,21,89,e42d61c7
Samir Handanović,GK,Inter,36,5,74419746
Lukáš Haraslín,FWMF,Sassuolo,24,16,5c397195
Hans Hateboer,DF,Atalanta,26,49,3b333ac3
Eduardo Henrique,MF,Crotone,25,11,1bd5fc78
Theo Hernández,DF,Milan,22,94,d4c9725f
Hernani,MF,Parma,26,72,6f5ead86
Përparim Hetemaj,MF,Benevento,33,32,90b70194
Aaron Hickey,DF,Bologna,18,7,1780bb4a
Wesley Hoedt,DF,Lazio,26,10,875898c7
Elseid Hysaj,DF,Napoli,26,39,2f3452eb
Simone Iacoponi,DF,Parma,33,6,63071a3f
Roger Ibanez,DF,Roma,21,29,82efe6fa
Zlatan Ibrahimović,FW,Milan,38,65,4cde5509
Igor,DF,Fiorentina,22,13,a4e85758
Ivan Ilić,MF,Hellas Verona,19,47,bb376bed
Josip Iličić,MFFW,Atalanta,32,110,68252d6d
Ciro Immobile,FW,Lazio,30,118,4431aed2
Riccardo Improta,DFMF,Benevento,26,60,f6dfa5b8
Roberto Inglese,FW,Parma,28,8,6c1f7328
Lorenzo Insigne,FW,Napoli,29,164,2f557579
Roberto Insigne,MFFW,Benevento,26,77,8faf7b3c
Artur Ioniță,MF,Benevento,29,28,cedb3e36
Ardian Ismajli,DF,Spezia,23,9,6b635f5c
Armando Izzo,DF,Torino,28,35,89976232
Mato Jajalo,MF,Udinese,32,0,8c65eb5f
Jakub Jankto,MF,Sampdoria,24,62,1ea5f91c
Juan Jesus,DF,Roma,29,0,79083382
Hamed Junior Traorè,MFFW,Sassuolo,20,75,570bb4b9
Musa Juwara,MFDF,Bologna,18,1,7737dee2
Nikola Kalinić,FW,Hellas Verona,32,17,d4931a5a
Yayah Kallon,FW,Genoa,19,2,f95f49d2
Pierre Kalulu,DF,Milan,20,9,85f7d1be
Yann Karamoh,FWMF,Parma,22,39,8b66d9cc
Isaac Karamoko,DF,Sassuolo,18,0,4c7919df
Augustus Kargbo,FW,Crotone,20,0,0c8f27b5
Rick Karsdorp,DF,Roma,25,43,9f84febe
Franck Kessié,MF,Milan,23,85,05e19d6a
Omar Khailoti,DF,Bologna,18,0,19d1c41f
Simon Kjær,DF,Milan,31,16,8b8a56ce
Ragnar Klavan,DF,Cagliari,34,3,008a6e6d
Justin Kluivert,MF,Roma,21,0,4c3a6744
Aleksandr Kokorin,FWMF,Fiorentina,29,1,fec5accc
Aleksandar Kolarov,DF,Inter,34,15,eda40760
Márk Kosznovszky,MF,Parma,18,3,185bf610
Christian Kouamé,FW,Fiorentina,22,19,58e933d2
Kalidou Koulibaly,DF,Napoli,29,17,da974c7b
Viktor Kovalenko,FW,Atalanta,24,0,9d60028d
Rade Krunić,MFFW,Milan,26,17,817c6964
Juraj Kucka,MFFW,Parma,33,56,5aaef9ef
Dejan Kulusevski,MFFW,Juventus,20,97,df3cda47
Marash Kumbulla,DF,Roma,20,11,a40819d9
Jasmin Kurtić,MF,Parma,31,62,144607cc
Giorgos Kyriakopoulos,DF,Sassuolo,24,35,0a483542
Antonino La Gumina,FW,Sampdoria,24,2,822a7761
Sam Lammers,FWMF,Atalanta,23,13,c283ddef
Gianluca Lapadula,FW,Benevento,30,72,2ead2809
Danilo Larangeira,DF,Bologna,36,13,fed5f993
Kevin Lasagna,FW,Udinese,27,23,09538fdb
Kevin Lasagna,FW,Hellas Verona,27,27,09538fdb
Vincent Laurini,DF,Parma,31,9,3535098b
Darko Lazović,DFMF,Hellas Verona,29,66,5128bde4
Manuel Lazzari,DF,Lazio,26,69,02caf6e0
Rafael Leão,FW,Milan,21,66,20730eae
Lucas Leiva,MF,Lazio,33,36,4c78b5ed
Lukas Lerager,MF,Genoa,27,22,1b82f8df
Mehdi Léris,DFMF,Sampdoria,22,15,7d3cbc67
Karlo Letica,GK,Sampdoria,23,0,4a6914ff
Gaetano Letizia,DF,Benevento,30,39,3dd45b70
Matthijs de Ligt,DF,Juventus,20,26,d6e53a3a
Karol Linetty,MF,Torino,25,42,d023d70f
Pol Lirola,DFFW,Fiorentina,22,14,ff800ed8
Fernando Llorente,FW,Udinese,35,15,82dbf623
Fernando Llorente,FWMF,Napoli,35,2,82dbf623
Stanislav Lobotka,MF,Napoli,25,1,e1cbb531
Manuel Locatelli,MF,Sassuolo,22,104,a8a874f1
Maxime Lopez,MF,Sassuolo,22,56,20094685
Pau López,GK,Roma,25,0,20b9f052
Matteo Lovato,DF,Hellas Verona,20,8,5fa57166
Hirving Lozano,FW,Napoli,25,87,a69e4806
José Luis Palomino,DF,Atalanta,30,16,921f6058
Romelu Lukaku,FW,Inter,27,127,5eae500a
Saša Lukić,MF,Torino,23,60,c6e8cf1f
Senad Lulić,DF,Lazio,34,10,7fd58fe3
Sebastiano Luperto,DF,Crotone,23,11,997fff07
Lyanco,DF,Torino,23,17,b5bf1770
Charalambos Lykogiannis,DF,Cagliari,26,33,5efc5389
Lisandro Magallán,DF,Crotone,26,20,01a49bd2
Christian Maggio,DF,Benevento,38,1,31d7f557
Giulio Maggiore,MF,Spezia,22,35,957e4c87
Francesco Magnanelli,MF,Sassuolo,35,8,07767f42
Giangiacomo Magnani,DF,Hellas Verona,24,5,cce9f582
Jean-Victor Makengo,MF,Udinese,22,6,22bfb57e
Nikola Maksimović,DF,Napoli,28,11,16b9d5cf
Kévin Malcuit,DF,Fiorentina,29,5,d6a889ea
Kévin Malcuit,FWMF,Napoli,29,0,d6a889ea
Daniel Maldini,FWDF,Milan,18,3,801831fe
Ruslan Malinovskyi,MFFW,Atalanta,27,133,48d5bd33
Dennis Man,FWMF,Parma,21,20,2079b3cc
Gianluca Mancini,DF,Roma,24,28,5aa53281
Rolando Mandragora,MF,Udinese,23,7,c7259b83
Rolando Mandragora,MF,Torino,23,43,c7259b83
Mario Mandžukić,FW,Milan,34,4,afa0d4e0
Niccolò Manfredini,GK,Benevento,32,0,e4b39692
Kostas Manolas,DF,Napoli,29,22,c707411f
Juan Manuel Ramos,DF,Spezia,23,5,36d7971a
Federico Marchetti,GK,Genoa,37,1,f794b426
Riccardo Marchizza,DF,Spezia,22,28,91d0fabf
Gian Marco Ferrari,DF,Sassuolo,28,37,8650af85
Răzvan Marin,MF,Cagliari,24,112,7fac99d4
Marlon,DF,Sassuolo,24,11,cdf65d12
Luca Marrone,DF,Crotone,30,4,ea468ea8
Lautaro Martínez,FW,Inter,22,86,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,24,17,3ec3c1c9
Adam Marušić,DF,Lazio,27,63,d4535821
Andrea Masiello,DF,Genoa,34,19,e0314d87
Giuseppe Mastinu,FW,Spezia,28,2,26cd1bff
Ryder Matos,MF,Udinese,27,3,7280b54f
Federico Mattiello,DF,Spezia,25,0,fba81826
Borja Mayoral,FW,Roma,23,50,64e8ed6d
Antonio Mazzotta,DF,Crotone,30,0,4366d5e9
Ibrahima Mbaye,DF,Bologna,25,5,cfbf9881
Weston McKennie,MF,Juventus,21,55,01c3aff5
Gary Medel,DFMF,Bologna,32,5,563a68ad
Soualiho Meïté,MF,Torino,26,17,5cec2c74
Soualiho Meïté,MF,Milan,26,16,5cec2c74
Filippo Melegoni,MFDF,Genoa,21,7,6604165d
Arthur Melo,MF,Juventus,23,25,48b3dd60
Alex Meret,GK,Napoli,23,3,9413b19f
Yıldırım Mert Çetin,DF,Hellas Verona,23,1,c730da00
Dries Mertens,FWMF,Napoli,33,62,89b2c8a9
Junior Messias,MFFW,Crotone,29,112,f49c4ae9
Petar Mićin,MF,Udinese,21,0,259deea9
Valentin Mihaila,FWMF,Parma,20,19,81a4c239
Nikola Milenković,DF,Fiorentina,22,23,bee704fc
Sergej Milinković-Savić,MF,Lazio,25,94,4e6dbac4
Vanja Milinković-Savić,GK,Torino,23,1,9fa26bc2
Vincenzo Millico,FWMF,Torino,19,1,6817095b
Aleksei Miranchuk,MFFW,Atalanta,24,34,a9aa0d1d
Antonio Mirante,GK,Roma,37,3,30223b33
Henrikh Mkhitaryan,MFFW,Roma,31,117,dd0daf32
Johan Mojica,DF,Atalanta,27,6,608f2092
Nahuel Molina,DF,Udinese,22,50,23610943
Salvatore Molina,MFDF,Crotone,28,46,54ab971f
Gabriele Moncini,FWMF,Benevento,24,7,c4efe2b4
Cristóbal Montiel,MFFW,Fiorentina,20,0,dd52d069
Lorenzo Montipò,GK,Benevento,24,0,c1d95617
Luca Mora,MF,Spezia,32,1,42fff925
Álvaro Morata,FW,Juventus,27,72,129af0db
Raúl Moro,FW,Lazio,17,0,919dd4b1
Mert Müldür,DF,Sassuolo,21,27,1295552e
Luis Muriel,FW,Atalanta,29,103,eb2fe5b6
Vedat Muriqi,FW,Lazio,26,24,0cadc46d
Nicola Murru,DF,Torino,25,14,d183e9d6
Mateo Musacchio,DF,Lazio,29,0,91899ca8
Mateo Musacchio,DF,Milan,29,0,91899ca8
Juan Musso,GK,Udinese,26,1,a111cf41
Joakim Mæhle,DF,Atalanta,23,37,c459a650
Radja Nainggolan,MF,Cagliari,32,58,1f9328da
Radja Nainggolan,MF,Inter,32,4,1f9328da
Nahitan Nández,MFDF,Cagliari,24,75,95facda1
Ilija Nestorovski,FWMF,Udinese,30,26,b1236c63
Nicolas Nkoulou,DF,Torino,30,8,93cf32a8
Bram Nuytinck,DF,Udinese,30,7,e33f36d5
Simeon Nwankwo,FW,Crotone,28,53,80dbbd10
M'Bala Nzola,FW,Spezia,23,44,a4948e67
Pedro Obiang,MF,Sassuolo,28,27,ba1e04b3
Brian Oddei,FWMF,Sassuolo,17,6,97e8ea97
Stefano Okaka,FW,Udinese,30,22,601ef102
Christian Oliva,MF,Cagliari,24,4,d3b888e3
Maximiliano Olivera,DF,Fiorentina,28,0,32a33c68
Jérôme Onguéné,DF,Genoa,22,0,e81f0356
Riccardo Orsolini,FWMF,Bologna,23,74,e14ec482
Victor Osimhen,FW,Napoli,21,54,8c90fd7a
Yordan Osorio,DF,Parma,26,10,4d17df3e
David Ospina,GK,Napoli,31,5,82b1198a
Adam Ounas,FWMF,Crotone,23,46,ed90babd
Adam Ounas,MFFW,Cagliari,23,15,ed90babd
Thomas Ouwejan,DF,Udinese,23,17,36d9dabe
Daniele Padelli,GK,Inter,34,0,cf1c23d8
Mattia Pagliuca,MF,Bologna,18,1,ad84294f
Rodrigo Palacio,FW,Bologna,38,98,8d8178ac
Alberto Paleari,GK,Genoa,27,0,94a3606c
Antonio Palumbo,MF,Sampdoria,23,0,33e98344
Martin Palumbo,MF,Udinese,18,1,f8d41a8c
Goran Pandev,FWMF,Genoa,37,34,d711d04f
Ivor Pandur,GK,Hellas Verona,20,0,457cb02f
Vittorio Parigini,MFDF,Genoa,24,1,75efed2e
Marco Parolo,DFMF,Lazio,35,11,ed5886d2
Mario Pašalić,MF,Atalanta,25,50,e599253a
Christian Pastina,DF,Benevento,19,2,38bf62b5
Javier Pastore,MFFW,Roma,31,6,881ef58c
Patric,DF,Lazio,27,32,f7223718
Leonardo Pavoletti,FW,Cagliari,31,30,d37b0350
Nehuén Paz,DF,Bologna,27,5,42b1a58a
Pedro,MFFW,Roma,33,71,3ca7254a
João Pedro,FWMF,Cagliari,28,94,81255c03
Gianluca Pegolo,GK,Sassuolo,39,0,f058ed1f
Graziano Pellè,FW,Parma,35,18,9654d8de
Lorenzo Pellegrini,MF,Roma,24,127,4a5a45c7
Luca Pellegrini,DFMF,Genoa,21,12,3b61c9ec
Federico Peluso,DF,Sassuolo,36,0,4f2908e5
Andreas Pereira,FWMF,Lazio,24,18,6639e500
Pedro Pereira,DF,Crotone,22,36,c77be0cf
Gastón Pereiro,MFDF,Cagliari,25,18,7ec7738e
Bruno Peres,DF,Roma,30,42,852351df
Roberto Pereyra,MFFW,Udinese,29,86,75f2c59f
Carles Pérez,MFFW,Roma,22,33,a8f21b9f
Mattia Perin,GK,Genoa,27,3,4c62d0c8
Ivan Perišić,DFFW,Inter,31,52,6fe90922
Matteo Pessina,MF,Atalanta,23,53,780e3631
Andrea Petagna,FW,Napoli,25,41,03f946ed
Jacopo Petriccione,MF,Crotone,25,24,909bce7f
Jens Petter Hauge,FW,Milan,20,21,12c35abe
Germán Pezzella,DF,Fiorentina,29,10,8c725b43
Giuseppe Pezzella,DF,Parma,22,29,149c5f5d
Cristiano Piccini,DF,Atalanta,27,0,32c0491f
Roberto Piccoli,FW,Spezia,19,8,1cadaf34
Andrea Pinamonti,FW,Inter,21,4,08aa9cd1
Carlo Pinsoglio,GK,Juventus,30,0,f6a06749
Fabio Pisacane,DF,Cagliari,34,1,56400c01
Marko Pjaca,FWMF,Genoa,25,38,2c38b327
Tommaso Pobega,MF,Spezia,21,23,55a1cac2
Andrea Poli,MF,Bologna,30,15,b3fd7075
Matteo Politano,FWMF,Napoli,26,95,5e861944
Manolo Portanova,MFFW,Genoa,20,4,c8c0dccd
Manolo Portanova,MF,Juventus,20,1,c8c0dccd
Ivan Provedel,GK,Spezia,26,1,277da414
Erick Pulgar,MF,Fiorentina,26,43,4611e028
Ignacio Pussetto,FW,Udinese,24,15,62437b4f
Fabio Quagliarella,FW,Sampdoria,37,48,ee4f2f3b
Simone Rabbi,FWDF,Bologna,18,0,3688af6c
Adrien Rabiot,MF,Juventus,25,51,8794e251
Ivan Radovanović,DFMF,Genoa,31,12,023937a9
Ionuț Radu,GK,Inter,23,0,67f649be
Ștefan Radu,DF,Lazio,33,47,53de807a
Rafael,GK,Spezia,38,1,dd06d56c
Antonio Raimondo,FW,Bologna,16,0,ce1a6c7e
Gastón Ramírez,FWMF,Sampdoria,29,51,2c851997
Aaron Ramsey,MF,Juventus,29,58,ef619b0b
Andrea Ranocchia,DF,Inter,32,7,539230cf
Giacomo Raspadori,FWMF,Sassuolo,20,62,6e058f06
Federico Ravaglia,GK,Bologna,20,1,6662d731
Ante Rebić,FW,Milan,26,69,536cebe5
Arkadiusz Reca,DF,Crotone,25,55,6213fd82
Vasco Regini,DF,Sampdoria,29,1,339c6ed4
Pepe Reina,GK,Lazio,37,4,e358587b
Bryan Reynolds,DF,Roma,19,3,2306bf5c
Franck Ribéry,FW,Fiorentina,37,83,f61c7c4e
Federico Ricci,FW,Sassuolo,26,0,524eb8c5
Giacomo Ricci,DF,Parma,23,2,cfb38237
Matteo Ricci,MF,Spezia,26,50,3cf7dc7e
Tomás Rincón,MF,Torino,32,39,f1cfc209
Andrea Rispoli,DF,Crotone,31,15,39ee6cb6
