Player,Pos,Squad,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,-9999
Fransérgio,MF,Bordeaux,30,7,0,0,26,12,0,6,23,10,0,1,0,78,27,32,45.8,deba6b05
Angelo Fulgini,MFFW,Angers,24,6,0,0,36,84,5,69,22,25,0,0,0,137,33,41,44.6,4b96c347
Gauthier Gallon,GK,Troyes,28,2,0,0,0,7,0,0,2,0,0,0,0,33,2,1,66.7,db3164e1
Kévin Gameiro,FW,Strasbourg,34,0,0,0,16,17,14,16,6,10,1,0,0,81,10,48,17.2,42276181
Idrissa Gana Gueye,MF,Paris S-G,31,4,0,0,38,16,1,2,24,36,0,0,0,127,8,15,34.8,72c812f3
Ignatius Ganago,FW,Lens,22,2,0,0,9,10,10,3,2,2,0,0,0,27,19,30,38.8,23c63b7f
Djeidi Gassama,FW,Paris S-G,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bbdb2789
Johan Gastien,MF,Clermont Foot,33,8,2,0,29,33,0,61,53,34,0,1,1,260,21,27,43.8,868eaba0
Valère Germain,FW,Montpellier,31,3,0,0,23,27,7,15,9,14,0,0,0,54,53,104,33.8,ea0ff634
Gerson,MFFW,Marseille,24,3,0,0,45,67,2,22,16,17,2,0,0,109,23,19,54.8,8827bf46
Willem Geubbels,FWMF,Nantes,19,1,0,0,10,4,5,6,6,5,0,0,0,16,10,13,43.5,9836e892
Ismaël Gharbi,FW,Paris S-G,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5b3cfa12
Lamine Ghezali,DF,Saint-Étienne,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,ce84946a
Nicholas Gioacchini,FWMF,Montpellier,21,0,0,0,4,17,3,3,4,5,1,0,0,31,20,21,48.8,79ab7593
Jimmy Giraudon,DF,Troyes,29,5,1,1,14,5,0,1,37,6,0,1,1,105,17,10,63.0,6ba71da5
Andrei Girotto,DFMF,Nantes,29,8,0,0,52,28,0,9,69,52,0,0,0,200,106,64,62.4,3befc2b6
Aleksandr Golovin,FWMF,Monaco,25,4,1,0,21,21,2,111,12,22,0,0,0,96,6,13,31.6,3708e9fa
Angel Gomes,MFFW,Lille,20,3,0,0,13,15,0,16,3,13,0,0,0,39,5,14,26.3,645a3363
Alfred Gomis,GK,Rennes,27,1,0,0,1,3,0,0,1,0,0,1,0,29,4,0,100.0,cecbce23
Vagner Gonçalves,FW,Metz,25,1,0,0,5,1,0,10,1,1,0,0,0,4,0,2,0.0,743fd71f
Álvaro González,DF,Marseille,31,1,0,0,7,7,0,0,1,1,0,0,0,19,4,11,26.7,42dcf26d
Amine Gouiri,FWMF,Nice,21,3,0,0,30,32,6,98,11,13,1,0,0,89,12,24,33.3,aad56ca3
Lucas Gourna-Douath,MF,Saint-Étienne,17,7,0,0,36,28,0,4,13,26,0,1,0,157,11,18,37.9,3cd7820a
Jonathan Gradit,DF,Lens,28,7,0,0,41,37,0,10,65,28,0,0,0,221,47,52,47.5,06c48679
Andrew Gravillon,DF,Reims,23,9,2,2,35,21,0,24,33,24,0,1,0,97,32,27,54.2,49136c42
Adrian Grbić,FWMF,Lorient,24,0,0,0,6,9,2,3,0,1,0,0,0,14,13,20,39.4,4a987ffa
Ivo Grbić,GK,Lille,25,3,0,0,0,7,0,0,0,0,0,0,0,19,7,0,100.0,3f034750
Etienne Green,GK,Saint-Étienne,21,1,1,0,2,1,0,0,1,1,0,1,0,11,2,0,100.0,667b65da
Gabriel Gudmundsson,DFMF,Lille,22,3,0,0,27,20,5,62,20,31,0,0,0,79,16,20,44.4,d5d22a58
Noah Guede-Nadje,MF,Angers,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,94b442c0
Mattéo Guendouzi,MF,Marseille,22,6,0,0,28,67,0,49,16,30,2,0,0,178,23,30,43.4,5ea8ef20
Yanis Guermouche,MFFW,Montpellier,20,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,,642f9f79
Evann Guessand,FW,Nice,20,3,0,0,14,9,0,0,0,8,1,0,0,19,12,12,50.0,b73f17f8
Lamine Gueye,FWMF,Metz,23,0,0,0,7,10,3,49,6,5,1,0,0,23,4,10,28.6,9d5dcc23
Pape Gueye,MF,Marseille,22,7,0,0,29,40,4,3,24,19,0,1,0,109,21,13,61.8,7155e3e1
Josuha Guilavogui,MFDF,Bordeaux,30,4,0,0,23,13,0,6,36,16,0,0,0,134,13,12,52.0,e6c43eec
Frederic Guilbert,DF,Strasbourg,26,4,0,0,26,22,2,218,55,39,0,0,0,142,27,40,40.3,5d8d7454
Bruno Guimarães,MF,Lyon,23,2,0,0,31,59,1,28,21,31,1,0,0,131,12,10,54.5,82518f62
Sehrou Guirassy,FW,Rennes,25,1,0,0,21,35,5,1,1,2,0,0,0,30,37,34,52.1,923f4dda
Malo Gusto,DF,Lyon,18,3,0,0,25,20,2,70,33,35,0,2,1,144,16,17,48.5,d56b9520
Massadio Haïdara,DF,Lens,28,5,1,0,20,11,0,18,22,21,0,0,0,63,14,11,56.0,5167c97e
Oualid El Hajjam,DF,Troyes,30,2,0,0,16,11,0,19,22,11,0,0,0,90,7,10,41.2,9f29c204
Achraf Hakimi,DF,Paris S-G,22,3,1,0,20,14,6,52,28,51,0,0,0,123,9,20,31.0,e42d61c7
Pierre-Yves Hamel,FWMF,Lorient,27,1,0,0,1,1,0,0,2,0,0,0,0,0,2,2,50.0,a99da9ec
Pierre-Yves Hamel,FW,Clermont Foot,27,2,0,0,13,9,2,2,0,6,0,0,0,9,23,33,41.1,a99da9ec
Romain Hamouma,FWMF,Saint-Étienne,34,2,0,0,23,12,8,42,4,7,0,0,0,28,4,11,26.7,0b4d8274
Amine Harit,FWMF,Marseille,24,1,0,0,17,39,3,28,4,11,0,0,0,51,6,14,30.0,e7d59f4f
Henrique,DF,Lyon,27,3,0,0,13,14,0,21,22,7,0,0,0,57,18,13,58.1,f28474a4
Luis Henrique,FWMF,Marseille,19,0,0,0,6,4,5,12,5,3,0,0,0,34,0,3,0.0,f36d5624
Christophe Hérelle,DF,Brest,28,6,0,0,20,24,1,1,44,28,0,0,0,99,24,24,50.0,3681cfff
Jérôme Hergault,DF,Lorient,35,2,2,1,7,3,0,13,4,1,0,0,0,19,6,6,50.0,a84f9a4b
Ander Herrera,MF,Paris S-G,31,2,0,0,14,5,3,6,14,17,0,0,0,72,2,3,40.0,436a9dd0
Franck Honorat,FWMF,Brest,24,3,0,0,24,21,5,188,15,38,3,0,0,148,18,31,36.7,db7849ca
Fraser Hornby,FWMF,Reims,21,1,0,0,7,6,6,1,4,1,0,0,0,9,16,15,51.6,29aee77c
Cédric Hountondji,DF,Clermont Foot,27,2,0,0,12,7,0,1,34,17,0,0,1,101,46,20,69.7,00891164
Suk Hyun-jun,FWMF,Troyes,30,0,0,0,7,5,0,1,0,0,0,0,0,4,8,9,47.1,7ffaf233
Mauro Icardi,FW,Paris S-G,28,1,0,0,14,7,9,2,5,3,0,0,0,19,5,9,35.7,43b78598
Jonathan Iglesias,MF,Clermont Foot,32,0,0,0,11,11,0,1,5,11,0,0,0,39,1,3,25.0,639ca1cf
Juan Ignacio Ramírez,FW,Saint-Étienne,24,0,0,0,1,0,0,0,0,1,0,0,0,5,1,4,20.0,ad513a6b
Danylo Ihnatenko,MF,Bordeaux,24,3,1,0,16,7,0,8,6,9,0,0,0,51,13,5,72.2,65bbfba3
Jonathan Ikone,MFFW,Lille,23,1,0,0,13,7,2,8,5,3,0,0,0,55,3,6,33.3,42eaa028
Bonke Innocent,MF,Lorient,25,4,0,0,20,6,0,2,16,16,0,0,0,57,7,10,41.2,546bb36e
Wilson Isidor,FWMF,Monaco,20,0,0,0,1,1,2,0,0,0,0,0,0,1,4,4,50.0,a671316d
Ismail Jakobs,DFFW,Monaco,21,1,0,0,15,9,1,82,17,16,0,1,0,76,38,15,71.7,a0415710
Marin Jakoliš,FW,Angers,24,0,0,0,5,1,2,7,1,1,0,0,0,5,3,1,75.0,96f4ebc0
Abdel Jalil Medioub,DF,Bordeaux,23,0,0,0,3,1,0,0,12,5,0,0,0,31,14,6,70.0,4937a9f7
Corentin Jean,FWMF,Lens,26,2,0,0,7,5,2,10,1,6,0,0,0,13,3,8,27.3,7d9b37bf
Jemerson,DF,Metz,28,3,2,0,18,7,0,0,25,25,0,1,0,57,13,19,40.6,7cab69b5
Moritz Jenz,DF,Lorient,22,5,1,1,24,3,0,0,28,12,0,1,2,66,30,27,52.6,ee644761
Lenny Joseph,FWMF,Metz,20,1,0,0,5,1,0,1,0,1,0,0,0,5,4,7,36.4,d1828392
Issa Kaboré,DF,Troyes,20,8,2,1,30,43,4,111,20,22,1,0,0,125,11,15,42.3,c066d1a5
Tino Kadewere,FW,Lyon,25,0,1,0,6,5,4,7,4,5,0,0,0,29,6,12,33.3,7d08063d
Gaël Kakuta,MFFW,Lens,30,1,0,0,15,33,5,46,4,14,0,0,0,76,12,23,34.3,5b1bf5e3
Arnaud Kalimuendo,FW,Paris S-G,19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,bf4c41f9
Arnaud Kalimuendo,FW,Lens,19,1,1,0,13,32,14,17,8,8,0,0,0,51,4,26,13.3,bf4c41f9
Samuel Kalu,FWMF,Bordeaux,23,1,0,0,3,7,0,19,3,5,0,0,0,15,3,7,30.0,b8d22478
Boubacar Kamara,MFDF,Marseille,21,5,0,0,40,42,0,8,46,38,1,1,0,183,40,37,51.9,cc77354e
Hassane Kamara,MFDF,Nice,27,2,0,0,8,4,3,16,9,10,0,0,0,41,2,13,13.3,19a12bed
Jean-Armel Kana-Biyik,DF,Metz,32,1,0,0,4,8,0,0,16,6,0,0,0,50,4,2,66.7,76a4233b
Nordine Kandil,MFFW,Strasbourg,19,1,0,0,1,2,0,7,0,1,0,0,0,9,1,1,50.0,c5908bc4
Eiji Kawashima,GK,Strasbourg,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,a4527d33
Ilan Kebbal,MFFW,Reims,23,1,0,0,12,50,7,71,13,15,1,0,0,122,2,18,10.0,37d04e90
Thilo Kehrer,DF,Paris S-G,24,0,0,0,15,6,0,5,24,14,0,0,0,70,26,21,55.3,51dbeea9
Habib Keita,MFFW,Lyon,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,cc588cbe
Saîf-Eddine Khaoui,MFFW,Clermont Foot,26,1,0,0,11,15,0,40,14,10,0,0,0,45,1,7,12.5,796b1c41
Wahbi Khazri,FWMF,Saint-Étienne,30,6,0,0,22,47,22,57,12,18,1,0,0,103,12,40,23.1,2677a1de
Presnel Kimpembe,DF,Paris S-G,25,6,0,0,28,26,0,2,38,19,0,2,0,138,49,20,71.0,aef6e670
Thibault Klidje,MFFW,Bordeaux,20,0,0,0,3,5,1,6,2,0,0,0,0,2,1,4,20.0,db013c7d
Justin Kluivert,MF,Nice,22,6,1,0,39,29,5,161,14,9,0,1,0,95,14,12,53.8,4c3a6744
Samuel Koeberlé,FW,Reims,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,6751b938
Philippe Koffi,FW,Reims,19,1,0,0,8,13,7,3,3,0,0,0,0,7,6,16,27.3,9f1c2822
Sead Kolašinac,DF,Marseille,28,0,0,0,7,3,0,7,0,6,0,0,0,22,5,0,100.0,3935e52e
Randal Kolo Muani,FWMF,Nantes,22,2,0,0,59,72,18,31,6,14,1,1,0,107,66,110,37.5,c0b3669f
Timothée Kolodziejczak,DF,Saint-Étienne,29,4,1,0,29,3,2,38,60,24,0,3,2,148,31,38,44.9,ab096c6f
Ghislain Konan,DF,Reims,25,1,0,0,17,33,2,84,28,19,0,0,0,176,13,11,54.2,6b2c894b
Ibrahima Koné,FW,Lorient,22,2,0,0,13,10,5,4,1,4,0,0,0,20,16,35,31.4,04bb2b06
Youssouf Koné,DF,Troyes,26,2,1,0,7,20,2,33,10,18,0,0,0,62,6,10,37.5,e6eadfb8
Laurent Koscielny,DF,Bordeaux,35,2,0,0,11,9,0,0,12,9,0,1,0,65,15,3,83.3,f5efb153
Rominigue Kouamé,MF,Troyes,24,5,0,0,43,65,1,7,46,22,0,0,0,231,17,28,37.8,86a2ba20
Boubakar Kouyaté,DF,Metz,24,8,1,0,35,28,7,0,79,50,0,1,0,158,92,44,67.6,562a4799
Jean-Philippe Krasso,FW,Saint-Étienne,24,0,0,0,9,7,2,5,0,5,0,0,0,23,17,17,50.0,037f2523
Mykola Kukharevych,FW,Troyes,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,8197a269
Enock Kwateng,DF,Bordeaux,24,6,1,1,22,16,1,40,43,35,0,0,0,144,24,23,51.1,4bf69118
Grejohn Kyei,FW,Clermont Foot,25,1,0,0,14,8,1,0,0,2,0,0,0,6,14,9,60.9,397ba086
Gaëtan Laborde,FW,Montpellier,27,1,0,0,3,3,0,4,5,2,0,0,0,15,17,12,58.6,7cdda3bf
Gaëtan Laborde,FW,Rennes,27,1,0,0,31,20,21,33,8,7,0,0,0,79,87,119,42.2,7cdda3bf
Tom Lacoux,DFMF,Bordeaux,19,5,0,0,18,6,0,7,9,13,0,0,0,67,4,15,21.1,295ba708
Lenny Lacroix,DF,Metz,18,0,0,0,1,0,0,0,10,7,0,0,0,13,7,2,77.8,5413ef36
Alban Lafont,GK,Nantes,22,3,0,0,1,2,0,0,1,3,0,1,0,58,22,2,91.7,4e7db402
Mohamed Lamine Bayo,FW,Clermont Foot,23,1,0,0,19,5,14,14,7,5,0,0,0,50,44,51,46.3,01870104
Didier Lamkel Zé,FW,Metz,24,2,0,0,7,14,4,4,1,1,0,0,0,20,21,23,47.7,b229aa13
Julien Laporte,DF,Lorient,27,7,0,0,28,26,1,2,54,45,0,3,0,158,78,54,59.1,f066022d
Yasser Larouci,DF,Troyes,20,1,0,0,2,8,0,15,7,5,1,0,0,19,4,3,57.1,0ed063d6
Paul Lasne,MF,Brest,32,1,0,0,11,15,0,12,24,12,0,0,0,46,9,6,60.0,542cc80f
Armand Lauriente,FWMF,Lorient,22,5,0,0,44,41,11,45,15,18,0,0,0,118,11,21,34.4,2d22cea7
Théo Le Bris,MF,Lorient,18,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,33.3,afe39ca8
Jérémy Le Douaron,FWMF,Brest,23,0,0,0,17,27,2,43,4,5,0,0,0,58,38,53,41.8,88c4d190
Enzo Le Fée,MFFW,Lorient,21,2,0,0,32,51,1,102,29,44,0,0,0,165,18,22,45.0,6f806d99
Vincent Le Goff,DF,Lorient,31,1,0,0,24,21,3,84,37,38,0,0,0,209,11,28,28.2,2321ea6e
Maxime Le Marchand,DF,Strasbourg,31,4,0,0,10,2,0,5,14,8,0,1,0,52,15,10,60.0,321a71a7
Jean-Louis Leca,GK,Lens,35,3,1,0,2,3,0,0,1,0,0,1,0,31,4,1,80.0,edbe46dc
Félix Lemaréchal,MF,Monaco,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8ca9415f
Mario Lemina,MF,Nice,27,7,1,1,36,23,0,7,48,35,0,0,0,142,23,10,69.7,2b471f99
Fabien Lemoine,MF,Lorient,34,5,0,0,27,18,0,6,14,22,0,0,0,101,9,8,52.9,54d51e22
Léo Leroy,MF,Montpellier,21,3,0,0,23,4,0,4,8,21,0,0,0,47,11,8,57.9,fcc84a07
Alexandre Letellier,GK,Paris S-G,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,96fcd380
Yanis Lhery,FWMF,Saint-Étienne,18,0,0,0,2,1,0,0,0,0,0,0,0,4,1,4,20.0,cc972842
Dimitri Liénard,DFMF,Strasbourg,33,8,0,0,34,25,4,188,21,43,1,0,0,132,19,25,43.2,f7691f63
Isaac Lihadji,MFFW,Lille,19,1,0,0,4,5,0,9,2,3,1,0,0,15,1,3,25.0,57a46f3f
Pol Lirola,DFFW,Marseille,23,1,0,0,11,13,10,71,13,16,0,0,0,100,19,8,70.4,ff800ed8
Banzouzi Locko,MFDF,Reims,19,4,0,0,15,12,2,10,14,19,0,0,0,64,12,16,42.9,40221fa7
Anthony Lopes,GK,Lyon,30,1,1,0,1,4,0,0,3,0,0,0,0,34,4,1,80.0,f00de885
Pau López,GK,Marseille,26,4,0,0,0,3,0,0,0,0,0,0,0,52,6,0,100.0,20b9f052
Dion Lopy,MF,Reims,19,4,0,0,38,17,1,4,22,29,0,1,0,121,14,17,45.2,64c14d49
Samuel Loric,DF,Lorient,21,0,0,0,4,5,1,13,5,5,0,1,0,19,7,2,77.8,9004f318
Jordan Lotomba,DF,Nice,22,4,0,0,11,23,2,44,12,17,0,0,0,86,12,15,44.4,fc4cf6a7
Johaneko Louisjean,DF,Bordeaux,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,9af3613f
Jean Lucas,MF,Monaco,23,3,1,1,27,25,2,64,13,25,0,0,0,131,14,25,35.9,a99138af
Castello Lukeba,DF,Lyon,18,1,0,0,18,13,1,0,38,19,0,2,0,179,41,36,53.2,5b9512c5
Levi Lumeka,MFFW,Troyes,22,0,0,0,2,1,2,2,0,0,0,0,0,2,0,2,0.0,199ff86e
Yannis M'Bemba,DFFW,Nantes,20,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,100.0,080de72a
Deiver Machado,DFMF,Lens,27,1,0,0,4,11,2,18,3,14,0,0,0,33,6,3,66.7,b3f8bdef
Yvann Macon,DF,Saint-Étienne,22,7,0,0,23,12,0,58,18,22,0,0,1,100,16,29,35.6,0bb6e193
Louis Mafouta,FW,Metz,27,0,0,0,16,5,5,1,0,0,0,0,0,8,10,22,31.3,bec3d251
Hugo Magnetti,MF,Brest,23,4,0,0,26,20,0,9,25,34,0,0,0,130,6,9,40.0,d4d35152
Yohann Magnin,MFDF,Clermont Foot,24,2,0,0,21,25,5,12,20,31,1,0,0,99,36,39,48.0,caa7aaea
Habib Maïga,MF,Metz,25,6,0,0,29,10,0,22,14,28,0,1,0,92,17,11,60.7,e768de1f
Josh Maja,FW,Bordeaux,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bc0bfc64
Abdul Majeed Waris,FWMF,Strasbourg,29,1,0,0,5,14,1,7,0,3,0,0,0,17,2,5,28.6,46907171
Lovro Majer,MFFW,Rennes,23,1,0,0,35,32,1,85,11,21,0,0,0,140,3,10,23.1,fc46aab1
Béni Makouana,FWMF,Montpellier,18,4,0,0,10,1,2,9,3,2,0,0,0,10,1,9,10.0,654f49ca
Hianga Mananga Mbock,MF,Brest,21,3,0,0,20,10,0,0,5,12,0,1,0,48,11,11,50.0,0f86995c
Vincent Manceau,DF,Angers,32,2,1,1,13,14,0,10,32,19,0,0,0,165,16,35,31.4,c26a3918
Steve Mandanda,GK,Marseille,36,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0,100.0,1d2d5cc8
Reinildo Mandava,DF,Lille,27,7,0,0,33,27,1,20,37,23,0,0,0,102,27,11,71.1,c20bdcd7
Anthony Mandrea,GK,Angers,24,0,0,0,0,2,0,0,0,0,0,0,0,6,5,0,100.0,f7d3a773
Eliaquim Mangala,DF,Saint-Étienne,30,9,0,0,19,11,0,0,17,12,0,1,0,66,36,21,63.2,f520049f
Thomas Mangani,MF,Angers,34,6,0,0,25,14,0,88,36,30,0,0,0,141,26,32,44.8,c801616a
Ricardo Mangas,DF,Bordeaux,23,2,0,0,26,29,1,39,25,22,0,1,1,132,25,31,44.6,eef2d8ce
Myziane Maolida,MF,Nice,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,706a60e1
Sekou Mara,FWMF,Bordeaux,19,2,0,0,21,24,2,4,2,4,1,0,0,34,30,34,46.9,3544641e
Marcelo,DF,Bordeaux,34,4,0,0,7,2,0,0,13,5,0,0,1,56,42,6,87.5,e3d0b0c4
Marcelo,DF,Lyon,34,1,0,0,4,1,0,0,4,3,0,0,1,12,14,6,70.0,e3d0b0c4
Guillermo Maripán,DF,Monaco,27,5,0,0,20,10,1,1,25,24,0,0,0,118,45,36,55.6,d9764034
Marquinhos,DF,Paris S-G,27,5,0,0,6,11,1,6,16,14,0,0,0,181,41,39,51.3,d5f2f82b
Jonas Martin,MF,Rennes,31,8,0,0,32,14,0,3,22,20,0,0,0,147,20,15,57.1,468fdbad
Gelson Martins,MFFW,Monaco,26,4,0,0,22,33,15,35,17,27,0,0,0,112,22,23,48.9,3ef0fa48
Pape Matar Sarr,MF,Metz,18,7,0,0,32,22,1,4,29,26,0,0,0,171,29,30,49.2,feb5d972
Eliot Matazo,MF,Monaco,19,1,0,0,16,8,0,1,13,7,0,0,0,45,8,13,38.1,15944afd
Chrislain Matsima,DF,Monaco,19,0,0,0,0,2,0,0,1,2,0,0,0,8,4,1,80.0,cf1ef7ec
Azor Matusiwa,MF,Reims,23,8,1,1,29,30,0,3,62,32,0,1,0,169,27,31,46.6,a17a94d6
Stephy Mavididi,FWMF,Montpellier,23,4,0,0,23,44,6,26,8,13,0,0,0,93,7,36,16.3,30144daa
Derek Mazou-Sacko,FWDF,Troyes,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,810edef9
Kylian Mbappé,FW,Paris S-G,22,10,0,0,28,53,39,68,5,8,4,0,0,63,4,10,28.6,42fd9c7f
Amadou Mbengue,DFMF,Metz,19,4,0,0,12,1,0,0,10,10,0,0,0,43,5,7,41.7,14d2670e
Jason Mbock,FW,Angers,21,1,0,0,0,2,1,1,0,0,0,0,0,1,0,2,0.0,890bc029
Moustapha Mbow,DF,Reims,21,0,0,0,0,0,0,0,1,6,0,0,0,4,1,0,100.0,3f3a2cba
Nathanael Mbuku,FWMF,Reims,19,1,0,0,10,39,2,35,11,13,0,0,0,67,10,14,41.7,46750e9c
Facundo Medina,DF,Lens,22,11,0,0,36,11,0,5,37,42,0,2,0,224,37,34,52.1,6f5ec8bb
Farid El Melali,FW,Angers,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0,d21e361a
Birger Meling,DF,Rennes,26,3,0,0,14,21,2,25,22,27,0,0,0,94,14,17,45.2,70c52749
Houboulang Mendes,DF,Lorient,23,5,1,1,40,18,4,65,41,28,1,0,1,178,27,36,42.9,1545cf15
Nuno Mendes,DF,Paris S-G,19,3,0,0,19,24,1,39,21,29,0,0,0,109,10,11,47.6,f20e4cc9
Pedro Mendes,DF,Montpellier,30,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,100.0,6690ef25
Thiago Mendes,MFDF,Lyon,29,3,1,0,23,16,0,11,34,22,0,1,0,151,26,20,56.5,c6e5d20f
Arial Mendy,DFFW,Clermont Foot,26,1,0,0,6,11,0,39,7,4,0,0,0,47,5,9,35.7,9f0f4b49
Batista Mendy,MFDF,Angers,21,5,0,0,53,10,1,5,34,28,0,1,2,165,24,24,50.0,e472a6f6
Gideon Mensah,DF,Bordeaux,23,1,1,0,16,4,2,54,16,24,0,2,0,105,16,9,64.0,9bdd8118
Quentin Merlin,DFMF,Nantes,19,0,0,0,10,4,1,137,27,28,0,0,0,145,10,24,29.4,0bfca6a1
Lionel Messi,FWMF,Paris S-G,34,0,0,0,6,35,10,32,4,3,0,0,0,55,4,3,57.1,d70ce98e
Mexer,DF,Bordeaux,32,2,0,0,4,7,0,6,21,10,0,1,0,93,22,25,46.8,ce492295
Edouard Michut,MF,Paris S-G,18,0,1,0,2,4,0,0,1,0,0,0,0,5,0,1,0.0,fe6c1add
Georges Mikautadze,FW,Metz,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4788cb6b
William Mikelbrencis,DF,Metz,17,0,0,0,13,2,0,23,5,5,0,0,0,42,1,7,12.5,14df1d7f
Arkadiusz Milik,FW,Marseille,27,1,0,0,19,8,8,5,3,2,0,0,0,22,21,27,43.8,85613cf0
Terem Moffi,FW,Lorient,22,1,0,0,24,18,16,7,4,10,1,0,0,72,45,84,34.9,065dc209
Dion Moise Sahi,FWMF,Strasbourg,19,0,0,0,1,4,0,1,1,0,0,0,0,7,1,4,20.0,cdc4458b
Florent Mollet,FWMF,Montpellier,29,6,0,0,34,50,10,105,24,22,0,0,0,132,13,24,35.1,7e82a78f
Thomas Monconduit,MF,Lorient,30,5,0,0,46,33,0,43,22,25,0,0,0,160,35,23,60.3,84d94b91
Jérémy Morel,DF,Lorient,37,0,0,0,4,5,0,1,7,9,0,0,0,37,9,9,50.0,e97150c0
Lebo Mothiba,FWMF,Troyes,25,1,0,0,10,16,4,1,2,4,1,0,0,15,8,13,38.1,3eaf8817
Lebo Mothiba,FW,Strasbourg,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,3eaf8817
Baptiste Mouazan,MF,Lorient,19,0,0,0,3,0,0,2,1,3,0,0,0,5,0,2,0.0,81ac108d
Aimen Moueffek,MF,Saint-Étienne,20,1,0,0,5,8,0,3,2,4,0,0,0,40,8,10,44.4,2591b066
Harold Moukoudi,DF,Saint-Étienne,23,3,0,0,14,5,0,0,35,12,0,0,0,90,28,17,62.2,5f26e0c5
Jessy Moulin,GK,Troyes,35,3,1,1,1,2,0,0,1,0,0,0,0,8,1,1,50.0,28a65a2c
Steve Mounié,FW,Brest,26,2,0,0,43,28,10,10,6,6,0,0,0,65,223,120,65.0,19ba6c6d
Samuel Moutoussamy,MF,Nantes,24,5,0,0,33,11,0,6,17,32,0,0,0,98,10,23,30.3,af0c835b
Marshall Munetsi,MFDF,Reims,25,7,0,0,39,21,2,4,43,17,1,0,0,106,59,33,64.1,2acf0cd7
Junior Mwanga,DF,Bordeaux,18,0,0,0,0,0,0,1,0,2,0,0,0,6,0,1,0.0,ee158be5
Kévin N'Doram,MF,Metz,25,5,0,0,22,13,0,2,19,8,0,0,0,66,15,11,57.7,e50623a0
Eric N'Jo,DF,Troyes,17,0,0,0,3,0,0,0,2,0,0,0,0,4,1,4,20.0,b85e57bb
Vital N'Simba,DF,Clermont Foot,28,4,0,0,28,49,0,111,29,45,0,0,0,241,14,21,40.0,249ac66d
Mickael Nade,DF,Saint-Étienne,22,4,0,0,44,31,1,0,60,35,0,1,0,176,67,32,67.7,a6b6fa6e
Paul Nardi,GK,Lorient,27,1,0,0,0,3,0,0,0,0,0,0,0,14,3,1,75.0,2d70dbe5
Keylor Navas,GK,Paris S-G,34,0,1,0,1,1,0,0,0,0,0,0,0,36,2,0,100.0,ecada4fc
Papa Ndiaga Yade,DFFW,Metz,21,3,0,0,8,7,0,31,10,10,0,0,0,54,3,5,37.5,87e9c7cd
Tanguy Ndombele,MF,Lyon,24,3,0,0,13,19,0,2,3,14,0,0,0,41,6,4,60.0,5cdddffa
Dan Ndoye,FWMF,Nice,20,0,0,0,3,2,1,1,0,0,0,0,0,9,2,8,20.0,8e697a8f
Neymar,FWMF,Paris S-G,29,10,0,0,31,70,11,64,4,19,1,0,0,84,5,4,55.6,69384e5d
Yvan Neyou,MF,Saint-Étienne,24,4,1,1,17,20,0,4,23,13,0,0,0,79,6,8,42.9,0ad37003
Opa Nguette,FWMF,Metz,27,1,0,0,12,24,4,5,2,14,0,0,0,47,21,25,45.7,75a63397
Sikou Niakaté,DF,Metz,22,2,0,0,10,5,0,1,27,7,0,0,1,50,11,5,68.8,8eef18aa
Ibrahima Niane,FW,Metz,22,2,1,0,14,24,11,7,3,1,0,0,0,50,65,79,45.1,46faabfa
M'Baye Niang,FW,Bordeaux,26,3,0,0,23,19,8,3,1,0,0,0,0,18,28,36,43.8,2054d037
Cheikh Niasse,FWMF,Lille,21,1,0,0,1,1,0,0,1,2,0,0,0,5,3,1,75.0,ff20acfe
Casimir Ninga,FW,Angers,28,2,0,0,11,13,3,3,1,1,0,0,0,20,2,15,11.8,91f2da4c
