,,,,Play,Play,Play,Play,Perf,Perf,Perf,Perf,-additional
Player,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,-9999
Niccolò Zanellato,MF,Crotone,22,27,18,1637,18.2,1,1,3,0,741e058f
Cristián Zapata,DF,Genoa,33,12,12,968,10.8,0,0,2,0,b1deecf8
Duván Zapata,FW,Atalanta,29,37,29,2379,26.4,15,9,0,0,d3de9af0
Gabriele Zappa,DF,Cagliari,20,34,27,2395,26.6,0,4,3,0,ca3db240
Davide Zappacosta,DF,Genoa,28,25,23,2045,22.7,4,2,3,0,7fe90ccd
Simone Zaza,FW,Torino,29,29,15,1491,16.6,6,0,4,0,9592289a
Marvin Zeegelaar,DF,Udinese,29,24,23,1740,19.3,1,0,6,0,8abd0c03
Piotr Zieliński,MF,Napoli,26,36,32,2523,28.0,8,10,2,0,a5296e55
Joshua Zirkzee,FWMF,Parma,19,4,0,113,1.3,0,0,0,0,028e70b9
Jeroen Zoet,GK,Spezia,29,7,7,603,6.7,0,0,1,0,cc1a0c57
Filip Đuričić,MFFW,Sassuolo,28,32,27,2079,23.1,5,4,5,0,eccbe56a
