Player,Pos,Squad,Age,Cmp,Att,Cmp%,-9999
Luca Ceppitelli,DF,Cagliari,30,703,846,83.1,7d50454d
Alberto Cerri,FW,Cagliari,24,88,146,60.3,1079c685
Julian Chabot,DF,Spezia,22,917,1082,84.8,ae7058f9
Giorgio Chiellini,DF,Juventus,35,1025,1121,91.4,e85fb9b8
Federico Chiesa,DF,Fiorentina,22,90,116,77.6,b0f7e36c
Federico Chiesa,MFDF,Juventus,22,605,798,75.8,b0f7e36c
Vlad Chiricheș,DF,Sassuolo,30,1505,1610,93.5,c316607a
Luca Cigarini,MF,Crotone,34,628,757,83.0,ae64d449
Antonio Cioffi,FW,Napoli,17,9,10,90.0,3f1107d5
Ebrima Colley,MFFW,Hellas Verona,20,183,255,71.8,bf356094
Omar Colley,DF,Sampdoria,27,1098,1360,80.7,8b95acda
Simone Colombi,GK,Parma,29,38,52,73.1,72be9309
Lorenzo Colombo,FW,Milan,18,7,13,53.8,04df29a5
Andrea Consigli,GK,Sassuolo,33,1102,1358,81.1,8cabdc1e
Andrea Conti,DF,Milan,26,21,24,87.5,8fef5412
Andrea Conti,DF,Parma,26,373,461,80.9,8fef5412
Alex Cordaz,GK,Crotone,37,1045,1441,72.5,e66ebabb
Andreas Cornelius,FW,Parma,27,397,591,67.2,c693347d
Joaquín Correa,FW,Lazio,25,579,718,80.6,45b9b619
Félix Correia,MF,Juventus,19,7,8,87.5,c803c92a
Douglas Costa,MFFW,Juventus,29,19,25,76.0,4fa7cb9b
Angelo da Costa Júnior,GK,Bologna,36,248,283,87.6,18736214
Mamadou Coulibaly,MF,Udinese,21,59,80,73.8,c976160c
Alessio Cragno,GK,Cagliari,26,671,964,69.6,f554e29b
Gian Crespi,GK,Crotone,19,35,40,87.5,4dea2f2c
Domenico Criscito,DF,Genoa,33,872,1086,80.3,35dd6d80
Bryan Cristante,DFMF,Roma,25,1224,1481,82.6,16657b95
Giovanni Crociata,DF,Crotone,22,11,15,73.3,8c964914
Juan Cuadrado,DFMF,Juventus,32,1466,1788,82.0,0ab1f153
Giuseppe Cuomo,DF,Crotone,22,412,516,79.8,ae5b04fe
Patrick Cutrone,FW,Fiorentina,22,39,53,73.6,a4fe8cda
Wylan Cyprien,MF,Parma,25,248,299,82.9,3e092724
Lennart-Marten Czyborra,DF,Genoa,21,416,574,72.5,7ba1f1ef
Danilo D'Ambrosio,DF,Inter,31,431,476,90.5,44eb9093
Bryan Dabo,MF,Benevento,28,437,570,76.7,c53083ad
Diogo Dalot,DF,Milan,21,467,620,75.3,d9565625
Mikkel Damsgaard,MFFW,Sampdoria,20,512,750,68.3,215f3907
Danilo,DFMF,Juventus,29,2184,2479,88.1,94b2001f
Andrea Danzi,DF,Hellas Verona,21,3,5,60.0,263b855a
Ebrima Darboe,MF,Roma,19,248,264,93.9,cf043a33
Matteo Darmian,DF,Inter,30,418,515,81.2,96e0490d
Matteo Darmian,DF,Parma,30,77,104,74.0,96e0490d
Paweł Dawidowicz,DF,Hellas Verona,25,741,901,82.2,16bb656a
Sebastien De Maio,DF,Udinese,33,310,368,84.2,952a03fe
Rodrigo De Paul,MF,Udinese,26,1549,2134,72.6,162efffd
Mattia De Sciglio,DF,Juventus,27,9,12,75.0,ae4e2852
Lorenzo De Silvestri,DF,Bologna,32,954,1283,74.4,e74f0e59
Grégoire Defrel,MFFW,Sassuolo,29,360,413,87.2,854ee61a
Alessandro Deiola,MF,Spezia,24,117,156,75.0,7f267d66
Alessandro Deiola,MF,Cagliari,24,197,241,81.7,7f267d66
Lorenzo Del Pinto,MF,Benevento,30,5,8,62.5,081b6080
Cristian Dell'Orco,DF,Spezia,26,112,143,78.3,b0243215
Merih Demiral,DF,Juventus,22,587,625,93.9,e3cceee6
Diego Demme,MF,Napoli,28,1110,1254,88.5,dc3fa3b5
Stefano Denswil,DF,Bologna,27,64,82,78.0,5832ebfe
Fabio Depaoli,DF,Benevento,23,290,411,70.6,d97f2e8d
Fabio Depaoli,MF,Sampdoria,23,10,16,62.5,d97f2e8d
Fabio Depaoli,DF,Atalanta,23,81,99,81.8,d97f2e8d
Kastriot Dermaku,DFMF,Parma,28,35,40,87.5,2990c466
Kiril Despodov,FW,Cagliari,23,0,0,,13c8e5f6
Mattia Destro,FW,Genoa,29,187,275,68.0,d7d32194
Gerard Deulofeu,FWMF,Udinese,26,166,248,66.9,39583cfd
Jacopo Dezi,FWMF,Parma,28,33,44,75.0,e921b9db
Samuel Di Carmine,FW,Hellas Verona,31,81,134,60.4,ef94dc2f
Samuel Di Carmine,FW,Crotone,31,74,97,76.3,ef94dc2f
Giovanni Di Lorenzo,DF,Napoli,26,2228,2586,86.2,230a2fac
Alessandro Di Pardo,FWDF,Juventus,21,4,7,57.1,e0ce7038
Giuseppe Di Serio,FWMF,Benevento,19,55,74,74.3,5048486b
Amad Diallo,MF,Atalanta,18,9,10,90.0,9dc96f10
Amadou Diambo,FW,Benevento,19,7,7,100.0,c3a847c7
Amadou Diawara,MF,Roma,23,362,403,89.8,bf309d24
Brahim Díaz,MFFW,Milan,20,415,488,85.0,407feb71
Daan Dierckx,DF,Parma,17,185,211,87.7,3a35db3d
Mitchell Dijks,DF,Bologna,27,602,794,75.8,0a3065c8
Federico Dimarco,DF,Hellas Verona,22,1298,1859,69.8,970b8574
Koffi Djidji,DF,Crotone,27,606,757,80.1,933d3b51
Berat Djimsiti,DF,Atalanta,27,1568,1798,87.2,6eee05f1
Nicolás Domínguez,MF,Bologna,22,614,716,85.8,20b3a502
Gianluigi Donnarumma,GK,Milan,21,979,1232,79.5,08f5afaa
Bartłomiej Drągowski,GK,Fiorentina,22,699,1055,66.3,085e71a7
Denis Drăguș,FWMF,Crotone,21,48,69,69.6,0e490f6e
Radu Drăgușin,DF,Juventus,18,1,2,50.0,620922ed
Léo Duarte,DF,Milan,24,12,12,100.0,73ddc40c
Alfred Duncan,MF,Fiorentina,27,67,90,74.4,528492ea
Alfred Duncan,MF,Cagliari,27,482,598,80.6,528492ea
Paulo Dybala,FW,Juventus,26,576,705,81.7,e0921a4f
Edin Džeko,FW,Roma,34,338,512,66.0,3bb7f478
Steeve-Mike Ebongue,MF,Genoa,19,20,27,74.1,9d5ab351
Simone Edera,DFMF,Torino,23,17,22,77.3,8697c095
Albin Ekdal,MF,Sampdoria,31,878,1049,83.7,f503ea63
Elif Elmas,MFFW,Napoli,20,319,355,89.9,cf007308
Alan Empereur,DF,Hellas Verona,26,90,111,81.1,825b8997
Christian Eriksen,MF,Inter,28,863,1061,81.3,980522ec
Martin Erlic,DF,Spezia,22,911,1075,84.7,0fee6bda
Gonzalo Escalante,MF,Lazio,27,422,481,87.7,3f79a1c8
Nahuel Estévez,MF,Spezia,24,679,923,73.6,cec60a2f
Valentin Eysseric,MFFW,Fiorentina,28,256,357,71.7,ae82fa48
Nicolò Fagioli,MF,Juventus,19,18,20,90.0,366be751
Iago Falque,MFFW,Benevento,30,159,212,75.0,440c84ed
Andri Fannar Baldursson,MF,Bologna,18,54,73,74.0,61f2f56a
Paolo Faragò,DF,Bologna,27,11,13,84.6,9085dd7c
Paolo Faragò,DF,Cagliari,27,190,225,84.4,9085dd7c
Davide Faraoni,DF,Hellas Verona,28,1024,1447,70.8,aae9d04a
Mohamed Fares,DF,Lazio,24,412,540,76.3,b7a5bc86
Diego Farias,FW,Spezia,30,530,654,81.0,157d29b6
Andrea Favilli,FW,Hellas Verona,23,54,80,67.5,44510fde
Federico Fazio,DF,Roma,33,272,317,85.8,4e358a2d
Luiz Felipe,DF,Lazio,23,500,548,91.2,15d0c248
Alex Ferrari,DF,Sampdoria,26,411,493,83.4,d0dbca9f
Salvador Ferrer,DF,Spezia,22,676,908,74.4,eb76987d
Marco Festa,GK,Crotone,28,31,36,86.1,c195ae4a
Fernando Forestieri,FWMF,Udinese,30,150,194,77.3,d60c26fc
Daam Foulon,DF,Benevento,21,321,447,71.8,658d44be
Gianluca Frabotta,DFMF,Juventus,21,400,477,83.9,d80b1835
Remo Freuler,MF,Atalanta,28,1876,2122,88.4,98d2c2c4
Daniel Fuzato,GK,Roma,23,114,152,75.0,82328faf
Matteo Gabbia,DF,Milan,20,331,361,91.7,c235e803
Manolo Gabbiadini,FW,Sampdoria,28,161,220,73.2,8f866fe8
Roberto Gagliardini,MF,Inter,26,517,601,86.0,ce30bfc8
Riccardo Gagliolo,DF,Parma,30,1074,1349,79.6,173061c0
Adolfo Gaich,FW,Benevento,21,76,134,56.7,8dfed6e9
Andrey Galabinov,FW,Spezia,31,73,103,70.9,0a1efd3c
Manuel Gasparini,GK,Udinese,18,2,2,100.0,7033ca08
Gervinho,FW,Parma,33,432,536,80.6,e468c053
Paolo Ghiglione,DFMF,Genoa,23,401,609,65.8,71dc23da
Faouzi Ghoulam,DFFW,Napoli,29,206,258,79.8,c5adc293
Kamil Glik,DF,Benevento,32,1148,1301,88.2,c6056d58
Diego Godín,DF,Cagliari,34,1296,1557,83.2,fc4f85b1
Amer Gojak,MFFW,Torino,23,180,246,73.2,51ffa295
Edoardo Goldaniga,DF,Genoa,26,650,893,72.8,4b029b31
Vladimir Golemić,DF,Crotone,29,1116,1311,85.1,1db295e5
Pierluigi Gollini,GK,Atalanta,25,511,669,76.4,f0f7f62f
Tomislav Gomelt,MF,Crotone,25,17,18,94.4,a5055b1b
Papu Gómez,MFFW,Atalanta,32,354,435,81.4,6e4df551
Robin Gosens,DF,Atalanta,26,1320,1638,80.6,2d970560
Alberto Grassi,MFDF,Parma,25,362,461,78.5,6cc97b6a
Koray Günter,DF,Hellas Verona,25,973,1107,87.9,f1f1f238
Manu Gyabuaa,MF,Atalanta,18,1,1,100.0,a69eb5fd
Emmanuel Gyasi,FW,Spezia,26,775,942,82.3,f9758dae
Achraf Hakimi,DF,Inter,21,1253,1539,81.4,e42d61c7
Samir Handanović,GK,Inter,36,934,1080,86.5,74419746
Lukáš Haraslín,FWMF,Sassuolo,24,97,142,68.3,5c397195
Hans Hateboer,DF,Atalanta,26,857,992,86.4,3b333ac3
Eduardo Henrique,MF,Crotone,25,325,398,81.7,1bd5fc78
Theo Hernández,DF,Milan,22,1527,1891,80.8,d4c9725f
Hernani,MF,Parma,26,845,1080,78.2,6f5ead86
Përparim Hetemaj,MF,Benevento,33,656,869,75.5,90b70194
Aaron Hickey,DF,Bologna,18,337,397,84.9,1780bb4a
Wesley Hoedt,DF,Lazio,26,609,680,89.6,875898c7
Elseid Hysaj,DF,Napoli,26,1029,1226,83.9,2f3452eb
Simone Iacoponi,DF,Parma,33,645,750,86.0,63071a3f
Roger Ibanez,DF,Roma,21,1434,1649,87.0,82efe6fa
Zlatan Ibrahimović,FW,Milan,38,380,544,69.9,4cde5509
Igor,DF,Fiorentina,22,722,814,88.7,a4e85758
Ivan Ilić,MF,Hellas Verona,19,959,1150,83.4,bb376bed
Josip Iličić,MFFW,Atalanta,32,729,1009,72.2,68252d6d
Ciro Immobile,FW,Lazio,30,651,897,72.6,4431aed2
Riccardo Improta,DFMF,Benevento,26,658,936,70.3,f6dfa5b8
Roberto Inglese,FW,Parma,28,74,116,63.8,6c1f7328
Lorenzo Insigne,FW,Napoli,29,1486,1872,79.4,2f557579
Roberto Insigne,MFFW,Benevento,26,497,625,79.5,8faf7b3c
Artur Ioniță,MF,Benevento,29,574,754,76.1,cedb3e36
Ardian Ismajli,DF,Spezia,23,639,737,86.7,6b635f5c
Armando Izzo,DF,Torino,28,973,1207,80.6,89976232
Mato Jajalo,MF,Udinese,32,23,32,71.9,8c65eb5f
Jakub Jankto,MF,Sampdoria,24,621,920,67.5,1ea5f91c
Juan Jesus,DF,Roma,29,122,133,91.7,79083382
Hamed Junior Traorè,MFFW,Sassuolo,20,637,853,74.7,570bb4b9
Musa Juwara,MFDF,Bologna,18,21,31,67.7,7737dee2
Nikola Kalinić,FW,Hellas Verona,32,157,228,68.9,d4931a5a
Yayah Kallon,FW,Genoa,19,7,9,77.8,f95f49d2
Pierre Kalulu,DF,Milan,20,422,496,85.1,85f7d1be
Yann Karamoh,FWMF,Parma,22,275,364,75.5,8b66d9cc
Isaac Karamoko,DF,Sassuolo,18,1,1,100.0,4c7919df
Augustus Kargbo,FW,Crotone,20,6,8,75.0,0c8f27b5
Rick Karsdorp,DF,Roma,25,1070,1298,82.4,9f84febe
Franck Kessié,MF,Milan,23,1781,2022,88.1,05e19d6a
Omar Khailoti,DF,Bologna,18,17,20,85.0,19d1c41f
Simon Kjær,DF,Milan,31,1303,1489,87.5,8b8a56ce
Ragnar Klavan,DF,Cagliari,34,343,402,85.3,008a6e6d
Justin Kluivert,MF,Roma,21,4,7,57.1,4c3a6744
Aleksandr Kokorin,FWMF,Fiorentina,29,26,31,83.9,fec5accc
Aleksandar Kolarov,DF,Inter,34,310,366,84.7,eda40760
Márk Kosznovszky,MF,Parma,18,37,39,94.9,185bf610
Christian Kouamé,FW,Fiorentina,22,234,326,71.8,58e933d2
Kalidou Koulibaly,DF,Napoli,29,1566,1775,88.2,da974c7b
Viktor Kovalenko,FW,Atalanta,24,1,1,100.0,9d60028d
Rade Krunić,MFFW,Milan,26,233,272,85.7,817c6964
Juraj Kucka,MFFW,Parma,33,663,929,71.4,5aaef9ef
Dejan Kulusevski,MFFW,Juventus,20,588,767,76.7,df3cda47
Marash Kumbulla,DF,Roma,20,701,791,88.6,a40819d9
Jasmin Kurtić,MF,Parma,31,1188,1434,82.8,144607cc
Giorgos Kyriakopoulos,DF,Sassuolo,24,827,1013,81.6,0a483542
Antonino La Gumina,FW,Sampdoria,24,45,67,67.2,822a7761
Sam Lammers,FWMF,Atalanta,23,96,122,78.7,c283ddef
Gianluca Lapadula,FW,Benevento,30,320,470,68.1,2ead2809
Danilo Larangeira,DF,Bologna,36,1414,1767,80.0,fed5f993
Kevin Lasagna,FW,Udinese,27,144,212,67.9,09538fdb
Kevin Lasagna,FW,Hellas Verona,27,180,260,69.2,09538fdb
Vincent Laurini,DF,Parma,31,400,505,79.2,3535098b
Darko Lazović,DFMF,Hellas Verona,29,1002,1389,72.1,5128bde4
Manuel Lazzari,DF,Lazio,26,924,1153,80.1,02caf6e0
Rafael Leão,FW,Milan,21,362,507,71.4,20730eae
Lucas Leiva,MF,Lazio,33,1274,1484,85.8,4c78b5ed
Lukas Lerager,MF,Genoa,27,411,501,82.0,1b82f8df
Mehdi Léris,DFMF,Sampdoria,22,174,233,74.7,7d3cbc67
Karlo Letica,GK,Sampdoria,23,30,34,88.2,4a6914ff
Gaetano Letizia,DF,Benevento,30,670,890,75.3,3dd45b70
Matthijs de Ligt,DF,Juventus,20,1604,1739,92.2,d6e53a3a
Karol Linetty,MF,Torino,25,600,733,81.9,d023d70f
Pol Lirola,DFFW,Fiorentina,22,204,284,71.8,ff800ed8
Fernando Llorente,FW,Udinese,35,158,222,71.2,82dbf623
Fernando Llorente,FWMF,Napoli,35,13,22,59.1,82dbf623
Stanislav Lobotka,MF,Napoli,25,117,129,90.7,e1cbb531
Manuel Locatelli,MF,Sassuolo,22,2440,2802,87.1,a8a874f1
Maxime Lopez,MF,Sassuolo,22,1567,1699,92.2,20094685
Pau López,GK,Roma,25,533,663,80.4,20b9f052
Matteo Lovato,DF,Hellas Verona,20,479,609,78.7,5fa57166
Hirving Lozano,FW,Napoli,25,426,620,68.7,a69e4806
José Luis Palomino,DF,Atalanta,30,1273,1554,81.9,921f6058
Romelu Lukaku,FW,Inter,27,538,762,70.6,5eae500a
Saša Lukić,MF,Torino,23,632,804,78.6,c6e8cf1f
Senad Lulić,DF,Lazio,34,242,346,69.9,7fd58fe3
Sebastiano Luperto,DF,Crotone,23,836,1024,81.6,997fff07
Lyanco,DF,Torino,23,1079,1263,85.4,b5bf1770
Charalambos Lykogiannis,DF,Cagliari,26,809,1201,67.4,5efc5389
Lisandro Magallán,DF,Crotone,26,903,1109,81.4,01a49bd2
Christian Maggio,DF,Benevento,38,106,141,75.2,31d7f557
Giulio Maggiore,MF,Spezia,22,565,817,69.2,957e4c87
Francesco Magnanelli,MF,Sassuolo,35,361,421,85.7,07767f42
Giangiacomo Magnani,DF,Hellas Verona,24,459,611,75.1,cce9f582
Jean-Victor Makengo,MF,Udinese,22,153,195,78.5,22bfb57e
Nikola Maksimović,DF,Napoli,28,886,963,92.0,16b9d5cf
Kévin Malcuit,DF,Fiorentina,29,69,97,71.1,d6a889ea
Kévin Malcuit,FWMF,Napoli,29,20,24,83.3,d6a889ea
Daniel Maldini,FWDF,Milan,18,13,15,86.7,801831fe
Ruslan Malinovskyi,MFFW,Atalanta,27,840,1128,74.5,48d5bd33
Dennis Man,FWMF,Parma,21,220,262,84.0,2079b3cc
Gianluca Mancini,DF,Roma,24,1731,1967,88.0,5aa53281
Rolando Mandragora,MF,Udinese,23,127,164,77.4,c7259b83
Rolando Mandragora,MF,Torino,23,590,736,80.2,c7259b83
Mario Mandžukić,FW,Milan,34,35,50,70.0,afa0d4e0
Niccolò Manfredini,GK,Benevento,32,27,31,87.1,e4b39692
Kostas Manolas,DF,Napoli,29,1442,1555,92.7,c707411f
Juan Manuel Ramos,DF,Spezia,23,126,166,75.9,36d7971a
Federico Marchetti,GK,Genoa,37,114,137,83.2,f794b426
Riccardo Marchizza,DF,Spezia,22,761,969,78.5,91d0fabf
Gian Marco Ferrari,DF,Sassuolo,28,2495,2732,91.3,8650af85
Răzvan Marin,MF,Cagliari,24,1389,1698,81.8,7fac99d4
Marlon,DF,Sassuolo,24,1545,1627,95.0,cdf65d12
Luca Marrone,DF,Crotone,30,891,1018,87.5,ea468ea8
Lautaro Martínez,FW,Inter,22,380,566,67.1,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,24,667,830,80.4,3ec3c1c9
Adam Marušić,DF,Lazio,27,1312,1578,83.1,d4535821
Andrea Masiello,DF,Genoa,34,1185,1422,83.3,e0314d87
Giuseppe Mastinu,FW,Spezia,28,9,12,75.0,26cd1bff
Ryder Matos,MF,Udinese,27,6,8,75.0,7280b54f
Federico Mattiello,DF,Spezia,25,27,41,65.9,fba81826
Borja Mayoral,FW,Roma,23,291,372,78.2,64e8ed6d
Antonio Mazzotta,DF,Crotone,30,7,11,63.6,4366d5e9
Ibrahima Mbaye,DF,Bologna,25,170,210,81.0,cfbf9881
Weston McKennie,MF,Juventus,21,659,785,83.9,01c3aff5
Gary Medel,DFMF,Bologna,32,314,342,91.8,563a68ad
Soualiho Meïté,MF,Torino,26,315,380,82.9,5cec2c74
Soualiho Meïté,MF,Milan,26,243,289,84.1,5cec2c74
Filippo Melegoni,MFDF,Genoa,21,197,234,84.2,6604165d
Arthur Melo,MF,Juventus,23,1016,1085,93.6,48b3dd60
Alex Meret,GK,Napoli,23,541,605,89.4,9413b19f
Yıldırım Mert Çetin,DF,Hellas Verona,23,116,147,78.9,c730da00
Dries Mertens,FWMF,Napoli,33,352,488,72.1,89b2c8a9
Junior Messias,MFFW,Crotone,29,871,1214,71.7,f49c4ae9
Petar Mićin,MF,Udinese,21,8,9,88.9,259deea9
Valentin Mihaila,FWMF,Parma,20,124,192,64.6,81a4c239
Nikola Milenković,DF,Fiorentina,22,1435,1686,85.1,bee704fc
Sergej Milinković-Savić,MF,Lazio,25,1401,1823,76.9,4e6dbac4
Vanja Milinković-Savić,GK,Torino,23,116,176,65.9,9fa26bc2
Vincenzo Millico,FWMF,Torino,19,7,9,77.8,6817095b
Aleksei Miranchuk,MFFW,Atalanta,24,316,408,77.5,a9aa0d1d
Antonio Mirante,GK,Roma,37,311,392,79.3,30223b33
Henrikh Mkhitaryan,MFFW,Roma,31,893,1180,75.7,dd0daf32
Johan Mojica,DF,Atalanta,27,178,222,80.2,608f2092
Nahuel Molina,DF,Udinese,22,769,1009,76.2,23610943
Salvatore Molina,MFDF,Crotone,28,842,1082,77.8,54ab971f
Gabriele Moncini,FWMF,Benevento,24,52,87,59.8,c4efe2b4
Cristóbal Montiel,MFFW,Fiorentina,20,2,3,66.7,dd52d069
Lorenzo Montipò,GK,Benevento,24,803,1242,64.7,c1d95617
Luca Mora,MF,Spezia,32,38,59,64.4,42fff925
Álvaro Morata,FW,Juventus,27,445,601,74.0,129af0db
Raúl Moro,FW,Lazio,17,0,1,0.0,919dd4b1
Mert Müldür,DF,Sassuolo,21,813,1027,79.2,1295552e
Luis Muriel,FW,Atalanta,29,496,717,69.2,eb2fe5b6
Vedat Muriqi,FW,Lazio,26,171,252,67.9,0cadc46d
Nicola Murru,DF,Torino,25,231,352,65.6,d183e9d6
Mateo Musacchio,DF,Lazio,29,104,116,89.7,91899ca8
Mateo Musacchio,DF,Milan,29,19,20,95.0,91899ca8
Juan Musso,GK,Udinese,26,769,1017,75.6,a111cf41
Joakim Mæhle,DF,Atalanta,23,583,738,79.0,c459a650
Radja Nainggolan,MF,Cagliari,32,629,843,74.6,1f9328da
Radja Nainggolan,MF,Inter,32,31,38,81.6,1f9328da
Nahitan Nández,MFDF,Cagliari,24,892,1217,73.3,95facda1
Ilija Nestorovski,FWMF,Udinese,30,131,184,71.2,b1236c63
Nicolas Nkoulou,DF,Torino,30,619,721,85.9,93cf32a8
Bram Nuytinck,DF,Udinese,30,697,835,83.5,e33f36d5
