Player,Pos,Squad,Age,90s,Sh,SoT,SoT%,-9999
Danilo Cataldi,MF,Lazio,26,19.0,12,4,33.3,ba3d3bea
Pietro Ceccaroni,DF,Venezia,25,34.7,19,6,31.6,4d1efb48
Federico Ceccherini,DF,Hellas Verona,29,26.2,11,2,18.2,d9624b51
Emil Ceide,FWMF,Sassuolo,19,0.6,0,0,,98a84572
Luca Ceppitelli,DF,Cagliari,31,16.1,6,1,16.7,7d50454d
Damir Ceter,FW,Cagliari,23,0.1,0,0,,eade5337
Julian Chabot,DF,Sampdoria,23,5.4,3,1,33.3,ae7058f9
Giorgio Chiellini,DF,Juventus,36,15.0,4,0,0.0,e85fb9b8
Federico Chiesa,MFFW,Juventus,23,9.6,28,9,32.1,b0f7e36c
Vlad Chiricheș,DF,Sassuolo,31,25.6,9,2,22.2,c316607a
Riccardo Ciervo,MFDF,Sampdoria,19,2.5,3,1,33.3,da77b60b
Moustapha Cissé,FW,Atalanta,17,0.4,3,1,33.3,ee3c4b3f
Giorgio Cittadini,DF,Atalanta,19,0.0,0,0,,e4ba67f2
Ebrima Colley,FWMF,Spezia,21,4.4,12,5,41.7,bf356094
Omar Colley,DF,Sampdoria,28,30.5,11,1,9.1,8b95acda
Andrea Consigli,GK,Sassuolo,34,36.9,0,0,,8cabdc1e
Andrea Conti,DFMF,Sampdoria,27,2.6,4,1,25.0,8fef5412
Andrea Conti,DF,Milan,27,0.1,0,0,,8fef5412
Diego Coppola,DF,Hellas Verona,17,2.8,1,0,0.0,22ae86f9
Joaquín Correa,FW,Inter,26,11.4,35,16,45.7,45b9b619
Lassana Coulibaly,MF,Salernitana,25,25.9,22,7,31.8,85a44ecc
Mamadou Coulibaly,MF,Salernitana,22,9.0,10,4,40.0,c976160c
Alessio Cragno,GK,Cagliari,27,35.0,0,0,,f554e29b
Domenico Criscito,DF,Genoa,34,18.0,17,0,0.0,35dd6d80
Bryan Cristante,MF,Roma,26,29.8,40,5,12.5,16657b95
Domen Črnigoj,MF,Venezia,25,20.9,32,12,37.5,22cd43d2
Giovanni Crociata,FW,Empoli,23,0.2,1,0,0.0,8c964914
Juan Cuadrado,DFMF,Juventus,33,27.6,36,13,36.1,0ab1f153
Mickaël Cuisance,MF,Venezia,21,10.2,6,1,16.7,5722eced
Patrick Cutrone,FW,Empoli,23,15.6,50,14,28.0,a4fe8cda
Danilo D'Ambrosio,DF,Inter,32,11.1,14,3,21.4,44eb9093
Mikkel Damsgaard,MFFW,Sampdoria,21,6.4,11,2,18.2,215f3907
Danilo,DFMF,Juventus,30,21.0,13,3,23.1,94b2001f
Ebrima Darboe,MF,Roma,20,0.7,1,0,0.0,cf043a33
Matteo Darmian,DF,Inter,31,16.7,8,4,50.0,96e0490d
Paweł Dawidowicz,DF,Hellas Verona,26,13.3,6,0,0.0,16bb656a
Sebastien De Maio,DF,Udinese,34,2.0,0,0,,952a03fe
Tommaso De Nipoti,FW,Atalanta,18,0.1,0,0,,7f9d956a
Mattia De Sciglio,DF,Juventus,28,13.0,6,2,33.3,ae4e2852
Lorenzo De Silvestri,DF,Bologna,33,25.5,16,7,43.8,e74f0e59
Grégoire Defrel,FW,Sassuolo,30,15.1,27,10,37.0,854ee61a
Alessandro Deiola,MF,Cagliari,25,23.7,26,12,46.2,7f267d66
Filippo Delli Carri,DF,Salernitana,22,3.7,4,2,50.0,d2e8fd9b
Merih Demiral,DF,Atalanta,23,21.3,25,6,24.0,e3cceee6
Diego Demme,MF,Napoli,29,7.7,2,1,50.0,dc3fa3b5
Fabio Depaoli,DF,Hellas Verona,24,7.8,10,4,40.0,d97f2e8d
Fabio Depaoli,MFDF,Sampdoria,24,1.2,0,0,,d97f2e8d
Mattia Destro,FW,Genoa,30,19.4,54,20,37.0,d7d32194
Gerard Deulofeu,FWMF,Udinese,27,29.1,77,33,42.9,39583cfd
Jacopo Dezi,MF,Venezia,29,0.2,1,0,0.0,e921b9db
Samuel Di Carmine,FW,Hellas Verona,32,0.4,1,0,0.0,ef94dc2f
Federico Di Francesco,FWMF,Empoli,27,15.2,26,8,30.8,1fca9171
Giovanni Di Lorenzo,DF,Napoli,27,31.9,19,4,21.1,230a2fac
Francesco Di Mariano,FW,Venezia,25,0.7,0,0,,35a2557c
Francesco Di Tacchio,MF,Salernitana,31,13.9,14,1,7.1,b5c3ff9f
Amadou Diawara,MF,Roma,24,1.9,1,0,0.0,bf309d24
Brahim Díaz,MF,Milan,21,20.6,30,6,20.0,407feb71
Mitchell Dijks,DFFW,Bologna,28,7.7,4,0,0.0,0a3065c8
Federico Dimarco,DF,Inter,23,15.9,38,18,47.4,970b8574
Filippo Distefano,FW,Fiorentina,17,0.0,0,0,,2110f96c
Koffi Djidji,DF,Torino,28,19.3,10,3,30.0,933d3b51
Berat Djimsiti,DF,Atalanta,28,25.1,18,3,16.7,6eee05f1
Nicolás Domínguez,MF,Bologna,23,22.4,21,3,14.3,20b3a502
Bartłomiej Drągowski,GK,Fiorentina,23,6.2,0,0,,085e71a7
Radu Drăgușin,DF,Sampdoria,19,6.9,3,0,0.0,620922ed
Radu Drăgușin,DF,Salernitana,19,5.4,0,0,,620922ed
Denzel Dumfries,DF,Inter,25,22.5,38,17,44.7,481c9ece
Alfred Duncan,MF,Fiorentina,28,21.5,11,3,27.3,528492ea
Paulo Dybala,FWMF,Juventus,27,22.9,97,36,37.1,e0921a4f
Edin Džeko,FW,Inter,35,27.4,87,37,42.5,3bb7f478
Tyronne Ebuehi,DF,Venezia,25,12.6,7,1,14.3,6af30900
Éderson,MF,Salernitana,22,12.7,21,9,42.9,a9202def
Albin Ekdal,MF,Sampdoria,32,18.2,14,2,14.3,f503ea63
Caleb Ekuban,FWMF,Genoa,27,19.1,38,7,18.4,7afbd2c3
Elif Elmas,FWMF,Napoli,21,18.0,33,11,33.3,cf007308
Martin Erlic,DF,Spezia,23,28.6,15,3,20.0,0fee6bda
Gonzalo Escalante,MF,Lazio,28,0.1,0,0,,3f79a1c8
Diego Falcinelli,FW,Bologna,30,0.7,5,0,0.0,a39b9ef6
Wladimiro Falcone,GK,Sampdoria,26,9.5,0,0,,9f5a610b
Paolo Faragò,MF,Cagliari,28,0.2,2,1,50.0,9085dd7c
Davide Faraoni,DF,Hellas Verona,29,28.6,30,9,30.0,aae9d04a
Mohamed Fares,DFFW,Genoa,25,6.5,13,3,23.1,b7a5bc86
Diego Farias,MFFW,Cagliari,31,0.7,1,0,0.0,157d29b6
Andrea Favilli,FW,Genoa,24,0.4,0,0,,44510fde
Federico Fazio,DF,Salernitana,34,15.9,16,3,18.8,4e358a2d
Luiz Felipe,DF,Lazio,24,27.7,5,1,20.0,15d0c248
Alex Ferrari,DF,Sampdoria,27,18.3,4,1,25.0,d0dbca9f
Salvador Ferrer,DFMF,Spezia,23,16.6,6,1,16.7,eb76987d
Riccardo Fiamozzi,DF,Empoli,28,6.9,0,0,,9f9b9269
Luca Fiordilino,MF,Venezia,25,7.3,3,1,33.3,9bb1ad91
Vincenzo Fiorillo,GK,Salernitana,31,1.0,0,0,,a2565f79
Alessandro Florenzi,DFFW,Milan,30,12.8,22,6,27.3,e288d4b3
Fernando Forestieri,FWMF,Udinese,31,0.6,3,2,66.7,d60c26fc
Francesco Forte,FW,Venezia,28,4.7,11,2,18.2,69e11a01
Gianluca Frabotta,DFMF,Hellas Verona,22,0.2,0,0,,d80b1835
Davide Frattesi,MF,Sassuolo,21,31.7,67,20,29.9,2a7d27c1
Morten Frendrup,DFMF,Genoa,20,7.7,4,2,50.0,f4d60499
Remo Freuler,MF,Atalanta,29,26.3,20,6,30.0,98d2c2c4
Matteo Gabbia,DF,Milan,21,6.0,1,0,0.0,c235e803
Manolo Gabbiadini,FWMF,Sampdoria,29,12.7,44,20,45.5,8f866fe8
Gianluca Gaetano,MF,Napoli,21,0.2,0,0,,3b387cc7
Luca Gagliano,FWDF,Cagliari,21,0.1,0,0,,1d00a56c
Roberto Gagliardini,MF,Inter,27,7.2,8,4,50.0,ce30bfc8
Riccardo Gagliolo,DF,Salernitana,31,12.6,8,1,12.5,173061c0
Nicolas Galazzi,MF,Venezia,20,0.2,0,0,,a796492f
Pablo Galdames Millán,MF,Genoa,24,11.4,12,3,25.0,dd403465
Luca Gemello,GK,Torino,21,1.0,0,0,,53e494ec
Paolo Ghiglione,DF,Genoa,24,6.7,8,4,50.0,71dc23da
Faouzi Ghoulam,DF,Napoli,30,3.7,3,1,33.3,c5adc293
Sebastian Giovinco,MF,Sampdoria,34,0.4,1,0,0.0,2b7c18ae
Olivier Giroud,FW,Milan,34,21.0,61,22,36.1,16ceb862
Diego Godín,DF,Cagliari,35,9.1,7,0,0.0,fc4f85b1
Edoardo Goldaniga,DF,Cagliari,27,10.4,5,1,20.0,4b029b31
Edoardo Goldaniga,DFMF,Sassuolo,27,0.0,0,0,,4b029b31
Cedric Gondo,FW,Salernitana,24,7.8,19,8,42.1,ff37d2ef
Nicolás González,FW,Fiorentina,23,26.2,69,19,27.5,2374aaca
Robin Gosens,DF,Atalanta,27,5.1,15,4,26.7,2d970560
Robin Gosens,DF,Inter,27,1.9,4,1,25.0,2d970560
Alberto Grassi,MF,Cagliari,26,24.2,24,2,8.3,6cc97b6a
Koray Günter,DF,Hellas Verona,26,26.8,6,2,33.3,f1f1f238
Albert Guðmundsson,FWMF,Genoa,24,6.7,9,1,11.1,b79858d5
Emmanuel Gyasi,FWMF,Spezia,27,33.7,38,13,34.2,f9758dae
Norbert Gyömbér,DF,Salernitana,29,28.5,9,2,22.2,0be276c6
Nicolas Haas,MF,Empoli,25,11.1,7,2,28.6,fa449bba
Samir Handanović,GK,Inter,37,37.0,0,0,,74419746
Ridgeciano Haps,DF,Venezia,28,22.8,11,2,18.2,c8d7131c
Abdou Harroui,MF,Sassuolo,23,5.0,13,2,15.4,65fd099c
Hans Hateboer,DFMF,Atalanta,27,15.4,17,2,11.8,3b333ac3
Silvan Hefti,DF,Genoa,23,14.3,5,1,20.0,f8342731
Liam Henderson,MF,Empoli,25,22.4,42,15,35.7,d7918b13
Dalbert Henrique,DFMF,Cagliari,27,23.1,10,1,10.0,f45f9427
Matheus Henrique,MF,Sassuolo,23,12.0,8,0,0.0,a2d9f138
Thomas Henry,FW,Venezia,26,23.5,51,24,47.1,9ef42479
Theo Hernández,DF,Milan,23,30.1,40,13,32.5,d4c9725f
Hernani,MFFW,Genoa,27,7.6,10,4,40.0,6f5ead86
Daan Heymans,MFFW,Venezia,22,2.8,3,1,33.3,6d70c771
Aaron Hickey,DF,Bologna,19,31.3,21,13,61.9,1780bb4a
Martin Hongla,MF,Hellas Verona,23,7.2,9,4,44.4,b85bf253
Sydney van Hooijdonk,FWMF,Bologna,21,0.4,0,0,,5b418e15
Petko Hristov,DF,Spezia,22,13.9,2,1,50.0,d8800a46
Elseid Hysaj,DF,Lazio,27,22.5,4,2,50.0,2f3452eb
Roger Ibanez,DF,Roma,22,32.1,20,5,25.0,82efe6fa
Zlatan Ibrahimović,FW,Milan,39,11.3,50,18,36.0,4cde5509
Igor,DF,Fiorentina,23,24.9,7,1,14.3,a4e85758
Jonathan Ikone,FW,Fiorentina,23,7.2,16,6,37.5,42eaa028
Ivan Ilić,MF,Hellas Verona,20,28.1,22,5,22.7,bb376bed
Josip Iličić,MFFW,Atalanta,33,9.3,31,7,22.6,68252d6d
Ciro Immobile,FW,Lazio,31,30.1,109,50,45.9,4431aed2
Lorenzo Insigne,FW,Napoli,30,25.4,81,24,29.6,2f557579
Ardian Ismajli,DF,Empoli,24,14.1,5,1,20.0,6b635f5c
Armando Izzo,DF,Torino,29,5.8,5,3,60.0,89976232
Mato Jajalo,MF,Udinese,33,7.0,5,0,0.0,8c65eb5f
Paweł Jaroszyński,DF,Salernitana,26,5.7,2,1,50.0,958a601f
Juan Jesus,DF,Napoli,30,14.2,4,1,25.0,79083382
Dennis Johnsen,FWMF,Venezia,23,16.1,14,5,35.7,66784dee
Kaio Jorge,MFFW,Juventus,19,1.3,5,1,20.0,0cf465f2
Flavio Junior Bianchi,FWMF,Genoa,21,3.5,10,3,30.0,3ef965c1
Hamed Junior Traorè,FWMF,Sassuolo,21,19.7,51,22,43.1,570bb4b9
Nikola Kalinić,FW,Hellas Verona,33,4.5,13,4,30.8,d4931a5a
Yayah Kallon,FWMF,Genoa,20,7.1,11,1,9.1,f95f49d2
Pierre Kalulu,DF,Milan,21,21.6,5,2,40.0,85f7d1be
Dimitrije Kamenović,DF,Lazio,21,0.5,1,0,0.0,d3e0c826
Rick Karsdorp,DFFW,Roma,26,32.0,2,1,50.0,9f84febe
Denso Kasius,DFFW,Bologna,18,2.0,2,1,50.0,7ae36711
Grigoris Kastanos,MFFW,Salernitana,23,15.0,28,8,28.6,2a82aa85
Moise Kean,FW,Juventus,21,12.2,28,10,35.7,3d50bcdb
Wajdi Kechrida,DFMF,Salernitana,25,10.6,6,1,16.7,11962fe7
Dimitrios Keramitsis,MF,Roma,17,0.0,0,0,,6f30a1d5
Franck Kessié,MF,Milan,24,25.6,31,8,25.8,05e19d6a
Jakub Kiwior,MF,Spezia,21,21.8,8,4,50.0,dc3e663e
Sofian Kiyine,MFFW,Venezia,23,13.8,20,5,25.0,ce1806be
Simon Kjær,DF,Milan,32,8.9,5,1,20.0,8b8a56ce
Aleksandr Kokorin,FWMF,Fiorentina,30,0.6,0,0,,fec5accc
Aleksandar Kolarov,DF,Inter,35,0.5,1,0,0.0,eda40760
Teun Koopmeiners,MF,Atalanta,23,23.6,28,9,32.1,a26fb8aa
Kalidou Koulibaly,DF,Napoli,30,26.7,10,7,70.0,da974c7b
Christos Kourfalidis,MFFW,Cagliari,18,0.2,1,1,100.0,5c522c88
Viktor Kovalenko,MF,Spezia,25,14.7,8,2,25.0,9d60028d
Julian Kristoffersen,FW,Salernitana,24,0.1,1,0,0.0,b804c280
Rade Krunić,MFFW,Milan,27,15.7,10,2,20.0,817c6964
Dejan Kulusevski,FWMF,Juventus,21,8.6,18,6,33.3,df3cda47
Marash Kumbulla,DF,Roma,21,11.4,7,3,42.9,a40819d9
Giorgos Kyriakopoulos,DFFW,Sassuolo,25,21.9,30,10,33.3,0a483542
Andrea La Mantia,FWMF,Empoli,30,5.4,17,3,17.6,c375dfa5
Sam Lammers,FWMF,Atalanta,24,0.4,0,0,,c283ddef
Kevin Lasagna,MFFW,Hellas Verona,28,13.2,41,16,39.0,09538fdb
Darko Lazović,DF,Hellas Verona,30,30.7,46,10,21.7,5128bde4
Manuel Lazzari,DF,Lazio,27,18.5,12,6,50.0,02caf6e0
Patrick Leal,FW,Venezia,18,0.0,0,0,,d97ec0d1
Rafael Leão,FW,Milan,22,28.9,97,38,39.2,20730eae
Lucas Leiva,MF,Lazio,34,18.9,3,0,0.0,4c78b5ed
Luca Lezzerini,GK,Venezia,26,5.5,0,0,,c9c32262
Ben Lhassine Kone,MF,Torino,21,0.9,0,0,,7452c7a8
Matthijs de Ligt,DF,Juventus,21,29.7,20,10,50.0,d6e53a3a
Anderson Lima,MF,Lazio,21,0.7,1,0,0.0,59be3a74
Karol Linetty,MFFW,Torino,26,10.0,13,2,15.4,d023d70f
Stanislav Lobotka,MF,Napoli,26,18.7,2,1,50.0,e1cbb531
Manuel Locatelli,MF,Juventus,23,24.0,21,3,14.3,a8a874f1
Maxime Lopez,MF,Sassuolo,23,32.6,16,6,37.5,20094685
Matteo Lovato,DF,Atalanta,21,3.4,1,0,0.0,5fa57166
Matteo Lovato,DF,Cagliari,21,13.8,6,1,16.7,5fa57166
Hirving Lozano,FW,Napoli,26,17.9,50,19,38.0,a69e4806
José Luis Palomino,DF,Atalanta,31,29.7,14,3,21.4,921f6058
Saša Lukić,MF,Torino,24,33.1,29,7,24.1,c6e8cf1f
Sebastiano Luperto,DF,Empoli,24,21.8,9,3,33.3,997fff07
Charalambos Lykogiannis,DFFW,Cagliari,27,20.2,22,7,31.8,5efc5389
Niki Mäenpää,GK,Venezia,36,16.5,0,0,,14a96e1c
Giulio Maggiore,MF,Spezia,23,31.3,42,8,19.0,957e4c87
Francesco Magnanelli,MF,Sassuolo,36,3.0,2,0,0.0,07767f42
Giangiacomo Magnani,DF,Hellas Verona,25,5.9,5,1,20.0,cce9f582
Giangiacomo Magnani,DF,Sampdoria,25,2.7,0,0,,cce9f582
Mike Maignan,GK,Milan,26,32.0,0,0,,fcb38f57
Ainsley Maitland-Niles,DF,Roma,23,5.4,3,2,66.7,e3a5814e
Jean-Victor Makengo,MF,Udinese,23,26.1,32,10,31.3,22bfb57e
Nikola Maksimović,DF,Genoa,29,12.4,3,0,0.0,16b9d5cf
Kévin Malcuit,DFMF,Napoli,30,3.2,1,0,0.0,d6a889ea
Daniel Maldini,MF,Milan,19,1.6,3,1,33.3,801831fe
Youssef Maleh,MF,Fiorentina,22,11.3,21,5,23.8,4c8845f7
Ruslan Malinovskyi,MFFW,Atalanta,28,17.7,57,17,29.8,48d5bd33
Rey Manaj,FW,Spezia,24,19.6,51,14,27.5,7703afb6
Gianluca Mancini,DF,Roma,25,32.0,24,6,25.0,5aa53281
Leonardo Mancuso,FW,Empoli,29,4.7,12,5,41.7,311027cb
Rolando Mandragora,MF,Torino,24,14.7,23,5,21.7,c7259b83
Kostas Manolas,DF,Napoli,30,3.5,0,0,,c707411f
Riccardo Marchizza,DF,Empoli,23,15.0,8,1,12.5,91d0fabf
Gian Marco Ferrari,DF,Sassuolo,29,34.7,25,10,40.0,8650af85
Davide Marfella,GK,Napoli,21,0.1,0,0,,880fcdbb
Pablo Marí,DF,Udinese,27,14.9,10,5,50.0,aa54ec6f
Răzvan Marin,MF,Cagliari,25,31.3,41,7,17.1,7fac99d4
Lautaro Martínez,FW,Inter,23,25.4,112,47,42.0,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,25,15.9,16,4,25.0,3ec3c1c9
Adam Marušić,DF,Lazio,28,30.2,8,3,37.5,d4535821
Andrea Masiello,DF,Genoa,35,5.7,2,0,0.0,e0314d87
Aleš Matějů,DF,Venezia,25,8.1,2,2,100.0,deb748c9
Borja Mayoral,FWDF,Roma,24,1.1,1,0,0.0,64e8ed6d
Pasquale Mazzocchi,DF,Venezia,26,13.8,6,0,0.0,eb0ec070
Pasquale Mazzocchi,DF,Salernitana,26,14.1,5,2,40.0,eb0ec070
Ibrahima Mbaye,DF,Bologna,26,1.2,0,0,,cfbf9881
Weston McKennie,MF,Juventus,22,15.2,23,5,21.7,01c3aff5
Gary Medel,DF,Bologna,33,31.4,2,0,0.0,563a68ad
Filippo Melegoni,MFFW,Genoa,22,10.9,13,7,53.8,6604165d
Arthur Melo,MF,Juventus,24,10.7,2,0,0.0,48b3dd60
Alex Meret,GK,Napoli,24,6.9,0,0,,9413b19f
Yıldırım Mert Çetin,MF,Hellas Verona,24,0.5,0,0,,c730da00
Dries Mertens,FWMF,Napoli,34,15.4,44,19,43.2,89b2c8a9
Junior Messias,FWMF,Milan,30,15.9,44,17,38.6,f49c4ae9
Kingsley Michael,MF,Bologna,21,0.8,1,1,100.0,e63e122d
Valentin Mihaila,MFFW,Atalanta,21,0.8,1,1,100.0,81a4c239
Mikael,FWMF,Salernitana,22,1.0,3,0,0.0,33502726
Hilmir Mikaelsson,FW,Venezia,17,0.2,0,0,,5add9b29
Nikola Milenković,DF,Fiorentina,23,32.5,23,9,39.1,bee704fc
Sergej Milinković-Savić,MF,Lazio,26,34.4,75,31,41.3,4e6dbac4
